,Li-Li,Li-Al,Al-Al,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,2.650445226575711e-07,0.0,0.0,0.5
6,2.1853739658712934e-06,0.0,0.0,0.6000000000000001
7,1.4146452248003337e-05,0.0,0.0,0.7000000000000001
8,7.06185590812642e-05,2.3329439754754955e-07,0.0,0.8
9,0.00029101213058151955,2.037908680409982e-06,0.0,0.9
10,0.001016266684632588,1.3306529604727934e-05,0.0,1.0
11,0.003075779975579216,6.83748095546728e-05,6.617547453980353e-07,1.1
12,0.008176777852575765,0.0002921540656761913,6.1068839699258745e-06,1.2000000000000002
13,0.019260397744983955,0.0010713110782369732,4.659867023733719e-05,1.3
14,0.04048064877205967,0.0034446198936547152,0.0002658272445635971,1.4000000000000001
15,0.07653527902656124,0.009866348603928673,0.0012284282230012682,1.5
16,0.1315475297616143,0.025327917304527808,0.00475578294289862,1.6
17,0.20808366222382285,0.05830360008097886,0.015698434715677504,1.7000000000000002
18,0.30661899673936144,0.12020441831891884,0.04435716747588297,1.8
19,0.42509552748845014,0.22209046920417094,0.10767501300626474,1.9000000000000001
20,0.5583276115898058,0.36919911139325545,0.22561488903007998,2.0
21,0.697938623213734,0.5564604908277307,0.4111251249566747,2.1
22,0.8336679096880952,0.7681618974742385,0.6581339622223349,2.2
23,0.9556654429326445,0.9816396205321396,0.9366523285173356,2.3000000000000003
24,1.056468986246568,1.172480311236304,1.2008842082816165,2.4000000000000004
25,1.1320198052177797,1.3200316867533302,1.4067536918373498,2.5
26,1.1818070695941238,1.4129222917404893,1.5281303633393486,2.6
27,1.208127123997744,1.4520590825053612,1.562772515113356,2.7
28,1.2146650205841305,1.4479720489804744,1.527543633037881,2.8000000000000003
29,1.2053396828331007,1.4140166950335207,1.4483115227889511,2.9000000000000004
30,1.1841207442637216,1.361001303093741,1.3495130839786114,3.0
31,1.1553615378968944,1.2964444796032366,1.2477628554851832,3.1
32,1.123586479547286,1.2264238807052243,1.1521953825065103,3.2
33,1.092303611633848,1.1565712363339524,1.0678191890909727,3.3000000000000003
34,1.0628262834773332,1.0914864320793733,0.9963129809844748,3.4000000000000004
35,1.0346762815139232,1.0340100998976745,0.9355887515454099,3.5
36,1.0075715808276724,0.9852966397317526,0.8824643856337027,3.6
37,0.9827809860782233,0.9456292643986711,0.8366679068016566,3.7
38,0.9623131120837702,0.9154232882941654,0.8010291737873555,3.8000000000000003
39,0.9472385734654712,0.8955873793357195,0.7782484224984508,3.9000000000000004
40,0.9373234340898581,0.8867892447425263,0.7685746140971831,4.0
41,0.9320738676456377,0.8884221449580987,0.7699531689332931,4.1000000000000005
42,0.9314720318235454,0.898448720143326,0.7795826373896511,4.2
43,0.9354883676939081,0.9142180719416312,0.795865126428159,4.3
44,0.9432841274303234,0.9333066925158925,0.8191946347696241,4.4
45,0.953288797071841,0.9537875836148102,0.8500317447869069,4.5
46,0.9640470037471258,0.9741002234274354,0.8861006853065463,4.6000000000000005
47,0.9748778506912507,0.9928796295863471,0.9224970857011043,4.7
48,0.9856839168335292,1.0089620964527517,0.9547938900819598,4.800000000000001
49,0.9961196428835539,1.021648054983767,0.9812566521838639,4.9
50,1.0051516246971879,1.0310006898850246,1.0022033654576767,5.0
51,1.0116788188489079,1.03771406861089,1.0183649146565674,5.1000000000000005
52,1.0154378665539976,1.0425067734900362,1.0300422616102916,5.2
53,1.016998941700046,1.0456080482062644,1.0366856115300906,5.300000000000001
54,1.0170440698339536,1.0467770773517822,1.0370161208337902,5.4
55,1.0159411097005315,1.0456331538448842,1.0305835832395265,5.5
56,1.0138498151392443,1.0420062231930494,1.0194321758944502,5.6000000000000005
57,1.0108049018202854,1.0363137308347137,1.0070236484769257,5.7
58,1.0067093417588673,1.0296528249849297,0.995176354921804,5.800000000000001
59,1.0016436231187882,1.0231158991355065,0.9831091779179502,5.9
60,0.9962972074394304,1.016934146043532,0.9697968197385816,6.0
61,0.9918037199054753,1.01071042848954,0.9560645154864291,6.1000000000000005
62,0.9889628862572777,1.0045165063904484,0.9438536886278355,6.2
63,0.9877586113651865,0.999195063050949,0.9344416312264487,6.300000000000001
64,0.9877143878552841,0.9954504008782042,0.9279471468181051,6.4
65,0.9884427557154227,0.9931199415864973,0.9236857638254076,6.5
66,0.9896006716126654,0.9915656901371896,0.9205754464705138,6.6000000000000005
67,0.9905930218723038,0.9905194437495008,0.9178250667829825,6.7
68,0.9908388389802562,0.9903675456983067,0.9155260934471776,6.800000000000001
69,0.9904366231078701,0.991671646792432,0.9143709111132329,6.9
70,0.9902801448188289,0.9945658699148991,0.9150268596355658,7.0
71,0.9912755707972711,0.9986760343224335,0.9179973801938259,7.1000000000000005
72,0.9934786488781476,1.003462096236916,0.9234789784134335,7.2
73,0.9960980840468268,1.0084156468374526,0.9307753450224057,7.300000000000001
74,0.9982545212843474,1.012988001891958,0.9382033717716964,7.4
75,0.9995313349827876,1.0165959858367473,0.9439954803993905,7.5
76,0.9998621837577888,1.01885196639297,0.9472381576240015,7.6000000000000005
77,0.9992986513244386,1.0197455429641302,0.948233636754172,7.7
78,0.9981182147013128,1.0195528853959777,0.9485734013602396,7.800000000000001
79,0.9968915182402592,1.0186283215225613,0.9505840929972774,7.9
80,0.9961354218063924,1.0173312589949184,0.9557995336354356,8.0
81,0.9959481311034108,1.0160092979187683,0.963629286498736,8.1
82,0.9960771940033122,1.0149363290222675,0.9718251787606865,8.200000000000001
