,Si-Si,Si-Ir,Ir-Ir,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,3.5513001173747455e-07,1.3317375440155294e-07,0.0,1.0
11,5.383530652744423e-06,3.856511134810556e-06,0.0,1.1
12,4.6183530497365005e-05,4.4498340023981654e-05,3.2361222319577365e-07,1.2000000000000002
13,0.0002799256581194623,0.00031370666294276077,3.2843200766991868e-06,1.3
14,0.0013371481495923403,0.001658958624171384,2.158205772530265e-05,1.4000000000000001
15,0.005253505579575662,0.007057586142373263,0.00011687540810284367,1.5
16,0.017303556975297972,0.02483594508851544,0.0005142158896362843,1.6
17,0.04824255516474841,0.07308898514689367,0.0019351678135356245,1.7000000000000002
18,0.114702908315168,0.18120445468144877,0.006326306134617941,1.8
19,0.2343553185027462,0.3812337701286077,0.018205075599400808,1.9000000000000001
20,0.41509444155534686,0.686214781855136,0.04625496839773405,2.0
21,0.644174523155147,1.0670462510724115,0.10370191108059668,2.1
22,0.8872641309512389,1.4502501695708987,0.20508601551536976,2.2
23,1.101301122987346,1.74713088354976,0.35845678414194526,2.3000000000000003
24,1.2528423722925215,1.8963614100742936,0.5564236184137024,2.4000000000000004
25,1.32915878852257,1.888882297265092,0.7731425225114076,2.5
26,1.3374309105649067,1.7613893122904185,0.9717517680460528,2.6
27,1.2969910156320816,1.570496062398659,1.1187393437057398,2.7
28,1.2307804321635745,1.3678026031785975,1.1964998914527436,2.8000000000000003
29,1.1587009384086882,1.1870468543261903,1.2074720291936962,2.9000000000000004
30,1.093877273219646,1.043290457293975,1.1691710090530676,3.0
31,1.0423435905366707,0.9386437884259257,1.1047284494357341,3.1
32,1.0050382666160524,0.868734355174752,1.0350879088240765,3.2
33,0.9800345249427762,0.8270651394555951,0.9756392432724765,3.3000000000000003
34,0.964190330231642,0.8075581995756708,0.9358262315137805,3.4000000000000004
35,0.9545837504335704,0.8057310730356474,0.9194124361098706,3.5
36,0.9495668336097648,0.8182357736997435,0.9246538325452384,3.6
37,0.9486413973801007,0.8415543413075286,0.9453792538357068,3.7
38,0.9513645879735845,0.8714877653388358,0.9739507096056252,3.8000000000000003
39,0.9567310386386829,0.9038833530461543,1.004858126603181,3.9000000000000004
40,0.9637988769405115,0.9355603634414267,1.0362630992011834,4.0
41,0.9724364089723357,0.9645347530479229,1.0683516340204193,4.1000000000000005
42,0.982914551171366,0.9894864312832866,1.099981746962198,4.2
43,0.9948531596950719,1.0091296064669517,1.1264333196712,4.3
44,1.006827432963141,1.0222832067064918,1.1406098866730208,4.4
45,1.0168697696487943,1.0287015027948536,1.1371510096205861,4.5
46,1.0232504657742965,1.0296443781065654,1.1160079858516943,4.6000000000000005
47,1.0251737988269396,1.027316277282525,1.082634667900998,4.7
48,1.0231599200125787,1.0236009421354606,1.045142284167807,4.800000000000001
49,1.018716072627409,1.0193088140986408,1.0106500172231676,4.9
50,1.0133772110113575,1.0145490598284188,0.9828283016157742,5.0
51,1.0079415072508577,1.009547232974236,0.9619173164528938,5.1000000000000005
52,1.0025414659087257,1.0049078732584658,0.9468815169587903,5.2
53,0.9972429488988488,1.001238709839695,0.9373892026605412,5.300000000000001
54,0.9924716924398405,0.9988265737470164,0.9338487476762312,5.4
55,0.9889501962365839,0.9977940586644973,0.936300253003712,5.5
56,0.9872957826315719,0.9983814467316141,0.9436626511844342,5.6000000000000005
57,0.9876129656934719,1.0006815080869518,0.9535941820228945,5.7
58,0.9894319293936399,1.0040658302563885,0.9630180519466441,5.800000000000001
59,0.9920142024203972,1.0073137496034086,0.9694545902980534,5.9
60,0.9947083236165283,1.0095097341173507,0.97229274086956,6.0
61,0.9970959313647911,1.0106679612683371,0.9726574734654053,6.1000000000000005
62,0.9989416969669631,1.0114862312436506,0.9720595830984428,6.2
63,1.0000581287637205,1.0125851803049906,0.9712844592713548,6.300000000000001
64,1.0003070314125175,1.0138687831425164,0.97038240506185,6.4
65,0.9998268156216399,1.0145189253910787,0.9693663980050872,6.5
66,0.9991180012539721,1.013732314123264,0.9686620095253792,6.6000000000000005
67,0.9986457880540069,1.011502198300696,0.9688478983415286,6.7
68,0.998361419616163,1.008599169983122,0.9701419882931438,6.800000000000001
69,0.9978080825899578,1.0058778614004789,0.9722765691067838,6.9
70,0.9967186394580071,1.0037622594460156,0.9747702562039332,7.0
71,0.995335419996531,1.0022722108287403,0.9772615674876627,7.1000000000000005
72,0.9941564899031765,1.0013084929714902,0.9795476759955802,7.2
73,0.9935601889927785,1.000839040802454,0.9812298644101275,7.300000000000001
74,0.993709478513007,1.0008526490559722,0.9815268784293676,7.4
75,0.9946273006009526,1.0012339950166835,0.9799711932362237,7.5
76,0.996203044498498,1.0018214105982337,0.9774159381664388,7.6000000000000005
77,0.9981507865094662,1.002578313630697,0.9758200373642817,7.7
78,1.0000984098274632,1.003572554543785,0.9766789834614107,7.800000000000001
79,1.0017547148456445,1.0047131626469743,0.9798149137458699,7.9
80,1.0029244029009394,1.0056066905964245,0.9836799301671787,8.0
81,1.003436685540773,1.0057572777261814,0.9865627555615837,8.1
82,1.0032672790286268,1.0049200843261832,0.9874370144558597,8.200000000000001
83,1.002705419668128,1.0032734967287738,0.9860542492812572,8.3
84,1.0021634069723182,1.0012461207366006,0.9829954952907267,8.4
85,1.0017604416929513,0.9991778450914117,0.9799672618380525,8.5
86,1.001238994627172,0.9972173790354678,0.9792131944393153,8.6
87,1.0003179064810184,0.9955336160591617,0.9817126179661504,8.700000000000001
88,0.9990159310255677,0.9944369867918283,0.9862514014812628,8.8
89,0.9975978015753588,0.994152952217733,0.9907593027190145,8.9
90,0.9963171177501429,0.994542013752536,0.9941041605449348,9.0
91,0.995265952418203,0.9951576007340341,0.9962418808536698,9.1
92,0.9943798632543523,0.9956148200120528,0.9972632110720534,9.200000000000001
93,0.9935454855884237,0.9959177948245422,0.9969752000892002,9.3
94,0.9927749114854134,0.99649812294953,0.9952581413888787,9.4
95,0.9923175334299609,0.9979995682096816,0.992293793402557,9.5
96,0.9925714690770082,1.0009313163011062,0.9882928740528829,9.600000000000001
97,0.9938595443468483,1.0052575034069182,0.9833867531329917,9.700000000000001
98,0.9961534399374419,1.0101827502147718,0.9780737529267024,9.8
99,0.9988037526159936,1.014434610277108,0.9734652349284872,9.9
100,1.0006274386521883,1.0168664019906777,0.9707964441686222,10.0
