,Si-Si,Si-Ru,Ru-Ru,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,4.830368099720133e-08,0.0,0.0,0.9
10,5.734937112250099e-07,5.170282891922661e-07,0.0,1.0
11,6.030871319079464e-06,7.4317670671023044e-06,0.0,1.1
12,4.751812643171862e-05,6.903990152036354e-05,6.281893713686035e-07,1.2000000000000002
13,0.0002775592533156002,0.0004376860603666668,6.660347514492639e-06,1.3
14,0.0013068542752339859,0.0021585877268658453,4.4531128988835175e-05,1.4000000000000001
15,0.005124552614166416,0.008723326947105675,0.00023497604629371885,1.5
16,0.016925810575287834,0.029437341172539714,0.0009922074371552807,1.6
17,0.047365262446705025,0.08362101031331808,0.003516956213914516,1.7000000000000002
18,0.11300024180843744,0.2011725846591073,0.01061455865678319,1.8
19,0.23162383937294043,0.41268423775564667,0.02763061418966757,1.9000000000000001
20,0.4117916850095376,0.7278979081625905,0.06265562046172717,2.0
21,0.6419255174572145,1.115035743773087,0.1249776102194232,2.1
22,0.8882424406859655,1.5012135719791428,0.22178230531195356,2.2
23,1.1062092246008977,1.8010098962984766,0.35455641446466657,2.3000000000000003
24,1.259544390336897,1.9554644232917477,0.516956676453212,2.4000000000000004
25,1.3341485334866203,1.9544576606212514,0.6947894738717522,2.5
26,1.3388711119245484,1.831254837690192,0.8684181120762136,2.6
27,1.2959030477428604,1.639482985733458,1.0176495137281334,2.7
28,1.2294999786633645,1.4297888891770503,1.1274055794832778,2.8000000000000003
29,1.1588403403146075,1.2367365609369887,1.1907569613540363,2.9000000000000004
30,1.0954095115924927,1.0770781969813077,1.2077008687734436,3.0
31,1.0435101513857004,0.9548635400127218,1.1827370555535959,3.1
32,1.003004841826505,0.8679110480823913,1.1249043593432897,3.2
33,0.9727133326279437,0.8121250988551616,1.048727258930317,3.3000000000000003
34,0.9521316225906699,0.7829547711413632,0.9719450517124992,3.4000000000000004
35,0.94083633916147,0.7754225468779465,0.9099858135057856,3.5
36,0.9373159637673903,0.7843696304962875,0.8710553237844095,3.6
37,0.9390083975207839,0.8051232595046685,0.8554557764751597,3.7
38,0.9435659689780098,0.8339779902771031,0.8593216075103847,3.8000000000000003
39,0.9500385799095384,0.8682450309271861,0.8789538016701395,3.9000000000000004
40,0.9588370158706415,0.9058787580001767,0.9116089831223435,4.0
41,0.9704614654174257,0.9447668535525502,0.9533078073653403,4.1000000000000005
42,0.9842365433010307,0.9822055460714387,0.9978973593558822,4.2
43,0.9983253553881338,1.0150919496383046,1.0386493963038301,4.3
44,1.0107645080980627,1.0407143240367789,1.0699207632055705,4.4
45,1.0201951910879181,1.0576105740178563,1.0875899633728,4.5
46,1.0258005028942783,1.0658859536782508,1.0894728699571021,4.6000000000000005
47,1.027186021361219,1.066752932296868,1.076200843645638,4.7
48,1.0246273763518916,1.061864571807503,1.051526663044362,4.800000000000001
49,1.0192248165159765,1.0531256161944096,1.021259094368108,4.9
50,1.0125578035381069,1.0426235583829786,0.9910054307017538,5.0
51,1.0060573535141029,1.0320326198824898,0.9640626878816972,5.1000000000000005
52,1.0005526692024618,1.0220546763354112,0.9411613439077818,5.2
53,0.9961895860473667,1.0127594634648764,0.9221807491890699,5.300000000000001
54,0.9926422106424261,1.0044010309290372,0.9080081375316318,5.4
55,0.989525481843051,0.9976509659489975,0.9008013736142975,5.5
56,0.9868695946981026,0.9931226516493649,0.902469801314314,5.6000000000000005
57,0.9852206762964052,0.9908886450533346,0.9128439314907377,5.7
58,0.9851560579764578,0.99050157179529,0.9294489392254298,5.800000000000001
59,0.9867311325047883,0.9913652479981558,0.9489071129077578,5.9
60,0.9894397986251625,0.9930552823982336,0.968089306663196,6.0
61,0.9925833799837087,0.9953317403794197,0.9843827742324548,6.1000000000000005
62,0.9955944241552888,0.9979323464140512,0.9962232047109096,6.2
63,0.9981578624544842,1.0004969989595405,1.0037379966303477,6.300000000000001
64,1.000200864815078,1.0027276208786249,1.0079787996760219,6.4
65,1.0017915842230942,1.0044792016226614,1.0092938258086543,6.5
66,1.0030200155336109,1.0056104310806864,1.0071341246768908,6.6000000000000005
67,1.0039667821273883,1.0058779714960524,1.0013940229170475,6.7
68,1.0046865170380916,1.0051462247750897,0.9932347267576583,6.800000000000001
69,1.0051049091924014,1.0036841365165279,0.984684714690999,6.9
70,1.0050305998556883,1.0021270834155704,0.977985093485625,7.0
71,1.0044353796916743,1.001077011904979,0.9750018673832932,7.1000000000000005
72,1.0036583901437408,1.0007602502213762,0.9763965547038477,7.2
73,1.0030844212745091,1.001038529721283,0.9810898189302084,7.300000000000001
74,1.0026397307318258,1.0016353129481248,0.9868711333768706,7.4
75,1.0018842710048697,1.002300133312162,0.9918426747010545,7.5
76,1.000620371180423,1.0028758079011697,0.9952736070222489,7.6000000000000005
77,0.9991472420555436,1.0033286337013367,0.9971319104732014,7.7
78,0.9979045895763619,1.0037033930468031,0.9972787460546199,7.800000000000001
79,0.9970951671601652,1.004010591003673,0.9954270398132177,7.9
80,0.9966486023724564,1.0042257824246368,0.9916250048317424,8.0
81,0.9963725038689694,1.0044082487444566,0.9865167884458893,8.1
82,0.9961306973578603,1.0046869960797697,0.9811665835893577,8.200000000000001
83,0.9959655788360524,1.0050247011384281,0.9766097324397003,8.3
84,0.9960251097413395,1.0050654413444273,0.9733891521138763,8.4
85,0.9963368675664449,1.0043420094486193,0.9714062313410977,8.5
86,0.996724184593154,1.0026723275964435,0.9702823022691953,8.6
87,0.9969891793635443,1.0003149025027884,0.9699133666469835,8.700000000000001
88,0.9971145973023003,0.9977836629857453,0.9706170317198537,8.8
89,0.9972183674277919,0.9955792353321615,0.9727517554158849,8.9
90,0.997321888584025,0.9940078012387599,0.9763066314808843,9.0
91,0.9972486219130654,0.9930873393284422,0.9809183347015592,9.1
92,0.9968598052472678,0.9925803011314308,0.9862645178801723,9.200000000000001
93,0.9963704951583923,0.9922020099442329,0.992389730956633,9.3
94,0.9963301238822055,0.9919257331045803,0.999551373230238,9.4
95,0.9972738271852482,0.9921835084130775,1.0076789762618743,9.5
96,0.9993820252863139,0.993671131057666,1.016094638434348,9.600000000000001
97,1.002354268364821,0.9967116867154145,1.0238018124229624,9.700000000000001
98,1.0055120654826015,1.0007275743681032,1.0299577521072385,9.8
99,1.008081797388182,1.004441033196322,1.0340972023410369,9.9
100,1.0094945509202429,1.0066236190523656,1.0361242000384476,10.0
