,Si-Si,Si-Pb,Pb-Pb,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,1.6865544251079548e-07,0.0,0.0,1.0
11,6.624755742672871e-06,0.0,0.0,1.1
12,7.569694487183702e-05,0.0,0.0,1.2000000000000002
13,0.0005285447668899106,4.646629538562733e-07,0.0,1.3
14,0.002733223300198625,6.163001841813729e-06,0.0,1.4000000000000001
15,0.011378391375447806,4.7360865051635996e-05,0.0,1.5
16,0.039019807400288334,0.00026891301497023476,0.0,1.6
17,0.11125532465684645,0.0012184834172924866,3.934394162891836e-06,1.7000000000000002
18,0.2656266023846667,0.004571100457987658,3.911447638502124e-05,1.8
19,0.5351688679306168,0.014450117803939054,0.00027337195470359993,1.9000000000000001
20,0.9184135702773134,0.03889042248216385,0.001409864976159377,2.0
21,1.3579893680051822,0.08987060047918105,0.005854020467018626,2.1
22,1.7541927025779283,0.17981460976466215,0.020133516449654946,2.2
23,2.0120571489170977,0.31444226627252486,0.05795199306893963,2.3000000000000003
24,2.087612654212093,0.4858976086418138,0.14046041497013353,2.4000000000000004
25,2.0005057423632917,0.6719946876260522,0.2883155552754065,2.5
26,1.8118819436292535,0.8434600836303997,0.5051123857109071,2.6
27,1.5906265660780912,0.9747131070166833,0.7642508043201991,2.7
28,1.3888270484202032,1.0518908436500665,1.0160998197669868,2.8000000000000003
29,1.232676994245011,1.075323096352375,1.2153152154065725,2.9000000000000004
30,1.12563432481773,1.0570961357942104,1.3451070791860427,3.0
31,1.0582359320132801,1.0153720543328932,1.4173038036851417,3.1
32,1.0184193929041834,0.9677805204032657,1.4524296888618402,3.2
33,0.997329885825717,0.9266642990902552,1.461182423888496,3.3000000000000003
34,0.9895666780259175,0.8975545948649896,1.4416538048165817,3.4000000000000004
35,0.9909768366531998,0.88036451797391,1.3893821013364742,3.5
36,0.997476013969755,0.8723120303438681,1.3081707883385711,3.6
37,1.0054952586069612,0.8710338003209832,1.2127810153179195,3.7
38,1.0126246648004713,0.8755426159904579,1.1230485357028,3.8000000000000003
39,1.017669249990628,0.8847294681752955,1.0541794678353216,3.9000000000000004
40,1.0204012450522013,0.8963616342077407,1.009263371567979,4.0
41,1.0211780261450203,0.908493608602646,0.9796616209921146,4.1000000000000005
42,1.0203082498904077,0.9210992810817791,0.9538936303313914,4.2
43,1.0176152497239743,0.9353961743367943,0.9272854248586713,4.3
44,1.01284281799917,0.9519329187235379,0.9038260624719959,4.4
45,1.0064242203653575,0.969772856124835,0.8904201787024183,4.5
46,0.9994122802040986,0.9868233012464446,0.8903556967807027,4.6000000000000005
47,0.99262007025519,1.0003649802272943,0.9010436967382568,4.7
48,0.9861933425495274,1.0082091568692606,0.916057046318269,4.800000000000001
49,0.9800615383511626,1.0106828398751984,0.9290328181617817,4.9
50,0.9745159718561839,1.0113123208157448,0.9368403823497204,5.0
51,0.970237286337966,1.014240604846438,0.9401794088579364,5.1000000000000005
52,0.967854918184087,1.0205560636888606,0.9416702209788084,5.2
53,0.9674891351941062,1.0277657903092055,0.9436193863427385,5.300000000000001
54,0.9686246744963409,1.0327836201565563,0.9473391222899866,5.4
55,0.9703913216492175,1.034716504039929,0.9535769308146896,5.5
56,0.9719670219249895,1.0348832461546886,0.9627867765635169,5.6000000000000005
57,0.9728401620884968,1.0350315511477493,0.9747281718042868,5.7
58,0.9728496257552629,1.035843350105805,0.9877315759532012,5.800000000000001
59,0.972043881187645,1.0367822190221665,0.9987800487357,5.9
60,0.9705567821249057,1.037089106631584,1.0053001677169044,6.0
61,0.968666374149184,1.0367209983671795,1.007137300010913,6.1000000000000005
62,0.9668836062066398,1.036319120902784,1.006438431135983,6.2
63,0.9658066693192752,1.036608084607176,1.0058018036936764,6.300000000000001
64,0.9657399154792432,1.0379698690639703,1.0066060637825462,6.4
65,0.9664213046152684,1.0401637995649287,1.0081861954330167,6.5
66,0.9672161826004948,1.0423297290225793,1.0077291656707585,6.6000000000000005
67,0.9676544506603374,1.0435919350547156,1.001111163795591,6.7
68,0.9677198088831874,1.0437414376516596,0.9851384618901647,6.800000000000001
69,0.9676385761388949,1.0430399303882592,0.96054669455753,6.9
70,0.9675766236492329,1.0414150365053303,0.9332716362772557,7.0
71,0.9675979855549538,1.0383548627463979,0.9118172002412784,7.1000000000000005
72,0.9676989013897718,1.0338185114486302,0.902076726746438,7.2
73,0.9677832704301961,1.0288499230080002,0.903815920745815,7.300000000000001
74,0.9676820494347884,1.0249048302130097,0.9117438074193802,7.4
75,0.9671970920242522,1.0227538861994543,0.9201918586484601,7.5
76,0.966088790481856,1.0222940305090769,0.9272243835138166,7.6000000000000005
77,0.9641533917153601,1.0230945400096148,0.9343442341630253,7.7
78,0.9614512106348545,1.0246384480081017,0.9427669009383303,7.800000000000001
79,0.9584525599589357,1.0262104408335928,0.951232965112856,7.9
80,0.955939055842412,1.0272666961250214,0.9575343669906687,8.0
81,0.9547536087322325,1.0280969215381714,0.9606663118008925,8.1
82,0.9554601914572567,1.0296458317254489,0.9608766521897171,8.200000000000001
83,0.9580049901428933,1.032406497194036,0.9586722710544001,8.3
84,0.9616569221462687,1.0357049332015886,0.9546818568493713,8.4
85,0.9654531950507942,1.0381531627298601,0.9501860808593658,8.5
86,0.9688466694469343,1.0386655921849146,0.947253184861444,8.6
87,0.9718642857131731,1.0370616270037023,0.9479688721511995,8.700000000000001
88,0.9745653077891351,1.0339331733243255,0.9529456331714897,8.8
89,0.9765547947641592,1.0300803718641396,0.960245330268296,8.9
90,0.9772835271079287,1.0261188005195603,0.9662391069615535,9.0
91,0.9767186269423501,1.0225858598641242,0.9683869599561986,9.1
92,0.975447244454486,1.0201685484697256,0.9675620517984088,9.200000000000001
93,0.974143802390227,1.0194559904815281,0.9672695515273371,9.3
94,0.9730950384623144,1.02042804063522,0.9702769413832679,9.4
95,0.9721826007532313,1.0224638050517998,0.9763487942581095,9.5
96,0.9711820371240458,1.0250018780563899,0.9833681564787439,9.600000000000001
97,0.9701046949160977,1.0280082128582062,0.9899325651507045,9.700000000000001
98,0.9692538336255206,1.0315832631957929,0.9961157592363793,9.8
99,0.968878040531074,1.0351895489974952,1.0018506017849862,9.9
100,0.968842884286482,1.0375537595922593,1.0056236234433005,10.0
