,Li-Li,Li-Nb,Nb-Nb,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,2.4812374827449174e-07,0.0,0.0,0.4
5,2.0408081855246462e-06,0.0,0.0,0.5
6,1.2796930843670116e-05,0.0,0.0,0.6000000000000001
7,6.362777342306587e-05,0.0,0.0,0.7000000000000001
8,0.0002603486188445369,0.0,0.0,0.8
9,0.0009095208438640839,1.2363259429594052e-07,0.0,0.9
10,0.0027770312639080375,1.743542167151286e-06,0.0,1.0
11,0.007519161866887395,1.2581870336431322e-05,2.9692370984648317e-07,1.1
12,0.01821201869138966,6.897585948781249e-05,4.437273187053174e-06,1.2000000000000002
13,0.03961615621457544,0.00030682699554419174,3.942918118253456e-05,1.3
14,0.0777858288112174,0.0011361271645525203,0.00024305423197583734,1.4000000000000001
15,0.13884427511990224,0.003589191918573427,0.0011804272621412843,1.5
16,0.22739304621888382,0.009855525610812585,0.004721095916768634,1.6
17,0.3451845414027216,0.02387000146301246,0.01585345097508879,1.7000000000000002
18,0.4901827928377806,0.051544252468448334,0.045196836447098404,1.8
19,0.6557729610868004,0.1000077085247516,0.11043987837075699,1.9000000000000001
20,0.830735093787055,0.17557024275483626,0.2336063188993777,2.0
21,1.0011356583362894,0.28108093847103616,0.4323573872806914,2.1
22,1.1537629855784857,0.4139548287612787,0.7082290353633737,2.2
23,1.2790941839065588,0.565688796874138,1.0390735428814128,2.3000000000000003
24,1.3722625157982722,0.7229119170211421,1.382045428686582,2.4000000000000004
25,1.432114922918941,0.8698764384507465,1.6868441035357036,2.5
26,1.460019277384438,0.9921786668499857,1.912245661204486,2.6
27,1.4598368785209985,1.080584559779378,2.037338561629874,2.7
28,1.4378964497308269,1.1328124811622342,2.062913153428346,2.8000000000000003
29,1.4012908854750492,1.1521232115944342,2.004858006743129,2.9000000000000004
30,1.3557056469991748,1.1444153489425706,1.8857370560379179,3.0
31,1.304881248579557,1.1164035222448578,1.7294520209683188,3.1
32,1.251491688698982,1.0750859850447874,1.5587139497001634,3.2
33,1.1978599365548672,1.027166184955775,1.392502513935807,3.3000000000000003
34,1.1461498867720266,0.9782151598825893,1.2432876474465253,3.4000000000000004
35,1.0983876502755119,0.9324070375271069,1.1164246605610644,3.5
36,1.0564690491061197,0.8928495522587837,1.0124931325197342,3.6
37,1.022077974468661,0.8617847657321455,0.9303388494212788,3.7
38,0.9962905661700463,0.8404433338007402,0.8686226716997892,3.8000000000000003
39,0.9789327650329702,0.8289994541858469,0.8260299880398171,3.9000000000000004
40,0.9685263147234139,0.8268641639131351,0.8013013892103887,4.0
41,0.9632187990021355,0.8330557657435578,0.7933077418560559,4.1000000000000005
42,0.9617308292424915,0.8463242624946229,0.8007901516773154,4.2
43,0.9633465094168185,0.8651474648826912,0.8217996025904101,4.3
44,0.9674117303588654,0.8879322181960656,0.8533328260402017,4.4
45,0.9733383799583993,0.9133414324528416,0.8914674020391157,4.5
46,0.9808468266935215,0.9402671799986899,0.9320145682607974,4.6000000000000005
47,0.9895588564835754,0.9674053489176312,0.9715473648767944,4.7
48,0.9983185819109087,0.9931123884471869,1.0081727407892254,4.800000000000001
49,1.0054891703269013,1.0158468826816582,1.0412099150239433,4.9
50,1.0102235394542893,1.034535329892219,1.0698935099229236,5.0
51,1.0130749342835328,1.048412525607835,1.0923456035259123,5.1000000000000005
52,1.0149386679226389,1.0568988871795992,1.1058940867802394,5.2
53,1.0156378533469164,1.0600874762958816,1.108696027532622,5.300000000000001
54,1.0140626322719284,1.059190736847743,1.1013909633727708,5.4
55,1.0095545116153215,1.055997818414355,1.0870073540358343,5.5
56,1.0026518432178635,1.0517315024329015,1.068880827310725,5.6000000000000005
57,0.9945826660631465,1.0465866197065332,1.0487666031809233,5.7
58,0.9864997032891839,1.0403393522220399,1.0271210466602443,5.800000000000001
59,0.979226921741621,1.0332046110400468,1.0045920766205947,5.9
60,0.9732625477981915,1.0260564926723093,0.9825714298228511,6.0
61,0.9686843154111845,1.0199429538067826,0.9625498537616747,6.1000000000000005
62,0.965081351246864,1.0155271675123332,0.9453930150946924,6.2
63,0.9618310727771144,1.0129631892971165,0.9312083891354456,6.300000000000001
64,0.9586409810525204,1.0121248528907525,0.9196980612327522,6.4
65,0.9558521819396739,1.0128202781797198,0.9107257588422502,6.5
66,0.9541240202373716,1.0147877065323927,0.9047244711654713,6.6000000000000005
67,0.9538085836060819,1.0175530276530118,0.9025347619526325,6.7
68,0.9546850481888796,1.0204838790949475,0.9047327304523946,6.800000000000001
69,0.9562260733894702,1.0232054322275073,0.9111432711032608,6.9
70,0.957963480489326,1.0259479465830257,0.9210390794625659,7.0
71,0.9596731483493292,1.0292320409244629,0.9335848646039143,7.1000000000000005
72,0.9613766221468274,1.0331387008345583,0.9477703479293343,7.2
73,0.9631008733310996,1.0371123104840922,0.961961362950187,7.300000000000001
74,0.9645784051596139,1.0405409117844688,0.9740322738886998,7.4
75,0.9654707302559713,1.0432526950409216,0.9823611093008006,7.5
76,0.9659415092546705,1.045373256745602,0.9867223911848427,7.6000000000000005
77,0.9666163940665893,1.0470430482619908,0.988129147895257,7.7
78,0.9677730390964315,1.0484558050192272,0.9877523932254726,7.800000000000001
79,0.9688815564688316,1.0498489057084348,0.985916147521575,7.9
80,0.9691279184909674,1.0511645134484748,0.9821434170838205,8.0
81,0.9682126083851872,1.0518357286795514,0.9762332945584309,8.1
82,0.9664755004968377,1.0511369050283224,0.9691048765316844,8.200000000000001
