,Li-Li,Li-Y,Y-Y,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,6.942474998454064e-07,0.0,0.0,0.6000000000000001
7,6.794937537394967e-06,0.0,0.0,0.7000000000000001
8,4.163233947960288e-05,1.3288331051728485e-07,0.0,0.8
9,0.00019645586271912677,8.665080319938746e-07,0.0,0.9
10,0.0007495565194011808,4.715473547514036e-06,0.0,1.0
11,0.0023527843445433133,2.040055443703009e-05,0.0,1.1
12,0.0061925061970240095,7.265082719015324e-05,0.0,1.2000000000000002
13,0.014004923352724392,0.00022115507583236828,0.0,1.3
14,0.028081742602730858,0.0006072272371027855,0.0,1.4000000000000001
15,0.0516386193357149,0.0015615256800313947,2.5722591676691807e-07,1.5
16,0.08944366248213816,0.003808416972402182,2.1497976692485077e-06,1.6
17,0.14752784744784112,0.008738154068407068,1.4211662127733025e-05,1.7000000000000002
18,0.2309075683236645,0.018721165693646395,7.160593563888515e-05,1.8
19,0.34033528190091367,0.03756654124120851,0.0003019776161187111,1.9000000000000001
20,0.47081254897221386,0.07117133841130081,0.0010874807918217933,2.0
21,0.6131327013999017,0.12785716894007396,0.0034276008604895913,2.1
22,0.7568308449078309,0.21715309668134106,0.009621273212253149,2.2
23,0.892387629640187,0.34607266169022144,0.024290822862758868,2.3000000000000003
24,1.012208317445674,0.5140240584033218,0.05540669047026748,2.4000000000000004
25,1.1107842645531416,0.7097187454488982,0.11431751198262372,2.5
26,1.184379825967813,0.9128299831208548,0.21359620353626016,2.6
27,1.2310377493161615,1.0997949998249639,0.3626086304548149,2.7
28,1.2515110432787229,1.250772008606917,0.5627944928806928,2.8000000000000003
29,1.2500937354486044,1.354729209021095,0.8055272990106863,2.9000000000000004
30,1.2337809477449337,1.4106972006744967,1.0734889956835343,3.0
31,1.2097490539513962,1.4250648220022957,1.3437821784231818,3.1
32,1.1829334047798992,1.4071222287445324,1.5906993430020349,3.2
33,1.155329998893882,1.3657162599019905,1.7886587313144504,3.3000000000000003
34,1.1270219974833284,1.308439060121517,1.9168382010944636,3.4000000000000004
35,1.0977486212219358,1.2424936304986183,1.964303403000494,3.5
36,1.0679431754962998,1.1750678319125276,1.9324041576839974,3.6
37,1.0388301816335426,1.112171359446112,1.833592539807268,3.7
38,1.0116641798220432,1.057232567188139,1.6886829995208006,3.8000000000000003
39,0.9868668407353703,1.0110530109872864,1.523161316266712,3.9000000000000004
40,0.9643173053921985,0.9729013066110415,1.3611153486431669,4.0
41,0.9445952820598217,0.9415658154141804,1.2183253472903486,4.1000000000000005
42,0.9293034463190215,0.9160120606495966,1.0997071102924278,4.2
43,0.9198213532498131,0.89591852267461,1.0033492974029068,4.3
44,0.91614933991212,0.8818959133654574,0.9265226224054135,4.4
45,0.9172863907267162,0.8749471467082489,0.8679109392029783,4.5
46,0.9223998092559579,0.8754510621816834,0.8263639859155707,4.6000000000000005
47,0.9309742934959105,0.8824385241599824,0.8001144304398131,4.7
48,0.9419739539108883,0.8936101872249526,0.7872312291524852,4.800000000000001
49,0.9537418450792932,0.906183799870156,0.7857298401015406,4.9
50,0.9650725356544164,0.9182390495735859,0.7934084425884071,5.0
51,0.9758864026361054,0.9295627744484373,0.8082423389207264,5.1000000000000005
52,0.9865922658526722,0.9411465309517166,0.8286541751113382,5.2
53,0.9970788112681678,0.9537377227745051,0.853208713320658,5.300000000000001
54,1.0064171509654531,0.9668935452225854,0.8807087457219335,5.4
55,1.0133112608053532,0.9794624049052197,0.9108264786421204,5.5
56,1.0168543745194727,0.9907451672074704,0.9438262248473704,5.6000000000000005
57,1.017237260379175,1.0009800384788377,0.9788955582936163,5.7
58,1.0158881627189849,1.010823919714566,1.0128990570884993,5.800000000000001
59,1.0146176366085187,1.0204426271324063,1.0415255458808488,5.9
60,1.014327766246681,1.0289811939484232,1.0620117286989632,6.0
61,1.014491337052648,1.0349604778552033,1.0745475147118109,6.1000000000000005
62,1.0138575178869644,1.037448816101851,1.0810158983493026,6.2
63,1.0115614166380482,1.0369711870154226,1.0828470639098748,6.300000000000001
64,1.0076101577205563,1.0351944933219912,1.080248745598105,6.4
65,1.002484001460241,1.0336862586125304,1.072703718865121,6.5
66,0.9965302153383567,1.0329388571168894,1.0594731791407608,6.6000000000000005
67,0.9900212765133457,1.0324341801984083,1.0402513713377595,6.7
68,0.9836807471754636,1.0313694768681425,1.0164113172023197,6.800000000000001
69,0.9786233381163337,1.0291879984257901,0.9915365854032083,6.9
70,0.9755841209302795,1.025636733944452,0.9699207924187939,7.0
71,0.9743613014434144,1.0207819789164192,0.9540483797387522,7.1000000000000005
72,0.9740408589274773,1.0152044239408349,0.9433208276553401,7.2
73,0.9737967926683139,1.0100119385839803,0.9351980367126839,7.300000000000001
74,0.9735940933249102,1.0062992173205016,0.9277808140231243,7.4
75,0.9740457609316523,1.004388742091857,0.9215260196133861,7.5
76,0.9755566625422338,1.0036017571580738,0.9185266200437816,7.6000000000000005
77,0.9778470757870766,1.0028702780521606,0.9199564630929351,7.7
78,0.9803565293598897,1.0016230429031943,0.9240336582011969,7.800000000000001
79,0.9828275418159456,1.0000536694485707,0.9267751669153778,7.9
80,0.9853388215442913,0.9987269121648142,0.9253865985739392,8.0
81,0.9878452785753176,0.9982265132059209,0.9208962783687967,8.1
82,0.9898523123854576,0.9991081573671968,0.9168757177756562,8.200000000000001
