,Li-Li,Li-Si,Li-Ru,Si-Si,Si-Ru,Ru-Ru,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,7.617341708931064e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,7.265935654756696e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,4.479243833910171e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0002180605458245009,1.2571589343841302e-07,0.0,0.0,0.0,0.0,0.8
9,0.0008587881859576545,1.2652137673405626e-06,2.227215828389878e-07,0.0,0.0,0.0,0.9
10,0.00282002952330146,1.1835684603634027e-05,3.9356040633121e-06,3.973243051880708e-07,8.939796866731593e-07,0.0,1.0
11,0.007889652240864096,7.336178433573074e-05,3.390996356401246e-05,4.908788476729997e-06,1.2248303512318838e-05,0.0,1.1
12,0.01917619471906996,0.0003691265091417837,0.0001998398382913802,3.80881332953448e-05,0.00011032182651706914,3.379243215624544e-06,1.2000000000000002
13,0.04115552731396087,0.0015360861359351385,0.0009327337062836093,0.000220391151151276,0.0006754480319299806,3.7360799829944485e-05,1.3
14,0.07900768719805602,0.005411450261122361,0.0035735862870299065,0.001020948706687272,0.003248649548500761,0.0002457512283745458,1.4000000000000001
15,0.13721228088975465,0.016299060164507002,0.011438051276123786,0.003922227461538336,0.012828854062075477,0.0012340195066937423,1.5
16,0.21824177903415853,0.04234909914362292,0.03100480018813165,0.012753928990580518,0.04229719123673831,0.004987973925231619,1.6
17,0.3223418842728233,0.09574952500072709,0.07213418739133247,0.03539021969792644,0.1173839630235153,0.01662781333654298,1.7000000000000002
18,0.448026733516355,0.19003148807234002,0.14609044053756096,0.08429222084773265,0.2759921707178574,0.04641589300442435,1.8
19,0.5915224606013343,0.33395884887599986,0.2612461787557262,0.17332250573990912,0.5537138201879818,0.10996753307380285,1.9000000000000001
20,0.7447752969290887,0.5244221345598675,0.41818718818663475,0.3099681405282653,0.9557772305615466,0.224054074710798,2.0
21,0.894786975499562,0.7432012339966204,0.6069700939476762,0.48706712469044405,1.4328926981538161,0.39764733041297795,2.1
22,1.026994684602103,0.961330053754171,0.808569361202631,0.6813158857889008,1.8861988711906128,0.6225573326258825,2.2
23,1.1307479375438017,1.1495542713383682,1.0000723786000811,0.8615132293108676,2.2081347534798073,0.8708663034325356,2.3000000000000003
24,1.2019120198653293,1.2882668152233623,1.1607191944678519,1.0010938490803774,2.333792288230335,1.1033073777280282,2.4000000000000004
25,1.2414494666801341,1.3708202986449751,1.276039208189246,1.086769049638396,2.265922653621186,1.2844759996361075,2.5
26,1.2532038740031644,1.4004458418465893,1.3397675037246317,1.1197051959842057,2.0604548830835663,1.3949272246343096,2.6
27,1.242506187530229,1.3858077086319507,1.354311222882016,1.1112176367205746,1.7910254883852375,1.433368072425218,2.7
28,1.2147288448620193,1.3384239260533173,1.3294034698475703,1.0769287190143375,1.5190091746163854,1.411067363327145,2.8000000000000003
29,1.17438369573457,1.271113540995211,1.2785338335394403,1.0320011280650556,1.2812389822921826,1.345126638492788,2.9000000000000004
30,1.1261359363178816,1.1960528297546393,1.214820508785074,0.9879587071906214,1.092062228998208,1.2537130869745172,3.0
31,1.0761342992910667,1.1228001032204686,1.1484611131322153,0.9511726279400039,0.9511462401168992,1.1525427710066696,3.1
32,1.0307332311158328,1.057455948116627,1.0860516551987127,0.9236036730992054,0.8512109822539933,1.0529840639389314,3.2
33,0.9933772682350691,1.0031228714488907,1.0311333729037357,0.9052469741843152,0.7837483307480344,0.9629383096427488,3.3000000000000003
34,0.9635262720274248,0.9607617034920287,0.9854700805765013,0.8961417647668418,0.742121010593652,0.8886421069600826,3.4000000000000004
35,0.9387889909347001,0.9298579455768151,0.9501411072600561,0.8964959581155245,0.7218399214944875,0.8345310559375934,3.5
36,0.9175840785816624,0.909276039582339,0.9258005525966422,0.9057985281389042,0.719221966700521,0.8018974201735022,3.6
37,0.9000734071292489,0.8982031999447281,0.9125074978952199,0.9224309247815439,0.7305552195049961,0.7893025986043656,3.7
38,0.8877169707693925,0.8963247332516261,0.9097029230124359,0.9442056111553278,0.7526495953755482,0.7947247675591528,3.8000000000000003
39,0.882417811650494,0.9032430860730535,0.9162656781964034,0.9689812037465434,0.7836605587073816,0.8164313469714264,3.9000000000000004
40,0.8853520255504242,0.9180702658033004,0.9306111421915403,0.9947009874321734,0.8226399645474581,0.8517168144185974,4.0
41,0.8958848732838814,0.9393291717755112,0.9508620905494599,1.0192852649521464,0.8679601313532581,0.8959168508423954,4.1000000000000005
42,0.9115325959831434,0.9647737878177458,0.9749127823577003,1.0408778922012274,0.9163267750707997,0.9432429546716381,4.2
43,0.9290383785314286,0.9914287759825821,1.0003637948326933,1.0582505873245607,0.9632844785244107,0.9880779971363776,4.3
44,0.9454233556075642,1.016174028805388,1.0246363175685504,1.0708602197227548,1.0044058036084076,1.0254713556377335,4.4
45,0.9585356038416151,1.0363791967712719,1.0453740876372837,1.0784825402547513,1.0363061390899666,1.0513878885207002,4.5
46,0.9676702458847146,1.0502832468045296,1.0609503267676996,1.0807939627054204,1.05748920960047,1.0635910272426272,4.6000000000000005
47,0.9740278810202738,1.0574024987474526,1.0708863800751502,1.0773773550947543,1.0687672165096116,1.0627831944274408,4.7
48,0.9798210209742881,1.0586866619399211,1.0758342280366053,1.0681417192834004,1.072563362143838,1.052466238929284,4.800000000000001
49,0.986253168058526,1.0558271142745106,1.0767447222689255,1.053603092124821,1.0713041898517495,1.0370545492417391,4.9
50,0.9923836707702068,1.0502682495635818,1.0739215065992154,1.0350040799574016,1.0661805244176779,1.0200181059982982,5.0
51,0.9959377684306299,1.0429740134215149,1.067267392757157,1.01453020931507,1.0572676797358174,1.0036280310051173,5.1000000000000005
52,0.9951387003656231,1.0348650112509534,1.0573632903526493,0.9951266532988907,1.0446848116230851,0.9894172358293509,5.2
53,0.9902339048727954,1.02684272622405,1.045711338010739,0.979392312249654,1.029543161440828,0.97803894766566,5.300000000000001
54,0.9837388132475721,1.0192010499727275,1.0339443033713114,0.9684123132132949,1.0137237130374386,0.9690538134285722,5.4
55,0.9787421196156733,1.0115200353643545,1.0231989270255402,0.9616732683561408,0.9989434419917059,0.9616398909153646,5.5
56,0.976426943294157,1.0035920934415299,1.0140884295757897,0.9578760904510989,0.9862967341616687,0.9555472660241857,5.6000000000000005
57,0.9755002836194747,0.9962817467767344,1.0068667503166102,0.9557183028277066,0.9764231031842096,0.9511868867883799,5.7
58,0.9740530176580791,0.9911303697384398,1.0016256864386224,0.9545317068154646,0.9696248072167679,0.949203142722792,5.800000000000001
