,Si-Si,Si-Pb,Pb-Pb,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,1.8127772119455186e-07,0.0,0.0,1.0
11,7.527301626616956e-06,0.0,0.0,1.1
12,8.085751074124693e-05,0.0,0.0,1.2000000000000002
13,0.0005315514403484694,3.3295907974509526e-07,0.0,1.3
14,0.002665149913647854,5.751026386335468e-06,0.0,1.4000000000000001
15,0.010801592358139845,4.8192738829630304e-05,1.1102832073163477e-07,1.5
16,0.03614580452752152,0.0002825289070987556,2.3554950874759544e-06,1.6
17,0.10110710256876167,0.0013129329193318736,2.0987646412715605e-05,1.7000000000000002
18,0.23883776781984015,0.005007440521182543,0.00013162679664425973,1.8
19,0.48136400307558286,0.015970973189066325,0.0006427569613538908,1.9000000000000001
20,0.836542741774078,0.04312284936842938,0.002575979412453401,2.0
21,1.2674938630448276,0.09966792624527818,0.00865080236558698,2.1
22,1.6944488425502575,0.19938607646632245,0.024662377949285424,2.2
23,2.0257495298632198,0.3492247708959159,0.06032456506008134,2.3000000000000003
24,2.199815676044156,0.5420644061009926,0.12795436804253385,2.4000000000000004
25,2.208850578502549,0.7555189600925827,0.2380709340703858,2.5
26,2.0911216098911014,0.9590837438650144,0.3935023386045547,2.6
27,1.9040321018153457,1.125331048574764,0.5857303001552098,2.7
28,1.6989472740138152,1.2382514722659546,0.7962235446465883,2.8000000000000003
29,1.5090945789536572,1.2954181505595452,1.0018393387947508,2.9000000000000004
30,1.3495701797381594,1.3049603931886755,1.1809921098143585,3.0
31,1.2232853096692773,1.2800046456819651,1.3180934570509075,3.1
32,1.1275842929934177,1.233676712133445,1.405655122708379,3.2
33,1.0586339193999088,1.1768680048067737,1.444307804137627,3.3000000000000003
34,1.0127244737762788,1.1181948458160704,1.4413702665425516,3.4000000000000004
35,0.9857080818455333,1.0641514276173833,1.4086352724997926,3.5
36,0.9727956400052697,1.0188563221681897,1.3592823641947525,3.6
37,0.969581043116072,0.9841304033486161,1.3040855278516323,3.7
38,0.9730030024036423,0.9599279673947712,1.2489984556943903,3.8000000000000003
39,0.9809593196369701,0.9445419690064875,1.1960827056973073,3.9000000000000004
40,0.9912967318337553,0.9349061839396807,1.1466405552112524,4.0
41,1.0017099102260998,0.9278637159488434,1.1032005340492272,4.1000000000000005
42,1.010513216055617,0.9218453506955036,1.0684094803554096,4.2
43,1.0169813475189047,0.9173284963726568,1.0423665887481168,4.3
44,1.0207234718671518,0.9157398901716952,1.021719423476575,4.4
45,1.0211881722619247,0.9181842019550827,1.0018535909184025,4.5
46,1.0182440258310255,0.9248308248448469,0.9802455997909617,4.6000000000000005
47,1.0129946434743113,0.9346884901725206,0.9581618901174562,4.7
48,1.0074047539451485,0.9458118347891349,0.939715566000683,4.800000000000001
49,1.0028060475023524,0.9562445843808659,0.9291377289591014,4.9
50,0.9988341195049417,0.9650616714153271,0.9279371973630268,5.0
51,0.994041027710592,0.9725339152569464,0.9338320737909865,5.1000000000000005
52,0.9877292983600913,0.9793655740236634,0.9422856599908286,5.2
53,0.9812770313025962,0.9858264217757837,0.9493409793810724,5.300000000000001
54,0.9775656760862368,0.9915071586916978,0.9535109445533603,5.4
55,0.9789367529561672,0.9958018882377648,0.95580737603452,5.5
56,0.9854779827690318,0.9985392617196888,0.9585694644842591,5.6000000000000005
57,0.9949032286272106,1.000103720077299,0.963924233055083,5.7
58,1.0038160826948368,1.0011207742766977,0.9725840689881494,5.800000000000001
59,1.0092933617124282,1.0021997008066215,0.9835669567541497,5.9
60,1.0098064083897007,1.0038205053660922,0.9947558518913735,6.0
61,1.0053081273155342,1.0062542359874531,1.003776244148769,6.1000000000000005
62,0.9970292236457549,1.0095733602599244,1.008913248041114,6.2
63,0.9872944287924151,1.0136098091277344,1.0098022754107883,6.300000000000001
64,0.9789634400009184,1.0176575234386278,1.0075573272789244,6.4
65,0.9742318584550103,1.0204032216414785,1.0043949991282173,6.5
66,0.9735345824604361,1.0207343522121355,1.0029301160547315,6.6000000000000005
67,0.9755012045907538,1.0188576081575327,1.0050451420152147,6.7
68,0.977874899227593,1.0162745418000168,1.010543723584586,6.800000000000001
69,0.9786262355141575,1.0143350818585926,1.0167662726913735,6.9
70,0.9767766393249201,1.0129137432482658,1.0201731950763977,7.0
71,0.9727894572834529,1.0107978483964122,1.0189884987490863,7.1000000000000005
72,0.968333900689288,1.007374588984657,1.0144334690661412,7.2
73,0.965367879378506,1.0035376038679695,1.009346370924805,7.300000000000001
74,0.9649282829224275,1.00075168389054,1.0058218470486255,7.4
75,0.9665073376805241,0.9995875602142541,1.0041105496585043,7.5
76,0.9687217828296371,0.9994748394025558,1.0031245887641789,7.6000000000000005
77,0.9706182518483498,0.9995941785699967,1.001542727126347,7.7
78,0.9720752274817026,0.9996410112532298,0.9987876421404955,7.800000000000001
79,0.9731261176316174,0.9998908522392542,0.9954432164222944,7.9
80,0.9734594503369285,1.0009094197892747,0.9927437268372824,8.0
81,0.9726565777285044,1.0031876306884284,0.9914593929419477,8.1
82,0.9706012275027416,1.0068172047778146,0.9912106106847244,8.200000000000001
83,0.9676896956512463,1.0113359654250427,0.9908800234379924,8.3
84,0.9648060092484869,1.0157864962940761,0.9895981017936077,8.4
85,0.9629289793977217,1.0190590414271423,0.9873073758795466,8.5
86,0.9625114789844292,1.0205523153318878,0.9845151763493789,8.6
87,0.9631251443424539,1.0207118612636328,0.9817224653839549,8.700000000000001
88,0.9637609157488612,1.020735575612284,0.9791994019535619,8.8
89,0.9635798520677022,1.02155823011924,0.9772182360473808,8.9
90,0.9625178313437618,1.0231619780365901,0.9762704022898538,9.0
91,0.9612759746362468,1.024859525369533,0.9769536088294323,9.1
92,0.9607008078930213,1.026053389521663,0.979702371474034,9.200000000000001
93,0.9610532182323697,1.0266374136926717,0.984497770970638,9.3
94,0.9618713646652056,1.0267701336218023,0.9905063561002876,9.4
95,0.9625138990030456,1.0264208391373577,0.9959562543079078,9.5
96,0.9626264684169503,1.0252976624618022,0.9988613204966992,9.600000000000001
97,0.9620613144931408,1.0232779545526225,0.9984062052648754,9.700000000000001
98,0.960742132001592,1.0207797792737674,0.9956316303930806,9.8
99,0.9589775389309428,1.018578205468707,0.9925550730019166,9.9
100,0.9576576354962045,1.017327375211395,0.9907218871404971,10.0
