,Si-Si,Si-Mo,Mo-Mo,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,1.8497097464981076e-07,0.0,0.0,1.0
11,2.9492959406642343e-06,7.470572881978507e-07,2.490190960659502e-07,1.1
12,2.5507773991897058e-05,1.1501247607748374e-05,4.919991251213795e-06,1.2000000000000002
13,0.00016452515855364962,9.409721727558124e-05,4.1631182759426904e-05,1.3
14,0.0008267213075828104,0.0005499184390102154,0.00024363997690096735,1.4000000000000001
15,0.003416273673821051,0.0025559290008485246,0.0011234138940903464,1.5
16,0.011881106686735672,0.009782184549657598,0.004250985854237733,1.6
17,0.03508452959988688,0.031418728971844195,0.013411929940218139,1.7000000000000002
18,0.08835758930147983,0.08563738778682341,0.03579949576025881,1.8
19,0.19058178157644093,0.19985972789981793,0.08210654629394887,1.9000000000000001
20,0.3541589937245334,0.40255462377885814,0.16455497250810303,2.0
21,0.5719367826362646,0.7051878974042979,0.29314031559258474,2.1
22,0.812239936649696,1.0831607042426146,0.47121714781234675,2.2
23,1.0299442872393048,1.472548960081146,0.6915076320778119,2.3000000000000003
24,1.1874607855984456,1.792203355598356,0.9341277413916895,2.4000000000000004
25,1.2699361519864383,1.9795160420223623,1.1692399297702112,2.5
26,1.2854183546765052,2.0147138527368296,1.3651174258016396,2.6
27,1.2545564874844153,1.919486027610667,1.4980118549082715,2.7
28,1.19975705093304,1.7380135925953333,1.5581498299096117,2.8000000000000003
29,1.1387248168386872,1.5173517457434011,1.5493152906460388,2.9000000000000004
30,1.0819038378225037,1.2961729146982097,1.4843934685816906,3.0
31,1.0326932969343026,1.1010622123308664,1.380630849691436,3.1
32,0.9901185510999951,0.9467124689693986,1.255973753090625,3.2
33,0.9527899384733751,0.8377469462401714,1.1263079790921213,3.3000000000000003
34,0.9216301091772694,0.7713025030628705,1.0040589856117212,3.4000000000000004
35,0.8994990230640585,0.7398684760604992,0.8981906521000298,3.5
36,0.8886905597888318,0.7339188964237151,0.8146446040966656,3.6
37,0.8890017558443741,0.7443128273346056,0.7567384150864501,3.7
38,0.8977870224768005,0.7643035110756523,0.72562624932425,3.8000000000000003
39,0.9114894182146047,0.7904333149651034,0.7205333593363635,3.9000000000000004
40,0.927523999909765,0.8218116275727196,0.7387638962363247,4.0
41,0.9453381051025564,0.8583574722972246,0.7760925868046995,4.1000000000000005
42,0.9658383660068458,0.8991270184759199,0.8274243239593221,4.2
43,0.9897269512956028,0.9416248727831243,0.8871114342512113,4.3
44,1.0162174879376042,0.9824721685215826,0.9491594390996272,4.4
45,1.0428960710451698,1.018874911386913,1.0078855411308552,4.5
46,1.06639243506526,1.0495692430883663,1.05866620593721,4.6000000000000005
47,1.0833912943527104,1.0744404485163008,1.0981802603722062,4.7
48,1.0916222812804965,1.0933220829253467,1.1243239371744318,4.800000000000001
49,1.090384659408006,1.1051313206383417,1.1362644186677082,4.9
50,1.0805372759386473,1.108137014179895,1.1347114423829403,5.0
51,1.0642698333669007,1.101277263582788,1.1219441209084582,5.1000000000000005
52,1.044618424997228,1.0855026525161315,1.101205580427003,5.2
53,1.0244882140755924,1.0638422744039235,1.0757202640551997,5.300000000000001
54,1.005697263776546,1.0400237537689394,1.0481696859977716,5.4
55,0.9888719195989131,1.0169669727288932,1.0209457929478793,5.5
56,0.9741867731569934,0.9964260424025274,0.9964588476011146,5.6000000000000005
57,0.9620309408821184,0.9795835501312891,0.9766499574815424,5.7
58,0.9530625484958795,0.9674579288492215,0.9620258530290164,5.800000000000001
59,0.9479666690608638,0.9605752860234406,0.9515092619190637,5.9
60,0.9472218411383838,0.9584925047895733,0.9436195002806413,6.0
61,0.9507403416498459,0.9599618870061686,0.9377831876007717,6.1000000000000005
62,0.9575654801268032,0.963664344818796,0.9344585694234904,6.2
63,0.966060840776245,0.9687909784287458,0.9343419940418386,6.300000000000001
64,0.9744706268699018,0.9750915348086173,0.9378466928068085,6.4
65,0.9814385183104442,0.9826451770225035,0.9451376111198453,6.5
66,0.986399216362481,0.9916000177729984,0.9560842656469453,6.6000000000000005
67,0.9897074499917927,1.0018376384341383,0.9699220117463226,6.7
68,0.9922555393571278,1.0126286940325104,0.9851800087459477,6.800000000000001
69,0.9948749360983281,1.0226490161394173,1.0001808174701123,6.9
70,0.9979976301251805,1.0304965556651797,1.013667047545974,7.0
71,1.0015493446665695,1.0352808134036922,1.0248484958284791,7.1000000000000005
72,1.0049648039652495,1.0368204157297338,1.0328748915701693,7.2
73,1.007488104308391,1.0355157718143646,1.0365626309716245,7.300000000000001
74,1.0087110190776447,1.032200440804413,1.034983964335669,7.4
75,1.0088520154605174,1.0279112956234167,1.0284588065902955,7.5
76,1.0084031574181405,1.0234305141729814,1.0188041463036437,7.6000000000000005
77,1.0074580577834285,1.018928419267624,1.0083606590155436,7.7
78,1.0055217121804572,1.014194141385476,0.998690657600372,7.800000000000001
79,1.0021170488137263,1.0092066513770832,0.9901835158630606,7.9
80,0.9975458969380085,1.004280826490103,0.9827589434258039,8.0
81,0.992930562397548,0.9996779436655194,0.97670575662007,8.1
82,0.9894808335826282,0.9953989267833074,0.972677173798693,8.200000000000001
83,0.9876698892712532,0.9914620666239595,0.9709588954281768,8.3
