,Na-Na,Na-Li,Na-Si,Li-Li,Li-Si,Si-Si,r
48,0.9441683029223779,0.9572475650954436,0.9782962323597638,1.009226111406814,0.9924246243725849,0.9643412253716956,4.800000000000001
49,0.9470165244180163,0.9648374065847841,0.9892017801725801,1.011458625548347,0.9972099051281162,0.9685549981915045,4.9
50,0.9530037275232414,0.9737559823942823,0.9983255259773384,1.007345856882606,1.0005158177481082,0.9698144324448148,5.0
51,0.9608266116306429,0.9825512413670199,1.0046839476939247,0.9992120455263918,1.0017041585869881,0.9690705807945249,5.1000000000000005
52,0.9689660439444263,0.9906610300609826,1.0089310059634349,0.9914285080846403,1.0018332221299453,0.9679466409166023,5.2
53,0.9758492695475364,0.9980878294121992,1.0123282083428566,0.9879507834626727,1.002154871691242,0.9673064382602059,5.300000000000001
54,0.981053142083468,1.004643133213564,1.0157228510384873,0.9898314084214885,1.0030123580669816,0.9666288649615529,5.4
55,0.985616587499834,1.00972390570576,1.01915835159308,0.994766313788355,1.0040908791268355,0.9648499592403605,5.5
56,0.9907264303187904,1.0127553798948252,1.0220466202828176,0.9990915218350355,1.00516368054832,0.96189771186193,5.6000000000000005
57,0.9962013681531913,1.0137667656972196,1.0237080345774272,1.000471999605032,1.0064402142986602,0.9592815817006841,5.7
58,1.0004014861702333,1.0134436491836218,1.0239148627448897,0.9990318588337889,1.0083004454105073,0.9588576486764431,5.800000000000001
59,1.0018243445966277,1.012565304014592,1.023006059300749,0.9962195385097725,1.0107113505763718,0.9611845240855336,5.9
60,1.000979062310443,1.0115710609104318,1.021605354298967,0.9927524187038876,1.0129592867354265,0.9654315209445279,6.0
61,1.0004518028143605,1.01076065957146,1.0201732987194356,0.9878418509344807,1.0141396336816335,0.9704497944357574,6.1000000000000005
62,1.0026120124888027,1.0105901831891637,1.0185244413027068,0.9804987129142458,1.0140590109897631,0.9752039618981354,6.2
63,1.0072712583880425,1.0113407741407219,1.0157634592810663,0.9714836380053025,1.0135999268513602,0.9784925702341316,6.300000000000001
64,1.0120082365083607,1.0125401570129848,1.0111063535396942,0.9635191146464809,1.013839249012035,0.9791826097467297,6.4
65,1.014615432791464,1.013059735451761,1.0050321820315151,0.9591899692306999,1.0146187890350402,0.9768171162675084,6.5
66,1.0145930426416963,1.0119875028583483,0.9994970077727737,0.9588604582629868,1.014225065374998,0.9717846155022475,6.6000000000000005
67,1.0124879933374424,1.0093046290531678,0.9967763703105809,0.9609894739747424,1.0109857406088796,0.9651825991715295,6.7
68,1.00875539321643,1.0056348411228173,0.99783114828965,0.9639455359768738,1.0052950893118746,0.958627586455065,6.800000000000001
69,1.0036492815171318,1.0016998485357722,1.0015110638241045,0.9669777991289059,0.9996155367461772,0.9537016586388483,6.9
70,0.9977416301797921,0.9983556209149295,1.005365074534815,0.9699658165497367,0.9962298626183625,0.9511486638955507,7.0
71,0.9921173718918048,0.9966758953926227,1.0075323891279373,0.9730968178631381,0.9952981246880387,0.9505102233993195,7.1000000000000005
72,0.9879672894220467,0.9972059434097127,1.008014422684709,0.9767813083311212,0.9951891190960593,0.9506408375886053,7.2
73,0.9857819039876491,0.9991820997660614,1.0082724337855855,0.9812242491249763,0.9942516456943941,0.9507616089848652,7.300000000000001
74,0.9847408887517635,1.0010717620131868,1.0099348700723152,0.985869314202922,0.9920855987911734,0.951160845997579,7.4
75,0.983027077366281,1.001933494664813,1.0137232932018192,0.9895981993216071,0.9894679434768991,0.9528061106953922,7.5
76,0.979237554731562,1.0019700824338276,1.0189647343538826,0.9915966648648895,0.9874380146786296,0.9562521463328981,7.6000000000000005
77,0.9737946927798868,1.0019595011500602,1.0239349904659216,0.9918989894789042,0.9865097724768886,0.9609795709912126,7.7
78,0.9687566934370918,1.0025890069009777,1.0271346221850568,0.9910697134406179,0.9864893331656817,0.9655802645573515,7.800000000000001
79,0.9659613734615071,1.004251084408534,1.0285160131722308,0.9895702858610825,0.9867117765785164,0.96849241241594,7.9
80,0.9654711590700886,1.0069968746857105,1.0292657988805936,0.987573459621905,0.9863789201098243,0.9689758860588379,8.0
81,0.9659160633775133,1.010480034475041,1.030314580759205,0.985304221944734,0.9849562446856703,0.9677166981042784,8.1
82,0.9660275602383269,1.014141009528094,1.0313403044943428,0.9832685545535609,0.9825326317015753,0.9662748743897497,8.200000000000001
83,0.9655958548650336,1.0175437186414613,1.031396002416064,0.9819449440190675,0.9798168895807708,0.9657315437250048,8.3
84,0.9651363184785161,1.0205532834037059,1.0302325955909502,0.9813596631912187,0.9775936539528813,0.9659790847885111,8.4
85,0.9650333923939404,1.0232610369526949,1.0286850247438426,0.9810791746990409,0.9761297476986701,0.9662044511826451,8.5
86,0.9652823286551976,1.0256904484838774,1.0278913389331943,0.9804816192384218,0.9752267864896604,0.9657570460198183,8.6
87,0.9659767531556004,1.027496912673859,1.0284051532845457,0.9790767992615605,0.9748228978095786,0.9645230112050164,8.700000000000001
88,0.9675419612899786,1.0280813058334362,1.0299091350968546,0.9768322706984097,0.9753239935981025,0.9627788159092815,8.8
89,0.970168569794354,1.0270817346582972,1.03142681813048,0.974253607184619,0.9772245354426786,0.9609959486331219,8.9
90,0.973269986472881,1.0247058221315153,1.031883799745737,0.9720567219813575,0.9804503031957489,0.959815589514528,9.0
91,0.975765315408481,1.021645145672019,1.0308497770627532,0.9706604590501994,0.9841726404072183,0.95988394613838,9.1
92,0.9767919253043781,1.018692175674299,1.0289006483166714,0.9698680388536655,0.9873711075362362,0.9614285970510977,9.200000000000001
93,0.9761316694636182,1.016353156836284,1.0270995813780066,0.9689572240293397,0.9895810209009115,0.964030411928823,9.3
94,0.9742061032097481,1.014796463518603,1.026007649134528,0.9671279190379029,0.9909268548172487,0.9669143446814009,9.4
95,0.9717381421580105,1.0140312269776561,1.0251825366773537,0.9641323331795933,0.9915426774964705,0.9694626576711243,9.5
96,0.9693131807818288,1.0138517403085558,1.023589179559693,0.960753465603481,0.9913408233951573,0.9713882228416282,9.600000000000001
97,0.9672037167236622,1.0136958584867037,1.020561523834964,0.9585797849565751,0.9903592697508055,0.9725405905940675,9.700000000000001
98,0.9654716247312097,1.0130161550709367,1.0165116780777406,0.958828028069564,0.9889742361250105,0.9728351473737944,9.8
99,0.9641443214655009,1.0118857975975708,1.0127279274547485,0.9610424146609865,0.9876976597924993,0.9724808846506703,9.9
100,0.9633743323761945,1.0109976015145368,1.0104979603135547,0.9631335411477596,0.9869438410009259,0.9720429704008723,10.0
