,Sr-Sr,Sr-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,7.884048423521522e-08,0.9
10,0.0,0.0,9.360471286122095e-07,1.0
11,0.0,0.0,1.2305016882734385e-05,1.1
12,0.0,0.0,9.457784270134855e-05,1.2000000000000002
13,0.0,7.749965967339185e-08,0.0005447834127648723,1.3
14,0.0,7.878186999393615e-07,0.0025121537671461735,1.4000000000000001
15,0.0,6.734158918053105e-06,0.009592996541595664,1.5
16,7.120281232492874e-07,4.2087687377338505e-05,0.030760379683815346,1.6
17,5.627314277876535e-06,0.00021470031412386558,0.08347730226873794,1.7000000000000002
18,3.1817720990604795e-05,0.0009132891874962959,0.19310352555541987,1.8
19,0.00014306619418721304,0.003320248088419186,0.38369843329207126,1.9000000000000001
20,0.0005199275328979522,0.010406477794572582,0.6605382220729104,2.0
21,0.0015734458232343383,0.028287586096916745,0.9950090208237664,2.1
22,0.004086909906605383,0.0671076507976746,1.326751226915941,2.2
23,0.009412704185201157,0.13999960296756878,1.5868888018479919,2.3000000000000003
24,0.019778996573717636,0.2591462434584873,1.7283540692523927,2.4000000000000004
25,0.038555616539764095,0.4298480566709652,1.7434243142994708,2.5
26,0.07006452938132833,0.645416993796079,1.6595086722617847,2.6
27,0.11855327952287271,0.8861316242768951,1.5199625712840175,2.7
28,0.18652503408379897,1.1237213794261356,1.364409978367265,2.8000000000000003
29,0.2731636088047119,1.329515536090479,1.218877921693002,2.9000000000000004
30,0.3738858662187644,1.4820456722475084,1.0960128127998827,3.0
31,0.48155693135530514,1.5711948121247667,0.9995798326902118,3.1
32,0.5887959732908378,1.5987758261430303,0.9285126016470063,3.2
33,0.690321152707646,1.576153453560303,0.8794617321999073,3.3000000000000003
34,0.7841995438156121,1.519576852223922,0.8485325689368838,3.4000000000000004
35,0.8707961260637908,1.4451623518449939,0.8324322283817147,3.5
36,0.9499253460342811,1.3655221768267825,0.8286580444360588,3.6
37,1.0195124143464576,1.2885347485712468,0.8348178116573781,3.7
38,1.0776022340184601,1.21799675501063,0.8479150084059922,3.8000000000000003
39,1.1242133920957906,1.1555126312453399,0.8643923693118155,3.9000000000000004
40,1.1596042948458642,1.1020465979883296,0.8809931248673974,4.0
41,1.1814826598015558,1.0580259970687071,0.8958983269477633,4.1000000000000005
42,1.185746775342481,1.0229335301596318,0.9091321534684091,4.2
43,1.170750533365737,0.9957629024427954,0.9215492813635069,4.3
44,1.1407174934553683,0.9758480926787115,0.9331997983427983,4.4
45,1.1043919336326893,0.9628739393217152,0.9428867758179562,4.5
46,1.070167739899569,0.9564474596720728,0.9494127099790302,4.6000000000000005
47,1.042400852410451,0.9560878368199757,0.9529417102915336,4.7
48,1.021560482970537,0.9611364043833053,0.9549018446340399,4.800000000000001
49,1.0067021539505956,0.9701245347369288,0.9567765551292329,4.9
50,0.997341258202097,0.9804874357015413,0.9593727283561418,5.0
51,0.9932482253285756,0.9893464732396918,0.9630722997291947,5.1000000000000005
52,0.9931140522815914,0.9947050615867029,0.9680752958040418,5.2
53,0.9942088533330582,0.9960726809054002,0.9741510509450855,5.300000000000001
54,0.9939282897368372,0.9942402694027427,0.9806013204455013,5.4
55,0.9920268233983962,0.9905950396240099,0.9867518908764452,5.5
56,0.9912910946909702,0.986540909521822,0.9924018761808309,5.6000000000000005
57,0.9952021520700453,0.9832023585127344,0.9977650552330314,5.7
58,1.0042996515223797,0.9811879888250614,1.003101899776238,5.800000000000001
59,1.0152146475999066,0.980350701941683,1.0083803450541897,5.9
60,1.0234831694550306,0.9799753400840524,1.0130723499317489,6.0
61,1.0268068436118585,0.9795094028546776,1.0163070628883164,6.1000000000000005
62,1.0258795325826797,0.9791687123288391,1.0175426517565251,6.2
63,1.0231473862498626,0.9797188054048608,1.01718089718654,6.300000000000001
64,1.0210605126326249,0.9817491651558011,1.0162064889186255,6.4
65,1.0205891834586536,0.985309800417792,1.015121469433482,6.5
66,1.0205916899005973,0.9900783669145937,1.0135871567720378,6.6000000000000005
67,1.018497081963735,0.9955566004776426,1.011152230956396,6.7
68,1.0119599493218991,1.0011017093080772,1.0078148222851993,6.800000000000001
69,1.0005422394448034,1.0059982898945228,1.003805220575601,6.9
70,0.9864730998973135,1.0096502432164487,0.9994354727238786,7.0
71,0.9735654254136474,1.0117529251471105,0.9953696431042622,7.1000000000000005
72,0.9647539962377378,1.0123155715350132,0.9925675668834324,7.2
73,0.960580706691385,1.0115707224793935,0.991669810505877,7.300000000000001
74,0.9600478567886248,1.0098629899542382,0.9925298407704721,7.4
75,0.9623037526507786,1.0075093302759455,0.9943599885725923,7.5
76,0.9668152602549188,1.004765598660845,0.9962699419995048,7.6000000000000005
77,0.9724051071394387,1.0020561175349736,0.9977517457025089,7.7
78,0.9773120932126298,1.0001677138859193,0.9988166717887604,7.800000000000001
79,0.9802931590468718,0.9999262666653417,0.9997553384940595,7.9
80,0.980969108043879,1.0015958619328902,1.0007437089399964,8.0
81,0.979368105252625,1.0047214600881125,1.0016086997285063,8.1
82,0.9759747329019273,1.0084843258988503,1.0019336906794956,8.200000000000001
83,0.9720601570457872,1.0119876167692998,1.0014031354269255,8.3
84,0.9692499147688446,1.0143145591723937,1.0000784268410203,8.4
85,0.9686383222774733,1.0147537559322526,0.9984003975305904,8.5
86,0.9703713669522301,1.013171467514537,0.9969626865710112,8.6
87,0.973740541503132,1.0100051854510388,0.9961929076349892,8.700000000000001
88,0.9775379770977444,1.0058307808151807,0.996136429159171,8.8
89,0.9806819189282934,1.0011629695163058,0.9965443736728095,8.9
90,0.9829039047941281,0.9967503055761563,0.9971403381615918,9.0
91,0.9849005676266656,0.9937032754852728,0.9977306721459795,9.1
92,0.9876192945013688,0.9928943239469424,0.9981527824313015,9.200000000000001
93,0.991299629838464,0.994206427914928,0.998301038306467,9.3
94,0.9953645089939666,0.9965811149942221,0.9982341042209566,9.4
95,0.9992904482298565,0.998788335573102,0.9981442768874164,9.5
96,1.0033489084462444,1.0000454385872752,0.9981258338579178,9.600000000000001
97,1.0082357348959443,1.0001338152289632,0.9979945054425282,9.700000000000001
98,1.0139782209139667,0.9993172871041505,0.9974670609680184,9.8
99,1.0193920774254261,0.9982001927945525,0.9965935710615765,9.9
100,1.0227149278989258,0.9974408801252659,0.9958895028860687,10.0
