,Li-Li,Li-Pb,Pb-Pb,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,3.22222521609879e-07,0.0,0.0,0.5
6,2.749435805534557e-06,0.0,0.0,0.6000000000000001
7,1.6430692211055603e-05,0.0,0.0,0.7000000000000001
8,7.749512198912434e-05,0.0,0.0,0.8
9,0.000298041194514669,0.0,0.0,0.9
10,0.0009622573341619272,9.804250078819105e-08,0.0,1.0
11,0.0026801087826686743,2.04721858849803e-06,0.0,1.1
12,0.006608730275141165,1.917761680389562e-05,0.0,1.2000000000000002
13,0.014725498736764335,0.00011788756618462946,0.0,1.3
14,0.030027899745735106,0.0005701102183488946,0.0,1.4000000000000001
15,0.056398079145806856,0.002261510502220814,0.0,1.5
16,0.09794088806349711,0.007498841096055778,2.7022964279745154e-06,1.6
17,0.15795949452313568,0.021119417404253295,2.936181490272217e-05,1.7000000000000002
18,0.23799880768794363,0.051309423091706385,0.0001808483806480732,1.8
19,0.33734326067897874,0.10918579311069675,0.0008688360573254154,1.9000000000000001
20,0.4529827448838364,0.20634429920702402,0.003352138338891172,2.0
21,0.5796799805278898,0.35028377469646443,0.01059310579837984,2.1
22,0.7100769979677746,0.5391032142192489,0.027878146462717142,2.2
23,0.8354893511348805,0.7586788214813247,0.06228443530466599,2.3000000000000003
24,0.9476737372552155,0.9852030481408257,0.12074100829372698,2.4000000000000004
25,1.040545821115431,1.1922034259814962,0.20761704500670466,2.5
26,1.1108319750938802,1.3578842062322565,0.32269439968663743,2.6
27,1.157907741964403,1.4696470192210822,0.45954277139013283,2.7
28,1.1832210319559684,1.5253447957178996,0.6050580581659369,2.8000000000000003
29,1.1894678972317405,1.5316630159184017,0.7420517063094401,2.9000000000000004
30,1.1802088463574951,1.5003835169560715,0.8550624524965933,3.0
31,1.1601398548939372,1.4443978038028242,0.9362141973689715,3.1
32,1.1346890970168138,1.3750635007114052,0.9869358635945163,3.2
33,1.1081922272283704,1.300851893546082,1.0141886359308658,3.3000000000000003
34,1.0823126511965262,1.2270134632467247,1.0243954822017804,3.4000000000000004
35,1.0567109079756487,1.1566288910066327,1.0205293604763226,3.5
36,1.0312316689913572,1.0923402283140398,1.004502919930038,3.6
37,1.0071195672209954,1.0369291879810194,0.9807222577465035,3.7
38,0.986363099479142,0.9922404708870777,0.9555995978866274,3.8000000000000003
39,0.9703777907516802,0.9581155842282592,0.9343337401744094,3.9000000000000004
40,0.9593684207991522,0.9329213256857417,0.9199134935811689,4.0
41,0.9526307976354473,0.9152002522654412,0.9144696304691226,4.1000000000000005
42,0.9492784204437629,0.9046211224584646,0.918940754108484,4.2
43,0.9487430441600858,0.9012585686851791,0.930942190821659,4.3
44,0.9506700854129481,0.9043367789675513,0.9449631868559635,4.4
45,0.9544825259628272,0.9120959373391363,0.9558646400304122,4.5
46,0.9593350156405109,0.9226999837484053,0.961908374070018,4.6000000000000005
47,0.9646768498304513,0.9348067496453524,0.964721652202414,4.7
48,0.9706622952046796,0.9472611115097903,0.9674746376236518,4.800000000000001
49,0.9777673850621492,0.9588250410785754,0.9732028491759532,4.9
50,0.9859902022312328,0.9686578530527616,0.9835837276152704,5.0
51,0.9945696352491364,0.9769199383241989,0.9981525553906586,5.1000000000000005
52,1.0024965145278864,0.9844718394855246,1.0146835003872836,5.2
53,1.0091509921709692,0.9919313179348186,1.0308252552643362,5.300000000000001
54,1.0144105409787334,0.9992261611553245,1.0456175783254926,5.4
55,1.018307527873833,1.0059251971922551,1.0594908225536022,5.5
56,1.020766045555783,1.0116465038323745,1.072688799889155,5.6000000000000005
57,1.0216065048462073,1.0161456465496908,1.0836373648998512,5.7
58,1.0206542396482767,1.0191924351928594,1.089197916863901,5.800000000000001
59,1.017923165644183,1.0204780669984623,1.0869256071788795,5.9
60,1.01387514594888,1.0198739096462635,1.0770316870065848,6.0
61,1.009421023440656,1.0177894270536598,1.0621138229218712,6.1000000000000005
62,1.0054362117067783,1.0149684987222793,1.0451085565905167,6.2
63,1.0021365079356706,1.0118565113985283,1.0273252298570157,6.300000000000001
64,0.9989807640036676,1.0084470170482729,1.008161645714669,6.4
65,0.9953181359153608,1.0048036018011934,0.9866498196311894,6.5
66,0.9911667855494568,1.0014019217559453,0.9633648713987962,6.6000000000000005
67,0.9872980820951401,0.9988756924334916,0.9410602487409588,6.7
68,0.9845961634808844,0.997655626879613,0.9237690812302157,6.800000000000001
69,0.9834367135649156,0.9979296249761008,0.9149183346833298,6.9
70,0.9836193166403936,0.9996945308660548,0.9153039591689276,7.0
71,0.9846483908084018,1.002617125175255,0.9225359888185598,7.1000000000000005
72,0.9859934281577302,1.0059153583645861,0.9329180824731003,7.2
73,0.9872443864982821,1.0085912892804985,0.9440936290812096,7.300000000000001
74,0.9881880948281109,1.0099905191365912,0.9557153635202061,7.4
75,0.9887482175477413,1.0102744634812661,0.9677122610162698,7.5
76,0.9889255282971653,1.0103596832943864,0.978390008770964,7.6000000000000005
77,0.988927087889364,1.0112374382386968,0.9845752708177786,7.7
78,0.9892730319667559,1.0131690680683918,0.9838541904903167,7.800000000000001
79,0.9905362603454622,1.0154914864364142,0.9770205375020435,7.9
80,0.9928786208074473,1.0172013354591452,0.9683221304208296,8.0
81,0.9958127567134044,1.0176982589550128,0.9627268080622083,8.1
82,0.9984096415142433,1.0170886342537466,0.962607657991363,8.200000000000001
83,0.9998523270762564,1.0159640737624342,0.9668444328165026,8.3
84,0.9999821583142966,1.0147828672221813,0.9722977015192271,8.4
85,0.9993703900981624,1.0133792335806941,0.9757004960683354,8.5
86,0.9988032161396724,1.0112926668523492,0.9752713844526872,8.6
87,0.9986484399742697,1.0086299457189487,0.9717858474263545,8.700000000000001
88,0.9986633734090032,1.0062796441020165,0.9679406562232309,8.8
89,0.9983247297972322,1.005117736877198,0.9661361808235035,8.9
90,0.9973446088298951,1.005219849182489,0.9667793757788254,9.0
91,0.9959751436710079,1.005938350846824,0.9684835807093223,9.1
92,0.9948766723153589,1.0065009137575895,0.9695043230846098,9.200000000000001
93,0.9946448791471303,1.0063763030401889,0.9691109701874854,9.3
94,0.9953809275114791,1.0053064238224696,0.9681844004986362,9.4
95,0.9966441901688786,1.0033450987017503,0.9687398309392513,9.5
96,0.9977677018639365,1.0009010967107614,0.9724434603509714,9.600000000000001
97,0.9982359022526333,0.9985345734793983,0.9791586541023746,9.700000000000001
98,0.9979155630940203,0.996621009081902,0.986895214809874,9.8
99,0.9971168683731887,0.9952817072686628,0.9932150706788082,9.9
100,0.9964571748845897,0.9945739452299088,0.9966064149993143,10.0
