,F-F,r
0,0.0,0.0
1,0.0,0.1
2,0.0,0.2
3,0.0,0.30000000000000004
4,6.23030749910334e-06,0.4
5,9.824133048503388e-05,0.5
6,0.0006852291571093916,0.6000000000000001
7,0.003503477960863927,0.7000000000000001
8,0.01425794442739216,0.8
9,0.04694934473489631,0.9
10,0.12597721453251925,1.0
11,0.27744562682220864,1.1
12,0.5060793904760824,1.2000000000000002
13,0.7736426820968426,1.3
14,1.0067529183727035,1.4000000000000001
15,1.1386214485517856,1.5
16,1.1501738743056393,1.6
17,1.07404054169422,1.7000000000000002
18,0.9645829207442493,1.8
19,0.8659073515377443,1.9000000000000001
20,0.7993053004876388,2.0
21,0.767512319171703,2.1
22,0.7640308031762203,2.2
23,0.780264762840173,2.3000000000000003
24,0.8088148625792279,2.4000000000000004
25,0.8439510927920424,2.5
26,0.8810476037604753,2.6
27,0.9164516863997099,2.7
28,0.9480453215250817,2.8000000000000003
29,0.975565191400415,2.9000000000000004
30,0.9996941627682443,3.0
31,1.020394868993067,3.1
32,1.0362865999474569,3.2
33,1.045832570672161,3.3000000000000003
34,1.0488631704161553,3.4000000000000004
35,1.0467015370733157,3.5
36,1.0411119640123614,3.6
37,1.0334783228381772,3.7
38,1.024788072758588,3.8000000000000003
39,1.0159239071285702,3.9000000000000004
40,1.0077765297016537,4.0
41,1.0011369718013323,4.1000000000000005
42,0.9964675772041532,4.2
43,0.9937382507079521,4.3
44,0.992527127361735,4.4
45,0.992212862714457,4.5
46,0.9920487510509052,4.6000000000000005
47,0.9914213560280377,4.7
48,0.990319022254795,4.800000000000001
49,0.9892588917803443,4.9
50,0.9885227224807043,5.0
51,0.9877939182247526,5.1000000000000005
52,0.9868019175429923,5.2
53,0.9859132762715932,5.300000000000001
54,0.9856870038191344,5.4
55,0.9861068198512057,5.5
56,0.986622663596415,5.6000000000000005
57,0.9868928327078611,5.7
58,0.9872268107463724,5.800000000000001
59,0.9882187566031809,5.9
60,0.9900789358786289,6.0
61,0.9923964028604375,6.1000000000000005
62,0.99447739346802,6.2
63,0.9958177164324141,6.300000000000001
64,0.9962623612074635,6.4
65,0.9958885361506262,6.5
66,0.9949412187902724,6.6000000000000005
67,0.9938602889637579,6.7
68,0.9931267309529145,6.800000000000001
69,0.9929293133882365,6.9
70,0.9930794817992322,7.0
71,0.993335012316674,7.1000000000000005
72,0.9936974347923333,7.2
73,0.9943194207168394,7.300000000000001
74,0.9952496041732901,7.4
75,0.9963676249732011,7.5
76,0.9974623589270909,7.6000000000000005
77,0.9983056647672833,7.7
78,0.998774617298457,7.800000000000001
79,0.9989893390303255,7.9
80,0.9992085843360904,8.0
81,0.9994887965781789,8.1
82,0.9995543374069986,8.200000000000001
83,0.9991057811382392,8.3
84,0.9981675821864248,8.4
85,0.9970506039866174,8.5
86,0.9960843709474829,8.6
87,0.9954518054976201,8.700000000000001
88,0.9951768447971949,8.8
89,0.9951879185968495,8.9
90,0.995395998053853,9.0
91,0.9957186957561678,9.1
92,0.9960973040962439,9.200000000000001
93,0.9965568391480637,9.3
94,0.9971957691787937,9.4
95,0.9980336224013857,9.5
96,0.9989067639238867,9.600000000000001
97,0.9995824268698793,9.700000000000001
98,0.9999477552073307,9.8
99,1.0000640868302275,9.9
100,1.0000723539624983,10.0
