,Li-Li,Li-Mn,Li-Si,Mn-Mn,Mn-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,6.793439034772082e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,5.015639529806773e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.937799724468438e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.00013910156832974786,3.363548428349068e-07,0.0,0.0,0.0,0.0,0.8
9,0.0005374538080808169,4.3782577349481105e-06,7.945267798453158e-07,1.2911060172486382e-06,0.0,0.0,0.9
10,0.0017857677852965179,3.176448196454599e-05,7.661409361498592e-06,2.090987580670254e-05,1.5945711067728915e-06,0.0,1.0
11,0.005227771065730152,0.000171040254538176,5.791013362320439e-05,0.00017723748873166013,1.723557201463611e-05,6.360616049177184e-07,1.1
12,0.013737635105899832,0.0007382768249706143,0.00031562962064459284,0.0010221911328274508,0.00012917987665141885,1.4193440647724541e-05,1.2000000000000002
13,0.032639013837614216,0.0026375516035328068,0.001394411392213601,0.004635701637448643,0.0007148711257414725,0.0001193729046446186,1.3
14,0.07021655469731233,0.007917599940460976,0.005147044077803699,0.017174802626714034,0.0031892279830349718,0.000706971528817799,1.4000000000000001
15,0.13709608932491613,0.020264365153652767,0.016076364081450686,0.05261434050077775,0.01183584365851766,0.0032507439741991805,1.5
16,0.24402300237664398,0.044858033432629243,0.042866564807491604,0.1342145919376945,0.037130004786633426,0.012200717164567557,1.6
17,0.39807810113835507,0.0872037627211696,0.09841830928996073,0.28731047890264727,0.09926304615951324,0.03790358853522472,1.7000000000000002
18,0.5981904527215216,0.1512021612916987,0.1965489092414805,0.5214701170935383,0.22743785786850468,0.09835185612071008,1.8
19,0.8319259623166219,0.23737413302688257,0.3454119629327675,0.8138253229379263,0.44915029266348827,0.21486388749052876,1.9000000000000001
20,1.0759491622659125,0.34208357666525824,0.5405964370212694,1.112979757990523,0.7695162022641091,0.3986127521373104,2.0
21,1.3016411179407577,0.4580432845484556,0.7623652239162383,1.3665262195891514,1.1530653788923408,0.6343896214126018,2.1
22,1.4844542119330544,0.5757223582137645,0.9802909370099997,1.5487969225348794,1.526420590795387,0.8770752618448877,2.2
23,1.6115623614768033,0.6850614096871159,1.1642094915423922,1.6641450561592595,1.8073204672563838,1.0700459703555498,2.3000000000000003
24,1.6826673251917648,0.777251434337041,1.2949072902490615,1.7285723544420994,1.9421801577167417,1.1744616574765312,2.4000000000000004
25,1.7052923709027608,0.8464469060263006,1.3676143108983656,1.752326030190686,1.926192854991435,1.1867598929057974,2.5
26,1.6897290911761795,0.8907330769117755,1.3882367644751483,1.737046340866336,1.795957906455076,1.1329790858572735,2.6
27,1.6461225479713633,0.9117081265380792,1.3680581126971685,1.6825385930815469,1.6055386785529924,1.0487444281949152,2.7
28,1.583317003990785,0.9132501703547247,1.3204740354983453,1.5927752390338847,1.4033690537664143,0.9616776929271401,2.8000000000000003
29,1.5090799600483258,0.9005090501517939,1.2586023437016283,1.4768947852571577,1.2206830832288853,0.8853495026715753,2.9000000000000004
30,1.4306272391152024,0.8792461669891076,1.1928057061652175,1.347248921592322,1.0719667003681583,0.8231327134792339,3.0
31,1.3537607533622793,0.8550196889347328,1.1299324164150906,1.2176173598362798,0.9609376126824634,0.775703100909436,3.1
32,1.2816743496320684,0.8322289107115116,1.0746943474430906,1.1018398413757886,0.8854760807793652,0.7457499910449883,3.2
33,1.2160195368389597,0.813572104582058,1.0304544454489313,1.0113587058546412,0.8400989746664718,0.7366321869388347,3.3000000000000003
34,1.1588612190039087,0.800275436657111,0.9982121122528634,0.9520889146094441,0.8181346504940381,0.7481421591792695,3.4000000000000004
35,1.11208383109107,0.7929716313771484,0.9762217164697935,0.9232167522287682,0.8140070312337184,0.7751738632121258,3.5
36,1.0753581000255927,0.792550555695683,0.9619469292344802,0.9190317134347425,0.8240647684788289,0.8104273284184992,3.6
37,1.0464362202325583,0.8000769751445436,0.9542086974839755,0.9322039912363617,0.8457671442130172,0.8473543176318771,3.7
38,1.0234342844761668,0.8157932671825979,0.9528239839503498,0.9564905033195037,0.8764677544306949,0.8811942572985636,3.8000000000000003
39,1.005724201921005,0.838343876826661,0.9567031937898248,0.987621680658822,0.9124667440226688,0.9096327753721668,3.9000000000000004
40,0.9930232846365098,0.8650150498773466,0.9636213657949627,1.0222008578118083,0.9487662182136869,0.9339766069362965,4.0
41,0.9850235522695516,0.8927497837610808,0.9719640582451851,1.0559563295381738,0.9801794120107222,0.9585905039338423,4.1000000000000005
42,0.9819228592687432,0.9192574618114442,0.9814738115867471,1.0834597973184728,1.0032808577300896,0.9872520096910966,4.2
43,0.984158542213666,0.9435257860442255,0.9919347533181515,1.0998372310023092,1.0175048095559385,1.019427481913009,4.3
44,0.990991715386681,0.9654641843202345,1.0022889896123381,1.1029631342489972,1.0245723812309122,1.0502802387365684,4.4
45,0.9999063278935492,0.9851843094217642,1.011548375132917,1.0945275302510458,1.027054262843635,1.073925476869835,4.5
46,1.0077728826300403,1.002711648711959,1.0194840470971362,1.079339069093992,1.0270921603899759,1.0866320704699228,4.6000000000000005
47,1.0123402224710565,1.0180951814104204,1.0258378962457448,1.0629859369896009,1.025676380606209,1.087926282681131,4.7
48,1.0126971242767469,1.0312910751041842,1.0297525546056838,1.0490497904725897,1.0226820869481859,1.079719773020255,4.800000000000001
49,1.0090349301873074,1.0417659315216439,1.0306678853891516,1.0377804608265075,1.0176270552670665,1.0647514190636627,4.9
50,1.002290741015186,1.0485720032014008,1.0292430202190497,1.0270202915837932,1.0104914893959736,1.04565379311041,5.0
51,0.9936702513322189,1.0511494517078388,1.026788076221493,1.0143790754530742,1.0018167835693477,1.0250000331400675,5.1000000000000005
52,0.984033332720527,1.0499352763565908,1.0238749364206472,0.999048066261526,0.9922452921381743,1.0055505640981381,5.2
53,0.9735457474790836,1.045906998843989,1.0198439634318737,0.9822673724936167,0.9823180609173312,0.989874450904201,5.300000000000001
54,0.9620869610052645,1.0398080659837738,1.0139717749266064,0.9664976085621683,0.972792397120359,0.9793455974865245,5.4
55,0.9500646097742287,1.0324011052527724,1.007119293546369,0.9541732039379032,0.9648928568262606,0.9731600019460478,5.5
56,0.9385090553384408,1.025457060843252,1.0017685140461412,0.9468735191508002,0.9600764971780613,0.9685384586462664,5.6000000000000005
57,0.928087203849215,1.0217085220009896,1.0000037730432034,0.9449432921693706,0.9594138702328349,0.9628697566000516,5.7
58,0.918414704404204,1.0232047505436295,1.001757888167342,0.9472976383196495,0.9629222985613545,0.9563354111242369,5.800000000000001
