,Li-Li,Li-Hf,Hf-Hf,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,2.104581572571469e-06,0.0,0.0,0.5
6,1.6899259024473615e-05,0.0,0.0,0.6000000000000001
7,9.830596871969643e-05,0.0,0.0,0.7000000000000001
8,0.0004438111995384282,0.0,0.0,0.8
9,0.0016279218061350628,0.0,0.0,0.9
10,0.004947225360385874,1.372200176560873e-07,0.0,1.0
11,0.012771893898877245,2.618969740552413e-06,0.0,1.1
12,0.028834892404360178,2.028868991862461e-05,5.557410715071536e-08,1.2000000000000002
13,0.05856462598135332,0.00011435310251495561,7.656475279011404e-07,1.3
14,0.10939918134117776,0.0005142947285161927,7.593112511473981e-06,1.4000000000000001
15,0.19016787193800055,0.001903860510984216,5.394129475863762e-05,1.5
16,0.30850898945619465,0.0059206491937635174,0.00028980452141310725,1.6
17,0.4671245599212099,0.015752352498812076,0.001279711470726572,1.7000000000000002
18,0.6611988252370312,0.03650237054803469,0.0047424573223028765,1.8
19,0.8782719264481189,0.07490540471721,0.01492624632174884,1.9000000000000001
20,1.1004506456723377,0.13808366298957095,0.04026656462618896,2.0
21,1.3086065106789377,0.23130049023933769,0.09408917207707396,2.1
22,1.4866983851851894,0.35530598793611556,0.19272288679381472,2.2
23,1.6239249375241673,0.5044497078184291,0.35042133363091793,2.3000000000000003
24,1.7157319429318179,0.6667367706708346,0.5724117206323266,2.4000000000000004
25,1.7651641324450997,0.8262876405624573,0.8489403670725768,2.5
26,1.7814663516459635,0.9673418645817152,1.1534745896762215,2.6
27,1.7742623906892545,1.077822322096976,1.4471568337894745,2.7
28,1.7485888300610113,1.1510577110888582,1.6890234067319367,2.8000000000000003
29,1.7055976543171443,1.1862014899503655,1.8481197321371132,2.9000000000000004
30,1.646365117249362,1.187976411537737,1.9118368935188819,3.0
31,1.5738772757963226,1.164859248307632,1.88675351887188,3.1
32,1.4925102662287917,1.1257118685968752,1.7928456745777686,3.2
33,1.4072606479233605,1.0772289477022345,1.6551800287294856,3.3000000000000003
34,1.323745606327723,1.0240622606573553,1.4972669458680223,3.4000000000000004
35,1.248068389899996,0.9704395040348767,1.337977019873428,3.5
36,1.1856629131639422,0.9207609025699443,1.190993099829681,3.6
37,1.1394059318955219,0.8785466846366324,1.0648523265051513,3.7
38,1.1082795225451219,0.8454056048179274,0.9631409841519953,3.8000000000000003
39,1.087881718272268,0.8212962729084089,0.8855077378767319,3.9000000000000004
40,1.0727297405231118,0.8055674862774229,0.8294062672033048,4.0
41,1.0590030092304856,0.7976988055574161,0.7917220093053319,4.1000000000000005
42,1.0460232020661533,0.7974883121075269,0.7696258847199101,4.2
43,1.0356834022381114,0.8049336419570773,0.7607453036223513,4.3
44,1.0305096079506906,0.8197859227931933,0.7632509404000765,4.4
45,1.031709868598045,0.8409873512933124,0.7761865007304856,4.5
46,1.0380885238907174,0.8666068201450504,0.7993884155263405,4.6000000000000005
47,1.0463776139260657,0.8945011859683071,0.832347151297349,4.7
48,1.0530626399666365,0.9230877802778353,0.8729686425027204,4.800000000000001
49,1.0563608413702767,0.951433678664385,0.9178124660659844,4.9
50,1.0566176845477684,0.9786575171333659,0.9635950857919946,5.0
51,1.0550572204078175,1.0034441941173935,1.0080787009993795,5.1000000000000005
52,1.0524175679525973,1.0243867789600967,1.0494330837311896,5.2
53,1.048613874047507,1.0408178760018267,1.0852541249473844,5.300000000000001
54,1.043334300634092,1.0530756946335922,1.1126559370128244,5.4
55,1.0366339802928861,1.0618161234700072,1.129247492643927,5.5
56,1.0286479732617984,1.0672388802075563,1.1340648938949665,5.6000000000000005
57,1.0188721799893388,1.0691080622903772,1.128149264317097,5.7
58,1.0062883019489437,1.0673570028173014,1.1144835689541166,5.800000000000001
59,0.990625996061179,1.0624346260122157,1.0967001875503448,5.9
60,0.9735942046536732,1.0550621133055902,1.077080512389296,6.0
61,0.9585337893666792,1.0459645589354718,1.0558180921231015,6.1000000000000005
62,0.948162633583931,1.0360322055620517,1.0324234082603154,6.2
63,0.9423178910862307,1.0264769339024464,1.007534046658045,6.300000000000001
64,0.9381900588947624,1.0184267858102314,0.983184083777137,6.4
65,0.9328999648569036,1.012319822758087,0.9617554722160239,6.5
66,0.925713458397613,1.0078547990371263,0.9449126435607965,6.6000000000000005
67,0.9179343710135826,1.0045153595333334,0.9331459459475634,6.7
68,0.9113025979565532,1.0020144324863085,0.9259311905860396,6.800000000000001
69,0.9067992729409987,1.0004147011192062,0.9222891741766197,6.9
70,0.9045061947286345,1.00018207478659,0.9213157326932554,7.0
71,0.9039296640104708,1.0020655988453038,0.9224693309185329,7.1000000000000005
72,0.904442994854973,1.0065346662011956,0.925782272729194,7.2
73,0.9058652306965825,1.0131890405957134,0.9318549514842173,7.300000000000001
74,0.9085864887648208,1.0208627922979197,0.9412709490604934,7.4
75,0.9126439817270825,1.0283671050246115,0.9537637098618097,7.5
76,0.9167478009562585,1.0350790672459589,0.968011121089584,7.6000000000000005
77,0.9189171623586859,1.0409172189911249,0.9822615263069829,7.7
78,0.9182882425641755,1.0460185455525601,0.995068779449182,7.800000000000001
79,0.91580406746351,1.050565062598096,1.0055508908630444,7.9
80,0.9130047911998008,1.054719653619635,1.0132925844490235,8.0
81,0.9106758616654855,1.0584721626141465,1.0181653790951064,8.1
82,0.9088288170247482,1.0615480227388672,1.0202124160871966,8.200000000000001
