,Si-Si,Si-Ni,Ni-Ni,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,5.1200375796063414e-08,0.0,0.0,0.8
9,3.3386838945905744e-07,1.0204642373194642e-06,0.0,0.9
10,2.1809789998967975e-06,1.393609393465488e-05,3.6409156121645093e-07,1.0
11,1.3865405786557818e-05,0.00011564244440289225,5.968696887547226e-06,1.1
12,7.932332682728106e-05,0.000670749525762172,5.083181882022275e-05,1.2000000000000002
13,0.0003967820059058311,0.003081541448280012,0.00030229800056828473,1.3
14,0.0017135484284135655,0.011655647097005796,0.0014147852289291061,1.4000000000000001
15,0.006376253756358086,0.03681696851292776,0.005438508234221331,1.5
16,0.020317066690489362,0.0979622591585494,0.017456917528462786,1.6
17,0.05531469744618242,0.22135076261707148,0.04728985785626435,1.7000000000000002
18,0.12901992595484937,0.42864201420816556,0.109140465124327,1.8
19,0.25937441895103547,0.7189634937142397,0.21680099887536936,1.9000000000000001
20,0.4533003132426742,1.0570207626727903,0.3750218451153576,2.0
21,0.6960453730917919,1.379953017692801,0.5724262770354104,2.1
22,0.9506215354392847,1.6223312597326418,0.7825033505732129,2.2
23,1.1707607688410608,1.7436788216222967,0.9732213391347014,2.3000000000000003
24,1.320241631112307,1.7411302816987013,1.1183659749615482,2.4000000000000004
25,1.386365663622341,1.6427390949236789,1.2034897059159158,2.5
26,1.3801926865545175,1.4906039374160844,1.2262574794287655,2.6
27,1.3260853682446574,1.3249790931107868,1.1952000600946444,2.7
28,1.2493203540763664,1.1743723247592825,1.1279646724497612,2.8000000000000003
29,1.1687707174762951,1.0524753466789858,1.0468542583955798,2.9000000000000004
30,1.0956340866147425,0.9613331010848601,0.9714458487212214,3.0
31,1.0352682955391148,0.8976268572178592,0.9124194369512725,3.1
32,0.989367653743929,0.8573638216875245,0.8712467277738357,3.2
33,0.9575128947448064,0.8369610063096075,0.8452219042008575,3.3000000000000003
34,0.9380975889384401,0.8325995321370306,0.8325299506099659,3.4000000000000004
35,0.9288470888999456,0.8402585798662295,0.8334427281024068,3.5
36,0.9272064476476953,0.8566562490616598,0.8484536190210117,3.6
37,0.9307440814340417,0.8797780405528851,0.8761632534264538,3.7
38,0.9376475304864111,0.908212508795064,0.9125434726433282,3.8000000000000003
39,0.9471073395639047,0.9400958881764875,0.9515638142215348,3.9000000000000004
40,0.958988611029111,0.9729184510257562,0.9866989580519578,4.0
41,0.9727734298732067,1.0041336213825218,1.0127619843442814,4.1000000000000005
42,0.9870170106976758,1.0314773267821902,1.027329259314851,4.2
43,1.0000513336531174,1.0527840692276929,1.0309510018804955,4.3
44,1.010818949099694,1.066168177937771,1.026250935007286,4.4
45,1.0187250524720681,1.070821652133089,1.0167372186389823,4.5
46,1.0231020092068894,1.0675709049471498,1.0056632094719307,4.6000000000000005
47,1.0234504165954101,1.058592591873234,0.99508611252835,4.7
48,1.0202133549396177,1.0465851846272538,0.9856387969091392,4.800000000000001
49,1.0148627454258243,1.0339502299545231,0.9772995545004849,4.9
50,1.008984157664718,1.0222973378663598,0.9702829891642463,5.0
51,1.0034353854337987,1.012429099379404,0.9647001403594792,5.1000000000000005
52,0.998511650117749,1.0047350257865035,0.9595813713170616,5.2
53,0.9946420928624395,0.9994904804065904,0.9534281649467217,5.300000000000001
54,0.9924940555230031,0.9966334849298671,0.9461485527567518,5.4
55,0.99231498027992,0.9954284750296164,0.9396566234977115,5.5
56,0.9934528464270784,0.9947447622385005,0.9362628253369165,5.6000000000000005
57,0.9947518608045365,0.9937451483598085,0.9369874531837121,5.7
58,0.9953678341292835,0.9922867075903234,0.9414018206259999,5.800000000000001
59,0.9951569086214336,0.990872510315648,0.948343667777155,5.9
60,0.9944753844499008,0.9903492729790327,0.9564215121240289,6.0
61,0.9937892273284283,0.9914075965763257,0.9643277618586457,6.1000000000000005
62,0.9933956014864227,0.9941344383920461,0.9713009276949494,6.2
63,0.9933793826115365,0.9980253388678163,0.9774293707861447,6.300000000000001
64,0.9937494042929684,1.0023556397501607,0.9832805706120888,6.4
65,0.9945270478284417,1.0064308833846873,0.989023335042444,6.5
66,0.99566700186959,1.009610418556406,0.9937654796037386,6.6000000000000005
67,0.9969611565799485,1.011389562335744,0.9958870033775291,6.7
68,0.998085283391793,1.0116321052053678,0.9942941976465514,6.800000000000001
69,0.9987835004955546,1.0106905317276342,0.9893046815516803,6.9
70,0.999049597335957,1.0091962854719199,0.9822685331357323,7.0
71,0.9991244096411455,1.0076746131785619,0.9747304700724558,7.1000000000000005
72,0.9993010306651482,1.0063150352940753,0.9682697503480893,7.2
73,0.9997641392610195,1.0049988198113697,0.9646918347687429,7.300000000000001
74,1.0005797820971565,1.0035023511516346,0.9655292747145159,7.4
75,1.0017031854201888,1.001781530222239,0.9709351998387117,7.5
76,1.0029141618516506,1.0001691741166652,0.9792769819690187,7.6000000000000005
77,1.0038305346095264,0.9992187869618769,0.9881857253772521,7.7
78,1.0041193446622614,0.9992739250656751,0.9960002559575271,7.800000000000001
79,1.0037045026037992,1.0001519426836467,1.0020663659814641,7.9
80,1.0026808359634891,1.001180247491421,1.0059787865989553,8.0
81,1.0010852903001373,1.001568423109069,1.0071595824890696,8.1
82,0.998971842884876,1.000927762543691,1.0053821086070598,8.200000000000001
83,0.9967078814513629,0.9995396156454376,1.0014119573136946,8.3
84,0.9949284745727834,0.9980792564582633,0.9968428877855263,8.4
85,0.9940788155634476,0.9970402090046109,0.9932340636828001,8.5
86,0.9940853833668094,0.9964263874810025,0.99131527737669,8.6
87,0.9944830845817909,0.9959170399750545,0.9907274755183287,8.700000000000001
88,0.9948137745028152,0.9952181038586475,0.9903051483074455,8.8
89,0.9949590330675544,0.9943314995949679,0.9886730113642597,8.9
90,0.9951714474575964,0.9936528798398903,0.9850444286373768,9.0
91,0.995789597040158,0.9938420953275477,0.979878494306935,9.1
92,0.9969515595407569,0.9954870419168256,0.9747982121864552,9.200000000000001
93,0.9986339547892973,0.998718807577415,0.971619330102768,9.3
94,1.0008304711287626,1.0030162813607297,0.9711899332240475,9.4
95,1.0034858721520774,1.0074273379655379,0.9728279661937516,9.5
96,1.0062816501959064,1.0111659849579497,0.9745374085372722,9.600000000000001
97,1.0086740408234798,1.0140852873341137,0.9739780045549559,9.700000000000001
98,1.0102380586352986,1.016510954578683,0.9700978886611694,9.8
99,1.0109548768260779,1.018582007473149,0.9643698175809169,9.9
100,1.0111509904203644,1.0198874890242224,0.9601271016638644,10.0
