,Li-Li,Li-Cl,Cl-Cl,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,4.0328818587266246e-07,0.0,0.0,0.6000000000000001
7,3.2152840129309006e-06,0.0,0.0,0.7000000000000001
8,1.984909114244706e-05,1.440915080774201e-06,0.0,0.8
9,9.34886722530557e-05,1.9424658590354773e-05,0.0,0.9
10,0.00036183501702625006,0.00014059863325265268,0.0,1.0
11,0.0011751709239708958,0.0007603504443534413,0.0,1.1
12,0.0032791138018796987,0.003288536289736529,0.0,1.2000000000000002
13,0.008025689281277747,0.011743121731218375,0.0,1.3
14,0.01753833116145173,0.035179801146430364,0.0,1.4000000000000001
15,0.03473242764825859,0.08951695568925906,5.976898633727171e-07,1.5
16,0.0630740441203481,0.19567428770511644,6.276080955783176e-06,1.6
17,0.10599948959319923,0.3714239712952373,4.188004006751224e-05,1.7000000000000002
18,0.16606434585468016,0.6187489312445309,0.00021069381587224267,1.8
19,0.2440629780556777,0.9143642275492675,0.0008589597442131607,1.9000000000000001
20,0.3384591828756502,1.2122054264280302,0.0029077626015837693,2.0
21,0.44539163900619416,1.4596740303253586,0.008305015836098285,2.1
22,0.5592662835499256,1.6190481540194341,0.020373291491571993,2.2
23,0.6736002699238045,1.6807082356962715,0.043735442715313134,2.3000000000000003
24,0.7818975636529146,1.6606046749705123,0.0837355512857247,2.4000000000000004
25,0.878613464705026,1.5863656038244016,0.1453470067806657,2.5
26,0.9599327301793434,1.4836133238761897,0.231410106853924,2.6
27,1.0239080069125277,1.370220422026753,0.3404567395512911,2.7
28,1.0702591426347168,1.2575262759899368,0.4659593787951032,2.8000000000000003
29,1.1003312370936686,1.1533238238553127,0.5987559422836459,2.9000000000000004
30,1.1169035892588626,1.0631972911082195,0.7310514412491861,3.0
31,1.1234917094229944,0.9901889011188623,0.8579519433016779,3.1
32,1.1236386257013824,0.9343920505326702,0.9755576582170522,3.2
33,1.120403322710034,0.8936095034665273,1.07920068356123,3.3000000000000003
34,1.1154931066187457,0.8649703953447117,1.1646669347066443,3.4000000000000004
35,1.1084708416002935,0.8464031579324247,1.2306241093199701,3.5
36,1.097561991006166,0.8368056843720255,1.278695999775161,3.6
37,1.0818479215835903,0.8351088183415952,1.3110029556567797,3.7
38,1.0625904390295746,0.8396661253586399,1.3282667445746628,3.8000000000000003
39,1.0425575219762468,0.8486307498374551,1.330561042979715,3.9000000000000004
40,1.0246299186676096,0.8606511225279433,1.319001596388907,4.0
41,1.0110081482735538,0.8751549766016548,1.295914072193709,4.1000000000000005
42,1.0027488228115626,0.8920990531166451,1.2638571131036662,4.2
43,0.9992267087023231,0.9113989536714473,1.225299776273421,4.3
44,0.9981836590650551,0.9323981619037232,1.1832603740936194,4.4
45,0.9969020245134514,0.9537344488971004,1.1417388697427537,4.5
46,0.9937776402597515,0.9737864740972366,1.1049243934006794,4.6000000000000005
47,0.9890232680152283,0.9914197376687015,1.0751947263828212,4.7
48,0.9840333891846754,1.0064028912831267,1.0515848062062936,4.800000000000001
49,0.9801692806256049,1.0190746524294196,1.030681797056408,4.9
50,0.9780834410112604,1.0296423807688644,1.0094731833357933,5.0
51,0.9778219717491686,1.0379894245708858,0.9872540825523672,5.1000000000000005
52,0.9790966956284528,1.0441371464667417,0.9650501630652631,5.2
53,0.9812949855786726,1.0484492187041692,0.9443268669202957,5.300000000000001
54,0.9834719622816929,1.051106877129431,0.9266633433112078,5.4
55,0.9846918250188841,1.0516919397265352,0.9134837755650864,5.5
56,0.9846412050491401,1.0496100393676604,0.9050044841363871,5.6000000000000005
57,0.9839350040450178,1.0448234018452278,0.9002199047018203,5.7
58,0.9835955463797529,1.0380678409840853,0.8987124736343421,5.800000000000001
59,0.984124011572473,1.0305630878441665,0.9014715172638316,5.9
60,0.9851982433456727,1.0235739837533824,0.9089529240536377,6.0
61,0.9862822054797172,1.0179116045332735,0.9194264233577981,6.1000000000000005
62,0.9872874861984686,1.0135888224304577,0.9303524420024726,6.2
63,0.9885766023197758,1.0100008536429959,0.9405843831693298,6.300000000000001
64,0.9905632665426879,1.006458866538997,0.9503903394604665,6.4
65,0.9934041009483204,1.0025915748409209,0.9600412358595931,6.5
66,0.9968492656391487,0.9985106417209352,0.9693041527782992,6.6000000000000005
67,1.0002231081371062,0.9947882760150767,0.9781995029415261,6.7
68,1.0027171099149417,0.9920912938272448,0.9874953139971233,6.800000000000001
69,1.0039467530012938,0.9906380027412174,0.9979819432320275,6.9
70,1.0042373437931127,0.9900576338169802,1.0094560345456758,7.0
71,1.0042183480848175,0.9898374072977123,1.0207564394527193,7.1000000000000005
72,1.0041509869723,0.9898069912528954,1.0306444248867688,7.2
73,1.0038355686949327,0.9901258889524477,1.0382680776001798,7.300000000000001
74,1.0031616138253328,0.990918169662688,1.0428302539562668,7.4
75,1.002438178944107,0.9920413035480226,1.0433470497034167,7.5
76,1.001949630831622,0.9931617545665956,1.0391459806923187,7.6000000000000005
77,1.0014129719811604,0.993962320087878,1.0305427864939032,7.7
78,1.0002608873500973,0.9943097485979624,1.018962123010162,7.800000000000001
79,0.9984147429031882,0.9943483938472233,1.0066312895864145,7.9
80,0.9963831286246276,0.994463464727475,0.9959557767661413,8.0
81,0.9944820248658897,0.995091962218713,0.9883516368848849,8.1
82,0.9923577922917721,0.9964865543797091,0.9832758807959446,8.200000000000001
83,0.9896655645213932,0.9986058542341547,0.9788805654982907,8.3
84,0.9869973256127975,1.0011903709982295,0.9739260956089495,8.4
85,0.9855878107259702,1.003983885558463,0.9688659610614309,8.5
86,0.986005011831606,1.0068766592686367,0.9650552147928284,8.6
87,0.9874993876221942,1.0097223176068109,0.9631345752942397,8.700000000000001
88,0.9888408161757498,1.012121645283276,0.9623109015817058,8.8
89,0.9895278313008852,1.0137162793013033,0.9612823609131396,8.9
90,0.9899052872735588,1.0146932202786876,0.9597186664142441,9.0
91,0.9903777200896227,1.015615776907751,0.9585036417422877,9.1
92,0.9910194923060233,1.0166536575491212,0.9586616839355736,9.200000000000001
93,0.9918925617385608,1.0172822363676803,0.9605714127501568,9.3
94,0.9931447560991693,1.0168553237168114,0.9641396090833135,9.4
95,0.994589274086273,1.0151892818465351,0.9690186505048227,9.5
96,0.9956172380736632,1.012478268645536,0.9743707513426647,9.600000000000001
97,0.995815922293102,1.00900580120595,0.9789008910177257,9.700000000000001
98,0.9954413710241571,1.0052176204230763,0.9815860350510106,9.8
99,0.9950546110404657,1.0018891202710614,0.982432653396655,9.9
100,0.9949008114424154,0.9999254454230199,0.9823866486210291,10.0
