,Li-Li,Li-Si,Li-Br,Si-Si,Si-Br,Br-Br,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,9.561887080487607e-07,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,6.235133610088106e-06,0.0,0.0,0.0,0.0,0.0,0.8
9,3.3153496375773776e-05,0.0,3.722187877352441e-07,0.0,0.0,0.0,0.9
10,0.00013560871183461833,8.300249201812157e-07,5.0832511325899655e-06,3.320099680724863e-07,1.6600498403624314e-07,0.0,1.0
11,0.00044773225914518556,1.0031151676405613e-05,4.454507124610037e-05,1.2147348674979857e-05,3.1683571930550682e-06,0.0,1.1
12,0.00121452490232267,7.306778258907064e-05,0.0002725880545737378,0.00012194013721203897,2.7704601072079233e-05,0.0,1.2000000000000002
13,0.002828981662135626,0.00039225519284817123,0.001330547284445758,0.0008023302333217027,0.00016888636223718454,0.0,1.3
14,0.006065493040989306,0.0016870335187438815,0.005362030761783081,0.0040087270112435,0.0008088627141478122,0.0,1.4000000000000001
15,0.012775291229540374,0.005992673575122695,0.01821247771572455,0.016207674539660454,0.0031730274307483044,0.0,1.5
16,0.026778156890103537,0.01783832348470074,0.0527384735594787,0.05423384111024016,0.010404704724847556,7.47022428163094e-07,1.6
17,0.05377088927316763,0.04492431452721727,0.13125338212088158,0.1516806074983265,0.02884014205655274,7.280793677164209e-06,1.7000000000000002
18,0.09913812008051673,0.0967042122763701,0.2827711313634693,0.3572257898668582,0.0681574446277959,4.7133941623302515e-05,1.8
19,0.16487202674962256,0.1800701188540603,0.5310015330859713,0.7135824171715686,0.1383614946856371,0.00023272652461552178,1.9000000000000001
20,0.24848532083755226,0.29434073009520595,0.8754955431446592,1.218808592132956,0.2430195974000335,0.0009322768193291736,2.0
21,0.34459311941924425,0.4297330663424518,1.2780989309203314,1.7970841017695511,0.3721858599978357,0.0031067448893301016,2.1
22,0.4468313418989407,0.5708211805110545,1.6691519170153712,2.313958034909875,0.5017585414094523,0.00877090925465283,2.2
23,0.54877684612352,0.7017814547090131,1.9749112200473968,2.6381692773016225,0.6031583704759875,0.02136014969089026,2.3000000000000003
24,0.6446649033549199,0.8100900479521943,2.149448810479693,2.7072751975905587,0.6583566866989758,0.04575949651271901,2.4000000000000004
25,0.7298845752254154,0.8888498761455812,2.189933828236846,2.549921145822456,0.669062146400719,0.08800934441141595,2.5
26,0.8010886989657199,0.9382090696424346,2.1280721931219926,2.2570878240624945,0.6532506790893379,0.15476698897684785,2.6
27,0.8567970437751797,0.9641688260031501,2.0078969430572613,1.9314805728453077,0.6329879106671086,0.25193703965347547,2.7
28,0.8977533416523825,0.9744729300809447,1.8658850910138705,1.6478521166758,0.6233316599320426,0.38139304692852294,2.8000000000000003
29,0.9255614054445933,0.974740027878038,1.7226443268500031,1.4387879204007337,0.6286519895804719,0.5367030515509936,2.9000000000000004
30,0.9410479994626505,0.9677346150218145,1.5857808866309706,1.302545204202797,0.6457305079933326,0.7023138800712185,3.0
31,0.944817599551136,0.9551748051417324,1.4578440881390875,1.2206046739679783,0.669070553928705,0.8595566410197117,3.1
32,0.9394500435933932,0.9394436993376217,1.3421414942101952,1.172931522231307,0.694620312417298,0.9955203057684185,3.2
33,0.9303833066037231,0.9236145281059566,1.2428411127513013,1.1454025500561869,0.7209816442582878,1.106467492803164,3.3000000000000003
34,0.9238015293191779,0.9102784773465009,1.1618954539674193,1.1301823016531691,0.7487971743945641,1.1938407449198933,3.4000000000000004
35,0.9231521173142649,0.9005483089295726,1.0975687439005917,1.1228311194764244,0.7788981126610746,1.2591180038318401,3.5
36,0.9276621777051685,0.8941655163539904,1.0459136844982824,1.1201139601788819,0.8103827638837191,1.3024211114983562,3.6
37,0.9344947606009885,0.8903324664244988,1.0034252714899308,1.1196851796113796,0.8405595681310832,1.323601673168683,3.7
38,0.9419671105916809,0.8882510978335743,0.9690954179888583,1.1201417515152354,0.867062300137656,1.3236179896143843,3.8000000000000003
39,0.9502271439005507,0.8871379529295063,0.9443355274661835,1.1203415275186883,0.8894450603213697,1.3060780359855886,3.9000000000000004
40,0.9597525685757209,0.8863993338504633,0.9304384435365944,1.1189075599014466,0.9081500010632587,1.2776610668377373,4.0
41,0.9703832598614375,0.8861727090102056,0.9259477748747961,1.1148618593124662,0.9226904134826951,1.2455342635140096,4.1000000000000005
42,0.9816272243014095,0.887604594627469,0.9267175810776656,1.108561502832858,0.9318639049278458,1.2136734915242,4.2
43,0.993120949833153,0.8923064819370211,0.9283155378312965,1.1013367248791133,0.9355056356975072,1.182204906163576,4.3
44,1.0047326444450722,0.9012221046045812,0.9283091230743332,1.094186471770715,0.9355799483199324,1.15045570444082,4.4
45,1.0162799506895088,0.913832200325536,0.927124326477142,1.0875583988333546,0.9356735824711245,1.120236558491616,4.5
46,1.0267338916408093,0.92838786476602,0.9274490440536841,1.0822188839238425,0.9391339503056588,1.0956740468762058,4.6000000000000005
47,1.0337285381017367,0.9428528569687261,0.9323350397779111,1.0790203900106634,0.9469852573477456,1.0791995237393994,4.7
48,1.0348062409905014,0.9556182538549548,0.9430174102726627,1.0775174175208322,0.9575557042738312,1.0677490375488,4.800000000000001
49,1.029910814566356,0.9656618223496539,0.9581528827756441,1.0758137806723314,0.9682235207868487,1.0541596679377558,4.9
50,1.022289540604632,0.9727801531128802,0.9748677536754705,1.0721989896084059,0.9773582724600424,1.0334057769515337,5.0
51,1.0162750344977753,0.9779957265387677,0.9903733320694822,1.066387691768822,0.9846852610329005,1.0073804105924327,5.1000000000000005
52,1.014009000868737,0.9831700084939803,1.0029559561521573,1.0590006554872728,0.9902036532894536,0.9835258161571612,5.2
53,1.0141063318012056,0.989556924365295,1.0120483329991774,1.050431932979657,0.993036998602709,0.9692592287254506,5.300000000000001
54,1.013072445270396,0.9966989840937498,1.0178027966498913,1.0406440127439383,0.9917440822920772,0.9674498289220663,5.4
55,1.0082378511471917,1.0029218418374157,1.0208249590965177,1.029810548495701,0.9860452732879341,0.9756349063953306,5.5
56,0.9998616880078227,1.0069342486649273,1.0219870474025028,1.0188271223043435,0.9778911618835895,0.9878916411732716,5.6000000000000005
57,0.990574232762228,1.0089303923206279,1.0219202492369743,1.009253784059717,0.9703656878351005,0.9975141021199534,5.7
58,0.9830041464839743,1.0102079029837556,1.0209438063055203,1.002815702240133,0.965651373988111,1.0000238005407223,5.800000000000001
59,0.9781017652606884,1.01182832094225,1.0198991046655455,1.0005125205954317,0.9642440915872303,0.9956027586799162,5.9
