,Li-Li,Li-Cu,Li-Si,Cu-Cu,Cu-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,5.903633209654662e-07,2.951816604827331e-07,0.0,0.0,0.0,0.0,0.7000000000000001
8,5.406274468995107e-06,2.4437002282139016e-06,1.2971850314182605e-07,0.0,0.0,0.0,0.8
9,3.567572943784066e-05,1.683556106217017e-05,9.607772512720684e-07,0.0,2.2981271144849458e-07,0.0,0.9
10,0.00017767271223591033,9.41700979230961e-05,6.684868534193706e-06,8.199490568964808e-07,3.650933397261513e-06,2.049872642241202e-07,1.0
11,0.0007228425402543566,0.0004382530458927261,4.077928918896202e-05,1.0866064164523416e-05,3.571982088659722e-05,5.84413335788003e-06,1.1
12,0.0024593394350400518,0.0017368464626716057,0.00020327596752459123,8.638905724783447e-05,0.0002413864560437616,5.801472062017065e-05,1.2000000000000002
13,0.0071323895424974465,0.005984145244308654,0.0008727295148102589,0.0004845183492505,0.0012583098002202754,0.00038633781732520263,1.3
14,0.017903444767567712,0.017952951617967484,0.003256841049965482,0.002175921873453459,0.005344140767664823,0.0019467912905213808,1.4000000000000001
15,0.03952824065567433,0.04669459464285489,0.010523707682061616,0.008055667742224845,0.018973694984988642,0.00795159241716493,1.5
16,0.07794941694072825,0.10507493398878376,0.029377044356628468,0.024961059742579745,0.056845220640208534,0.026927566301350427,1.6
17,0.13914710553964735,0.20526941761578915,0.07095462373239035,0.06543914205731073,0.14443921255915665,0.07628941708460603,1.7000000000000002
18,0.22706868155324916,0.35147625454460657,0.14920397765235052,0.14666695366159177,0.31274867848111554,0.18195216560805214,1.8
19,0.3408532803364326,0.5353408353058412,0.275519923800974,0.28417203708662925,0.5803993894448155,0.3676586508644047,1.9000000000000001
20,0.47322438274605166,0.7382189625883704,0.45105541830084495,0.4814706819488262,0.9301844470147369,0.634344276523054,2.0
21,0.6125302367839636,0.9375313454511592,0.6612207574949661,0.7214852784306927,1.3003777961743197,0.9440853745635847,2.1
22,0.7474886724060523,1.111821408123585,0.8775759249171405,0.9669345137571355,1.6067061372345055,1.2280560225911281,2.2
23,0.8698734244238829,1.2438610253243012,1.0679470773438484,1.1724315060333688,1.7844352844540838,1.4194142745821945,2.3000000000000003
24,0.9731879506581591,1.324004046882357,1.2088804534136164,1.3031038387519642,1.8186647959115272,1.486911599127741,2.4000000000000004
25,1.0513624479074133,1.3527801048967012,1.2926696014822099,1.3489832850777526,1.7410604015191997,1.4442061161210922,2.5
26,1.100699717676992,1.3399264480224502,1.326011466287259,1.3262165726385073,1.6022034052760543,1.333556473944757,2.6
27,1.1224847217108054,1.2996286018364425,1.3231368454702215,1.2647500679177457,1.4455827016482024,1.2013035673717485,2.7
28,1.1224350669077379,1.2445536085055326,1.298359773009985,1.1917387344774895,1.2981026571764536,1.0807366167934849,2.8000000000000003
29,1.1073823294215388,1.182361205939428,1.2619134032879722,1.122197630264563,1.172719338492813,0.9869536418263103,2.9000000000000004
30,1.0827286746198448,1.1170136528237031,1.2199886312205581,1.0604074397342698,1.0734085522477108,0.9210616356402455,3.0
31,1.0526999715396264,1.0524783970741503,1.1766493516769767,1.0063428815069755,0.9986122070017388,0.8781835821490325,3.1
32,1.0217191777666506,0.9939441973281061,1.1347802469911283,0.9602722057521873,0.9438094236157584,0.8534224210916168,3.2
33,0.9941050519978031,0.9458826801007764,1.0958295369933313,0.9233523217046915,0.9040553430047613,0.8431680353904032,3.3000000000000003
34,0.9722696816864722,0.9106406279731896,1.0600038775856417,0.8960137027350132,0.8763376993220205,0.8439282323698094,3.4000000000000004
35,0.9561938395683032,0.8891262507362774,1.0275278358049975,0.8773515800838836,0.8605841805030818,0.8520301486023546,3.5
36,0.9447734174203652,0.8813345023610931,0.9998092652198829,0.8670386378628182,0.858162453539237,0.8645452455090729,3.6
37,0.936892905458843,0.8853596996921089,0.9790946974007233,0.8671778198280511,0.868871788863288,0.8797347104409508,3.7
38,0.9315802100192242,0.8969560058582,0.9669129177153251,0.8804996550313644,0.8894754183586396,0.8966248662265668,3.8000000000000003
39,0.9283345254622256,0.9115573584254024,0.9629804335106575,0.9063365338804051,0.9151848607343743,0.9146117045464056,3.9000000000000004
40,0.927363202371039,0.9272277603875851,0.9656104132115251,0.9396419849166889,0.9420803189425275,0.933326667820587,4.0
41,0.9288816745978207,0.9451880017896406,0.9728613238430989,0.9743560399272067,0.9677692055667855,0.9523149501890065,4.1000000000000005
42,0.932451895643282,0.9669291587714042,0.9831490489499874,1.006428238249424,0.9905398752530223,0.9705910994021762,4.2
43,0.9376131156661366,0.9909186472626034,0.9952525856612835,1.033266657682766,1.0090160176315386,0.9866063074864798,4.3
44,0.9447976333119226,1.0125880496897677,1.0083047536494298,1.0522530200269744,1.0225089791265927,0.998791520886747,4.4
45,0.9549745427653981,1.027440263506052,1.0215561029452305,1.061436737017277,1.0308360169732798,1.0062766846150748,4.5
46,0.9684146177670098,1.0339265906779296,1.0335680013808264,1.0608355474234974,1.033881549119501,1.0093540141236808,4.6000000000000005
47,0.9838469936427896,1.033672934803615,1.0419505069818022,1.0517724603166938,1.0318956655546347,1.0093900772063522,4.7
