,Li-Li,Li-Rh,Rh-Rh,r
83,0.9982839496335583,0.9983103884139375,0.9884554511879703,8.3
84,0.9976292293625607,0.997552854017134,0.9863857261671862,8.4
85,0.9974148947584937,0.9965240169649161,0.9819384372085457,8.5
86,0.9971688680403709,0.995126815011143,0.9754749768358728,8.6
87,0.9963940575051511,0.9939114766862142,0.9677184032228644,8.700000000000001
88,0.9951931791538077,0.9935771191330921,0.9599655351518346,8.8
89,0.9941797800947543,0.9942683031064085,0.9544991457699619,8.9
90,0.9938581058692414,0.9955511035059307,0.9539072548687877,9.0
91,0.9943165230289202,0.9969971046544864,0.9591688583792679,9.1
92,0.995411829786478,0.9986362855415464,0.9682736066403466,9.200000000000001
93,0.996941658966064,1.0008688820945142,0.9772857660999983,9.3
94,0.9986317298887541,1.0040005226794246,0.9832427887541513,9.4
