,Li-Li,Li-Si,Li-Mo,Si-Si,Si-Mo,Mo-Mo,r
59,0.952304324151457,0.9854009663519954,0.9969122804501691,0.9299156406597339,0.9732664306267041,0.9394689687096792,5.9
60,0.9514583844954079,0.9829235935216905,0.9895227678762503,0.943675070493369,0.968943928436971,0.9231279404004797,6.0
61,0.9523824113192603,0.9823993034395295,0.9839540442292883,0.9589920981752414,0.9665760873141644,0.912412308886586,6.1000000000000005
62,0.9540709055715583,0.9839032594139593,0.9801123389288945,0.972274640306955,0.9665518550548788,0.9096204332503004,6.2
63,0.9561830413029387,0.9877684626599322,0.978513282054234,0.9815281301333381,0.9696039840038646,0.915073110457409,6.300000000000001
64,0.9590701951815217,0.993545760739726,0.9797495955939218,0.9874000765896347,0.9756070888273911,0.9270792443734323,6.4
65,0.962704267518119,0.9997353804675035,0.9839134043254768,0.9921679875011346,0.9833228409635483,0.9429178187093457,6.5
66,0.9660296642542632,1.0045310401800698,0.9905083946968931,0.9975767023872253,0.9914487880805981,0.9597995280536675,6.6000000000000005
67,0.9679336335559704,1.00678604015966,0.9987257552335693,1.0035031577353577,0.9996065940901433,0.9754270117783294,6.7
68,0.9686979496623095,1.0065085619480703,1.0077001560297305,1.0081366842795265,1.0080629472279368,0.9883467111229032,6.800000000000001
69,0.9697196316869686,1.0047795177141854,1.0166635998005382,1.0091291586571325,1.0166114128942036,0.9981400251485181,6.9
70,0.9715171398156246,1.003188124730986,1.0249976829718925,1.0051474181303373,1.0240651964477547,1.0053223421931277,7.0
71,0.9725003309319824,1.0029126570063307,1.032220778086347,0.9970563893267758,1.0290202771537398,1.010834562626967,7.1000000000000005
72,0.9702175176564343,1.0040002872922962,1.0380348274217226,0.9875173946201106,1.0309228111993802,1.0152052261262405,7.2
73,0.9638332291667007,1.0055292254522166,1.042421433208579,0.9789544833331619,1.030228563742675,1.0179795390083626,7.300000000000001
74,0.955170431336341,1.0065024236155073,1.0455966727563066,0.9718424149247376,1.0277505724418952,1.0181056046698955,7.4
75,0.9471767274097088,1.0066420256605126,1.0478139330814489,0.9651516094437357,1.0241155108899143,1.0150438565420876,7.5
76,0.9414447250723647,1.0064985706016667,1.0491754123868955,0.9583306512172655,1.0197587313699363,1.0094799823625364,7.6000000000000005
77,0.9373058864067938,1.0068208972020296,1.0495257982019077,0.9524692056934323,1.015160042556904,1.0029173933546003,7.7
78,0.933140111245866,1.0077057238301108,1.0485000777718163,0.9493828702979039,1.0109486658973315,0.9965158687421114,7.800000000000001
79,0.9280945650954487,1.0085480635425634,1.0457935789934805,0.949843799405054,1.007738864806445,0.9902640215168832,7.9
80,0.9223739855428019,1.0089972294367364,1.0414365436655282,0.95304152200641,1.005827364592075,0.9833242735705595,8.0
81,0.9165308571065941,1.0096238138637543,1.0358404164111985,0.9575397737047397,1.0049655588771902,0.9752167678813215,8.1
82,0.9111967182440001,1.011277650826435,1.0296888866813867,0.9622340550192222,1.0043343367812592,0.9665754116293541,8.200000000000001
83,0.9072369058373531,1.014042194692573,1.023851911199194,0.9664249005740231,1.0028685286380765,0.9587637714149898,8.3
84,0.9053676366922618,1.017179168719561,1.0192192724388602,0.9696448785048312,0.9999109910271561,0.952995027453041,8.4
85,0.9055109029647356,1.0198608763920534,1.016374140952345,0.9718346707867574,0.9957034310865254,0.949874355881694,8.5
86,0.9070024272269086,1.0216155012858763,1.0153820265388451,0.9735178538816098,0.9912113413790108,0.9494600652449757,8.6
87,0.9093894371990813,1.0222906916571084,1.0158977845644253,0.9755177176260343,0.9874388280481007,0.951447517214544,8.700000000000001
88,0.9125320439036223,1.022013143229777,1.0173978266164405,0.9783041491122819,0.9848629153578227,0.9553496981186035,8.8
89,0.9160496283116317,1.0212380775037169,1.0193943729126682,0.9814035090299882,0.9834626111771624,0.9607360433160138,8.9
90,0.9192873968636303,1.0206137507223951,1.021666137431773,0.9833705375773495,0.9831958442668017,0.9674225016086999,9.0
91,0.9219795951930408,1.020637017765963,1.0243134917766734,0.9825842357141364,0.9842406969098705,0.9753951714909811,9.1
92,0.9245874172400671,1.0213575766473688,1.0274103390489726,0.9785051609263329,0.986648327826185,0.9844727825286865,9.200000000000001
93,0.9278547146337041,1.0224446705557595,1.0305380937466366,0.9725122664565802,0.9899942953576003,0.9940522504900917,9.3
94,0.9321785454837308,1.0236359619927151,1.032805291989072,0.9674334189798391,0.9936854471034022,1.0031963434863829,9.4
95,0.9373544496382141,1.0250715581545895,1.033507584726394,0.9657519585029666,0.9975783304336813,1.010953878385761,9.5
96,0.9427546573776122,1.0269853785369898,1.0328386458641883,0.9679171874344972,1.0020513433046667,1.0166682684715689,9.600000000000001
97,0.9477630702488925,1.0291195796947523,1.0318455694787168,0.9723440639685834,1.007366277234787,1.020148240248358,9.700000000000001
98,0.9520429273879573,1.0307905872498793,1.031550309128726,0.9769345870181892,1.0130405115071204,1.0216903086959939,9.8
99,0.95533408156588,1.0316001991248738,1.0320973543466732,0.9803706281252869,1.0178975897465012,1.021973087783022,9.9
100,0.9571933673537127,1.0317925575981837,1.0327577438661666,0.9821615921683552,1.0206924557936459,1.0218210383482318,10.0
