,Li-Li,Li-Si,Li-Mo,Si-Si,Si-Mo,Mo-Mo,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.905332106349119e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.4637333987256792e-05,0.0,1.3831299734978796e-07,0.0,0.0,0.0,0.7000000000000001
8,8.82242043252696e-05,0.0,1.1450423533625897e-06,0.0,0.0,0.0,0.8
9,0.00041025146499811595,1.7229300707932058e-06,7.027158223806007e-06,0.0,0.0,0.0,0.9
10,0.0015590483613902289,1.8534767986525535e-05,3.620252129686882e-05,0.0,0.0,0.0,1.0
11,0.004980417476987237,0.00012293233294240395,0.00015868869749806742,1.3792985885297412e-06,3.448246471324353e-07,8.620616178310883e-08,1.1
12,0.013677824577427639,0.0006243811171158473,0.000604116538441611,1.7396671197728684e-05,8.317021910904205e-06,7.019622851813784e-06,1.2000000000000002
13,0.03295823662534866,0.002555019719101256,0.002054096485711536,0.00013716265894711855,7.55481162559215e-05,6.796798863236613e-05,1.3
14,0.07081597375574131,0.008670548015968156,0.006268167439110811,0.0007599153106157549,0.00046843597354849584,0.00041520354925334376,1.4000000000000001
15,0.13735736123361394,0.02478319275034888,0.01700907110640835,0.0033683044547883137,0.002274733647653572,0.0019609942776819024,1.5
16,0.2426076995812674,0.060510642565576,0.040625001821634456,0.012288697514916834,0.009015470252387256,0.007484759094708757,1.6
17,0.3922576766203224,0.12783174396612243,0.08510700008526689,0.03738572384424681,0.029818048874017657,0.02348685363528822,1.7000000000000002
18,0.5821415577629268,0.23660832277428098,0.15719196196244803,0.09564890710018975,0.08336502878724243,0.06145444402293276,1.8
19,0.7949721460388617,0.3886190943998862,0.25907167296997724,0.20752810634861485,0.19891874377000557,0.13634743536148858,1.9000000000000001
20,1.0042219844578846,0.5738747922740703,0.38712834890450654,0.3856089524629972,0.40842902833384154,0.2615662344181863,2.0
21,1.1846999638568723,0.772157919905728,0.5330840262534596,0.620634219325824,0.7270325817280024,0.4432558198253405,2.1
22,1.321683202667066,0.9589986558581809,0.6857281897011245,0.8764622711288638,1.1305925167688264,0.6772015184377949,2.2
23,1.4117907720110021,1.1126690384306464,0.8321883124412427,1.1018191282069707,1.5495840613306868,0.9476084080555962,2.3000000000000003
24,1.4586627821865736,1.2198268517420257,0.9596911079899204,1.25324988285117,1.892376068448736,1.2262360329197757,2.4000000000000004
25,1.4700362454846698,1.2788240009800003,1.0582975089262638,1.3136847305065251,2.0863439705156814,1.4754079253423071,2.5
26,1.4564458807518703,1.2985526062146098,1.1231078180767817,1.295231457923819,2.107641778756209,1.6588993565702785,2.6
27,1.4288299223824399,1.2916801764528048,1.1544622534128788,1.2279684121240855,1.9815274139430594,1.7557269741801713,2.7
28,1.3959825277356428,1.2672099225765006,1.1564874721792764,1.1441328555676267,1.7609614839501209,1.7663185059225304,2.8000000000000003
29,1.3631006277663467,1.2292098078124496,1.1353117212013295,1.0658019249787563,1.5027722180146146,1.7071890496044804,2.9000000000000004
30,1.3306361868413485,1.1807010861199083,1.0978497656557895,1.0010173587838396,1.2529106921166095,1.600259017075441,3.0
31,1.2944770106273413,1.1261669332400275,1.0511924204076477,0.9488455232737739,1.0412459162141465,1.4652757323183097,3.1
32,1.2494208635285438,1.0708091925589722,1.0021795994825995,0.9071530451731945,0.8821466267216468,1.3180436123937376,3.2
33,1.1944686889315823,1.019410933729334,0.956847810886874,0.8759714574518905,0.7775042671018177,1.1713666602707817,3.3000000000000003
34,1.1352806061420886,0.9760657446085418,0.9197488961477409,0.8560937198222247,0.7204583869450754,1.0358014697343896,3.4000000000000004
35,1.080955528195191,0.9436832457424372,0.8933743945066955,0.8473488576929612,0.6996491491555672,0.9200484704391566,3.5
36,1.0378887992010175,0.9231509770497013,0.8780067800610478,0.8484492879450479,0.7037683395306091,0.8307413230819287,3.6
37,1.0066422110615858,0.9131391087635595,0.8721436544948061,0.8572853637543003,0.7246700856527523,0.7711550686801547,3.7
38,0.9840293265796399,0.9111443589306538,0.8734625366200678,0.8713387960587117,0.7574160407782382,0.7402124025399022,3.8000000000000003
39,0.9668738222449815,0.9151557415819358,0.8799566978676696,0.8887275158009706,0.7981096287376385,0.7335369932275866,3.9000000000000004
40,0.9539382815680632,0.9242484127063162,0.8905547431914542,0.9092985171154935,0.8423538566756449,0.7456463654079598,4.0
41,0.9457588091516095,0.9375552751214464,0.9049044643547619,0.9345762968168106,0.8859383778760603,0.7714227516434594,4.1000000000000005
42,0.9430720806068393,0.9534553529114252,0.922821510756059,0.9659037904338446,0.9265795006281472,0.8066641297288318,4.2
43,0.9449008301300839,0.970363994672863,0.9439807858472196,1.0015528153853204,0.9644296984024642,0.8481582431277594,4.3
44,0.948493176223705,0.9877668341646872,0.9678429921668975,1.0354306761624643,1.0006176158065068,0.8932285765461394,4.4
45,0.9517581329899544,1.0057364764041294,0.993577492833674,1.0596926786924485,1.0351081894317005,0.939136402118218,4.5
46,0.9551872425307374,1.0235133606452897,1.0198712221359607,1.0696499731567184,1.065717670984703,0.9831340383327006,4.6000000000000005
47,0.9605486054902787,1.0391658278408509,1.0447546161819246,1.0662717434511537,1.088980910465426,1.0230553802294686,4.7
48,0.9682008748973293,1.0508841153238007,1.0658676574740273,1.054220874875767,1.102157002972246,1.0575600587148046,4.800000000000001
49,0.9765497327675541,1.0581631709334849,1.081327089728461,1.0381145616008476,1.1047931720405315,1.0856576061321654,4.9
50,0.9835716950941116,1.0613953511900092,1.0904872511950656,1.0204250878670995,1.0986976234475034,1.1057351367126396,5.0
51,0.9879493738087474,1.0607766577012494,1.0936856495501037,1.0018717927945153,1.0866732436136193,1.1149524770207586,5.1000000000000005
52,0.9891095605643913,1.0561701727952946,1.0912541189734888,0.9828494008055098,1.0712853621962577,1.1103904068778783,5.2
53,0.9870501582673938,1.0477639293763679,1.0831710175063956,0.9642382510128497,1.0543114350214757,1.0918555472233866,5.300000000000001
54,0.9822654356305841,1.03640990278652,1.069871559142481,0.9472438834250949,1.036808990286133,1.0635866644529328,5.4
55,0.9756306137287426,1.0234261474606194,1.0530911091504354,0.9330964806963267,1.0195720270981905,1.0324663772779428,5.5
56,0.9682403003576737,1.0103731569273033,1.035536359927766,0.9231173490625942,1.003619306229865,1.0040146512316348,5.6000000000000005
57,0.9612201274719367,0.9989471005840429,1.0196612130192926,0.9187333123346658,0.9901729752997773,0.9798616101159576,5.7
58,0.9556252583544318,0.9905135214710898,1.0067561829740002,0.9210162845618941,0.9800803273742806,0.9587273252171148,5.800000000000001
