,Li-Li,Li-Si,Li-Os,Si-Si,Si-Os,Os-Os,r
59,0.9507729823055493,1.0038674502131049,0.9891532289256455,0.9655306497324412,0.9694023320756664,0.9261985167470808,5.9
60,0.9489202534252078,1.0017365092070263,0.9879208557597297,0.9752441130762468,0.9725433577845128,0.9285114855915289,6.0
61,0.9491224576636491,1.0025245449442783,0.9895606153085614,0.9846072039249972,0.9783270922534476,0.9324831952843012,6.1000000000000005
62,0.9519249353343714,1.00478057016376,0.9925896910949709,0.991455765379416,0.984868912479232,0.9389202446942485,6.2
63,0.9571770215433649,1.006830929302156,0.9958888520137599,0.994947216449925,0.9896441455287315,0.9480207042426475,6.300000000000001
64,0.9644685041469356,1.007860710587463,0.99908999799312,0.9961381927386836,0.9911541585699596,0.9590123630222278,6.4
65,0.973199146256122,1.0082443403142156,1.0023955475905517,0.9967561195722818,0.9899239113905557,0.970279416467569,6.5
66,0.9822995011788805,1.008900272791048,1.0060419089380177,0.9976105182705075,0.9881431420832231,0.9801488591446216,6.6000000000000005
67,0.9903990812428526,1.010312132306254,1.009888266193494,0.9983170547743789,0.9882094874923271,0.9879684077106289,6.7
68,0.9965816921571781,1.0119947580970794,1.0133489178274016,0.9983446922049543,0.9911514874095737,0.994331120814444,6.800000000000001
69,1.0007277782235844,1.0127840886341952,1.0157061261188487,0.9979094803332123,0.996123202619696,1.0000562037620104,6.9
70,1.0029602275111706,1.011746693501904,1.0166952359094492,0.9976358299164926,1.0013851074212925,1.0050747610115165,7.0
71,1.0032665808445504,1.0089945170032344,1.0167700940942586,0.997630015467244,1.0058038916211258,1.0084946451739052,7.1000000000000005
72,1.0019456570283525,1.005628026826999,1.0166000172960628,0.9973181862814415,1.0093651607465157,1.0097497785776979,7.2
73,0.9998489594280732,1.0029107487543722,1.0164166600446694,0.9962656750621611,1.0123496411949973,1.0095073619041275,7.300000000000001
74,0.9977351891614061,1.0015116498735446,1.0159795490075023,0.99488681658915,1.014385486936379,1.0092920626758528,7.4
75,0.9957430200481858,1.0012863661001266,1.01496199656395,0.9942088980972692,1.0146136213927357,1.0101103368076905,7.5
76,0.9937502350691677,1.001445320054316,1.0131939371797984,0.9949659665001318,1.0127585480675174,1.0114324663879641,7.6000000000000005
77,0.9918318746958723,1.0009508674922543,1.0107346799826895,0.9968971334029816,1.0097723630692308,1.0115052820606472,7.7
78,0.9901103053126564,0.9990938360272026,1.007962005295446,0.9989341333579477,1.0072210382512359,1.0085898473567423,7.800000000000001
79,0.9885223419446719,0.9959892848363494,1.0054179494581792,1.0001659430827743,1.0061015889566423,1.0019572053464818,7.9
80,0.9870033381704989,0.9925775660224131,1.0033374876866803,1.0006043159140057,1.0063467350678812,0.9921843243913497,8.0
81,0.9857165481120319,0.990026672189759,1.0014569280524788,1.0008672426412015,1.007232610486727,0.981124713600616,8.1
82,0.9848556219191672,0.9889654293210132,0.9994202651317614,1.0011432049396318,1.0079862457087296,0.9714286756181834,8.200000000000001
