,Si-Si,Si-Rh,Rh-Rh,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,1.3961206292023738e-07,2.792241258404747e-07,0.0,1.0
11,2.1216453446824056e-06,6.582276164549278e-06,0.0,1.1
12,2.1832454593174702e-05,6.240382166653972e-05,0.0,1.2000000000000002
13,0.00015562625895375128,0.00040247088346306577,3.077163835792987e-07,1.3
14,0.0008301010289599557,0.002019005233341009,3.688830544936495e-06,1.4000000000000001
15,0.003590070881512952,0.008257064674322552,2.552089385588398e-05,1.5
16,0.01292115477007428,0.02819783310544115,0.00014306103464306572,1.6
17,0.039002672998554644,0.08140634166584902,0.0006489044067414279,1.7000000000000002
18,0.09920610761776408,0.20020496769381388,0.002468607747873946,1.8
19,0.21388998778010224,0.4219638785080362,0.008074447706695985,1.9000000000000001
20,0.3941670585945175,0.7663791712507358,0.02292450227440179,2.0
21,0.62789529559541,1.2066029073250584,0.05666991710081006,2.1
22,0.876958996324099,1.6590208182436776,0.12214168185872573,2.2
23,1.092251999091883,2.0113530128287787,0.23031131307446845,2.3000000000000003
24,1.23669664794734,2.1765818939932813,0.382797620923476,2.4000000000000004
25,1.2995577008923629,2.133510254394586,0.5672284168442345,2.5
26,1.2946818328489877,1.9268117095672572,0.7593704260827158,2.6
27,1.248347086956339,1.6354123541566352,0.9305850760537822,2.7
28,1.1863790181282385,1.336913147674841,1.0564649617431046,2.8000000000000003
29,1.126430163786647,1.0861701236772934,1.1235973704215707,2.9000000000000004
30,1.0765954768799664,0.9092241638559645,1.1324414152892346,3.0
31,1.038358235048351,0.8068905756886557,1.0955326018640437,3.1
32,1.0104121445406524,0.7637582133319802,1.0323284485728579,3.2
33,0.9908548427749407,0.7592903181452652,0.9631048460493279,3.3000000000000003
34,0.9777074555355544,0.7764788384727644,0.9040119562897692,3.4000000000000004
35,0.9690381868121548,0.80465028746907,0.8646356149026921,3.5
36,0.9632580408468664,0.837455732624371,0.8482149333923461,3.6
37,0.9592614651561056,0.8702301571673043,0.8535658450638189,3.7
38,0.9564220558270061,0.8995257294404846,0.8773974696941839,3.8000000000000003
39,0.9548043240332466,0.9241705686432385,0.9157483235046209,3.9000000000000004
40,0.9553382653023406,0.9455514837553859,0.9637036212789064,4.0
41,0.9593248630544783,0.9660693444078081,1.0140622572079117,4.1000000000000005
42,0.9674329168335449,0.9869592108262379,1.057390082801995,4.2
43,0.9789362249105781,1.0072898102268621,1.0851611629929054,4.3
44,0.9916666219730244,1.0246813382046978,1.0940062511513762,4.4
45,1.0028126769849612,1.0369508458817736,1.086796477525567,4.5
46,1.0102479753699642,1.0434427994043836,1.069315436114068,4.6000000000000005
47,1.0135160471652054,1.0450799390698668,1.046074938873866,4.7
48,1.0136781144759384,1.043191251459897,1.0191614051155018,4.800000000000001
49,1.0122942997489264,1.0383448541350704,0.9900101193262572,4.9
50,1.01060180238536,1.0304388142314378,0.9611663497783149,5.0
51,1.0093107159098915,1.0199120255916905,0.9363026731335863,5.1000000000000005
52,1.0085477568241166,1.008613645873964,0.9191296879122515,5.2
53,1.0078232494959682,0.9992059146267817,0.9121495771750453,5.300000000000001
54,1.0064278731996041,0.993632060354611,0.915465573661676,5.4
55,1.0041172402585494,0.9921843942015335,0.926296190685941,5.5
56,1.001369000933597,0.9937555417458984,0.9403072917584019,5.6000000000000005
57,0.9989664817376221,0.9965994104884595,0.9542506015147961,5.7
58,0.9973875718150524,0.9991264605793619,0.9673578145903441,5.800000000000001
59,0.9965390036233445,1.0005900232763414,0.9802291709368248,5.9
60,0.9960260220482761,1.001194953126473,0.993274818132237,6.0
61,0.9956659780278208,1.001486512425536,1.0065876478710374,6.1000000000000005
62,0.9956541711981932,1.0017894490931152,1.0200249567771633,6.2
63,0.9962239140738296,1.002206440801442,1.0322710162351212,6.300000000000001
64,0.9972815061732313,1.0027282785658056,1.0405736782374062,6.4
65,0.9984394631991763,1.0031753727666275,1.0426300946068316,6.5
66,0.9992449539229816,1.003223700682424,1.038895797838247,6.6000000000000005
67,0.9992862213461424,1.0025003682410987,1.0324804633022293,6.7
68,0.9983219331919376,1.0005830876966797,1.0265233014662996,6.800000000000001
69,0.9965601888179748,0.9971528931953978,1.0218999820405625,6.9
70,0.994680065442157,0.9924583417640591,1.0176279585216292,7.0
71,0.9933278840166895,0.9875901196198579,1.0130566976735251,7.1000000000000005
72,0.99264441713125,0.9840795636090911,1.009181201249155,7.2
73,0.9924895467419725,0.9830743929620492,1.0078280727773288,7.300000000000001
74,0.9930143224262318,0.9847530389457088,1.0097162742416432,7.4
75,0.9946522727595314,0.9883524937837601,1.0133186803015808,7.5
76,0.9974826022336881,0.9927206852358648,1.015656408034148,7.6000000000000005
77,1.0008646847398244,0.9969130242754055,1.014413544937402,7.7
78,1.003833474132408,1.000425441749751,1.0095392588036247,7.800000000000001
79,1.0057658837871208,1.0031471110709484,1.0031528586890213,7.9
80,1.0066310706262729,1.005318486597613,0.9979503115318732,8.0
81,1.006738341605507,1.007441525055059,0.9951980341469479,8.1
82,1.0063435484145533,1.0099226823938363,0.9937115191150636,8.200000000000001
83,1.0054340689744243,1.012683393885782,0.9907559736293411,8.3
84,1.0038159650176235,1.0152147050579645,0.9842999105116759,8.4
85,1.0014697327439162,1.016933625838972,0.9747743246973672,8.5
86,0.9988490333612352,1.0173422668247047,0.9647061365705307,8.6
87,0.9966821090884521,1.0160244971651442,0.956550897198443,8.700000000000001
88,0.9953805450103917,1.0128108357744654,0.9510035818221518,8.8
89,0.9947489381998282,1.0080262482059534,0.9474112196398181,8.9
90,0.9943247205153898,1.0024594478823117,0.9452531453580332,9.0
91,0.9938803390000286,0.9969824264467838,0.9447987815612197,9.1
92,0.9935308831401797,0.9922060181228767,0.9465760248777327,9.200000000000001
93,0.9934790043896228,0.9884926559183757,0.9503971351429048,9.3
94,0.9938122669599373,0.9861081438344785,0.9548392956382177,9.4
95,0.9945619596850682,0.9851833245907784,0.9580155948859759,9.5
96,0.9958120964080467,0.98559657654236,0.9592244221090062,9.600000000000001
97,0.9976372701539549,0.9870211210291658,0.9596117428905931,9.700000000000001
98,0.9999200825694018,0.9890218574310089,0.960815992662921,9.8
99,1.00218832160979,0.9910106501509202,0.9630755608524578,9.9
100,1.0036544784580677,0.9922720390779928,0.9649665514421316,10.0
