,Li-Li,Li-Br,Br-Br,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,8.278950990970178e-07,0.0,0.0,0.6000000000000001
7,5.398554191819427e-06,0.0,0.0,0.7000000000000001
8,2.8049977566230258e-05,3.169285926230772e-07,0.0,0.8
9,0.00011537352275045732,3.0492223275602942e-06,0.0,0.9
10,0.0003767994820907529,2.3914070188399057e-05,0.0,1.0
11,0.0010023115651198791,0.00014696380297954284,2.2474714601525696e-07,1.1
12,0.002257929039704952,0.0007195192688916277,2.885375581927297e-06,1.2000000000000002
13,0.004512444647159497,0.0029575458476682535,2.7371771699608908e-05,1.3
14,0.008346821504168109,0.010364972203052096,0.00016724148274379795,1.4000000000000001
15,0.014562651681764863,0.03111043169443546,0.0008030104861636164,1.5
16,0.023971373431906796,0.08017064062249771,0.0031615027141853585,1.6
17,0.037394689669168577,0.1781170371148648,0.010344456609352834,1.7000000000000002
18,0.05617925536316465,0.3436499935201658,0.02837559790990484,1.8
19,0.08230510504507332,0.5814982461100694,0.06575074221812312,1.9000000000000001
20,0.11720359773143499,0.8732630623161999,0.1299551033452895,2.0
21,0.1604049716357463,1.1793890630107349,0.2217350677984189,2.1
22,0.2099804259797595,1.4530031966717287,0.331395134660416,2.2
23,0.2644996760844052,1.6569934954053571,0.44171989616745305,2.3000000000000003
24,0.3241761055914062,1.7738557919462763,0.5368352845714268,2.4000000000000004
25,0.38968984467641443,1.8052097411695043,0.610003026892433,2.5
26,0.4598578734530216,1.765687096575796,0.6640259689170176,2.6
27,0.5306270918776501,1.6766662715527607,0.7060077780745144,2.7
28,0.5964612654065216,1.5613414260231944,0.7427602410099748,2.8000000000000003
29,0.6531541733911888,1.4401337157065746,0.7791436678819649,2.9000000000000004
30,0.7000348761366314,1.3268419743722446,0.8174267660461296,3.0
31,0.7398545209549916,1.2278424366067737,0.8570312042998925,3.1
32,0.7765216189576079,1.1444917162363715,0.8956026036401437,3.2
33,0.8128383798473792,1.075863821149787,0.9309937801803299,3.3000000000000003
34,0.8499022892702908,1.0201353765544867,0.962427296383493,3.4000000000000004
35,0.8874009452123928,0.9753412819697005,0.9901364552065476,3.5
36,0.9236508349481041,0.9399651224520081,1.0143901374958457,3.6
37,0.9558314465105235,0.9130554512217759,1.0349576418720465,3.7
38,0.9812223625900731,0.8939506840417979,1.0513055359803773,3.8000000000000003
39,0.9989981795946092,0.881991004063614,1.0630195058866254,3.9000000000000004
40,1.0110289631150455,0.8764334000640519,1.070026721953573,4.0
41,1.020586938989673,0.8764053044631914,1.0728009304702333,4.1000000000000005
42,1.0300521659400383,0.8806229365205145,1.0725479485429712,4.2
43,1.0397935418709134,0.8873026520100593,1.070968934097863,4.3
44,1.04881708665735,0.8948055999816272,1.0695879477157209,4.4
45,1.0560349621669962,0.9023355591228922,1.0691258864101505,4.5
46,1.0609099742274273,0.9097904654346043,1.0692406435522768,4.6000000000000005
47,1.0630842950732704,0.9172128153681759,1.068768281517391,4.7
48,1.0616546330379644,0.924696344166914,1.066404871877662,4.800000000000001
49,1.0555010731600427,0.9327076967763838,1.0614145724016824,4.9
50,1.0449649340155416,0.9420583869067299,1.0537783053268541,5.0
51,1.0329210878994597,0.9531710816921306,1.0439585717491504,5.1000000000000005
52,1.0233161062938048,0.9653206030489659,1.032914674921398,5.2
53,1.0181976668383397,0.9768327497395912,1.0221521224377694,5.300000000000001
54,1.016427156246899,0.9861535864200148,1.0131414425053304,5.4
55,1.015119611490254,0.9927448810045784,1.006427811039374,5.5
56,1.011612012950478,0.9971260011570151,1.0014882927396838,5.6000000000000005
57,1.0044120795178348,1.000311449851256,0.9975406735159436,5.7
58,0.9938293498156013,1.0031699811464678,0.994307318713612,5.800000000000001
59,0.9823827627023587,1.0059803389935673,0.9918971661630108,5.9
60,0.9736699845747894,1.0083778026069385,0.9901408415695404,6.0
61,0.9699290775756783,1.009824827299825,0.9883771050465681,6.1000000000000005
62,0.9706478788381434,1.0102651687091468,0.9860511576502676,6.2
63,0.9734514301341112,1.01020234359636,0.9832769732549986,6.300000000000001
64,0.9758836467397694,1.0101113240177557,0.9805517027644759,6.4
65,0.9764852844763098,1.0100195967802867,0.9780431053432121,6.5
66,0.9751854628344296,1.0097347353825894,0.9754364820198665,6.6000000000000005
67,0.9731996224681057,1.0092173657593793,0.9725289888181529,6.7
68,0.9720748687833116,1.0086057522091108,0.969807121293303,6.800000000000001
69,0.9723827110123295,1.008061611768796,0.9682986269855202,6.9
70,0.9733710008137272,1.0076782560675566,0.968848417102754,7.0
71,0.9738812247290973,1.007471426858042,0.9715838691254097,7.1000000000000005
72,0.9735969018687378,1.007392740451839,0.9760263975451371,7.2
73,0.9734871347076134,1.007322468489073,0.9815699564756628,7.300000000000001
74,0.9750012307774574,1.0070494184013965,0.9877732583582313,7.4
75,0.9786698547079384,1.0063534541162977,0.9942504943888303,7.5
76,0.9834830536612462,1.0051739146361893,1.0003467387101386,7.6000000000000005
77,0.9877002868878103,1.003614993684626,1.0050124346390459,7.7
78,0.9901446756711803,1.0017931979240453,1.0072135760244925,7.800000000000001
79,0.9907486098361291,0.9998406361762019,1.0067387366140397,7.9
80,0.9903196619241963,0.9979941294146184,1.0046005972122813,8.0
81,0.9898920084834376,0.9965033773030485,1.0024079360761933,8.1
82,0.9899460969233209,0.9955865662665367,1.0013265151986426,8.200000000000001
83,0.9901997037391655,0.9955313816540319,1.0016931737000767,8.3
84,0.9902285374745007,0.9964686387682545,1.0032905357637891,8.4
85,0.9899528433150813,0.9979167236090813,1.0055291231800871,8.5
86,0.9893831013701225,0.998961968387769,1.0074064395470073,8.6
87,0.9883898497055892,0.9991198535220739,1.007786989602363,8.700000000000001
88,0.9871172115680955,0.9987395903997314,1.0061433962328206,8.8
89,0.9863120341033622,0.9984547508095054,1.003137357815028,8.9
90,0.9867016166147927,0.9984905557482733,1.000307259810358,9.0
91,0.9880441432766337,0.9986386454924863,0.9989840639733306,9.1
92,0.9891773111352222,0.9987396765804123,0.9994059342753371,9.200000000000001
93,0.9891124277841653,0.9989725803663688,1.0008064997690467,9.3
94,0.9878244386937056,0.999664902035384,1.002226007137139,9.4
95,0.9859703666959687,1.0009970009054086,1.0031733479000635,9.5
96,0.9842845726896304,1.0028652207681146,1.003582585361522,9.600000000000001
97,0.9834390985717398,1.0048313542999567,1.0033958454999188,9.700000000000001
98,0.9839337300306469,1.0062822484686536,1.0025303338109808,9.8
99,0.9855141470763578,1.0069063195016965,1.0012623164498367,9.9
100,0.9869384722115998,1.0069845146417749,1.000308722213083,10.0
