,Si-Si,Si-Ag,Ag-Ag,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,2.634304460210177e-07,0.0,0.0,1.0
11,9.047132427338318e-06,1.1821532480721572e-06,0.0,1.1
12,8.489634674928356e-05,1.50701713172466e-05,2.1337866127702438e-07,1.2000000000000002
13,0.0005338840802731116,0.00011424666818788572,3.13327027699525e-06,1.3
14,0.002592016131340484,0.0006305836831148665,2.6183752031135336e-05,1.4000000000000001
15,0.010217709593784641,0.002780516266052472,0.00015591036711864228,1.5
16,0.033403024698733234,0.0101294733083814,0.0007453166468803522,1.6
17,0.09163385754314432,0.03092613556161554,0.0029403562486663296,1.7000000000000002
18,0.21292901362492095,0.07992035290547289,0.009801242754274837,1.8
19,0.42289967008043416,0.1764815333537232,0.02793758356241682,1.9000000000000001
20,0.7245991018300613,0.3364611090343501,0.06872144159222494,2.0
21,1.0822092314509835,0.5603149695055671,0.14698705284395316,2.1
22,1.4259532522932672,0.8256164637851701,0.27540547434286455,2.2
23,1.6809696201953692,1.0911850196662167,0.45583376010782717,2.3000000000000003
24,1.8010176686991881,1.3117374456664976,0.6732685278666579,2.4000000000000004
25,1.7841350638579343,1.4544314148602204,0.8981391348415426,2.5
26,1.6645955248060111,1.508557659393788,1.096461587977394,2.6
27,1.4920768762664605,1.4852192154469568,1.2413448846021375,2.7
28,1.311543287875348,1.4093624777039069,1.319959136795101,2.8000000000000003
29,1.151838025928523,1.3090074786538786,1.3346783943976792,2.9000000000000004
30,1.0245965473958538,1.2065182127002811,1.2997994061383347,3.0
31,0.9299580292382489,1.114851410128231,1.2356070519357236,3.1
32,0.863371002431737,1.0386836155093744,1.161848245774625,3.2
33,0.819770836949803,0.9780745224887119,1.0928081653507389,3.3000000000000003
34,0.7949379767500747,0.931840039846191,1.0355344108768771,3.4000000000000004
35,0.7855240534804171,0.8988244402338992,0.9911189182679884,3.5
36,0.7886791110425257,0.8775611518856665,0.9573452295408181,3.6
37,0.8016406936886831,0.8661709842580203,0.9311900684219692,3.7
38,0.8215108711854705,0.8630460816429142,0.9108936794664126,3.8000000000000003
39,0.845257494970615,0.867298218786615,0.896766754148143,3.9000000000000004
40,0.8698845191525347,0.8782375648491892,0.8898630678407524,4.0
41,0.8932131956797691,0.8945157961486355,0.8901730479072212,4.1000000000000005
42,0.9149966966075749,0.9140632119239452,0.8966746268574157,4.2
43,0.9368965770408644,0.9350348288037184,0.9084971287325612,4.3
44,0.9605315695766793,0.9566198684648783,0.9251035776729031,4.4
45,0.9851188854596797,0.978525926298733,0.9457381198658908,4.5
46,1.007207560126466,0.9996584490005853,0.9693628975375778,4.6000000000000005
47,1.0229495996252005,1.017823319385805,0.9945342228815455,4.7
48,1.0304546520521871,1.0309860669650381,1.018674898383507,4.800000000000001
49,1.030192117268083,1.0385706628939366,1.0380077419111515,4.9
50,1.0241464410812708,1.0414634751715306,1.0491694108527563,5.0
51,1.0151760209765217,1.041117091094068,1.0511994747702957,5.1000000000000005
52,1.006417582090209,1.0387773036437695,1.0458105817577468,5.2
53,1.0000658470139243,1.0351806129046377,1.035744684116859,5.300000000000001
54,0.9962498155971564,1.0306426308701615,1.0230776655572393,5.4
55,0.9933799917025294,1.0254836626856476,1.009000638424978,5.5
56,0.9898979699864466,1.0204038682004746,0.9947011323319916,5.6000000000000005
57,0.9857405615448753,1.0162255030403538,0.9821163540523314,5.7
58,0.9821560946470148,1.0131920321264012,0.9735998546288974,5.800000000000001
59,0.9803610944609175,1.0106973165538478,0.9703907727141184,5.9
60,0.9806376633006575,1.0077380244784966,0.9713115434863071,6.0
61,0.9825419208838112,1.0036233075413175,0.9735033312503378,6.1000000000000005
62,0.9853306421419719,0.9985883610556813,0.9746426303683903,6.2
63,0.9879632601350905,0.9939675192247174,0.9742809650433275,6.300000000000001
64,0.9893448362830357,0.9913978297597514,0.9733321728287248,6.4
65,0.9891675627607616,0.9914400814054077,0.9726792456022172,6.5
66,0.9883641176753009,0.9930249045724696,0.9724113180910086,6.6000000000000005
67,0.9884506579498092,0.9943779554633818,0.972270126740306,6.7
68,0.9904051838215084,0.9943757601630036,0.9724734865979457,6.800000000000001
69,0.9940659341656606,0.9930885461134777,0.9738263833869484,6.9
70,0.9983977196305143,0.9913889361625948,0.9771725513480851,7.0
71,1.0021594522476065,0.9903133770717393,0.9828250506130789,7.1000000000000005
72,1.004278884644343,0.9906718666302007,0.9901177779906992,7.2
73,1.0038917713259163,0.9928598586616013,0.9972619854444311,7.300000000000001
74,1.0005751418380546,0.9967043315969135,1.0020905673080784,7.4
75,0.9948321306899465,1.0013855415357715,1.0035517810984342,7.5
76,0.9882040684032879,1.0055933573341116,1.0025599271050287,7.6000000000000005
77,0.9825703973602518,1.0080714698845517,1.0012600011428823,7.7
78,0.9790703145430198,1.008417250507741,1.0015092783175106,7.800000000000001
79,0.977626980822912,1.007459669484916,1.003855900766351,7.9
80,0.9773833731410285,1.0066477032219419,1.0073903102724135,8.0
81,0.9772846916029024,1.0069751342659772,1.010396897513582,8.1
82,0.9763310173484817,1.0084915134474959,1.0116019473313573,8.200000000000001
83,0.9739994623521154,1.0105203167874133,1.0110130963342412,8.3
84,0.9708869983931036,1.0120916045562394,1.0094178685603088,8.4
85,0.9684833147033585,1.0125712607608375,1.0072479898507563,8.5
86,0.9677591633138296,1.0122649990855548,1.0042816342229008,8.6
87,0.9681158890852022,1.0121738841207026,1.0002779533255823,8.700000000000001
88,0.968090447836056,1.0129948271415494,0.9955004902805206,8.8
89,0.9669430772638626,1.0146446714084705,0.9905793459254406,8.9
90,0.9652005437071794,1.0167666739537353,0.9859872524178607,9.0
91,0.9637424601686612,1.0192590869005707,0.9816780499070897,9.1
92,0.9626555005216584,1.0221078258520402,0.9773204834404758,9.200000000000001
93,0.9610594855910651,1.024975703849849,0.972855143800641,9.3
94,0.9579828054236021,1.0272312547601434,0.9685613306065254,9.4
95,0.9534176064401535,1.0283509358771812,0.9646497391145396,9.5
96,0.9484877325635171,1.0281495229027195,0.9612377871401704,9.600000000000001
97,0.9444816394421801,1.0267061999268592,0.9586738929303114,9.700000000000001
98,0.9418511370302387,1.0243607996763746,0.9573549398093308,9.8
99,0.9402915046673719,1.0218587901720069,0.957140960640299,9.9
100,0.9395127935386913,1.0202248714735564,0.957339581520677,10.0
