,Si-Si,Si-S,S-S,r
83,0.9634711341757167,1.0028211404521152,0.9951745878654229,8.3
84,0.963548831441537,1.0011376507852345,0.995539216572588,8.4
85,0.9664623408581714,0.9997072173917659,0.9967657177779823,8.5
86,0.9702324478503407,0.9990495322015807,0.998292106146141,8.6
87,0.9721474126207404,0.9994038719874125,0.9991672229210959,8.700000000000001
88,0.9712171698951351,1.000577286380815,0.9987798856560761,8.8
89,0.9690801559737795,1.0020822045803863,0.9972931620548482,8.9
90,0.9679787219520888,1.0034405647109388,0.9954298729198557,9.0
91,0.96806623769648,1.0043373684369352,0.993911520330509,9.1
92,0.9677057158241934,1.0046397344431657,0.9930863039976048,9.200000000000001
93,0.9663401321703644,1.0044600183756547,0.9929496697372957,9.3
94,0.9656657731841463,1.0041797833206725,0.9933544727314236,9.4
