,Si-Si,Si-S,S-S,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,1.3175540008672183e-07,1.7567386678229579e-07,0.8
9,0.0,3.5434984459698097e-06,8.148177458702151e-06,0.9
10,0.0,4.008530049944665e-05,8.076812101938625e-05,1.0
11,1.121198307663184e-06,0.00028810718070006034,0.0005125328212737138,1.1
12,1.641806461628607e-05,0.0015431733874183466,0.0024705440480299067,1.2000000000000002
13,0.00012450674607841859,0.0066439320023521905,0.009621567277951276,1.3
14,0.0006849052413284954,0.023687066864869773,0.030779289882212894,1.4000000000000001
15,0.003000723167051599,0.07063927009992355,0.0815527176988818,1.5
16,0.010782293824433976,0.17729390973707615,0.1803526696753345,1.6
17,0.032282389244508256,0.3767222080440662,0.3357574286531611,1.7000000000000002
18,0.0812619740052683,0.6824198722451391,0.5317595217746065,1.8
19,0.1735735653150282,1.063105903607982,0.7261924031290388,1.9000000000000001
20,0.3176949213913864,1.4400818336325112,0.8702002165020637,2.0
21,0.5039289296103777,1.7199557970499422,0.9356694867473923,2.1
22,0.7023293040537973,1.8429314112731405,0.9283282799544096,2.2
23,0.8746397974015714,1.8097509881052214,0.8785786068596043,2.3000000000000003
24,0.992733332623446,1.6697999067706448,0.8213295601105033,2.4000000000000004
25,1.0497646095989075,1.4864503623645695,0.7805625978993443,2.5
26,1.0577724285196723,1.3082933249407969,0.7656533731264004,2.6
27,1.0363778517510238,1.1601981846197653,0.7759978571215512,2.7
28,1.0021197959836279,1.0486228201787173,0.8065522639102146,2.8000000000000003
29,0.9653325335798022,0.970308465795634,0.8505432992694115,2.9000000000000004
30,0.9328795785595134,0.9188333142942011,0.9005079470201939,3.0
31,0.9098799572770319,0.8880440914543539,0.9495919889550051,3.1
32,0.8986063898524895,0.8727367484121961,0.9929268259087953,3.2
33,0.8979845262260969,0.8679801621554818,1.0280362604185465,3.3000000000000003
34,0.9046457900581714,0.8691624026087609,1.0542114793522839,3.4000000000000004
35,0.9139276713097733,0.8733654715719688,1.0715367270837421,3.5
36,0.9209159028025998,0.88027682478445,1.0801515510624702,3.6
37,0.9224277341777658,0.8908779165411626,1.0802499981367701,3.7
38,0.9185405484968484,0.9049217213087518,1.0728066468448538,3.8000000000000003
39,0.9122558787719728,0.9201982667349199,1.060087551428436,3.9000000000000004
40,0.9080894087961461,0.9343755322777879,1.0452349551038613,4.0
41,0.9103313158317069,0.9467260442432882,1.0312004543276108,4.1000000000000005
42,0.920857275010156,0.9576346408093073,1.0197303930378132,4.2
43,0.93769281662209,0.9673801377663945,1.0110808109315452,4.3
44,0.956155870803264,0.9762267321973369,1.0046951303805065,4.4
45,0.9716408269688811,0.9851075090713077,1.0001125713972963,4.5
46,0.9814311207222811,0.9950866238180996,0.9971074022410449,4.6000000000000005
47,0.98505315581151,1.0059588153320531,0.9952679303879866,4.7
48,0.984364923111683,1.0159715906248203,0.9939650635966999,4.800000000000001
49,0.9831669588040324,1.0231196569731904,0.9926838832987679,4.9
50,0.9852560845566523,1.0263965970694522,0.9911244403074085,5.0
51,0.991877691928523,1.0260422742335056,0.9892802757216518,5.1000000000000005
52,1.0010079678994286,1.023293851309545,0.9877259100626092,5.2
53,1.0091237077606996,1.01987838513703,0.9874675793303064,5.300000000000001
54,1.0134876656565766,1.0171063637473505,0.9890149574493361,5.4
55,1.0130804455364026,1.0153300630700801,0.9916437046010768,5.5
56,1.0082125309030674,1.0144359959524931,0.9939453364337395,5.6000000000000005
57,0.9998658253562742,1.0144611477502796,0.9951408274154177,5.7
58,0.9896394834701223,1.0152716064994767,0.9955630628946014,5.800000000000001
59,0.9800231775077767,1.0159409265310984,0.9958777451616261,5.9
60,0.9737095833079498,1.015050398701335,0.9962730068788472,6.0
61,0.9718703891395575,1.0117712729754502,0.9965556263075087,6.1000000000000005
62,0.9733010913013844,1.0066105476919618,0.9966557068410864,6.2
63,0.975586669692628,1.0012428900921317,0.9967479670329081,6.300000000000001
64,0.9769049265117726,0.9976296180718046,0.9970614982738928,6.4
65,0.9766113462635354,0.9969528911749204,0.9977290455788533,6.5
66,0.9747045358158146,0.9989783903077576,0.9986228823042247,6.6000000000000005
67,0.9716377764568538,1.002259072260005,0.99922524161927,6.7
68,0.968601034352477,1.005028538770712,0.9989668152753437,6.800000000000001
69,0.9671433188944707,1.0061614696193653,0.9978803271330398,6.9
70,0.9681371228945119,1.0055524482846523,0.9966763052703832,7.0
71,0.9713121129135679,1.0037277845739005,0.9960381575637075,7.1000000000000005
72,0.9757120033354638,1.0012976585913722,0.99608180421484,7.2
73,0.9803727149750382,0.9989009603092177,0.9965080172722758,7.300000000000001
74,0.9846148382344222,0.9973621175234788,0.9969775371145349,7.4
75,0.9878063750319938,0.9973778284719126,0.9972508463752717,7.5
76,0.9890707769411878,0.9989126459910709,0.9972003712265531,7.6000000000000005
77,0.9877038886877605,1.0011171628975113,0.9968631865101356,7.7
78,0.9840215961157077,1.0030220878386185,0.9964614331591386,7.800000000000001
79,0.9792934777213372,1.0042321233474816,0.9962283773534295,7.9
80,0.9745963125809877,1.004836892351581,0.9961438164967047,8.0
81,0.9701645547456768,1.0048715725148132,0.9959402993523497,8.1
82,0.9661295568717486,1.004191515183134,0.9954998360180661,8.200000000000001
