,In-In,In-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,0.0,7.920875958799777e-07,1.0
11,0.0,1.1848401711224043e-07,1.3695909172271782e-05,1.1
12,0.0,1.5211356223455968e-06,0.00013061937591602008,1.2000000000000002
13,0.0,1.2684246134547437e-05,0.0008101204470753705,1.3
14,1.0015653071870794e-06,7.956726537126106e-05,0.003912460836799705,1.4000000000000001
15,1.0897240628022691e-05,0.0003994834755769801,0.015423352403580299,1.5
16,7.406445646474244e-05,0.0016686947293938952,0.05046162434839713,1.6
17,0.0003861772238773853,0.005931022160390072,0.13831539550082791,1.7000000000000002
18,0.0016269658967509129,0.018120032233464357,0.32037419923487637,1.8
19,0.005707483247890361,0.047867880188219615,0.6331182803231836,1.9000000000000001
20,0.016979687534749176,0.10987373152683148,1.0789855510783917,2.0
21,0.04339983060783067,0.22042011442226442,1.6043689290773568,2.1
22,0.09634217218989641,0.38938498581280856,2.1074158317028995,2.2
23,0.1875356531374835,0.6113824079364656,2.478405367990091,2.3000000000000003
24,0.32322568042088895,0.862468491174782,2.6482460111489394,2.4000000000000004
25,0.49868650017744837,1.106032219416271,2.61318123207145,2.5
26,0.6973792507485354,1.3050883826081172,2.4238603664901324,2.6
27,0.8959722471878432,1.4344434007562592,2.153056532979892,2.7
28,1.0718965888146144,1.4874119141758608,1.8649755404561779,2.8000000000000003
29,1.2090947533691219,1.4748601267731767,1.6003144647515044,2.9000000000000004
30,1.3001862468865557,1.417844517419817,1.3776297061874356,3.0
31,1.345927635977232,1.3385346940891065,1.201915972745448,3.1
32,1.3533373545199818,1.2544008125665447,1.0710238014848863,3.2
33,1.3330289718681203,1.1766556054847712,0.9784297229924015,3.3000000000000003
34,1.2961368257521337,1.1107864304899142,0.9156161335911427,3.4000000000000004
35,1.2518309320709209,1.0577967402335045,0.874596979175838,3.5
36,1.2062380622750974,1.0162117775875033,0.8490704763401582,3.6
37,1.1626252958757384,0.9841890149895619,0.8345115806541388,3.7
38,1.1222897839825843,0.9605166591206569,0.8278381264911917,3.8000000000000003
39,1.0856553689249644,0.9446173377177955,0.8262389038672332,3.9000000000000004
40,1.0529165642067706,0.9361566952731677,0.8262831874614047,4.0
41,1.0239752285476513,0.9342205583088488,0.8251142946546114,4.1000000000000005
42,0.9983706706464173,0.9368112610778947,0.8226416203368185,4.2
43,0.9757050477622764,0.9418585506118311,0.8215912633594364,4.3
44,0.9560943208655188,0.9486762357968935,0.8252392527906418,4.4
45,0.9402075790102141,0.9576101356642843,0.83524619593688,4.5
46,0.9289588103105556,0.9683363348071001,0.850713633698396,4.6000000000000005
47,0.9230905359558897,0.9793678679392115,0.8682013742514325,4.7
48,0.9229463763199217,0.989346255831311,0.8829086128687351,4.800000000000001
49,0.9284812454298175,0.9981438022288946,0.8909935807784546,4.9
50,0.939003957579958,1.0064796182018676,0.8916676043026233,5.0
51,0.9525577856024809,1.0148122724869355,0.8872810252554254,5.1000000000000005
52,0.9659669319401567,1.0227648302790955,0.8809991508202119,5.2
53,0.9762810999682706,1.0293094470550863,0.8742671873919643,5.300000000000001
54,0.9825716874219123,1.0333098429358438,0.8667753689029871,5.4
55,0.9862772973394667,1.0342168863305552,0.8587235601684808,5.5
56,0.9897700988812135,1.032632361766843,0.85209928977615,5.6000000000000005
57,0.9945392721015651,1.0302087552275434,0.8488191900393228,5.7
58,1.000386340276403,1.028684661088172,0.8478878763464974,5.800000000000001
59,1.0058998492731908,1.0287648516435295,0.8457170412803605,5.9
60,1.0095600428975204,1.0299342197524217,0.840113183366511,6.0
61,1.0105514413133387,1.0312349506417107,0.8331450308603262,6.1000000000000005
62,1.0088095998748883,1.0318779588550626,0.8292242579357532,6.2
63,1.0047203657337271,1.0312251201829488,0.8309225328096014,6.300000000000001
64,0.9991300018214936,1.0289356444450697,0.8374304707944367,6.4
65,0.9934286408192982,1.025551335562709,0.8463873173012646,6.5
66,0.9890883438147613,1.022491928065418,0.8561156585589501,6.6000000000000005
67,0.9869740890994861,1.0209225405814257,0.8661083903353326,6.7
68,0.9872082427523576,1.0206358401588893,0.8763103526897845,6.800000000000001
69,0.9894018273154154,1.02028777265191,0.8864467661822515,6.9
70,0.9926629720688515,1.0187357819299174,0.8958024521510798,7.0
71,0.9957085644350305,1.0160283751401467,0.9035184832478598,7.1000000000000005
72,0.9975514308182927,1.0131889605302966,0.9093507900231631,7.2
73,0.9981475614520745,1.0113365625889157,0.9139907045249914,7.300000000000001
74,0.9982381855952076,1.01100667566097,0.9181430801238419,7.4
75,0.9986279719812909,1.01194078434895,0.9214882151825492,7.5
76,0.9995586202430071,1.0132536548974083,0.923109933726421,7.6000000000000005
77,1.0004833923681766,1.0138799277583692,0.9229302709524331,7.7
78,1.000424286180023,1.0130858855744567,0.9223552685180614,7.800000000000001
79,0.9989101818261246,1.0106946167149065,0.923430673304035,7.9
80,0.9966563805798127,1.007014681596875,0.927566514234058,8.0
81,0.99499248410595,1.0027602949598158,0.9350301454348873,8.1
82,0.9945628302988742,0.9989698777468133,0.9450757646441597,8.200000000000001
83,0.9948791721539546,0.9966996932926407,0.9559738588526868,8.3
84,0.9950828274344495,0.996562673421745,0.9652548452611949,8.4
85,0.994703656216346,0.9984035846023039,0.970794230167997,8.5
86,0.9936396497819454,1.0013685772196497,0.9720928009801892,8.6
87,0.9918855199551159,1.004347062227933,0.9705962418201937,8.700000000000001
88,0.9895755235482112,1.0064755532853948,0.968905841307865,8.8
89,0.987103695279826,1.0074512704925487,0.9694447108958727,8.9
90,0.9850442658671349,1.0075038242895207,0.9732226090314919,9.0
91,0.9840005342186433,1.0070520961665108,0.9794758619876696,9.1
92,0.9844111811180987,1.0064271368570192,0.9863541002975174,9.200000000000001
93,0.986278526771744,1.0058990464645041,0.9919903313131069,9.3
94,0.9891434367223195,1.0056704064149666,0.9953627361625405,9.4
95,0.9924784724010867,1.0056113278736645,0.996725631993093,9.5
96,0.9960188393836189,1.0051791225400553,0.9972995328072287,9.600000000000001
97,0.9996448725150393,1.0038930595379358,0.9981440799647984,9.700000000000001
98,1.003085611593869,1.0019057653168577,0.9992433579220814,9.8
99,1.0058468376093093,0.9999536409030132,0.9999489878002606,9.9
100,1.0073945074580553,0.9987881509602808,1.0001128446899312,10.0
