,Li-Li,Li-Ga,Li-Si,Ga-Ga,Ga-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,2.5532402963486876e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,1.7749977352623067e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,9.844174311797055e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,4.331704819934944e-05,0.0,0.0,0.0,0.0,0.0,0.8
9,0.0001562939313688484,3.732678287914602e-07,8.398526147807854e-07,0.0,0.0,0.0,0.9
10,0.00048156419164710034,4.098740428949374e-06,8.38980174815513e-06,0.0,0.0,1.6647284339619137e-06,1.0
11,0.0013257125411554568,3.0089210225532033e-05,5.6520721108705315e-05,0.0,4.482315894213241e-06,1.9072972141726984e-05,1.1
12,0.0034024166582589635,0.0001725658766495611,0.00029737692709606834,1.6181160378109806e-05,5.2151681722000874e-05,0.00015354888020178064,1.2000000000000002
13,0.008311415830384934,0.0007906038731723578,0.001276048366301335,0.00013976026205278014,0.00035478523745275563,0.0008956617016168673,1.3
14,0.019240188971396153,0.0030497560996235597,0.0046031727600193825,0.0008171064401048846,0.0018201214496731362,0.004130550391386924,1.4000000000000001
15,0.041532124075999884,0.010041156199954309,0.014256288718010577,0.0037372947598475893,0.007487532275708952,0.01575557458314489,1.5
16,0.08241245574310724,0.028487449644422194,0.03836349684821319,0.0137623259605458,0.025375695530060405,0.050419695109035496,1.6
17,0.14916317549793973,0.07006957937546804,0.0902875001788238,0.04163935175622999,0.07175609006457978,0.13595301607873336,1.7000000000000002
18,0.24585089175368757,0.15027524290122812,0.18662489728017992,0.10542412712720586,0.171111832795109,0.30991827007538375,1.8
19,0.37022359177226466,0.28300137147787496,0.3403655181921098,0.22773698873365764,0.3475384749889387,0.6000813733903021,1.9000000000000001
20,0.5131325924323296,0.4718737030532467,0.5515543941765767,0.4276682817593218,0.607166116126096,0.9939947320379774,2.0
21,0.6612700302086099,0.7031890410256232,0.8020280220967173,0.7088362372569472,0.9216383094580534,1.4227475508772292,2.1
22,0.801254109939453,0.9465576321078153,1.059137185584782,1.047290953995129,1.2282820197136302,1.782275804499365,2.2
23,0.9224392157026042,1.1649733933565765,1.2864943963729205,1.3869685753436187,1.4533628972233372,1.9834242301172804,2.3000000000000003
24,1.0179817769752515,1.3286691609450578,1.4554901726186114,1.6537463760063298,1.5463991313767687,1.994138816749855,2.4000000000000004
25,1.0853674232996422,1.424338042990265,1.5526672873839305,1.7885363811498594,1.5036873272440534,1.8464376204825788,2.5
26,1.1265190116595143,1.456047631789006,1.5808845107701688,1.7790699661059728,1.3662794643245182,1.610929352876816,2.6
27,1.146492689765243,1.4397538057566381,1.554641313410741,1.6651016635650058,1.1950786394407746,1.3603152301903036,2.7
28,1.1510226806447204,1.3951065471051916,1.4926099271503093,1.513548357050346,1.04022336485317,1.1433582730014082,2.8000000000000003
29,1.1447265180080157,1.3380840917888532,1.411454669947866,1.3833847948984406,0.9235441771261935,0.9791259804541762,2.9000000000000004
30,1.1309086224127956,1.2771813203903835,1.3233417754743046,1.3019165821667231,0.8415797495380969,0.8663181257799355,3.0
31,1.1120568735316554,1.2143080584873118,1.236725166202984,1.2628374896417296,0.7816515857633448,0.7953178377722993,3.1
32,1.090057906550809,1.1491114873795705,1.1579595597387802,1.2428355167390273,0.7359919647116917,0.7553353350931805,3.2
33,1.066208942237108,1.0831747886851544,1.0915152350112645,1.2225445762043758,0.7045657683530742,0.7368259746897337,3.3000000000000003
34,1.041504476067772,1.0211670832193462,1.0390159342345024,1.1974524122084398,0.6898768442264652,0.7319496921485439,3.4000000000000004
35,1.0172129932288836,0.96895745719227,0.9991457653359972,1.1748311049274676,0.6921589102908088,0.7349262835473876,3.5
36,0.9951190146344616,0.9308320272152661,0.969332616654119,1.1609308232399016,0.7082152362867467,0.7428685634101786,3.6
37,0.9770249841030425,0.9079003698385733,0.9477274385287239,1.149360350745182,0.7322546756332546,0.7556950765704501,3.7
38,0.9641007630892752,0.8982549174957575,0.9337152656602941,1.1247943177658788,0.7577152376874803,0.7738840687036527,3.8000000000000003
39,0.9567420790297351,0.898450761479767,0.9270399333025131,1.0815583075412696,0.7799892607223254,0.7963099583193195,3.9000000000000004
40,0.9546562577374629,0.9052728560335065,0.9271300136676177,1.034897267540956,0.7988887758879817,0.8209075434300289,4.0
41,0.956850206379443,0.9165829053352046,0.933352546075957,1.0082424986924046,0.8187686127478045,0.8463705119043194,4.1000000000000005
42,0.961916665509545,0.9309715401762364,0.9451501259397969,1.0108487795352599,0.8448652968440679,0.8714512488276608,4.2
43,0.9686726151834063,0.9470327151582453,0.9613155749458057,1.0314639841930888,0.878267396791842,0.893366051950701,4.3
44,0.9763775683376558,0.9631931767576895,0.9794367611398446,1.0502399578802943,0.9144338927762219,0.9091323604955156,4.4
45,0.984347464172868,0.9781751979724432,0.9965350257884577,1.0506143154867775,0.9465167322789798,0.9186281547599445,4.5
46,0.9917487023722692,0.9911446711936233,1.0103799207089892,1.0217655204219036,0.9695326962883672,0.9249791088020979,4.6000000000000005
47,0.9979515819532723,1.0012364552256432,1.0203515413308077,0.9597066919621343,0.982049415150379,0.9318255753362872,4.7
48,1.002839759409713,1.0076277717574758,1.0271948330779153,0.8727872228732294,0.9857030921931501,0.9409848707072973,4.800000000000001
49,1.0066208605995242,1.010519000508818,1.0318109446387216,0.783460122867498,0.9837513317243338,0.9526083680474982,4.9
50,1.009465296293874,1.01155873005723,1.0342473186546588,0.71784229650789,0.9792908446981257,0.9664289060786292,5.0
51,1.011348890471013,1.012810509979272,1.0338727700456536,0.6899138661539708,0.9739542360316882,0.9818348662103378,5.1000000000000005
52,1.0120905573849215,1.015263245081803,1.0303025327077706,0.6949848518559628,0.9679945340385284,0.9966729300775498,5.2
53,1.0114675497825716,1.01835249369734,1.0240649490314528,0.7178021137051276,0.9616785629970217,1.006904812374248,5.300000000000001
54,1.0093294690759786,1.0207384071071801,1.0165475903826848,0.745705573922099,0.9568296811078381,1.008536915247535,5.4
55,1.005730181967262,1.0213068776045267,1.0093521770163056,0.7734111347658652,0.956913443286052,1.000561875882805,5.5
56,1.0011022179201936,1.0195650992883818,1.0036608682030932,0.7976974733093619,0.9650674962639517,0.9863737853034594,5.6000000000000005
57,0.9963063046611657,1.0157774724161246,1.0000758862070227,0.8123317786404736,0.9813509733690784,0.9722848879915656,5.7
58,0.9923423919534791,1.0111672856993112,0.9986808868503426,0.8110827279369051,1.0015867028083996,0.9638813211942234,5.800000000000001
59,0.9897959675177255,1.0075961005769156,0.9989642838039289,0.7950995042849676,1.0192719121885703,0.9628228089550024,5.9
