,Li-Li,Li-V,Li-Si,V-V,V-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,5.561476124528313e-07,0.0,0.0,0.0,0.0,0.5
6,9.590708826992698e-07,6.34390548598963e-06,0.0,0.0,0.0,0.0,0.6000000000000001
7,9.456514074996768e-06,4.142777108048113e-05,0.0,0.0,0.0,0.0,0.7000000000000001
8,5.8395479601561745e-05,0.00020932434775048584,1.223814407611048e-07,9.790515260888383e-07,0.0,0.0,0.8
9,0.00028034180076636975,0.000850827316226523,2.4241335797973563e-06,7.68510298383551e-06,2.1681417878783962e-07,0.0,0.9
10,0.0010924818997595843,0.0028543470204556417,2.103822754504193e-05,5.6762787344333485e-05,3.3477349830208126e-06,0.0,1.0
11,0.0035304661412956543,0.008053928911691391,0.00012720191194715792,0.0003139455587095474,2.9337130726566535e-05,5.207143850666396e-06,1.1
12,0.009677817221560102,0.019399694400091566,0.0006134828198929164,0.0014052048220841715,0.0001941658877576684,4.9619667601156235e-05,1.2000000000000002
13,0.023070098454310302,0.040490995921240815,0.0024333130862562867,0.005324503194639889,0.0009970030339057645,0.00032857654718806723,1.3
14,0.049048091646468374,0.07437542603507782,0.008127213699377847,0.017217678529211237,0.004221606805796142,0.001646293067604003,1.4000000000000001
15,0.09488692886771974,0.12235667419513138,0.023219244103225133,0.04765146435340524,0.01506124349082416,0.006652694454434189,1.5
16,0.16880514040771089,0.18408875961987178,0.05742981081434964,0.11310583323238581,0.04573309768792919,0.022304457308277563,1.6
17,0.2766636608374535,0.2590392500675687,0.12412766203867955,0.23163916407989119,0.11876072126353063,0.06280109671009891,1.7000000000000002
18,0.41710065404952956,0.3472406214229844,0.23621630396530136,0.413734738869365,0.26497994982323453,0.1497195308343047,1.8
19,0.5789486283601266,0.44777592824979545,0.3986212522228793,0.6538032005458753,0.5110893014977937,0.3041528571287299,1.9000000000000001
20,0.7444251374883479,0.5569619382763135,0.6015592361822718,0.9290731436039784,0.8591548595411413,0.5300725977875034,2.0
21,0.896286525962747,0.6687859082703059,0.8206216559127727,1.2070567353189723,1.2719744822662773,0.7994824749130724,2.1
22,1.0231118404652984,0.7764761039301704,1.0252311305985755,1.4564333759939923,1.6797575774464297,1.0560552773985474,2.2
23,1.1197204101676848,0.8730298819343596,1.1899057991436017,1.655319412295608,2.0080047716250045,1.2404782102228946,2.3000000000000003
24,1.1851790395459192,0.9515703002993383,1.3013380160507442,1.7945667107578482,2.2075901788222003,1.3189264584533833,2.4000000000000004
25,1.221434943389072,1.007152977223327,1.359169080100243,1.876648981611596,2.2670743841707592,1.2936765238351646,2.5
26,1.232665735237572,1.0387137293009694,1.3723741698126262,1.9106703312917102,2.2046723886453834,1.1941201112601816,2.6
27,1.224378411740154,1.0490038297488653,1.3535970327857654,1.9051839087316471,2.0525801012823286,1.0607195555957922,2.7
28,1.202234160271114,1.0428222589243281,1.3139808835728466,1.8633151634123466,1.8454757607354735,0.930987847547779,2.8000000000000003
29,1.1712623880564397,1.0254602610146204,1.2613171971513442,1.7843224487688862,1.6151323736665588,0.8295433396325385,2.9000000000000004
30,1.135844674056757,1.002152027149828,1.2016746875647204,1.6706211743409027,1.3879283774813158,0.764251904610304,3.0
31,1.0998357850143514,0.9776311385462173,1.141191640955087,1.5333909048031724,1.1835476159748417,0.73012223103318,3.1
32,1.0660585474126159,0.9550870152090746,1.085502948216879,1.3903144923803,1.0147765049423005,0.7174649656166309,3.2
33,1.0356861412050422,0.9356112621016734,1.0381254388513563,1.2575586991168377,0.8878569032496714,0.7182584524542553,3.3000000000000003
34,1.0087596407833186,0.9192827435953451,1.0002337509134431,1.1439363533006894,0.8030469736468425,0.7281690457909852,3.4000000000000004
35,0.9856747354138582,0.9067099340376539,0.9717434981306083,1.0511669721717902,0.756059743356933,0.745476450888662,3.5
36,0.9678336638877973,0.899223327087028,0.9521134448032625,0.9776502992637754,0.7405353366023281,0.769058502529394,3.6
37,0.956480195590125,0.897955462943801,0.9405660646561954,0.9220954310369521,0.749893424888962,0.7970926744259292,3.7
38,0.9511533670236817,0.9031681456810978,0.9364304539504503,0.8853781655293235,0.7774432968569032,0.82749105928726,3.8000000000000003
39,0.9497556395740263,0.9141324141337598,0.9394337077335563,0.8700386771182275,0.8161761951577715,0.8590845249266991,3.9000000000000004
40,0.9502071643820406,0.9292823000304509,0.9492335108856821,0.8776032931270915,0.8596872393556179,0.8917277598919918,4.0
41,0.9518027566101225,0.9467326513391331,0.9644796091856885,0.9055276611418951,0.9031536358721317,0.9251826063545991,4.1000000000000005
42,0.9550619646984966,0.9648857000697296,0.982419637359623,0.9463267804396674,0.9431009443746858,0.9581648931192718,4.2
43,0.9605812107733808,0.9824992097436243,0.9994955282565913,0.989975063119823,0.9769617079723734,0.9883017063356075,4.3
44,0.9679550579490784,0.9984289255001587,1.0125947034019904,1.027757449621953,1.0035668562384228,1.0130856050852979,4.4
45,0.9756888140063246,1.0117270777240244,1.0202883863140444,1.0547667575146429,1.023672625831649,1.0312635520368254,4.5
46,0.982298970693819,1.0219157155673935,1.0231951848969654,1.0699407480870655,1.039112600166776,1.0430554902192581,4.6000000000000005
47,0.9873786271202747,1.028933632137374,1.0230301998736533,1.0745537542240455,1.0508966021460198,1.0485120572942317,4.7
48,0.9913275833580999,1.0331029823598195,1.0212142368513146,1.0704543515532743,1.0581861467915734,1.0463841552181743,4.800000000000001
49,0.9943258524639819,1.03536958408745,1.0183625215385128,1.0589330217509876,1.059501580300914,1.0357191209656196,4.9
50,0.996126725815037,1.0370792769710746,1.0147174191315682,1.0407337293847978,1.054963111799351,1.0182551894126306,5.0
51,0.9968496826630138,1.0389557683138793,1.0106183483682847,1.0169536896820142,1.0470044802397098,0.9982964134435947,5.1000000000000005
52,0.9974533351166983,1.0404145904180782,1.0065795571575957,0.9897385592448572,1.0386766882647342,0.9803414577737406,5.2
53,0.9990025337689178,1.0402166253867524,1.003190826284993,0.9618916193213413,1.031386229629133,0.9670699471367139,5.300000000000001
54,1.0014773261449357,1.0376983654044105,1.0010049136317163,0.9357627792187063,1.0244931362458873,0.9588675529318998,5.4
55,1.0035444637892774,1.0331668819692668,1.00029292925846,0.9124987390126366,1.0170277167074104,0.9545171566789176,5.5
56,1.0036885504789266,1.0274759899431645,1.0006650701846453,0.8921948674759,1.0092051975100766,0.952616794757626,5.6000000000000005
57,1.0016147875857044,1.021732840313697,1.0010177313040478,0.8745940145926097,1.0019873595618265,0.9528235386002827,5.7
58,0.9984601193444355,1.017227512223433,1.000211377831756,0.8597996014958125,0.9958316589752129,0.9557232387097858,5.800000000000001
