,Si-Si,Si-F,F-F,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,9.300220922899153e-07,0.0,0.5
6,0.0,1.8193346253236353e-05,0.0,0.6000000000000001
7,0.0,0.0001867285683612633,0.0,0.7000000000000001
8,0.0,0.0012054117719038045,0.0,0.8
9,0.0,0.005879343936088104,8.157806242058599e-07,0.9
10,2.425520580200551e-07,0.023237332046708175,8.957838762617235e-06,1.0
11,6.153173285336848e-06,0.07547047005962118,6.010027806115491e-05,1.1
12,7.016122405710148e-05,0.20217965080815056,0.0003123383254759022,1.2000000000000002
13,0.00048130971425488963,0.4481655325507812,0.0013112960418379296,1.3
14,0.0024560898911747857,0.8256054623730483,0.00458824186496903,1.4000000000000001
15,0.01011491517186203,1.272093216779234,0.013638774856007771,1.5
16,0.034268044553904496,1.6548638967530742,0.03492828798011643,1.6
17,0.09625447428185513,1.8428632094182116,0.0779422486726678,1.7000000000000002
18,0.22561306977015722,1.7925815551050157,0.15292507937358987,1.8
19,0.4447043703854866,1.5681892438293703,0.2660566154884806,1.9000000000000001
20,0.7443954831162792,1.2847392563106168,0.4143127902752323,2.0
21,1.0713132822033657,1.036491520331357,0.5839730774275375,2.1
22,1.3458272854079176,0.8657452190248609,0.7546397249702058,2.2
23,1.5028503414067835,0.7731826120228884,0.9061653478850642,2.3000000000000003
24,1.5236698516347955,0.741124393129623,1.0239783176526263,2.4000000000000004
25,1.436215550311839,0.7497617605527523,1.101077229174892,2.5
26,1.2910584607810889,0.7835390031353924,1.138046755433489,2.6
27,1.1360416562279163,0.8315857706722664,1.1418808696960476,2.7
28,1.0032063240315392,0.8858368560257751,1.1231777178874585,2.8000000000000003
29,0.9068686857702982,0.9395283332258836,1.0927857785403452,2.9000000000000004
30,0.8473746504932407,0.9873910941659092,1.0598064220964676,3.0
31,0.817206730626377,1.0264221242840545,1.030794725064237,3.1
32,0.8069692393749872,1.0557558663767168,1.0091979545271712,3.2
33,0.8091107301369846,1.0759300785293273,0.9953178678876458,3.3000000000000003
34,0.8188297117378825,1.0882408791960339,0.9873459298807176,3.4000000000000004
35,0.8333691526356077,1.0940280025189968,0.9830984767069286,3.5
36,0.8511542195666622,1.0940157320539894,0.9813460221198598,3.6
37,0.8712474652715889,1.0883703165128755,0.9818364144264196,3.7
38,0.892698682307383,1.0773926930586384,0.9843299223463475,3.8000000000000003
39,0.9138518489285202,1.062176905477058,0.9880470295185372,3.9000000000000004
40,0.9326344736491594,1.0447534436529249,0.9919386558660337,4.0
41,0.948025750083105,1.027455906577481,0.9949582438273067,4.1000000000000005
42,0.960821285382517,1.0119481351821318,0.9962241728459438,4.2
43,0.9721553423861868,0.9989118572368876,0.9956676256881575,4.3
44,0.9814849351731957,0.9885364320530367,0.9944704211627409,4.4
45,0.9870283219252792,0.9809849090306323,0.9943187655816716,4.5
46,0.9883255608379973,0.9763750054650814,0.9961314403461465,4.6000000000000005
47,0.987412735686956,0.9745643946213559,0.9994640979924981,4.7
48,0.9871471630763956,0.9750937206036063,1.002780260544335,4.800000000000001
49,0.9889890242000756,0.9772833822481305,1.0043635471834647,4.9
50,0.9923793688619379,0.9803461296492679,1.0035182743214046,5.0
51,0.9956366654516959,0.9834721139758161,1.0009285301050637,5.1000000000000005
52,0.9975668642390668,0.9859640428367396,0.997557587856365,5.2
53,0.9986349874735093,0.9875417969178915,0.9935861379228108,5.300000000000001
54,1.0003526911590022,0.9885944942114737,0.9888966457163479,5.4
55,1.003445986459433,0.9899057953255738,0.9839949068808445,5.5
56,1.0070633450793631,0.9918911528045222,0.9797987995328415,5.6000000000000005
57,1.0097488392479483,0.9941333227507737,0.9769063258854235,5.7
58,1.0106129431392186,0.9957426358591633,0.9755511608453385,5.800000000000001
59,1.0095580711873082,0.9961387383072314,0.9760060033592077,5.9
60,1.0070370122534198,0.9954946045601472,0.9785899454620165,6.0
61,1.003872862928434,0.9945187371962477,0.9831934877570601,6.1000000000000005
62,1.0009544593897963,0.9938711013974166,0.9888929451956058,6.2
63,0.9988632400139774,0.9937704999079338,0.994230162255418,6.300000000000001
64,0.9978930648276025,0.9940577138116465,0.9979657770612397,6.4
65,0.998312778032939,0.994521485944727,0.9994972460976383,6.5
66,1.0003095726404605,0.9951442558524508,0.9985924128277996,6.6000000000000005
67,1.0036771586187219,0.9961008787231859,0.9951195931849685,6.7
68,1.0077421867844725,0.9975093391903295,0.9893618038461796,6.800000000000001
69,1.0116171412887671,0.9991056469841149,0.9825426695300585,6.9
70,1.014509081731999,1.0002332180289644,0.9767403618470285,7.0
71,1.015908627810796,1.0003292015645568,0.9739034128247255,7.1000000000000005
72,1.0156448632494475,0.9994559792100428,0.9747300957217374,7.2
73,1.0138294146414124,0.9982748248112612,0.9784480214771165,7.300000000000001
74,1.01077689970524,0.9974617530263621,0.9834960341545572,7.4
75,1.0070134532674342,0.9971950082223235,0.9882363268902722,7.5
76,1.0032619390065054,0.9972307725473156,0.9914407714311244,7.6000000000000005
77,1.0001913157266058,0.9973655520426993,0.9928198838653128,7.7
78,0.9979949129404085,0.9976845419306143,0.9931470646868148,7.800000000000001
79,0.9962529178638909,0.9983424312080612,0.993485074551069,7.9
80,0.9944209687539108,0.9992187362567746,0.9943118957088308,8.0
81,0.9924978458000164,0.9999258907099832,0.9955390527750044,8.1
82,0.9909985566982475,1.0001760745527215,0.9970368148005471,8.200000000000001
83,0.9902173429958329,1.0000244578264186,0.9987435651890755,8.3
84,0.9897777137372128,0.9997389228363195,1.0003422398860722,8.4
85,0.989033617882463,0.9995706954667958,1.0012089721882744,8.5
86,0.9877270413899276,0.9996650538895737,1.0008402462198116,8.6
87,0.9861416334249324,0.9999940847379537,0.9992744374474423,8.700000000000001
88,0.9848102270401136,1.000289395615933,0.9971585622224624,8.8
89,0.9842027197529298,1.000221655818458,0.9954606638819927,8.9
90,0.984569283979005,0.9998124876258089,0.9948708601233804,9.0
91,0.9859166136697434,0.9995631355961292,0.9952319217786691,9.1
92,0.9880373660805978,0.9999849806094678,0.9956550018562607,9.200000000000001
93,0.9904676109977563,1.0010252385465632,0.995320126459421,9.3
94,0.9924161865448708,1.0021059061678785,0.9940527147132628,9.4
95,0.9930025798411969,1.002709561373078,0.9921819027626637,9.5
96,0.9917989889048099,1.0027928429547999,0.9902109106206382,9.600000000000001
97,0.989092764996168,1.002684781844357,0.9887178307788174,9.700000000000001
98,0.9856693340036121,1.002749112505836,0.9881696772474605,9.8
99,0.982512435341554,1.0030832958382174,0.9885014130904426,9.9
100,0.9806020956918542,1.0034225370423557,0.9890218096368648,10.0
