,Li-Li,Li-Y,Li-Si,Y-Y,Y-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,9.749319972813518e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,7.631266352008166e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,4.69369324971414e-05,0.0,1.8660807760463376e-07,0.0,0.0,0.0,0.8
9,0.00022215930439850015,1.6529988881240917e-07,1.3821374092647507e-06,0.0,0.0,0.0,0.9
10,0.000864413798826649,1.520220933582198e-06,1.05012567300991e-05,0.0,0.0,8.846605160515971e-07,1.0
11,0.002833846724334324,8.88766209052248e-06,6.602021493230177e-05,0.0,0.0,1.0267981865884022e-05,1.1
12,0.00802336589111256,4.1182768247758486e-05,0.00033350903207215234,0.0,0.0,8.323727190346505e-05,1.2000000000000002
13,0.019986589410374733,0.00015831927022091972,0.0014295918057925239,0.0,5.41628887378529e-07,0.0004998190368866087,1.3
14,0.04443437626600228,0.0005108641422479527,0.005253750938327089,0.0,5.999408832770902e-06,0.002373425766663808,1.4000000000000001
15,0.08914223948341501,0.0014446222475900721,0.01655366282639215,0.0,4.332817675742989e-05,0.009316215186905346,1.5
16,0.16283962315861591,0.0037383150010929923,0.04468645380710716,6.634953870386979e-07,0.00023545066032890454,0.03079899581148016,1.6
17,0.2728300163550783,0.009078041131816072,0.1037516001507225,6.313834789311077e-06,0.0010492233747329107,0.0861354621745196,1.7000000000000002
18,0.4212870581736793,0.020707635697203533,0.20893258814898444,3.987755281333849e-05,0.0039268998213921056,0.20413282515137943,1.8
19,0.601022532872287,0.04382662436467437,0.36919951459240385,0.00020004011856359532,0.01260535066363908,0.411146116281693,1.9000000000000001
20,0.7939231968862834,0.08532063266870832,0.5801197486271771,0.0008155246398506645,0.035241799269866245,0.707791578574545,2.0
21,0.9760154462001833,0.15285068178307523,0.821712541483115,0.0027919408445879414,0.08672433668661506,1.0515507410537315,2.1
22,1.1279668307567072,0.25307963236994735,1.063276050762771,0.008215710759703485,0.18899719669110282,1.367431499426974,2.2
23,1.2425441988292538,0.3883227434618674,1.2726110740405974,0.021113468612771892,0.3659128246546264,1.5846849938364498,2.3000000000000003
24,1.322540786063286,0.5526117017537715,1.4250121726314426,0.047890485465577184,0.6308202656336711,1.6691995620144675,2.4000000000000004
25,1.3732031719326272,0.7309868852891506,1.5087913429154707,0.09668906816852517,0.9718494809623041,1.6282802767077809,2.5
26,1.3978223494835549,0.9043160589544905,1.5263748839829088,0.1754320662213164,1.346357748461654,1.495745678941379,2.6
27,1.3986772989246037,1.056437211743286,1.4910611503222462,0.28983095208223,1.6923449570023361,1.3157388098168845,2.7
28,1.3793583223503356,1.177972033789067,1.4206651676223578,0.4427322074319442,1.951308335100518,1.1303356864775096,2.8000000000000003
29,1.345340372289413,1.2649449132562975,1.331366233533714,0.6336759667343969,2.0883151003638067,0.9693517379001602,2.9000000000000004
30,1.3028901786842353,1.3156459172142627,1.235243446921372,0.8565530824635053,2.0996380189160053,0.8455009322795081,3.0
31,1.2575385839520252,1.3300700215247114,1.141331929828908,1.0965746104497505,2.0078635956962967,0.7576663424049747,3.1
32,1.213154806257432,1.3119402922010148,1.05680294225531,1.3305671623645203,1.8495392412960237,0.6984682076168442,3.2
33,1.1717941364486595,1.269489485379436,0.9864032025888883,1.532068441419752,1.6616309838853944,0.6604574480440374,3.3000000000000003
34,1.133805874344445,1.2130825379573333,0.9315482815698101,1.6784714089056956,1.4725484469848316,0.6389257442669793,3.4000000000000004
35,1.0984193693214637,1.1519497128345855,0.8908026303360087,1.7561391449674335,1.300064929266138,0.632065989561921,3.5
36,1.0651944017528547,1.092508498641117,0.8616990779599373,1.7616648528198393,1.1535663938666993,0.6396304236502468,3.6
37,1.0351243813874946,1.0382254027727034,0.842577520446017,1.7013382732119353,1.0364977734736613,0.6611585517742017,3.7
38,1.009867025939292,0.9902448951797581,0.8329650472073811,1.5907972455434929,0.9477386989794171,0.6947808211458656,3.8000000000000003
39,0.9900546135804116,0.9487804297977523,0.8325064069945736,1.4524407975421127,0.8832599563773842,0.7371585280270395,3.9000000000000004
40,0.9752390373020285,0.9147652463295732,0.8399904897375111,1.3083126777215,0.8384400015025691,0.7843078768203718,4.0
41,0.965311365173505,0.8902221282096586,0.8533493747522806,1.17281611990557,0.8096987626450716,0.8325738025920882,4.1000000000000005
42,0.9608226259447782,0.8768271446189867,0.8700054342646061,1.0517164506128134,0.7945110960940475,0.879121451801827,4.2
43,0.9617129252329175,0.8743877643607388,0.8874229350177387,0.9470255408613105,0.790617843398254,0.9219926142411625,4.3
44,0.966514380530704,0.8809409647445378,0.9042965909833551,0.8613505075161902,0.7957104527088654,0.9602601085100638,4.4
45,0.9728770234763217,0.8940134327878613,0.9212834533875603,0.7977479506972144,0.8076387380302332,0.9940408695799068,4.5
46,0.9785779612361574,0.911517872631847,0.9397976461836395,0.7571074751172886,0.8244159607624829,1.0237709257557799,4.6000000000000005
47,0.9822046745177856,0.931828395445693,0.9598903665936637,0.7372503852863628,0.8440567250921837,1.0493720196216894,4.7
48,0.9833025285973018,0.9535742864169822,0.9797891874009689,0.7350829876079851,0.8648719744100558,1.0705253927158105,4.800000000000001
49,0.9821095554214951,0.9755612748134475,0.9975547142213943,0.749063362222282,0.8860974029735449,1.087520595550268,4.9
50,0.9793585610329109,0.9967460214957118,1.0126355229667225,0.778608172338359,0.9079369213964468,1.1007499732433639,5.0
51,0.9763268633612667,1.0161543610628785,1.0255615829811833,0.820731693022333,0.9306677793856123,1.1091797992803742,5.1000000000000005
52,0.9744776443720761,1.0328957141398893,1.036714737397512,0.8682508438445191,0.9536956008137246,1.1106145954169655,5.2
53,0.9745683060486338,1.0463349164326985,1.0457935431756764,0.9127495010063355,0.9754874457546463,1.1042171881849394,5.300000000000001
54,0.9762994209259441,1.0562262096137154,1.0520142812697988,0.9494091948731774,0.9942999859652651,1.0920853655715979,5.4
55,0.9788098409253215,1.0626703472069656,1.054503489384664,0.9781324110579804,1.0089800726042182,1.0779122438960995,5.5
56,0.9809676222046597,1.0659845856366532,1.0529520186185195,1.0004597948012552,1.0194597552330629,1.0645721820395895,5.6000000000000005
57,0.9812894863906023,1.0665786420304264,1.0482580148967622,1.0168958449500798,1.026895641448495,1.0529882750733621,5.7
58,0.978557364505066,1.0648343784225205,1.0422968282625271,1.0272076557394396,1.0331032385430268,1.042430246941497,5.800000000000001
59,0.9731557963487296,1.0610614686680895,1.0368866610514953,1.0318040060762113,1.0391192489974646,1.0312114664328207,5.9
