,Li-Li,Li-Si,Li-P,Si-Si,Si-P,P-P,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.5415579243669097e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.3480902751682127e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.7225267174837997e-05,1.4753191073042692e-07,2.9506382146085386e-06,0.0,0.0,0.0,0.8
9,9.2187720196932e-05,1.6154574363046348e-06,2.5513491993762453e-05,0.0,0.0,0.0,0.9
10,0.0003975467011179556,1.3576075252248567e-05,0.00015446956055464967,0.0,2.3313684658635367e-05,0.0,1.0
11,0.0014147826652049585,8.449300457174696e-05,0.0007339723553516155,1.56931450749263e-05,0.00022525899770369894,0.0,1.1
12,0.00423437956567784,0.0004192131975809767,0.002846499196319709,0.0001684264564699249,0.0013345716670331031,0.0,1.2000000000000002
13,0.010888556935302097,0.0017393056380233679,0.009239724250507748,0.001056870753525723,0.0061441529227207435,0.0,1.3
14,0.024656786400595477,0.006129722074316027,0.025750654048956455,0.005102055988527238,0.022646599426203572,0.0,1.4000000000000001
15,0.05033732351787843,0.01853934576923867,0.06293951900177762,0.019743116794763454,0.06775372561428405,0.0,1.5
16,0.09423637778177862,0.04843333272837501,0.13702770677578738,0.062420911262952836,0.16635936665540757,0.0,1.6
17,0.16295613576610865,0.11003566921462855,0.2678905972122744,0.16318045490435337,0.33971360759934077,0.0,1.7000000000000002
18,0.2603589951784766,0.21911430241643381,0.47170192293384394,0.35680257985499386,0.5862947866800625,0.0,1.8
19,0.38411699833041235,0.38588267173988244,0.7493508000122922,0.6605481915690136,0.8712906201262194,0.0,1.9000000000000001
20,0.5249084920379488,0.6071459449172628,1.0777789598014924,1.0486562273659534,1.137112577653212,0.0,2.0
21,0.6694856200466305,0.8630713252340658,1.4121081475158337,1.446582058597761,1.3269889617290866,0.0,2.1
22,0.8052918741072902,1.1215584395166414,1.699135820363572,1.7584387294712556,1.4041598947726983,0.0,2.2
23,0.9235151880744733,1.3477202813609603,1.8948345836267266,1.9124311682041728,1.360218280161007,1.2576289414189984e-05,2.3000000000000003
24,1.0198139986961294,1.513490986985688,1.9773825183882108,1.8907528588698272,1.2157169954052593,9.971153776250646e-05,2.4000000000000004
25,1.0934909383388784,1.6043624837593846,1.951446596275697,1.7259226390178075,1.0133064371671476,0.000587403399425344,2.5
26,1.14569961426781,1.6220672186428007,1.8435045760585511,1.4766531619828382,0.8028860437146602,0.0026214193173188572,2.6
27,1.1776325561878407,1.5819323019270497,1.6908713649708733,1.2043204283435645,0.6251116222977284,0.009420139263215308,2.7
28,1.190332976629022,1.5053545459295843,1.5290003843501911,0.9570045391257804,0.5017929704646763,0.027593931352581605,2.8000000000000003
29,1.1861248418671988,1.4116867099717914,1.3821030201107087,0.7614795226380952,0.43548429057071086,0.06648305511494965,2.9000000000000004
30,1.1693148047411963,1.3143261252013443,1.2603400164034966,0.6247254943625593,0.41524543949629106,0.13273173454695356,3.0
31,1.1447835116588945,1.2213198909663139,1.1630835007247071,0.5417970194389655,0.4251591069082874,0.2211037701139502,3.1
32,1.1161327905955207,1.1373262300637395,1.0846687376430049,0.5033460487090309,0.4515789018353647,0.30993737340309,3.2
33,1.08546592577407,1.0649229973840852,1.019203678948327,0.49929540506005177,0.4848362595334774,0.37118255249367804,3.3000000000000003
34,1.054557869021507,1.005224822127525,0.9636877140816584,0.5196367389847931,0.5167035220666037,0.39077841391344825,3.4000000000000004
35,1.0257226443753722,0.958223301396017,0.9195164572042164,0.5546630124214115,0.5408117833365851,0.3793217796601498,3.5
36,1.001465343648964,0.9232309494579489,0.8910184961705616,0.5963894889365146,0.5571952682805755,0.36200990800200544,3.6
37,0.9833040875595341,0.8996728940862219,0.8808091575408885,0.6399952110148759,0.5732336730240116,0.3623143731968851,3.7
38,0.970990051213724,0.8875445147929989,0.8861962781451271,0.6828217180663408,0.5974504929196002,0.39699725776907113,3.8000000000000003
39,0.9630633240093384,0.8865761822345813,0.900446411908301,0.7220321368265559,0.6330553408023517,0.47731507674148027,3.9000000000000004
40,0.9582969656691268,0.8949486109914869,0.9168516832182485,0.75492281291723,0.6779304151008537,0.6013926892102553,4.0
41,0.9565414192155949,0.9095128404346512,0.9312620925553249,0.7818587183035263,0.7285935329860359,0.7428447247082682,4.1000000000000005
42,0.9583075440468004,0.9274279076906433,0.942160014635866,0.8075162105782401,0.7823687301166062,0.8587500185105968,4.2
43,0.9637410905900567,0.9469034169824727,0.9499163683356432,0.837849104930662,0.836995541435224,0.9209184830707869,4.3
44,0.9719260672641471,0.966283918016846,0.9559361888475725,0.8750096783387002,0.8893438035740199,0.9381464084029709,4.4
45,0.9809524028275897,0.9834253040690267,0.9617838916833293,0.9145132787928256,0.9342704582020794,0.9430479917883587,4.5
46,0.9888173619913685,0.9965507356856512,0.9685946489177938,0.9474169032067421,0.9659261822086651,0.9612920944623263,4.6000000000000005
47,0.9945557303771522,1.0052417249664167,0.9767114238061572,0.9666700364173514,0.9822814711464534,0.9974268901244181,4.7
48,0.9985353875516644,1.0103000883274171,0.9855602668496126,0.972406799282094,0.9882488564800638,1.0430408383845875,4.800000000000001
