,Li-Li,Li-Si,Li-C,Si-Si,Si-C,C-C,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,1.6302747506253403e-06,0.2
3,0.0,0.0,0.0,0.0,0.0,7.665011749307215e-05,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0010981050925256885,0.4
5,1.0718440175051542e-07,0.0,0.0,0.0,0.0,0.007639696198842804,0.5
6,1.1610261140868518e-06,0.0,1.1090304426022715e-06,0.0,0.0,0.03842605818612129,0.6000000000000001
7,7.528793195980457e-06,0.0,1.3028319361816943e-05,0.0,4.347399335000906e-06,0.1546288091184746,0.7000000000000001
8,3.8046382060206634e-05,0.0,9.246145171661048e-05,0.0,6.018990843053557e-05,0.5027075022277638,0.8
9,0.00015689713102758505,1.5042904273359534e-06,0.0004992094881400979,0.0,0.0004300086144825234,1.3229040994035213,0.9
10,0.0005429268839865466,1.4505470494837388e-05,0.0021691632189592748,0.0,0.0022543925406380266,2.822552343428708,1.0
11,0.001618564743012035,9.097607537578906e-05,0.007843366885135178,1.6257587540862117e-05,0.009420424034570848,4.893384261047202,1.1
12,0.004265679320667444,0.00045399543667748725,0.02400630454774215,0.00017122377771190767,0.03217419360287936,6.91408907718898,1.2000000000000002
13,0.010171411737334374,0.001839001026750936,0.06295134697910161,0.0011173919844919332,0.09075174153596202,7.994629041994668,1.3
14,0.022295957159020087,0.006244741265004084,0.14266775028572537,0.005480249784985467,0.21314368293546906,7.60702908327685,1.4000000000000001
15,0.0452320690041913,0.01818603664791339,0.2815355274696032,0.02166402621606409,0.42042168444876243,6.00160628717617,1.5
16,0.084940322797934,0.04615754661325959,0.48737067201507184,0.0702218350556341,0.7030447278996339,3.967524940665192,1.6
17,0.14732777835985494,0.10311928616088513,0.7466209850005191,0.18885288350285914,1.0073517094716868,2.2327141358483678,1.7000000000000002
18,0.23582536261513487,0.20385612563932093,1.023409493233468,0.42578723757583686,1.251821653204728,1.099990694172413,1.8
19,0.3491029873631946,0.35807743613939097,1.2724751918200523,0.8137139928544227,1.3680970745558902,0.5045016755778277,1.9000000000000001
20,0.48046194974774037,0.5624043081403873,1.4579690409743675,1.3340536662626392,1.3365635311875357,0.24827767541716175,2.0
21,0.6194720213057223,0.7976493278597443,1.5650694785019696,1.900337783586751,1.1907567363974183,0.16365112488953723,2.1
22,0.754882006292151,1.0343025017519132,1.5991704109924398,2.3824928307537925,0.9926731375142026,0.15597615528177664,2.2
23,0.877223872597454,1.2420897121914085,1.5774903828258038,2.661818856188022,0.8012733947002062,0.1838954770800495,2.3000000000000003
24,0.9801899446276163,1.3978416290159277,1.5203238408676885,2.6827842835985525,0.6541938451607958,0.22931734986518912,2.4000000000000004
25,1.0607483631867711,1.4899251536161113,1.4458341013408416,2.472280384786902,0.5662602887244924,0.2790053825514237,2.5
26,1.1183738314362972,1.51973016058202,1.3682818431686887,2.1188705655384537,0.5353221340331339,0.32031684115598347,2.6
27,1.1540537637268338,1.49966135238525,1.2972741951286513,1.727586171694658,0.5474348023809308,0.34678632370815443,2.7
28,1.1697724695028022,1.4473505849617074,1.236725083266706,1.3779814467758158,0.5824530577248654,0.36298873294724493,2.8000000000000003
29,1.168529106670702,1.378817730983642,1.1851083555031772,1.1063549363573768,0.622157628334664,0.38092688708069394,2.9000000000000004
30,1.1544110209918355,1.3045535072939936,1.138350105163507,0.9132346572936306,0.6569809028503036,0.41034612900910034,3.0
31,1.132290365837097,1.2298873378588837,1.0937470609792166,0.7826193402397991,0.6861167944025278,0.4520398738831882,3.1
32,1.1068585227650674,1.1579538859838605,1.051847290165377,0.6985511661522377,0.7120098783582611,0.49962947225083637,3.2
33,1.0813277431929098,1.0923723731333772,1.0151401046767212,0.6507953715874759,0.7356897744465556,0.5466424464496682,3.3000000000000003
34,1.057043841252257,1.0373272636495343,0.9853324602934729,0.6309127741606387,0.7571252889937263,0.5915566813233984,3.4000000000000004
35,1.0345733218869686,0.9952823437027352,0.9621104571722727,0.6290300748177933,0.7777817428853282,0.6370548115992253,3.5
36,1.0148952279041281,0.9652733803969076,0.9442262330853617,0.637581477095723,0.8006204667792388,0.6858488194272293,3.6
37,0.9991026157489848,0.9440392078591228,0.9311010325288754,0.6551561742252445,0.8277479013258621,0.7376118779040878,3.7
38,0.9872750290764043,0.9288321687884051,0.9230869062931467,0.6823724718621702,0.859248286034523,0.7891735699935121,3.8000000000000003
39,0.9783910269455843,0.9191030668566348,0.920555874701071,0.7153177578834656,0.8939906689966977,0.8368426943079179,3.9000000000000004
40,0.9715336405168736,0.9157750060688479,0.9231540550881979,0.7466296762701977,0.9302174165795114,0.8783722136687244,4.0
41,0.9668459344327431,0.9191921649572089,0.9298452899847091,0.7717310624270123,0.9652226470251747,0.9129017168279562,4.1000000000000005
42,0.9652493964687766,0.9278832474052068,0.9393621552505705,0.7904740181385846,0.995574541812048,0.939707747895961,4.2
43,0.9674899844097429,0.9393291988744678,0.950538596306344,0.8038224592665677,1.0183205710804912,0.9584175767675798,4.3
44,0.9733975291266892,0.9517502320633368,0.962385915708501,0.8123931312728065,1.032289795961685,0.9711698923226351,4.4
45,0.9817052476878015,0.964903621305401,0.9738713762201054,0.8179299386711953,1.038826452741015,0.9829700381856933,4.5
46,0.9904731781254851,0.9790455232806358,0.983544573281906,0.8234052129502172,1.0414881534746026,0.9974154599156673,4.6000000000000005
