,Li-Li,Li-I,I-I,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,3.8510397017153024e-07,0.0,0.0,0.7000000000000001
8,3.35736904771848e-06,0.0,0.0,0.8
9,1.9320025814695967e-05,0.0,0.0,0.9
10,8.811099203448125e-05,0.0,0.0,1.0
11,0.0003263311760510081,2.70026156370273e-07,0.0,1.1
12,0.0010034491338415412,4.197777784690238e-06,0.0,1.2000000000000002
13,0.0026448715117589213,4.3621738180162776e-05,0.0,1.3
14,0.006206927211799346,0.00029759642389472646,0.0,1.4000000000000001
15,0.013441444547295081,0.0015388567670633717,0.0,1.5
16,0.027404480856459804,0.0064859189365024964,0.0,1.6
17,0.052638820231037255,0.022733162373902886,0.0,1.7000000000000002
18,0.09442352154426298,0.06690101416707861,2.5956064557604056e-06,1.8
19,0.1571604222688483,0.16648280293288076,2.0535829925932823e-05,1.9000000000000001
20,0.2426445515805644,0.3532324994460293,0.0001139732152241735,2.0
21,0.34881736739222957,0.6452906672526969,0.0004980921646787154,2.1
22,0.46928540540406155,1.0265604599916343,0.001747000682816398,2.2
23,0.594251942812269,1.440462134975404,0.004992841730194789,2.3000000000000003
24,0.7134175146029528,1.8086307403557036,0.01190652849090489,2.4000000000000004
25,0.8195004258097838,2.0655095129224437,0.02435907643846619,2.5
26,0.9094673056931479,2.1853374842337216,0.04407488886927526,2.6
27,0.9825761179119864,2.183988649248314,0.07245410142453657,2.7
28,1.038079674494565,2.099453465536282,0.11022006037959593,2.8000000000000003
29,1.0753674517733047,1.9697997215916534,0.15731188579042166,2.9000000000000004
30,1.0954796337214452,1.8221974863011332,0.21401630860837106,3.0
31,1.1014700337115653,1.6725721214663403,0.2822723785931565,3.1
32,1.0975127685835226,1.5297808889974964,0.364269375685583,3.2
33,1.0880793522051309,1.3997825418410184,0.4591529618366684,3.3000000000000003
34,1.0772986557190591,1.2869543449935013,0.5621081948705887,3.4000000000000004
35,1.0679098868379913,1.1928438893320068,0.6665420302541398,3.5
36,1.06031100685938,1.1161659810567086,0.7665597618205813,3.6
37,1.0529810956756647,1.05543125242034,0.8586163739529832,3.7
38,1.044201888171237,1.0107348879987357,0.9418371928627596,3.8000000000000003
39,1.0334293995372845,0.9819210740727828,1.0154776578754483,3.9000000000000004
40,1.0214012466643472,0.9658408891364467,1.0759799039043962,4.0
41,1.0097698100575738,0.9567766413005376,1.1190078865803763,4.1000000000000005
42,1.0006735422367306,0.9496044991015132,1.1448895603798221,4.2
43,0.9956477807810973,0.9419147100556009,1.1597993154734703,4.3
44,0.9942514259260693,0.9335514903468334,1.170273489953485,4.4
45,0.9941225804062697,0.9256188450869602,1.1761904362398525,4.5
46,0.9929003824841288,0.9203917705269843,1.1694822343433948,4.6000000000000005
47,0.9900920691579614,0.9206861604138645,1.142368084334917,4.7
48,0.986932263750857,0.9275523328083726,1.098428998548651,4.800000000000001
49,0.9847130600209985,0.9385251292627229,1.0532041155991299,4.9
50,0.9837336541414827,0.949054239580122,1.021340272844707,5.0
51,0.9837619053401113,0.9559564341412642,1.0040097934237762,5.1000000000000005
52,0.9847614900246003,0.9591902684642049,0.9904101536194367,5.2
53,0.9866903022020218,0.9604971695003042,0.9701254345267911,5.300000000000001
54,0.9889162511752184,0.9611979951943705,0.9419289964267004,5.4
55,0.9903390474891385,0.9615760323104756,0.911683676949763,5.5
56,0.9901239087064333,0.9616071021728393,0.8850925761531815,5.6000000000000005
57,0.9882629289692483,0.9616081819174251,0.8641002998302649,5.7
58,0.9855569789573637,0.962364062959113,0.8485290135583996,5.800000000000001
59,0.9831336982300626,0.9649157224193081,0.8385768025886802,5.9
60,0.9817688999070137,0.9698324219696332,0.8354622112310097,6.0
61,0.9814276923096732,0.976284330843987,0.8407806889912213,6.1000000000000005
62,0.9813555695530918,0.9820075625837288,0.8550629622180811,6.2
63,0.9807432106587405,0.9845100883746287,0.8759733444609187,6.300000000000001
64,0.9794298004716798,0.9825532056657214,0.8985406197229879,6.4
65,0.9779397030854251,0.9768658067283439,0.9183190028267736,6.5
66,0.9768712655128708,0.9697511362782654,0.9333648876155842,6.6000000000000005
67,0.97645343392321,0.9637416029455322,0.9421842944127168,6.7
68,0.9767374687054923,0.9600456095719456,0.9423231726037731,6.800000000000001
69,0.977880084472874,0.9580786286716461,0.9335288360016827,6.9
70,0.9799315463713708,0.9565700239460166,0.9205073979539043,7.0
71,0.9824630568937031,0.9550595986514926,0.9106329269589982,7.1000000000000005
72,0.9846559717026364,0.9542692807948436,0.9101844118360237,7.2
73,0.9858101619720067,0.9553586630822352,0.9225940404465957,7.300000000000001
74,0.98582877784141,0.9590792655610165,0.9465495518613853,7.4
75,0.9853918127934097,0.9652126482971838,0.9740071065015796,7.5
76,0.9855695696335697,0.9724622445390326,0.9925554680477494,7.6000000000000005
77,0.986949081215258,0.9792110544888287,0.9923418678954128,7.7
78,0.9890518617137759,0.9846712959009287,0.9721390443981649,7.800000000000001
79,0.9907502335411249,0.98914488039421,0.9401383332106769,7.9
80,0.9912980222098108,0.9932615780003589,0.9090186833924236,8.0
81,0.9909098137889893,0.9972382717947944,0.8884243875324696,8.1
82,0.990383427755429,1.0008171763494476,0.8806024949818997,8.200000000000001
83,0.9902709041127633,1.0037544484100687,0.8822140375664994,8.3
84,0.9904576170088342,1.0063467918601592,0.8890817686949846,8.4
