,Li-Li,Li-V,Li-Si,V-V,V-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,2.1172831895799627e-07,0.0,0.0,0.0,0.0,0.0,0.4
5,1.7414571940080332e-06,0.0,0.0,0.0,0.0,0.0,0.5
6,1.1075399626592517e-05,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,5.517353118425729e-05,1.3550612413311766e-07,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0002261894994743375,8.836109251690593e-07,1.1909717941387292e-07,1.429166152966475e-06,0.0,0.0,0.8
9,0.0007920256368144392,5.014835781381266e-06,1.937087487292677e-06,2.408903262757997e-05,0.0,0.0,0.9
10,0.0024181631342200817,2.3163592746091388e-05,1.5369373595142826e-05,0.0001997224956008242,0.0,3.764059003697712e-07,1.0
11,0.006546989667293099,9.067970994621692e-05,9.261533611823381e-05,0.0011281516769175023,2.7026152181674433e-06,6.170570717116509e-06,1.1
12,0.015877844062526385,0.00031415190015300393,0.00044494417256522807,0.005046792399911751,3.16481488372991e-05,5.0416835939733606e-05,1.2000000000000002
13,0.034723949453082686,0.0009969161789107144,0.0017838811673459246,0.01844083920221021,0.00023100635817116356,0.0003063486871020252,1.3
14,0.06882914970054112,0.00292860545593807,0.006086592266987637,0.0557275893045756,0.0012432040872017902,0.001449255876637255,1.4000000000000001
15,0.12425529633542698,0.007853937104199266,0.017946455672985813,0.14066335362074692,0.005377406489249974,0.005636558306956602,1.5
16,0.20544376913892592,0.01890071559090164,0.04615962553783127,0.3001017422064845,0.019253082724634243,0.018375804916158953,1.6
17,0.3133849605004598,0.040496033020803936,0.10421271716697764,0.5494259117362271,0.05789478135528389,0.05056827729359585,1.7000000000000002
18,0.44519817331014677,0.07747545592093297,0.2075359207790108,0.8795022383826697,0.1476820330386708,0.11806698529855077,1.8
19,0.5951582424143287,0.1337559672994747,0.3664959979897116,1.2575082217077236,0.3223423873623455,0.23524174294632014,1.9000000000000001
20,0.75561037319079,0.21125016444766453,0.577902506048847,1.6408835638615265,0.6072868776808965,0.4034016461165862,2.0
21,0.9166816902894905,0.30913819768372186,0.8212261953660405,1.990429275716667,0.9967619006411867,0.6028769750811334,2.1
22,1.0662302908518695,0.42295548677136724,1.063630176884352,2.273781392589965,1.4399385518810606,0.7983056196158648,2.2
23,1.1921123624610561,0.5437708027317288,1.2709690043257516,2.465343715975429,1.8520422412350332,0.9546466352388514,2.3000000000000003
24,1.2858864313505827,0.6592199630974771,1.4180069580911432,2.551595975601552,2.1489444730773384,1.050812842885058,2.4000000000000004
25,1.3446900845946475,0.7574653510242012,1.4939644006412813,2.5387642249558127,2.2829526659245136,1.082992757192241,2.5
26,1.370224262263004,0.8317706516441343,1.503144997012335,2.4513755628739045,2.256292073398316,1.0610539523462026,2.6
27,1.3670331560726177,0.8815943126724236,1.460970652297191,2.318672254432818,2.108776482699951,1.0031241143657883,2.7
28,1.3416328173113001,0.9095798158658251,1.3868610017293912,2.160795031892602,1.8944269484462632,0.929424794011386,2.8000000000000003
29,1.3015129867181,0.9183988763613488,1.2978705403110578,1.987334723812063,1.6618615005578399,0.8566274632567529,2.9000000000000004
30,1.2535962671509382,0.9106149925068718,1.206242825159918,1.805652168044642,1.4440442254129187,0.7956983126055343,3.0
31,1.2033664274189522,0.8902353262436811,1.1199874284039715,1.6262534600097915,1.257164510277325,0.7531337221713962,3.1
32,1.154907892047063,0.863034017220136,1.043815745320555,1.4605765965672473,1.1057762290571282,0.7319024080653989,3.2
33,1.1110214481347074,0.8351577980650136,0.9798298685266718,1.3175980212300036,0.9892635328463258,0.7307367491652342,3.3000000000000003
34,1.0734589228075255,0.811505379524775,0.9285497393933034,1.2035376023996753,0.9055249492647165,0.7444655835729664,3.4000000000000004
35,1.0433528632891549,0.7948796514551653,0.889873432178411,1.121706579433532,0.8517184879059523,0.7670131877393171,3.5
36,1.0210670018649484,0.7860288023212779,0.863336659446775,1.0706981079055007,0.8242253465466135,0.7948411010540358,3.6
37,1.005499263440173,0.7844196578423005,0.8481209624806585,1.0440687509314743,0.8188553837744016,0.8276651470699444,3.7
38,0.9944895596957832,0.7892495992243408,0.8432418422018866,1.0337079426362832,0.8310556502388899,0.8662406539441382,3.8000000000000003
39,0.9867398196569188,0.8000319023983963,0.84753396937478,1.0341851555956743,0.8561012955357049,0.9098324289886515,3.9000000000000004
40,0.9829599584787563,0.8165128937599019,0.8593513749079353,1.0443611007578677,0.8895079702027751,0.9557287481659293,4.0
41,0.9844563437221127,0.8382440503906515,0.8765603194068208,1.0654232540677575,0.9273347710797968,1.0004692307161258,4.1000000000000005
42,0.990871879112241,0.8641911458126664,0.8969797707368732,1.096812470426428,0.9659814454790878,1.0410204115017991,4.2
43,0.9999275862330462,0.8926364526632252,0.9188699008477905,1.1331342690936674,1.0020528127985247,1.0754043001649498,4.3
44,1.0092418252504707,0.9216056313576897,0.9411976311440114,1.1652688201695216,1.0331272402447076,1.1031031656481913,4.4
45,1.0177423337601417,0.9495586723955828,0.9634669779229182,1.1850709776078268,1.0585957880338186,1.1245473865807745,4.5
46,1.0252587839548541,0.9755532863229056,0.9848783874846292,1.1888041020423412,1.078864409481268,1.1394444072854917,4.6000000000000005
47,1.0313201450519076,0.9987068989745116,1.0035590154947442,1.176850082683561,1.0934248544113212,1.1459746031163092,4.7
48,1.0348315679006075,1.0178665491038072,1.017176712492018,1.1524248861789002,1.1005306416067588,1.1424859701874823,4.800000000000001
49,1.0348500166921581,1.0320409125530268,1.0246807850420963,1.12089588926835,1.0991938414431222,1.12975321384163,4.9
50,1.0313215734803758,1.041044871688755,1.0271522568220235,1.0877984470200472,1.0906691359650746,1.110967422277091,5.0
51,1.024936965857589,1.0456715737828786,1.0267278249682874,1.0560094270403224,1.0773763182291014,1.08973738674276,5.1000000000000005
52,1.016592857383651,1.0472673420184524,1.0249148249115572,1.0255667009827407,1.061035571264806,1.0683709093230946,5.2
53,1.0072821097547322,1.0469182382938866,1.0220878100929573,0.9960457406503607,1.0424767772048684,1.047570542112914,5.300000000000001
54,0.9982657867894851,1.0448824804671266,1.0181516624778513,0.9679399614031571,1.022788062106374,1.027247750219407,5.4
55,0.9907614008403948,1.0409528949553417,1.0131743225175882,0.9421118853511938,1.0039812174483376,1.0074080313289584,5.5
56,0.9851741850671238,1.0354242510443958,1.0074649462641883,0.919170889966774,0.9882847840386836,0.9883150227578859,5.6000000000000005
57,0.9808599068011327,1.029460975155706,1.001510982484671,0.8994590573520029,0.976826901320906,0.9703255673623832,5.7
58,0.9768352979169722,1.0243987279919042,0.9959819558848882,0.8830906094555833,0.9693382769138745,0.9542061798659731,5.800000000000001
