,Li-Li,Li-Al,Li-Si,Al-Al,Al-Si,Si-Si,r
60,0.9918973684023478,0.9953969613333005,0.9937686980795842,0.5364624373884384,0.9980803571888437,0.9676620348804286,6.0
61,0.9908618341132703,0.9987610163794852,0.9911009638401472,0.5372446849256893,0.9921528709926468,0.9685159317624266,6.1000000000000005
62,0.9908942460146252,1.0017646105742775,0.9896837113502616,0.5426322465659904,0.9883299927234335,0.9696169593158118,6.2
63,0.991107545781237,1.00280862773395,0.9891690625127596,0.5585908086577703,0.9860376802875873,0.9713965102839969,6.300000000000001
64,0.9911945441612187,1.003100746086766,0.9889332968017421,0.5880276703910159,0.9841570118730883,0.9727881622345277,6.4
65,0.991721948207774,1.0049968509591933,0.9882893710840437,0.6241232153568375,0.9811295646598908,0.9740534278906128,6.5
66,0.9933690296318547,1.0093140065539077,0.987086655023605,0.6531123706211381,0.9762529431047553,0.9776813756485657,6.6000000000000005
67,0.9959506843920037,1.0146378473398256,0.9860880400321476,0.6663947102156756,0.9696925596970979,0.9860342012590276,6.7
68,0.9983921085607778,1.0188220802784835,0.9864639445021399,0.6694741224057704,0.9616645335268263,0.9986357458907629,6.800000000000001
69,0.9996962538325503,1.0206372776404367,0.9888439063276372,0.6770057884486738,0.9534103296729269,1.0117252282361884,6.9
70,0.9998187809646543,1.0201500507708323,0.9929423237485857,0.6992792346238637,0.9489409371012845,1.0202254915356388,7.0
71,0.9995896445595219,1.0181543450695456,0.9979606535300306,0.7339884223016296,0.9536027645166342,1.020826873460555,7.1000000000000005
72,0.9999059245976033,1.015658892497435,1.0030091968408572,0.7691920564372247,0.9695661990781972,1.0140069467418535,7.2
73,1.0010171727044435,1.013715600119809,1.0070824486134562,0.7921632850928775,0.993239864996369,1.0034388761477022,7.300000000000001
74,1.002416132881526,1.012993767586692,1.0090553202088173,0.797214681743049,1.0172830864036322,0.9936150864379851,7.4
75,1.0032535759352388,1.0131554090105117,1.0082252436759536,0.7892948736023446,1.0346777970916372,0.9876661992721962,7.5
76,1.002972109093118,1.0129982161693543,1.0050364715647784,0.781582431470069,1.041789140735591,0.9864097155566051,7.6000000000000005
77,1.0017840094645643,1.0115541912788883,1.0010864312497054,0.7867001543617737,1.0394631359134237,0.9886229006388519,7.7
78,1.000540043147719,1.0089159334455013,0.9981469100084772,0.8075283438325971,1.0318667502838248,0.992018263024121,7.800000000000001
79,0.9999414924906604,1.0059690580590717,0.9970329256976931,0.8362149552834929,1.0237072658304094,0.9944044347531279,7.9
80,0.9998797529207315,1.0036121689276367,0.9973430089097769,0.8620403159509988,1.0179649193088274,0.9947378678014163,8.0
81,0.9996647440158155,1.0023080342072856,0.9981301657019198,0.8786033571475087,1.0152469219953832,0.9936819298383067,8.1
82,0.9988226631340738,1.002092277694879,0.9987253168315264,0.8841242618853004,1.0139536962103128,0.9929662301687489,8.200000000000001
83,0.9975011781272662,1.002756336296399,0.9990961285044195,0.8794178559263441,1.011200120038296,0.9936409022375429,8.3
84,0.9961514045251901,1.0039402388923104,0.9996351845889273,0.868365761383878,1.0051279985623214,0.9948131251037797,8.4
85,0.994968324967955,1.005179644016996,1.0006103751906723,0.8574232312604321,0.9970708598672487,0.9944369880244606,8.5
86,0.9936947850336386,1.00610523667777,1.0017958931370106,0.8514323142206205,0.9909417012567096,0.9913994927757624,8.6
87,0.9919665148377996,1.0067215862413614,1.0026819921207832,0.8502264550783108,0.9900392468385179,0.9864208609352357,8.700000000000001
88,0.989831127633696,1.0073416968873965,1.0030175686183727,0.8503580399337365,0.9944313443706388,0.9807787848148591,8.8
89,0.9878320250117897,1.0081932749350178,1.003079552728334,0.8492813975140419,1.0012991653145509,0.9746054640355335,8.9
90,0.9865117045457098,1.0092043288098513,1.003424469705072,0.8468353863259892,1.0072498346415784,0.9669099121472455,9.0
91,0.9859491392365384,1.0101583268693584,1.0043811346189693,0.8442731116363231,1.010121507500375,0.9571509709418372,9.1
92,0.985924789792497,1.0109878723690304,1.0057130488885673,0.8442444591007897,1.0095971413982854,0.9463801499165905,9.200000000000001
93,0.9863745199386454,1.0119416172586955,1.0067437262601757,0.8511755149060825,1.0072489444371033,0.9366016353904737,9.3
94,0.9874257742248338,1.013255357859013,1.006859107170283,0.8690580825952479,1.005658067710201,0.929170381782758,9.4
95,0.9891070547163943,1.0144793817251454,1.0059723610959206,0.8977545041438943,1.0064099715719896,0.9239763781871672,9.5
96,0.9913195317867748,1.0144242897423141,1.0045977803691553,0.9320468162089872,1.0086589237117167,0.9199457003896993,9.600000000000001
97,0.9940025510642063,1.0121472278411239,1.0034795081689996,0.9642997438539092,1.0098998427535055,0.9160033678045026,9.700000000000001
98,0.9970089561038205,1.0079831100582848,1.0030502339246044,0.9884931178846376,1.0083201479321287,0.9117288503103843,9.8
99,0.9998033537196025,1.0035217686895026,1.0031822929197407,1.0028433391745846,1.0046018788813051,0.9076633138086678,9.9
100,1.0015315142882846,1.0006751992261853,1.003424141127676,1.0090260494212087,1.001505595074094,0.905080663074906,10.0
