,Li-Li,Li-Al,Li-Si,Al-Al,Al-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,9.755644448007016e-08,0.0,0.0,0.0,0.0,0.0,0.5
6,8.88500568025001e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,6.0485833380221545e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,3.225696366963532e-05,0.0,2.4150936206736115e-07,0.0,0.0,0.0,0.8
9,0.00014087130053808909,0.0,2.4305675398071535e-06,0.0,0.0,0.0,0.9
10,0.0005257442873831751,1.1449332720230457e-06,1.8634532193797015e-05,0.0,0.0,2.1467498850432107e-06,1.0
11,0.0017039924476993274,1.465900155550021e-05,0.00010553165275947317,0.0,0.0,2.234770021385559e-05,1.1
12,0.004868489403976326,9.47121023196292e-05,0.0004897329270498835,9.27395950338667e-06,1.275169431715667e-05,0.00018291640006704897,1.2000000000000002
13,0.01237031586141572,0.0004891157197660079,0.0019127194988220032,7.729732175404672e-05,0.00014518818267545463,0.0010459201821110308,1.3
14,0.028185230753314517,0.00201833683540504,0.006406002336758618,0.00048579428561136654,0.0009446487596160049,0.004774769282991594,1.4000000000000001
15,0.05802879495787775,0.006906382135245785,0.01860353666003782,0.002284684335293937,0.004651589241022694,0.018048749158585033,1.5
16,0.10870491785528541,0.019983953826770234,0.047240946010883904,0.0087694735592582,0.01839167650342092,0.05713800635152653,1.6
17,0.1863106820892475,0.049789199634544076,0.10560050185560711,0.027827574429215907,0.05940604480214868,0.15228968670332488,1.7000000000000002
18,0.2934318448843427,0.10834963975339557,0.20906756167571072,0.074154787073501,0.15864325796750653,0.34314207075099207,1.8
19,0.4264391256755875,0.20806667337088042,0.36875137593857876,0.167898158615418,0.3539675961527635,0.6575040863804379,1.9000000000000001
20,0.5748873215955552,0.35526781852193845,0.5831632509113908,0.32641628715203025,0.6677589941966713,1.0797360434260794,2.0
21,0.7242620706503102,0.5435766620365723,0.8332624809795012,0.5503910696806937,1.0793893723107537,1.534062825195143,2.1
22,0.8607886282502003,0.7528917820707057,1.0857376306808193,0.8131189420612988,1.517556080782916,1.9065309426780122,2.2
23,0.9752849109456286,0.9563556765347605,1.303958594268113,1.064006866609997,1.8873481219161001,2.098839888325231,2.3000000000000003
24,1.0641749381949313,1.1304710895796461,1.4603445612317414,1.2502678722128855,2.1153884849426645,2.076489004819182,2.4000000000000004
25,1.128045269280859,1.2611345452999327,1.543492514220075,1.3453592313788165,2.1781825784642708,1.877800395464336,2.5
26,1.169197267289796,1.3435345995012404,1.5579509198670134,1.3614272823968723,2.097571140567984,1.5845985872862856,2.6
27,1.189995806885149,1.3794922898295858,1.519224117137115,1.3336270420859595,1.9189685520972686,1.281026924679086,2.7
28,1.1931266225581103,1.3755238023128686,1.4474495733635002,1.29280785039037,1.6923502595653033,1.0247384325982578,2.8000000000000003
29,1.1825989788585518,1.3414383981235094,1.3613988289824839,1.2520138754773675,1.4594674122431224,0.8390355498476195,2.9000000000000004
30,1.1632289282784323,1.2884877908136383,1.2741100901992657,1.210928831234061,1.2467002724250136,0.7212162075244386,3.0
31,1.1385976406250564,1.2272136519522354,1.192074790427301,1.1648243633116593,1.066527593605055,0.6562074235811876,3.1
32,1.1100990303888132,1.165580094485601,1.1178961432064114,1.1086251159321554,0.9239757825715764,0.6269728306583792,3.2
33,1.0784230712948417,1.10826473481876,1.0532932424047032,1.0378781532195938,0.8200108566585215,0.6194788045695047,3.3000000000000003
34,1.0455520392769448,1.0573923599027526,1.0000159764020704,0.9525172095181633,0.7511928803295168,0.6238781686080309,3.4000000000000004
35,1.0147589855937025,1.013717593907224,0.9593104845017176,0.8613129039732759,0.710081266353289,0.6341474707626265,3.5
36,0.9888599948867461,0.9772399822389467,0.9314538000326325,0.7785132392261926,0.6880129661651563,0.6477381843640672,3.6
37,0.9689391372627214,0.9477706020313885,0.9155201212539021,0.7131904513165659,0.6784917078077467,0.6654615813501168,3.7
38,0.9546937704546413,0.9257338804578908,0.9092369374282225,0.664544450066793,0.6792749178962562,0.6896585054626707,3.8000000000000003
39,0.9454906480232843,0.912374552514263,0.9096228139116669,0.6290305934992965,0.6915919374110819,0.7206352122882362,3.9000000000000004
40,0.9408632647708265,0.9089139118910102,0.9145788857652464,0.6083371958719984,0.7172394485993713,0.7551504852140194,4.0
41,0.9403559889596763,0.9154038369528751,0.9238393106781791,0.6074555188912345,0.7562767210872086,0.7893299983518538,4.1000000000000005
42,0.9433510576350979,0.9301250415246939,0.937842961829653,0.6270119634337793,0.8066765134475109,0.8224132937401908,4.2
43,0.9491614358177872,0.9498078211342083,0.9557539034737779,0.6596115578379447,0.8650447984415309,0.8561207750529388,4.3
44,0.9571012337970088,0.9706938378784564,0.9750279900669934,0.6937175531350588,0.9273149434218507,0.8903020639297726,4.4
45,0.9664941399811444,0.9899795998358892,0.9927798859348357,0.7209235116450908,0.9885856999088136,0.9208859107160529,4.5
46,0.9768041390407022,1.0065850750040786,1.0071089828182962,0.7392130130079402,1.0420443856924557,0.9432652482409655,4.6000000000000005
47,0.9876453699914469,1.0205929405820615,1.0173350959596985,0.7502817992135867,1.0793123071878292,0.9569907638989007,4.7
48,0.9983374497865093,1.0320871786560035,1.0236926670471098,0.757303891121817,1.0948194980841328,0.9658985058017562,4.800000000000001
49,1.0075041991543885,1.0404422824774506,1.027067274784888,0.7664471859151709,1.0911032068265323,0.9737884439958115,4.9
50,1.0135838086028777,1.044440565525124,1.0286289717717698,0.7847906256154785,1.0783487565192806,0.9812112637260543,5.0
51,1.0159492308797953,1.0431566509132215,1.0291504740355555,0.8109966650309729,1.0675939630967377,0.9863343096448746,5.1000000000000005
52,1.015352708839923,1.0371814191136828,1.028545582118055,0.8299498526156784,1.0642878958696311,0.9871433201735267,5.2
53,1.0132054319478287,1.0289436987811824,1.0263115648744652,0.8217957484510922,1.0670018834545785,0.982518794328231,5.300000000000001
54,1.0106062922715537,1.0211958466106974,1.0224232636800663,0.7780806186455852,1.0700785110895634,0.9731231324639978,5.4
55,1.0079844749907378,1.0149750634732637,1.0175729095483335,0.709233965408666,1.067530188064124,0.9623700019693652,5.5
56,1.005222586686276,1.009333055349776,1.0125189561012609,0.6374899078399842,1.056596960352241,0.9552672073236083,5.6000000000000005
57,1.0019736975897922,1.00327643005868,1.007496652122769,0.5824639557319322,1.039439060403513,0.9548404464566436,5.7
58,0.9981844313053874,0.9976261985536168,1.0024657029721826,0.5512862504604993,1.0214910985482513,0.9595591579313085,5.800000000000001
59,0.9944941073716127,0.9945773799668396,0.9976950213871795,0.5391044249262545,1.007366810079899,0.9648834251100221,5.9
