,Mn-Mn,Mn-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,8.878215260974052e-07,0.0,0.0,0.8
9,8.148655527601421e-06,1.9661099539873332e-07,0.0,0.9
10,6.091962605602341e-05,3.7372748843078733e-06,2.728011273605196e-07,1.0
11,0.00033519234976457684,3.9257467686387915e-05,5.381545779352444e-06,1.1
12,0.0014936644989628392,0.00026486914785959706,4.8751651759722785e-05,1.2000000000000002
13,0.005570432262754878,0.0013665945422145999,0.00030195250391983747,1.3
14,0.017632403050861795,0.005728340833237284,0.0014590755336997088,1.4000000000000001
15,0.04762468367741345,0.019970774969450954,0.00576516491796923,1.5
16,0.11024846482578685,0.05853174246433705,0.018996918737455612,1.6
17,0.2201126159324164,0.14538487757279372,0.05277794539510075,1.7000000000000002
18,0.382434480563062,0.30855157621445967,0.12474762233843441,1.8
19,0.5850709685179871,0.564560178422644,0.25315128924156133,1.9000000000000001
20,0.799207925067675,0.8994733517726619,0.44546662321131236,2.0
21,0.9903161210574614,1.2617368019187845,0.6873913893721845,2.1
22,1.1328861794398168,1.5777374400919848,0.9421272444151376,2.2
23,1.2192651354784936,1.7834380108407257,1.163607075173667,2.3000000000000003
24,1.2570830998004647,1.8512828508085188,1.315684237903019,2.4000000000000004
25,1.2588735291765987,1.7954237581596835,1.3848157521860895,2.5
26,1.2339160513596565,1.6560099165426574,1.3805554361394725,2.6
27,1.1881923536043628,1.4773709958859023,1.3269723679522873,2.7
28,1.1282281676547679,1.2941022028171705,1.2512092666536678,2.8000000000000003
29,1.061885028851934,1.128026381181613,1.174326137609798,2.9000000000000004
30,0.9957372752578791,0.9907263306637276,1.107425286239671,3.0
31,0.9336108717715831,0.8866568377663476,1.0531177791704958,3.1
32,0.8781545352160981,0.8156392999757781,1.0097954407616778,3.2
33,0.8327939905312453,0.7749246427884576,0.9755454235382891,3.3000000000000003
34,0.8016171680047072,0.760526089088371,0.9499015516097624,3.4000000000000004
35,0.7879747373511902,0.7677547800096283,0.9334602142257099,3.5
36,0.7934958172463104,0.791535466147176,0.9265331158232164,3.6
37,0.8176691293638564,0.8268857027198223,0.9281200874142906,3.7
38,0.8573278991116136,0.8692842902484381,0.935911277551483,3.8000000000000003
39,0.9064932500082723,0.9146092689932361,0.9471719866019055,3.9000000000000004
40,0.9576966776670434,0.9588717017561462,0.9597626546034078,4.0
41,1.004580598477482,0.9982435645855231,0.9725628066099051,4.1000000000000005
42,1.0435277808363201,1.0296778487284686,0.9851681255805491,4.2
43,1.0726629143803081,1.0517857303810865,0.9971974008947582,4.3
44,1.089998778770366,1.0650966314657415,1.0077712238129553,4.4
45,1.0938539983089075,1.0711886560928,1.015656124867568,4.5
46,1.0849795219878686,1.0714018670646905,1.020010997507871,4.6000000000000005
47,1.0668122172988168,1.06642281045708,1.0209676479651109,4.7
48,1.0430953368323748,1.0570334666390113,1.0194078918585256,4.800000000000001
49,1.016196953386386,1.0448537348166165,1.0162307693141377,4.9
50,0.9880506458205681,1.0320061186054386,1.0119516247437939,5.0
51,0.9616576379778864,1.0200828724960513,1.0069179363806926,5.1000000000000005
52,0.9404566152700456,1.0096480742687328,1.00167917864007,5.2
53,0.9261888659021149,1.000708845392841,0.9970165539407015,5.300000000000001
54,0.9181153562020443,0.9933518829391339,0.9936443119054023,5.4
55,0.9145113019336147,0.9878580539547221,0.9918764705487729,5.5
56,0.9143954283937284,0.9845863477313908,0.9915294594082136,5.6000000000000005
57,0.9177551996684004,0.9839330506184131,0.9920945097544526,5.7
58,0.9246180021634688,0.9860533211665672,0.9929817784882824,5.800000000000001
59,0.9343073007738815,0.9903676830310437,0.9937293335742341,5.9
60,0.9456341633842632,0.9955740509078966,0.9942060767495787,6.0
61,0.9575853187028561,1.0003391630162872,0.9946674556843962,6.1000000000000005
62,0.9693673090993308,1.0039537328345194,0.9954821575831673,6.2
63,0.9795722615983147,1.0064310169007689,0.9967265672444096,6.300000000000001
64,0.9859812538068293,1.0081449291841909,0.9980782875780804,6.4
65,0.987248080232632,1.0093288688931312,0.9990910684702213,6.5
66,0.9846231755539878,1.0098445438546673,0.9995245411290137,6.6000000000000005
67,0.9810235672062024,1.0094350285533424,0.999431558983317,6.7
68,0.9783206835855274,1.0081657486240383,0.9990217357648494,6.800000000000001
69,0.9762264505700795,1.006551398036304,0.9985492775511511,6.9
70,0.9737695962715183,1.0052392693930268,0.9983482075210036,7.0
71,0.9710847768066565,1.0046406355068829,0.9987455456934565,7.1000000000000005
72,0.9693311354184242,1.004903936387665,0.9997420900440291,7.2
73,0.9691748972108201,1.006064214999379,1.000869808372421,7.300000000000001
74,0.9699647116858955,1.0079589698668892,1.001497771597009,7.4
75,0.9705526344511983,1.0100051421418632,1.0012470814635117,7.5
76,0.9703964813585773,1.0113116889797102,1.0001318617958486,7.6000000000000005
77,0.9696961510641441,1.0111856136114228,0.9984740914118084,7.7
78,0.9690892226320981,1.0096304425024847,0.9967661235016961,7.800000000000001
79,0.969466520496154,1.0073843227603025,0.9954939853318914,7.9
80,0.9714476461036581,1.005337042217512,0.9949308052204962,8.0
81,0.9746660467993224,1.0037670563465835,0.9949957406165543,8.1
82,0.9779716954313559,1.0021997062818437,0.9953016743194688,8.200000000000001
83,0.9805635302973743,1.0000275168043626,0.9954379161208344,8.3
84,0.9825855603188547,0.9971125622522278,0.9953129455248524,8.4
85,0.9845341998166031,0.9938214646709497,0.9952077174604473,8.5
86,0.9864029121078922,0.9907384645453793,0.9954868484256005,8.6
87,0.9874759083584627,0.9884177305992962,0.9963208160568143,8.700000000000001
88,0.9868239278253246,0.987264767725135,0.9976739985670844,8.8
89,0.9841648320919867,0.9875579938837804,0.9994174689643821,8.9
90,0.9803625622366152,0.9894647070864114,1.0014112432399613,9.0
91,0.9767929349040356,0.992850007154529,1.003561288972168,9.1
92,0.9741193227785979,0.9971465008460463,1.005832499296232,9.200000000000001
93,0.9721300886136333,1.0016275286615421,1.0081636338307158,9.3
94,0.970847827155426,1.0057929840101354,1.010336936915594,9.4
95,0.9712213997391833,1.0094138066240559,1.0119493892577454,9.5
96,0.9743936187176181,1.0123581428343458,1.0125699611932897,9.600000000000001
97,0.9804754438311631,1.0145255636349642,1.0120251692434734,9.700000000000001
98,0.9881230412393697,1.0159015772142994,1.0106147207701162,9.8
99,0.9950962698475981,1.0166063200596764,1.0090352029379566,9.9
100,0.9992270970153754,1.0168628866303233,1.0080252163522454,10.0
