,Li-Li,Li-F,F-F,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,1.0305093215335257e-07,0.0,0.0,0.4
5,1.0232033344358552e-06,2.8976214768800664e-06,0.0,0.5
6,6.0057084796380215e-06,4.304663909826759e-05,0.0,0.6000000000000001
7,2.9015457660518213e-05,0.0003220360921277419,0.0,0.7000000000000001
8,0.00011378587033418826,0.0017397278909983835,0.0,0.8
9,0.0003772447850381647,0.007482278218062896,2.0538870906688952e-07,0.9
10,0.0010928522939115564,0.02634171238040984,1.7057059355063235e-06,1.0
11,0.0028601883174163203,0.07685031769851293,1.2150435273968316e-05,1.1
12,0.006916590144793596,0.18758331472915268,6.708874446927353e-05,1.2000000000000002
13,0.015533143915347606,0.3869438590842081,0.0003022364608018286,1.3
14,0.03222351289566322,0.6821962335675941,0.0011590547689407182,1.4000000000000001
15,0.06140543894138137,1.0411743245389786,0.0038353076301150583,1.5
16,0.10747338846735056,1.3954383135221649,0.011013433579982008,1.6
17,0.1737158242932622,1.6685908885980922,0.02755148492988756,1.7000000000000002
18,0.2614799909024773,1.8110808547034307,0.060432439698292977,1.8
19,0.3694824981880678,1.8177585619374028,0.1173214177079111,1.9000000000000001
20,0.4931090433859806,1.7204514523609757,0.203865895321578,2.0
21,0.6244730757651556,1.5659796128593755,0.3207338635014334,2.1
22,0.7542221017635202,1.395580680762494,0.4619335615817302,2.2
23,0.8744086796702417,1.2356027382261883,0.6159927862482409,2.3000000000000003
24,0.9801524954605176,1.098998973030936,0.7699854227719213,2.4000000000000004
25,1.0688075243561104,0.9904969469469362,0.9136678775920865,2.5
26,1.138197114200366,0.909935730806976,1.040596224711813,2.6
27,1.1864020732957004,0.8539214936359334,1.1464360604432093,2.7
28,1.2132861673267064,0.8177033804381033,1.2275172787566893,2.8000000000000003
29,1.2214568812230433,0.7970488827350451,1.2816704145242859,2.9000000000000004
30,1.2151217300540291,0.7888927914846801,1.310185833083983,3.0
31,1.1981910949154413,0.7910268855148841,1.3178477848221453,3.1
32,1.1737114288761417,0.8019570146750267,1.309828302380621,3.2
33,1.144429905810028,0.8208109894385023,1.2885845217283816,3.3000000000000003
34,1.1128883929304696,0.8464542138970289,1.2543622219980186,3.4000000000000004
35,1.0808882999354346,0.8765425212169254,1.2083110326204063,3.5
36,1.0495169377606317,0.9081155330427056,1.1543293298464823,3.6
37,1.0199635883708027,0.939166230591031,1.0979901132878869,3.7
38,0.9939190388321065,0.9690725850744953,1.0442500488370172,3.8000000000000003
39,0.9728625932989209,0.9974904541545555,0.996384164491177,3.9000000000000004
40,0.9571491842573411,1.0233474107658418,0.956528819948255,4.0
41,0.9460957525553388,1.0450694863188648,0.926144140678848,4.1000000000000005
42,0.9389376775219912,1.061492345910839,0.9054696832014788,4.2
43,0.935484205452878,1.0723780814302106,0.8932933556802398,4.3
44,0.9358527591708338,1.0781597963074014,0.8879335947420135,4.4
45,0.9397477302878124,1.0794098018880307,0.888164774521369,4.5
46,0.9461991734116924,1.0766093060614403,0.8929747741403311,4.6000000000000005
47,0.9540743935546457,1.070237000438529,0.9011036312900685,4.7
48,0.9627237572271614,1.0608245296102423,0.9113374517541959,4.800000000000001
49,0.9719786176992932,1.0489996869976461,0.9229701472288585,4.9
50,0.9815881405074165,1.0356457079566446,0.9355668231139451,5.0
51,0.9909047591141541,1.021931416846127,0.9484812330515155,5.1000000000000005
52,0.999165798235268,1.0090549198241676,0.9609027303302877,5.2
53,1.0058814775075282,0.9979586515029517,0.9722711269035299,5.300000000000001
54,1.0109120592785705,0.9891468200289409,0.9823475049731717,5.4
55,1.014360648861101,0.9826003902380923,0.9909321681946981,5.5
56,1.0164655933588036,0.9779782535858583,0.9978787397603095,5.6000000000000005
57,1.017460338857176,0.9749784016993158,1.00353065843931,5.7
58,1.0174421736388104,0.9733756972088227,1.0087804147191033,5.800000000000001
59,1.01637991010662,0.9727981978082565,1.0142583302138843,5.9
60,1.0143227562704515,0.9728171022612475,1.0193853123044259,6.0
61,1.0116540864028336,0.973392268776124,1.0225072289843309,6.1000000000000005
62,1.0090355832157678,0.9750048049604191,1.0221852827837237,6.2
63,1.0069902093268002,0.9781288693477435,1.0183248158123048,6.300000000000001
64,1.0055595037161271,0.9826204187464037,1.012095849855832,6.4
65,1.004391489575545,0.9877360017887877,1.0051235235991307,6.5
66,1.003123969011047,0.9926688776248043,0.9988638672125651,6.6000000000000005
67,1.001665201264453,0.997008820080066,0.9942787408759065,6.7
68,1.0001022095775798,1.0008341214307073,0.9915031884231978,6.800000000000001
69,0.9983587578382502,1.0044645230061315,0.989665458767978,6.9
70,0.9961166491009765,1.0080068608752244,0.9873587976256041,7.0
71,0.9932539493557161,1.0110597406765611,0.9837029903474701,7.1000000000000005
72,0.9902517940620215,1.0129879829252257,0.9790456687142111,7.2
73,0.987936346431075,1.013598890415186,0.97453094244959,7.300000000000001
74,0.9867953658016716,1.0134187973836393,0.9710932136960344,7.4
75,0.986679415939291,1.0131665408252024,0.9689762061054489,7.5
76,0.9871314688394277,1.013048089070164,0.9678977997961359,7.6000000000000005
77,0.987823075926608,1.0126754174007822,0.9673721069403496,7.7
78,0.988669527260767,1.0115779304877563,0.9671262056564035,7.800000000000001
79,0.9897124769461229,1.0096484956346683,0.9675087706734093,7.9
80,0.9910047657591814,1.0071567463614832,0.9693152911793118,8.0
81,0.9925483130551079,1.0044962700366475,0.972964270351497,8.1
82,0.994269851797566,1.0019500157235603,0.9779506955100445,8.200000000000001
83,0.9960609892256772,0.9996003350680466,0.9832101237045685,8.3
84,0.9978501002253589,0.9973868365518045,0.9878341843774346,8.4
85,0.999612352460035,0.9952003305537552,0.9913706445577879,8.5
86,1.001357897277932,0.9929140598715672,0.993803193300935,8.6
87,1.0031498873324087,0.9904093626499872,0.9955748095066344,8.700000000000001
88,1.0050648754488196,0.9877316456753962,0.9974060760505582,8.8
89,1.0070524135187717,0.9852929983488584,0.9997015560585468,8.9
90,1.0088475572807236,0.9838035357170706,1.0020955845498045,9.0
91,1.0101006884144996,0.9838116820016516,1.0037476158397545,9.1
92,1.0106130689984745,0.9852467821796933,1.0040874725382478,9.200000000000001
93,1.0104132036838895,0.9874558736620689,1.0031973304636597,9.3
94,1.0096096093444054,0.9897433963470331,1.001494900788307,9.4
95,1.0082611209281935,0.9919294651636206,0.9991684616154656,9.5
96,1.0064563279662944,0.99442479684428,0.9960023766509852,9.600000000000001
97,1.0044501362424592,0.9977155964468479,0.9917263027933348,9.700000000000001
98,1.002621076106945,1.001700654627223,0.9865759956578841,9.8
99,1.0012859380066088,1.0054859753594303,0.9816313615832267,9.9
100,1.000598817712227,1.0078205091514092,0.9785292473198702,10.0
