,Li-Li,Li-P,P-P,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,7.767204484017248e-08,0.0,0.0,0.5
6,5.734576794864303e-07,0.0,0.0,0.6000000000000001
7,3.6506029776957655e-06,0.0,0.0,0.7000000000000001
8,1.8267641280890555e-05,1.4998138111569633e-06,1.0383326384932824e-06,0.8
9,7.820612453309574e-05,1.5298626800691792e-05,2.2406847290248645e-05,0.9
10,0.0002909618692248241,0.00010023796829360926,0.0001642387986822494,1.0
11,0.0009708222583275825,0.0005084112462368106,0.0008960603603333403,1.1
12,0.0029282466524760344,0.0020991845570985344,0.003836751673924455,1.2000000000000002
13,0.007974463611645045,0.007249843674302898,0.013399716041314111,1.3
14,0.019556681185961825,0.02138687553357147,0.03858088593664383,1.4000000000000001
15,0.04312255849232951,0.05483534959527348,0.09281593924828864,1.5
16,0.08562198983794604,0.12387951927186579,0.1892135779906229,1.6
17,0.1536152840500886,0.2489394037767936,0.3319339113085469,1.7000000000000002
18,0.25029781324996364,0.4476768584636702,0.5091296061549656,1.8
19,0.37306614515831277,0.7235158070189188,0.6929461597617689,1.9000000000000001
20,0.5135492333260859,1.0553109628642023,0.8468558042397902,2.0
21,0.6601766011161792,1.39685303801641,0.9373261198177799,2.1
22,0.8013436070835297,1.69023205780696,0.9470118640088588,2.2
23,0.9275352176497256,1.887010783748662,0.8834347122360314,2.3000000000000003
24,1.032102885191972,1.965067736162603,0.7749100666250976,2.4000000000000004
25,1.1111692620581606,1.9324640338921706,0.6546388830692409,2.5
26,1.1634675241570238,1.8187681568741698,0.5456976157375292,2.6
27,1.1904324419753494,1.660994417145496,0.45738176851363765,2.7
28,1.1958776423299604,1.4919284600624672,0.39078396872384835,2.8000000000000003
29,1.1849912783792227,1.3343866958751491,0.34506795215489267,2.9000000000000004
30,1.1633178476771813,1.2003730114265616,0.31991105572701994,3.0
31,1.1360423605274383,1.0929313167108123,0.31514822073130755,3.1
32,1.1072364396754841,1.009606917035415,0.3296456964523465,3.2
33,1.079231168458659,0.9463678755973373,0.3611275649113922,3.3000000000000003
34,1.0529168078597697,0.9002316305696058,0.4074236110140075,3.4000000000000004
35,1.0289007219344513,0.8697621866399511,0.4675395854170015,3.5
36,1.0083471940959994,0.8540189791726188,0.5403679232608588,3.6
37,0.9926287514263088,0.8511687972953182,0.622105788849622,3.7
38,0.9823289802914497,0.8580948771672746,0.706134817203772,3.8000000000000003
39,0.9768707679206955,0.8713774244358936,0.7862562602103331,3.9000000000000004
40,0.9751582362546454,0.8884060613781501,0.8597008319926158,4.0
41,0.9763520124625206,0.9073356685905302,0.92667455033983,4.1000000000000005
42,0.9798809346964859,0.9263347283325702,0.9874473012571173,4.2
43,0.9849522374433913,0.9434177392407432,1.0402219248012223,4.3
44,0.9903941664700443,0.9571795188128495,1.0815477383067285,4.4
45,0.9951137871555763,0.9674252879777306,1.1084327365908926,4.5
46,0.9986730018784362,0.9747994254887878,1.1199193088860588,4.6000000000000005
47,1.0013418597721584,0.9799326901643675,1.117011981931449,4.7
48,1.0035447405649145,0.983249749838001,1.1023126249992437,4.800000000000001
49,1.0053378369289956,0.9853601087178605,1.0804089793315041,4.9
50,1.0064652368539198,0.9871421389419641,1.0574115392788803,5.0
51,1.0067702097758116,0.9893251971021205,1.0384143560370727,5.1000000000000005
52,1.0063498142443477,0.992036881953638,1.025256496267047,5.2
53,1.0052981710073519,0.9946695207684609,1.017390352761032,5.300000000000001
54,1.0035062383846873,0.9963440805266939,1.0145181080573002,5.4
55,1.000885757130794,0.9967970779222752,1.0170911388115198,5.5
56,0.9977110631019873,0.9967885898783936,1.0241304818493526,5.6000000000000005
57,0.9946165187417898,0.9974113493211492,1.0317921016512936,5.7
58,0.9922377800123894,0.9990523066255189,1.035263419344567,5.800000000000001
59,0.9908314699669956,1.0011939990980752,1.032300807475561,5.9
60,0.9902087036652083,1.0031510967756476,1.0243578701663498,6.0
61,0.9900947121926166,1.0047544941093287,1.0144845863462069,6.1000000000000005
62,0.9904763147702151,1.0062910057159997,1.005431400929456,6.2
63,0.9913681026070432,1.0079616554284718,0.9999025972337042,6.300000000000001
64,0.9923566421517119,1.0094936498688003,1.0006029218324473,6.4
65,0.9927991579890793,1.0102436905909586,1.0082728846720974,6.5
66,0.9925107501064374,1.0096665544951662,1.0198999204748938,6.6000000000000005
67,0.9919557343833314,1.0076730372460292,1.0299577775214794,6.7
68,0.9917177649167913,1.004508606167008,1.033995693152767,6.800000000000001
69,0.9919807376995458,1.000369235461616,1.031118108759484,6.9
70,0.9925229794587361,0.9954173250889786,1.0233008083073531,7.0
71,0.993035053040292,0.9903039994660805,1.0131969599301132,7.1000000000000005
72,0.9933858709303578,0.9864023625998508,1.0030307423189693,7.2
73,0.993668323648283,0.9851144462481178,0.9945760267178455,7.300000000000001
74,0.9940632011194306,0.986801374337912,0.988889808913746,7.4
75,0.9946554805201491,0.9904415881737795,0.985856034147728,7.5
76,0.9953593137632583,0.994371203509937,0.9843426861214188,7.6000000000000005
77,0.9960480538273745,0.9973639287885985,0.9828804590087438,7.7
78,0.9967159927075735,0.9991338790059535,0.9801951835043807,7.800000000000001
79,0.9973992750310642,1.000057825922417,0.9755651549520118,7.9
80,0.9979893764478989,1.0005872384231642,0.9693667477691482,8.0
81,0.9982734888170472,1.0009134915485285,0.9634730501847802,8.1
82,0.9981542628102787,1.0011148771893923,0.9606030195379867,8.200000000000001
83,0.9977810527210466,1.001433647084166,0.9626810638617059,8.3
84,0.9975102607432799,1.0021428132099324,0.9696968767297768,8.4
85,0.9976896785851663,1.0031250165081949,0.9799860086271581,8.5
86,0.9983481738697816,1.0038193255660932,0.9911528529723959,8.6
87,0.99912222557882,1.0037077131142027,1.0007028776693405,8.700000000000001
88,0.9995433441248681,1.0027784184653203,1.0066054010003753,8.8
89,0.9993174076813759,1.001460956039396,1.008053252972774,8.9
90,0.9983744360136446,1.0001769165183325,1.005613834692448,9.0
91,0.9968743007549613,0.9990245113919409,1.0004303344234853,9.1
92,0.9952259832109986,0.9978367520380468,0.9937114960667,9.200000000000001
93,0.9939099212148623,0.9964083461626693,0.9870583129493554,9.3
94,0.9931543651627158,0.9946678851032698,0.9821735410443697,9.4
95,0.9928208520507851,0.992778611221405,0.9794798431811399,9.5
96,0.9925790439137494,0.9910955589103039,0.9774969599231917,9.600000000000001
97,0.9921067201982625,0.9899334214074308,0.9741490446696321,9.700000000000001
98,0.9912382630909511,0.9893630350372906,0.968755601052306,9.8
99,0.9901408726447495,0.9892188946882978,0.9627990676371576,9.9
100,0.9893389715578834,0.9892411926620738,0.9588753924452497,10.0
