,Si-Si,Si-Ir,Ir-Ir,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,2.253363923280466e-07,0.0,0.0,1.0
11,2.8041682748629102e-06,1.3347904192639736e-06,0.0,1.1
12,2.5292167251540333e-05,2.4419112224920293e-05,0.0,1.2000000000000002
13,0.00016703121162003076,0.00020101265153412562,0.0,1.3
14,0.0008554241422972302,0.0011922740551449855,0.0,1.4000000000000001
15,0.0035968922833311107,0.005533326861715179,1.987390306324638e-06,1.5
16,0.01269767593460313,0.02103154336410835,2.8930129515290747e-05,1.6
17,0.037883346488800054,0.06662274944696442,0.00020822387651030336,1.7000000000000002
18,0.09580141761128903,0.17738756225634777,0.0011013131847515906,1.8
19,0.2061973360561778,0.39936968264680217,0.004646680645706184,1.9000000000000001
20,0.3802501852819711,0.7643527937482307,0.01605336536493212,2.0
21,0.6067550827722201,1.2507497536095025,0.04598429496107702,2.1
22,0.8490821343554538,1.7623870603641594,0.1104907800448269,2.2
23,1.0598766750778037,2.1586125477918507,0.2256553095297833,2.3000000000000003
24,1.2038727941136749,2.326853006115377,0.39761260531297016,2.4000000000000004
25,1.271433920806968,2.2427243492722253,0.6145263651650903,2.5
26,1.2757826128910932,1.9715365365427244,0.8472755348878781,2.6
27,1.2408902351840905,1.6197286104090496,1.0586654008606724,2.7
28,1.189924045000373,1.2811356399235687,1.2151139528255057,2.8000000000000003
29,1.1389777970970094,1.0107610512453393,1.2958592531951574,2.9000000000000004
30,1.0960642929544102,0.8264807238044826,1.2978484203760134,3.0
31,1.0631673738425451,0.7223347789495161,1.2356396595244248,3.1
32,1.038811656493466,0.6808868160864641,1.1365061926776543,3.2
33,1.0200224698945854,0.6816756315197148,1.0316279010820608,3.3000000000000003
34,1.0039751998127084,0.7067857405805587,0.945692528499582,3.4000000000000004
35,0.9892931767931824,0.7436636768828293,0.8900592142058301,3.5
36,0.9763103705184794,0.785024687469746,0.8638690844897287,3.6
37,0.9663011736111231,0.8270937475878763,0.8608150459774645,3.7
38,0.9603847652460704,0.8680193835131498,0.8750127835814149,3.8000000000000003
39,0.9587742004282133,0.9071505045476376,0.9024825546284231,3.9000000000000004
40,0.960743207052309,0.9445159281873682,0.9394904941722781,4.0
41,0.9652489139268852,0.9800056820540706,0.9803728309429015,4.1000000000000005
42,0.9715845843657515,1.012676460591353,1.0168237278389498,4.2
43,0.9794263893350853,1.0406984597485234,1.0398760038915844,4.3
44,0.9883717637072977,1.061924108677372,1.0437102365088515,4.4
45,0.997477832468357,1.074870536615079,1.0286866457539625,4.5
46,1.0050980586803913,1.079686220467648,1.0013297173603213,4.6000000000000005
47,1.0092345297057277,1.0782675994105655,0.9709898063749799,4.7
48,1.0085549227044417,1.0731276162940049,0.9450214729266178,4.800000000000001
49,1.0035648666647647,1.0660255643530374,0.9258403096743554,4.9
50,0.9967538886140911,1.0575904844031385,0.9123414642973081,5.0
51,0.991207010523625,1.047902392596608,0.9038207113596047,5.1000000000000005
52,0.9887583882121156,1.0370354546405507,0.9015638856924907,5.2
53,0.989260323547566,1.02511967852534,0.9065453667010923,5.300000000000001
54,0.991400516536943,1.012399890279714,0.9171410636749224,5.4
55,0.9940255620422119,0.999613610313091,0.9302258277352766,5.5
56,0.9966638591893032,0.9881080306515342,0.9437530285097313,5.6000000000000005
57,0.9991228972571636,0.9792375728948387,0.9571844521498949,5.7
58,1.001083403573683,0.9737029941523047,0.9699200375981649,5.800000000000001
59,1.0022865733226713,0.9715781123657194,0.9810197690677505,5.9
60,1.0028621608035284,0.9726455853513193,0.9910578712089888,6.0
61,1.0031628255414389,0.9763878255333944,1.0028766089329237,6.1000000000000005
62,1.0033294634349492,0.9818008300101861,1.019068933802309,6.2
63,1.0032508099361659,0.9875111164356415,1.038730719580585,6.300000000000001
64,1.0029228339369625,0.9922341415610954,1.0569828060237678,6.4
65,1.002628097721546,0.9953606496481198,1.0677850379672005,6.5
66,1.0027283233280564,0.9972416366553744,1.0678902918534803,6.6000000000000005
67,1.0033892442623809,0.998684182383498,1.058980316031314,6.7
68,1.0044621364209503,0.9999891542893861,1.0464087640237318,6.800000000000001
69,1.0055037882750475,1.000782205638232,1.035543917464122,6.9
70,1.0059396075311207,1.0009779592122514,1.0283802101315112,7.0
71,1.0053595481015765,1.0014680232982183,1.0229236991186166,7.1000000000000005
72,1.0038178921511427,1.0032984593199157,1.0157591169938927,7.2
73,1.0019292435230533,1.006186060275698,1.0058186104145381,7.300000000000001
74,1.0005889304819833,1.0082713699764205,0.996131074822709,7.4
75,1.0004276121347735,1.0076514798803302,0.9914065065474192,7.5
76,1.001381567784656,1.0042106852951096,0.9933027118863812,7.6000000000000005
77,1.002660017530463,0.99991918312045,0.9982517788906015,7.7
78,1.003082413790374,0.9973261575571548,1.0001099162184197,7.800000000000001
79,1.0017117175147807,0.997688141695205,0.9947509933612946,7.9
80,0.9985335658707423,1.0003395449916255,0.9825880665688835,8.0
81,0.9946469288102908,1.0035814836146735,0.9679245898485669,8.1
82,0.991684682438619,1.0059776435352257,0.956323162878827,8.200000000000001
83,0.9908666723839632,1.006953834989824,0.9516164882107485,8.3
84,0.992330370595639,1.006585628997562,0.9540290830212936,8.4
85,0.995110591152163,1.0051566058937034,0.9604832099470004,8.5
86,0.9977791413516653,1.0029664032368508,0.9670375098991498,8.6
87,0.9993226618891743,1.000454435538547,0.971589353316133,8.700000000000001
88,0.9996096462470557,0.9983108837554875,0.9744095555049488,8.8
89,0.9991987970320698,0.9971791360373468,0.9764893729219246,8.9
90,0.9988063490212319,0.9970472202884917,0.9781333930019858,9.0
91,0.9988384993067682,0.9970648800302305,0.9793124611363224,9.1
92,0.9992127117421322,0.9962133956047362,0.9805302705928769,9.200000000000001
93,0.9995494679372479,0.9942008110542284,0.9824771143375326,9.3
94,0.9995748455714205,0.9916839507033796,0.9849489945041937,9.4
95,0.9993380392862584,0.9897983142190874,0.9867537528389906,9.5
96,0.9990133837239698,0.9895205631035615,0.9868416997151789,9.600000000000001
97,0.9985884754707254,0.9911305119996794,0.985183990475536,9.700000000000001
98,0.997889500615746,0.9939777537163668,0.9825702782570825,9.8
99,0.9969545138088886,0.9968240098310712,0.9800196770513088,9.9
100,0.9962359687264153,0.9985392686787862,0.978452251671398,10.0
