,Li-Li,Li-Nb,Li-Si,Nb-Nb,Nb-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,1.6055558138433389e-06,0.0,0.0,0.0,0.0,0.0,0.5
6,1.3238303667417066e-05,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,7.966497535845493e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.00037504031558274086,0.0,5.299588526162584e-07,0.0,0.0,0.0,0.8
9,0.0014393315544119249,1.1736112999114372e-07,4.3946548590574545e-06,0.0,0.0,0.0,0.9
10,0.0046173196552682745,1.4980733114547476e-06,2.848758111407118e-05,0.0,0.0,4.187329205856857e-07,1.0
11,0.012695218486992137,1.1389473519332869e-05,0.00015106978615322036,9.395392400953056e-08,9.395392400953056e-08,4.985375811095543e-06,1.1
12,0.030478331458579082,6.393383481547932e-05,0.0006529306242392394,1.8845577903904093e-06,1.969351206809011e-06,3.97630179411069e-05,1.2000000000000002
13,0.06477439945071135,0.0002895083113018427,0.0024263073652062194,1.7096514114818348e-05,2.018747087881661e-05,0.00023572597897303352,1.3
14,0.12307425296498076,0.0010928788892465239,0.007861900319890381,0.00011031807142219076,0.0001434813150035992,0.0011042675331473888,1.4000000000000001
15,0.21104004957608732,0.003506820766853859,0.022369659868630806,0.0005544095347593263,0.0007740149975751264,0.00428736552241259,1.5
16,0.3305179706449434,0.009712448211230747,0.05592611591745196,0.0022939024561943527,0.0033877833704404024,0.014031205128146863,1.6
17,0.4795703952871104,0.02353970162963777,0.12305556256877491,0.007988906071559266,0.012392802023050077,0.03893395528624025,1.7000000000000002
18,0.6530832087327065,0.05058533072141767,0.23945614772293633,0.023742064364842056,0.03832012611261853,0.09197969218237965,1.8
19,0.8421135044212863,0.09750579547053499,0.4151506379466605,0.06083337232441598,0.10086969202634558,0.18608555804948318,1.9000000000000001
20,1.0339977081800416,0.17027536605429888,0.6465480592344788,0.13565293069535364,0.2275105784344733,0.32529583729585104,2.0
21,1.2152363858342965,0.27169084395567245,0.9117414123984174,0.2656922646713723,0.4429487773605755,0.49765899457485,2.1
22,1.3740123969686782,0.39918918329599246,1.1738898572238625,0.46131665010281614,0.7508996277473649,0.6771258128457311,2.2
23,1.4998951161868987,0.5443728591251917,1.393909050145096,0.7167243443083059,1.119415802948727,0.8342232100920945,2.3000000000000003
24,1.5846776713244872,0.6946920371054506,1.545743255545679,1.006136835595851,1.4838810218547687,0.9473805235460943,2.4000000000000004
25,1.6265745419750988,0.8362021006608626,1.6232174676890412,1.2896729072097965,1.7709550157014238,1.0084157650301466,2.5
26,1.6324966996518977,0.9561891250889856,1.6347758979164324,1.5271634276984623,1.929884242840639,1.0218643434532315,2.6
27,1.6138752407893302,1.045629719732886,1.5942010199549062,1.6917863673678988,1.9505905050609103,1.000200383867379,2.7
28,1.5793277212655912,1.1012000296751274,1.5162610334764286,1.7753375396294553,1.8587553802378314,0.9575448888579733,2.8000000000000003
29,1.5311471641200285,1.1254137794785302,1.4167580065301935,1.784215422143512,1.6966110622152721,0.9055280459229499,2.9000000000000004
30,1.468768400329011,1.124387931991858,1.3114257874960054,1.7321674925100303,1.5053126515932627,0.8528743508800262,3.0
31,1.3951138509483536,1.1048348027888122,1.2126008843785407,1.6353849492352117,1.316364686912214,0.8065168438801665,3.1
32,1.3181707305666857,1.072129820252389,1.1270681984831776,1.5104154453380856,1.1495150623570118,0.7718759773450373,3.2
33,1.245986461142601,1.030202577063739,1.056977063406392,1.3729504309868035,1.0133263705470128,0.7521103925170811,3.3000000000000003
34,1.1816454237326715,0.9829348104344493,1.0020127372835779,1.2366150558168338,0.907876080462784,0.7470603728364128,3.4000000000000004
35,1.1239805126296794,0.9354098991925052,0.9607922483150689,1.1119018947073165,0.8293502288497651,0.7532797253725533,3.5
36,1.0720803298879822,0.8931398453695693,0.9315131164819209,1.0054243974828878,0.7740937035946059,0.7663218678303807,3.6
37,1.0282143154852013,0.8600449666128627,0.912581176292928,0.9197818511792255,0.7398136328829221,0.7836565860305991,3.7
38,0.9966520991718405,0.8377795612753053,0.9030285096393964,0.8544841387882082,0.7245627074344799,0.8054128473026688,3.8000000000000003
39,0.9799974742942403,0.8265695207406062,0.9023472323475408,0.8077797804385499,0.7259735745537074,0.8328516159136471,3.9000000000000004
40,0.976730973748285,0.8256146469005244,0.9099838496883512,0.7782942350016729,0.7417172163777496,0.8664725688442679,4.0
41,0.9819138436029268,0.83307121263284,0.9247070008484075,0.7654627965126575,0.7699322822817051,0.9049148336374238,4.1000000000000005
42,0.989858433240611,0.8471982339598871,0.944148029053679,0.7687560787607703,0.8086440954767459,0.9451242138171256,4.2
43,0.99669305771591,0.86777900179865,0.965174904740127,0.7866768457693356,0.8549633025631812,0.9836419274937573,4.3
44,1.0015261603213845,0.8952921482322539,0.9851073049257721,0.8166895866285842,0.9051008392331138,1.0176244782712576,4.4
45,1.0055005610653776,0.9284430188540244,1.0028250480995209,0.8560890982483553,0.9549999893382993,1.0449877279759698,4.5
46,1.0095187010812974,0.9633920908904942,1.018719343467717,0.902390105142578,1.0009333202970445,1.0646135201243205,4.6000000000000005
47,1.0129811501407269,0.9957502965641938,1.0333311463259107,0.952496478833262,1.0401052891223042,1.0768002174402782,4.7
