,Li-Li,Li-Ge,Ge-Ge,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,1.0410573999422596e-06,0.0,0.0,0.6000000000000001
7,6.7885469989046396e-06,0.0,0.0,0.7000000000000001
8,3.646773524360601e-05,0.0,0.0,0.8
9,0.00015111042926412436,8.825573113697358e-08,0.0,0.9
10,0.0005041026362685772,1.5988847883409186e-06,0.0,1.0
11,0.0013864592327107752,1.3835146546002381e-05,8.478417606177961e-07,1.1
12,0.0032697457716870863,8.890585645843358e-05,1.2478982230015406e-05,1.2000000000000002
13,0.007002513783542833,0.0004484235267738541,0.00010948868985841382,1.3
14,0.014421076416714963,0.0018664144361760482,0.0006519043071382971,1.4000000000000001
15,0.029364785429651697,0.0065659282394428895,0.0030510928398744326,1.5
16,0.05824772435899779,0.019769278786792396,0.011703278328447454,1.6
17,0.1087940271128067,0.05132478172349367,0.03733704692274054,1.7000000000000002
18,0.1864075059629097,0.11566048694831188,0.09983812197294238,1.8
19,0.2900876686608594,0.22787605842256434,0.2253502343565328,1.9000000000000001
20,0.41169711899511247,0.39590773235719834,0.4329827335164718,2.0
21,0.540205323902095,0.6126072174747809,0.715404396658247,2.1
22,0.6670865281934976,0.8534205131197625,1.0289444861315689,2.2
23,0.7871609961273114,1.0826360864925832,1.3069132384525708,2.3000000000000003
24,0.8949713290628046,1.2658415861198264,1.4907846560220845,2.4000000000000004
25,0.9829067807908177,1.3821819284183106,1.5568012053077551,2.5
26,1.0443781002414336,1.429767115915096,1.5201807156834344,2.6
27,1.0781046848315732,1.4220585792494922,1.4191369431064158,2.7
28,1.0886525385161299,1.3790579625867347,1.2938149425072267,2.8000000000000003
29,1.0833676192450483,1.319265829286402,1.1725144203272309,2.9000000000000004
30,1.0692196957835267,1.255751625960724,1.068627728950485,3.0
31,1.0516091443136082,1.1961219345073726,0.9851164714999964,3.1
32,1.0343148017181367,1.1443181956353314,0.920619034402321,3.2
33,1.0194685372307954,1.1021638405616025,0.8729349477269531,3.3000000000000003
34,1.0075658954309945,1.0698299825544562,0.8398814731112251,3.4000000000000004
35,0.997654948414091,1.045844095553991,0.8195824775084077,3.5
36,0.9876135212544145,1.0276553377354074,0.8107293047446327,3.6
37,0.9750453159097572,1.0128641332848085,0.8123048179729196,3.7
38,0.9591059341917073,1.0003332967323078,0.8230454599965049,3.8000000000000003
39,0.9417613305501997,0.9903772457331358,0.8411244515954638,3.9000000000000004
40,0.9270035655546526,0.9840304470467852,0.8640669555095677,4.0
41,0.9188269846698208,0.982074998129981,0.889005322559331,4.1000000000000005
42,0.9194499152304177,0.9843349623961163,0.9134272575609534,4.2
43,0.9282200392836765,0.9894606167295996,0.9359164067712762,4.3
44,0.9417594822069889,0.9954557604528191,0.956170248992625,4.4
45,0.9559787273152459,1.0007538961694757,0.9743487115603416,4.5
46,0.9685450413299441,1.0048908957930578,0.9904600414104974,4.6000000000000005
47,0.979312201871116,1.0082285235715018,1.00421186857068,4.7
48,0.9888480003059137,1.0112212905593032,1.0151001206636794,4.800000000000001
49,0.9972453554932776,1.013893388645898,1.0224346524214123,4.9
50,1.0039878830785915,1.0157231975110126,1.0253487050474128,5.0
51,1.0082580601943567,1.0159347330133108,1.023001953808113,5.1000000000000005
52,1.0094030319862866,1.014084681111224,1.01510860582441,5.2
53,1.0074611347225544,1.0105877057850345,1.0026249063202566,5.300000000000001
54,1.003328280717985,1.0066707552404053,0.9879408535546413,5.4
55,0.9983644342917214,1.0036517228678403,0.9740903680546497,5.5
56,0.9936219992461816,1.0021246150189547,0.9635586149882194,5.6000000000000005
57,0.9889677692964531,1.0017478101185484,0.9576908421062168,5.7
58,0.9828973416476335,1.0017601075438838,0.9568470663354567,5.800000000000001
59,0.9739662556515972,1.0017033124213977,0.9606833886497677,5.9
60,0.9629659109553608,1.001724506998802,0.9681994890719842,6.0
61,0.9531556203396376,1.002249425400462,0.9777478707784276,6.1000000000000005
62,0.9477836168775794,1.0034110052995906,0.9873685788780956,6.2
63,0.9476947618354473,1.0048332145344427,0.9954597442238854,6.300000000000001
64,0.9515805980292292,1.0059604315782704,1.0014080472060354,6.4
65,0.9577921553507357,1.006568452669146,1.0057436250666958,6.5
66,0.9652397033870965,1.0069847964988305,1.0095511994051625,6.6000000000000005
67,0.972942824182232,1.0078075426837234,1.0133399601118775,6.7
68,0.9796832194418377,1.0093286998593434,1.016351129047221,6.800000000000001
69,0.9844779765544405,1.0111843888827732,1.0172011862563175,6.9
70,0.9871909709597527,1.0125182297857456,1.015230556405899,7.0
71,0.9884780182448005,1.012473646204509,1.0110638898775728,7.1000000000000005
72,0.9889796315497014,1.010706621056777,1.0060862883315198,7.2
73,0.988581836791239,1.0076726472635598,1.001730134019269,7.300000000000001
74,0.9868626545466573,1.004443933904099,0.9990578854011894,7.4
75,0.9843510518864891,1.00207323866047,0.9984259781414591,7.5
76,0.9826526113342295,1.0009634497993947,0.9993649853546099,7.6000000000000005
77,0.9828751677300446,1.000800704125266,1.0010096694475425,7.7
78,0.9843725768849774,1.0010462761937253,1.0027123543261331,7.800000000000001
79,0.9853760636516234,1.0013532316172047,1.0041884133654158,7.9
80,0.9845975435469827,1.0015229157860528,1.0052602751599453,8.0
81,0.9821389491845123,1.001350794520403,1.0056778069002126,8.1
82,0.9791724796739876,1.0007367487850904,1.0051471301941648,8.200000000000001
83,0.976907164306577,0.999888961213746,1.0034729071733248,8.3
84,0.9757711356316666,0.9992772676833918,1.0007441623302562,8.4
85,0.9754125766235375,0.9993437865232272,0.99733565356605,8.5
86,0.9752909017744588,1.00023041811714,0.9936690416991427,8.6
87,0.9751110781676542,1.0016922360422176,0.9901366457041597,8.700000000000001
88,0.9748975357184608,1.0031849862616087,0.9873456382700043,8.8
89,0.9748761200557592,1.0040843438102476,0.9862650325173736,8.9
90,0.975160141764963,1.0040055455434618,0.9879798307741587,9.0
91,0.9755290750594463,1.003057055577505,0.9930539254350536,9.1
92,0.9757346590576241,1.0017561955576149,1.0006887308113845,9.200000000000001
93,0.9759577052364808,1.000634005381915,1.0084173295371177,9.3
94,0.9765942859135882,0.9999134508868811,1.0131879069973955,9.4
95,0.9775767968018092,0.9995466477653364,1.0132690158896656,9.5
96,0.978276350988406,0.9994593133224821,1.0091553280186143,9.600000000000001
97,0.9781630635531645,0.9996584360364661,1.0027672595856667,9.700000000000001
98,0.9773301277525748,1.0001352544231725,0.9961637473199612,9.8
99,0.976334864098718,1.000737430914424,0.990915465921684,9.9
100,0.9757115975855842,1.0011680092987416,0.9880394770121764,10.0
