,Si-Si,Si-N,N-N,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,4.06120830192501e-06,0.4
5,0.0,0.0,3.5479543138792944e-05,0.5
6,0.0,2.386995899906944e-06,0.0002021086950958201,0.6000000000000001
7,0.0,4.779491758833956e-05,0.0008975840283605516,0.7000000000000001
8,0.0,0.00040396532920112307,0.00317789567576745,0.8
9,0.0,0.0023156816837582705,0.009070570522490327,0.9
10,4.011069927827171e-07,0.010399619523843294,0.02103935652547299,1.0
11,5.243519165369396e-06,0.037959323558284075,0.040035163268007774,1.1
12,4.5364622601321255e-05,0.11384062494965597,0.0631865936538198,1.2000000000000002
13,0.00027282135090449336,0.28231889062826304,0.08380628205359861,1.3
14,0.0012987456822246585,0.5827165796252872,0.09500727651137231,1.4000000000000001
15,0.005098149561556955,1.0085811214468978,0.09445229045911782,1.5
16,0.01678466003948294,1.4772307607652984,0.08621417576350723,1.6
17,0.046767824310483624,1.851820817616636,0.07866387287211492,1.7000000000000002
18,0.11114758415254918,2.0159403354210816,0.08112279057587038,1.8
19,0.22721956968442464,1.942397296871775,0.10223841310651728,1.9000000000000001
20,0.4034159698058933,1.6984371881099787,0.1500927666825519,2.0
21,0.6287718868338199,1.3921665847639784,0.23179887440716715,2.1
22,0.8707443091268107,1.1127091899016852,0.3512810162651001,2.2
23,1.0861445452413077,0.9039843890605262,0.5062530837392742,2.3000000000000003
24,1.2397487436143286,0.772019446571255,0.686483232485775,2.4000000000000004
25,1.3182460271697696,0.7045134295807384,0.8746039145266675,2.5
26,1.3310745238696848,0.6856931714899203,1.0495545120294845,2.6
27,1.300434852373757,0.7020161298633291,1.1916507181578553,2.7
28,1.249360290576376,0.7421801276892042,1.28730276879227,2.8000000000000003
29,1.194451266516967,0.7960958955225405,1.3317485339717203,2.9000000000000004
30,1.1442477110144482,0.8551021964965987,1.3292469952686978,3.0
31,1.1011131588276701,0.9128948785846505,1.29027434346338,3.1
32,1.0642425605829515,0.9654113365762014,1.2267875450491592,3.2
33,1.0322011338933719,1.0094649879175968,1.1493372152836479,3.3000000000000003
34,1.0043430549044068,1.0421961363112313,1.0680384626578365,3.4000000000000004
35,0.9810873767661659,1.062398963198262,0.9937156943800981,3.5
36,0.9633923849259342,1.0716591121532957,0.9353083067473287,3.6
37,0.9519177636670039,1.0733057385566338,0.896082412102127,3.7
38,0.9463399833692876,1.0702565360254463,0.8737956678780289,3.8000000000000003
39,0.9452997915664989,1.0639653824588364,0.8646176800781603,3.9000000000000004
40,0.947215756012012,1.0549085259704494,0.8661667321618071,4.0
41,0.9512669577870801,1.043525984166511,0.8771002670600928,4.1000000000000005
42,0.9575238765891206,1.0307105661929092,0.8951768934114623,4.2
43,0.9662298111021563,1.0177069696788867,0.9168018701005733,4.3
44,0.9770407281370833,1.0057515762254243,0.9385349681933565,4.4
45,0.9886912237414097,0.9957669476320204,0.9585705766268338,4.5
46,0.9992500150225209,0.9881927716899394,0.9764348029991735,4.6000000000000005
47,1.0070116459223915,0.9829960238962558,0.9912570105308943,4.7
48,1.0115048117535625,0.9798404308197173,1.0009157157707476,4.800000000000001
49,1.0136591246088975,0.9783468880018152,1.0034362795677538,4.9
50,1.014785320974932,0.9783119877111766,0.9990427189754112,5.0
51,1.0153145836400572,0.9797332356489297,0.990411687676347,5.1000000000000005
52,1.014678001192582,0.9827014718828362,0.9809915636227641,5.2
53,1.0123783955659793,0.9872991160894958,0.9730795387728591,5.300000000000001
54,1.0087787504064523,0.9934146443825409,0.9669594286668687,5.4
55,1.0047338423925019,1.0004714112613449,0.961567126462619,5.5
56,1.0009210064520129,1.0073928213981567,0.9563185605291992,5.6000000000000005
57,0.9977381339079651,1.0128990469877583,0.9524083144982918,5.7
58,0.9954374752764101,1.0158909763434667,0.9519633493773433,5.800000000000001
59,0.9940590902801629,1.0159127329472697,0.9558890738128998,5.9
60,0.9934029261706627,1.0136346146243034,0.962808555843781,6.0
61,0.9931779129440267,1.0106939039557827,0.9699886074017451,6.1000000000000005
62,0.9931379705454209,1.0085692001241147,0.9749788784974522,6.2
63,0.9932346646991698,1.007478625052093,0.9765649292396095,6.300000000000001
64,0.9937906872655675,1.0065076037611782,0.9749394804705424,6.4
65,0.9952857579512536,1.0047772071331114,0.9715421388596215,6.5
66,0.9976962262841462,1.0023395173955227,0.9684668601390134,6.6000000000000005
67,1.0002007531879156,0.9999883475655301,0.9673548643269212,6.7
68,1.001833860592666,0.9984338622743557,0.9684297671761624,6.800000000000001
69,1.0023619932617747,0.9977972065622848,0.9705698333305128,6.9
70,1.0023391204428234,0.9977335058869191,0.9723841903442341,7.0
71,1.0024156268593372,0.9977864995774308,0.9733359261734624,7.1000000000000005
72,1.0027790436179824,0.9976326201037997,0.9739277710500278,7.2
73,1.0031622788133563,0.997220602441411,0.9748913027330679,7.300000000000001
74,1.003158478984088,0.996796152828734,0.9762733007005311,7.4
75,1.0024403762761145,0.9967330077371537,0.9773480137640028,7.5
76,1.0008148643027603,0.997261893226287,0.9773241611997437,7.6000000000000005
77,0.998307233552279,0.9983525528902537,0.976027127790036,7.7
78,0.9953000448449584,0.9997814878799779,0.9740466673933849,7.800000000000001
79,0.9925061751329876,1.0012552192625006,0.9725058685474768,7.9
80,0.9906897952532511,1.0025569900668654,0.9725775736645641,8.0
81,0.9902983743157378,1.0036840437258705,0.9747451668405908,8.1
82,0.9912270099121935,1.0048424979763446,0.9782735361903689,8.200000000000001
83,0.9928806539292305,1.0062061236025435,0.9815109037062753,8.3
84,0.9945368494470654,1.0076352077554915,0.9829068589463623,8.4
85,0.9957487939647007,1.0086935956521639,0.9820420165653126,8.5
86,0.9964947091564387,1.0089416188686784,0.9800096770393808,8.6
87,0.9970221407490529,1.0081844848496762,0.97882653688158,8.700000000000001
88,0.9975950425386944,1.0065466802186354,0.9801245588638526,8.8
89,0.9983767199249585,1.0044196701428574,0.9841117970150927,8.9
90,0.9994870956137005,1.0022311933837316,0.9896983309651948,9.0
91,1.001014209105751,1.000117226064168,0.9955720974688996,9.1
92,1.0028910451069601,0.9979071724156052,1.0010195984099641,9.200000000000001
93,1.0048603348477523,0.995510169870513,1.0056730710044381,9.3
94,1.0066473475994508,0.9931548075700493,1.0087034567347335,9.4
95,1.0081125157512796,0.9911601830769293,1.0087911001717742,9.5
96,1.0092000052651355,0.9896114103103378,1.005319085291397,9.600000000000001
97,1.009844234952884,0.9883733321844324,0.9994203959085255,9.700000000000001
98,1.0100296887863418,0.9873340423632474,0.9933690008975791,9.8
99,1.0099023112724559,0.9865354202367336,0.9889727797649498,9.9
100,1.0097318022853785,0.9860961452063035,0.9868188334403122,10.0
