,Li-Li,Li-Cr,Li-Si,Cr-Cr,Cr-Si,Si-Si,r
59,0.9191093901879556,1.005468770095118,0.9818630142252232,0.9296535881233722,0.9868466523079523,0.9265349551317682,5.9
60,0.921767490568138,1.0081277731318166,0.9844252259542199,0.9371031826063871,0.9914573925618758,0.9356944163524527,6.0
61,0.9240767484341286,1.0138127883823627,0.9900821936433455,0.9463717993960717,0.9972745918683711,0.9475503633550707,6.1000000000000005
62,0.9242275239849312,1.0220270806450094,0.9970157314149436,0.9559351881058971,1.0039179108386993,0.9606363998042833,6.2
63,0.9221042856326523,1.0314468391950433,1.003310152570064,0.9644664400457758,1.0104085913286265,0.9730007587854442,6.300000000000001
64,0.9194946290622852,1.0401797328213367,1.0078721056850013,0.9709917358910389,1.0157722775871922,0.9827266220061814,6.4
65,0.9184177441104895,1.046855815898097,1.010716873353356,0.9751709878317418,1.0197124569555494,0.9885881052357672,6.5
66,0.9197761436355237,1.0514516772443432,1.0122557244995665,0.9773399073507144,1.022741364845699,0.9904610509109094,6.6000000000000005
67,0.9234526742668626,1.0548601319840984,1.0124720446210984,0.9780870193512387,1.0256387918423269,0.9894048153135625,6.7
68,0.9287179339563268,1.05777227213016,1.0110212199101263,0.9777188840578588,1.0287039302335275,0.9871829282586556,6.800000000000001
69,0.9340951772539822,1.0601806400779283,1.0080099572922137,0.9761183434631518,1.031441832496982,0.9852919154943688,6.9
70,0.9376485878745893,1.0617914302055862,1.0043144800639467,0.9730945550662432,1.0329383085982737,0.9843040338303581,7.0
71,0.9383364400063537,1.0625319246378833,1.000813394571521,0.9688359955136882,1.0325889487658568,0.9841120189354851,7.1000000000000005
72,0.9369238120845038,1.062489654403805,0.9973329889105237,0.963999819531423,1.0305431773680662,0.9847059041029537,7.2
73,0.9351638148514582,1.061551645297119,0.9927804146066443,0.9593165357379638,1.027535990258218,0.9865585726459029,7.300000000000001
74,0.9343448984282988,1.0594500289267474,0.9865259636741797,0.9551130103473482,1.0243860338592634,0.9900538378564765,7.4
75,0.9347655777778497,1.0562422303394894,0.979304865921015,0.9512707502681822,1.0216116482723125,0.9945295805516364,7.5
76,0.9359610982154764,1.052539225076374,0.9725631247317764,0.9475845366955231,1.0193268640924493,0.998328111494102,7.6000000000000005
77,0.9370508240231695,1.0491781061106176,0.967254537556204,0.9440216034777258,1.0173255222991666,1.000041963802406,7.7
78,0.9373288185037908,1.0467823989790737,0.9633799286187553,0.9407168358616651,1.015289692445405,0.9994597944604015,7.800000000000001
79,0.9368049483846368,1.0455854101430704,0.9604487076837586,0.9380023606153145,1.0131067396545,0.9972247413084233,7.9
80,0.9359915897723552,1.0454191538012074,0.9583008596202919,0.9364476678079443,1.0110477636489532,0.9939292168213772,8.0
81,0.9353677770355818,1.0457766784566254,0.957455280270832,0.9365676025036087,1.0095038853739502,0.9897864135591121,8.1
82,0.9354001255328607,1.046004459657479,0.958494114333327,0.9383501922885172,1.0085548527048487,0.9850232681003488,8.200000000000001
83,0.9366436539880352,1.0456115523561376,0.9612334268214697,0.9411840041655876,1.008057955762335,0.9802946619115821,8.3
84,0.939228790919244,1.044581359996564,0.964879401631493,0.9442938117440096,1.0082148558777375,0.9765124830778154,8.4
85,0.9425779479010752,1.0434662868824902,0.9689495925066802,0.947203800536743,1.009760764975978,0.974315750730227,8.5
86,0.9460738281370883,1.0430305270320643,0.9736424477081889,0.9498768813865565,1.013341086584223,0.973828941393347,8.6
87,0.9496320985762987,1.0436340707800738,0.9792820174324761,0.9526001858722681,1.0187904580185199,0.9748656348083812,8.700000000000001
88,0.9534190807501812,1.0449400008998255,0.9856849311020286,0.9558102930882494,1.0251526966490698,0.9771681367254335,8.8
89,0.957560059996075,1.0461639415404034,0.9921506157652006,0.9599367675912752,1.0313043313492058,0.9803465112381924,8.9
90,0.9621690920678363,1.0465193771014276,0.9978923831870274,0.9652185135814095,1.0364191351704206,0.9836267585622818,9.0
91,0.9670324764841602,1.0455061117164257,1.002384283488429,0.9714478486741888,1.0399926492103269,0.9858225240779148,9.1
92,0.9711352030187327,1.0429948966395435,1.0054588457272866,0.9778186318239117,1.041769281587713,0.985798290970584,9.200000000000001
93,0.9730576916331012,1.0392771490248542,1.0072612329352475,0.9831212352534525,1.0417576098951524,0.9830310460818948,9.3
94,0.9721477643169851,1.035082723006312,1.0080553499368579,0.9862390494954538,1.0402315382656182,0.9777148142766012,9.4
95,0.9691944967699034,1.0312519057800935,1.0079980027380377,0.9866658703647337,1.037705051147495,0.9705018781477179,9.5
96,0.9658330698231027,1.0281064846307095,1.0071708066480527,0.9848007946578763,1.0348471232437677,0.9623836470756602,9.600000000000001
97,0.9633501139057157,1.0252631068207978,1.005840137739456,0.9818035810678646,1.032213512866286,0.9545754335533158,9.700000000000001
98,0.9620821712733829,1.0222846128189094,1.0045202519273875,0.9789492742595244,1.0300204150290238,0.9480778563139985,9.8
99,0.961681809489226,1.0194344544591036,1.0036426991720053,0.976980417753035,1.0283220740369314,0.9434260134745766,9.9
100,0.9616456112956996,1.0176179991187304,1.0032725399226239,0.9760372635340882,1.0273314207319797,0.9409570074241372,10.0
