,Li-Li,Li-Cr,Li-Si,Cr-Cr,Cr-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,5.990075567966737e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,7.521458397390468e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,5.151060842714755e-05,0.0,0.0,1.1248030788737542e-07,0.0,0.0,0.7000000000000001
8,0.0002656220034060069,1.9771929120827703e-07,3.9543858241655407e-07,1.5243409071657235e-06,0.0,0.0,0.8
9,0.0011138101543952826,2.953144039823479e-06,3.804579904588733e-06,1.8339689958181515e-05,0.0,0.0,0.9
10,0.0038628442890093493,2.1849589135364754e-05,2.7650979669802053e-05,0.0001296206510983698,7.03001924296096e-07,0.0,1.0
11,0.011318408445940238,0.00012012346314896776,0.00015929332104672417,0.0006889389055034942,9.561635698445395e-06,2.8042182021783334e-06,1.1
12,0.028604309446327282,0.0005309509895801788,0.0007350115163771333,0.0029763261042961373,8.319677602875873e-05,3.574836746985722e-05,1.2000000000000002
13,0.06352519438908719,0.0019428973416051448,0.002869440068154705,0.010661555126269694,0.0004967374586954729,0.0002432319113042752,1.3
14,0.12584783734331217,0.006006618756710346,0.009601554338785047,0.03205480453398025,0.0023435889325700496,0.0012475646543291888,1.4000000000000001
15,0.22453869866595447,0.01596189411210111,0.027709601882590158,0.08175745361403437,0.009091914175971058,0.005133641935512868,1.5
16,0.3630719704808326,0.037063853447546695,0.06922012433383447,0.17901362268604676,0.029483328707935554,0.01733395948468795,1.6
17,0.535853568935292,0.07626692366041836,0.15050725300797457,0.3408519802440319,0.08059493300237833,0.048727711980310146,1.7000000000000002
18,0.729744053376596,0.14062560184363235,0.2872847555641496,0.5717087415618259,0.18717934932920283,0.11552069420038535,1.8
19,0.9300277220300215,0.23431807281601555,0.4865168964695824,0.8552292492070503,0.37262871651778046,0.23394199235114238,1.9000000000000001
20,1.1248307223412053,0.3554289675102067,0.7390509669695677,1.1547368992101423,0.6424187564888999,0.4098352171726613,2.0
21,1.3037741250778456,0.4947952799422241,1.0173279547052294,1.4246592656383412,0.9702318568559212,0.6286261089654864,2.1
22,1.4538346236714748,0.6384203555544543,1.2810732227770791,1.627536158199001,1.299748486506397,0.8543826098729916,2.2
23,1.5595578885093837,0.7719928422021153,1.490305018547382,1.7461878791074557,1.5649989637973492,1.042784089088243,2.3000000000000003
24,1.6104865479007933,0.8843090864680819,1.6194496473550493,1.7840033517245235,1.717538583124115,1.161956791909043,2.4000000000000004
25,1.6093852082717879,0.9682597614156517,1.663957171038117,1.7560429554254064,1.74381576764604,1.206098224067705,2.5
26,1.572200194358993,1.0207279917039866,1.6364305177228018,1.679925270987905,1.6643701869440657,1.1917431927727813,2.6
27,1.5185474226957643,1.042536900126824,1.5578920659741222,1.5720149924773008,1.5189126501065178,1.14260286346265,2.7
28,1.4606204935195994,1.0380395028348202,1.4510768387437947,1.4471331222711028,1.3481327573067705,1.0775260244979783,2.8000000000000003
29,1.3994851196944107,1.0139045499199288,1.336580289140205,1.3183931505151183,1.181744422122509,1.0084636027102023,2.9000000000000004
30,1.3307690061245678,0.9776298141251738,1.229551101319128,1.19660246604693,1.0360468730785513,0.9435603737106628,3.0
31,1.2534319749992373,0.9364368201874895,1.1377315292111465,1.0896587657472807,0.9179766637918186,0.8889047708290688,3.1
32,1.1734544578822568,0.8965556024571729,1.0630774245799441,1.0020594437702364,0.8300191799816814,0.8484840229671139,3.2
33,1.1002054304459812,0.8627423768152891,1.0053870443629271,0.9351781512645276,0.7723600071874034,0.824485195702392,3.3000000000000003
34,1.0401891304758717,0.8381541803021586,0.9639112791999109,0.8886093836104368,0.7427948987500613,0.8176557530644831,3.4000000000000004
35,0.9941730687224217,0.8244590148708547,0.9368820597738184,0.8615981673189991,0.7368995622570881,0.8268547945416711,3.5
36,0.9594063551392634,0.8217775508362278,0.9221346644317866,0.8534348509197734,0.7494244000479382,0.8488400910141222,3.6
37,0.9336119603495389,0.8287177271973344,0.9186162075461733,0.8628768571095009,0.7755733435711893,0.8794151594590092,3.7
38,0.9166622131599419,0.8432516919392566,0.925733425521222,0.8874033430165829,0.8110986739827267,0.9150909140239366,3.8000000000000003
39,0.9094683586726432,0.8640508348195209,0.9412434642825883,0.9228936981250703,0.8520239964461254,0.953428295319948,3.9000000000000004
40,0.9122610080657774,0.8908798072022516,0.9612675147924156,0.9639464444559755,0.8948864717342543,0.9918206682446753,4.0
41,0.923706013499554,0.9234563811359918,0.982515789229197,1.0049401938471305,0.9369040108294737,1.0266946797508658,4.1000000000000005
42,0.9408472108835647,0.9598325469417561,1.0034620500966123,1.0414012573584837,0.9755311973264527,1.0548199652137396,4.2
43,0.9595539065963248,0.99598111245419,1.0235555290973415,1.0705360348922877,1.008260308070792,1.0751487559453092,4.3
44,0.9757112398520765,1.0272401314605426,1.0422981687304735,1.0905559943968266,1.0332950981696563,1.0886608893741472,4.4
45,0.9868215424061871,1.0502668822868968,1.0588596540965858,1.1002502445597921,1.050153235609652,1.096444628735048,4.5
46,0.9925534657807574,1.0638458723349589,1.0718608367854112,1.0997170282899456,1.059264933428403,1.0982128011799723,4.6000000000000005
47,0.9936378455754009,1.0686800197547472,1.0797053881762957,1.0908525282450947,1.0611686339451767,1.0926270928569475,4.7
48,0.9906315668440107,1.0669591018785167,1.0815859997054609,1.0764492020539425,1.0563094388501626,1.0789244275111405,4.800000000000001
49,0.9839104258948208,1.061585004777999,1.0781309030195434,1.0590214191598262,1.0454474098901554,1.058298400014766,4.9
50,0.9741690786413008,1.0550052384006618,1.070955561013809,1.0404040697408468,1.0301143754381261,1.0337984861620935,5.0
51,0.9624661588282294,1.0484948776597407,1.061609143151605,1.021585173608683,1.0128210270257951,1.008866691142848,5.1000000000000005
52,0.9500154168628241,1.0422875608226074,1.0508358254219536,1.0025383771751621,0.9967542547579008,0.9857762912314048,5.2
53,0.9381578728459808,1.03605065136697,1.038665186833443,0.982921064840162,0.9847552189293357,0.9653151971309168,5.300000000000001
54,0.9283786667146817,1.0293447589630462,1.025224245666416,0.9634273978159696,0.9781097541624076,0.9477464892624606,5.4
55,0.9218531627322416,1.0221190100327195,1.0114712647234843,0.9461454955193128,0.9762162093851734,0.9337485469167669,5.5
56,0.9185900685254207,1.0150396770674588,0.9990052175597631,0.9334204452039006,0.9773891379921051,0.9243299135508645,5.6000000000000005
57,0.9174724339919584,1.0092770991270912,0.9893262182295094,0.9265862486498174,0.980001822489221,0.9201329293272922,5.7
58,0.9176221514461181,1.005900410498317,0.9834442610462777,0.9256516972661021,0.9831705431827881,0.9210747144829736,5.800000000000001
