,Li-Li,Li-Cl,Cl-Cl,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,1.5400217975278745e-07,3.080043595055749e-07,0.0,0.7000000000000001
8,1.8163412280945815e-06,4.4448033259792525e-06,0.0,0.8
9,1.1594523988993606e-05,3.567861472239321e-05,0.0,0.9
10,5.841159594213723e-05,0.0002167217028571588,0.0,1.0
11,0.00023908461696264512,0.0010531064392213993,0.0,1.1
12,0.0008146370917893277,0.004253413290311852,0.0,1.2000000000000002
13,0.002375540558694093,0.01460279850673032,0.0,1.3
14,0.0060803370038740095,0.04309682063175668,0.0,1.4000000000000001
15,0.013970592739654194,0.11000292079070136,0.0,1.5
16,0.029241947320406234,0.243799502925266,9.625136234549214e-07,1.6
17,0.05616895819150146,0.4709196273175316,7.606956072467155e-06,1.7000000000000002
18,0.09938334262770813,0.7965248771776638,4.5676349748772845e-05,1.8
19,0.16259795346530084,1.1873077857669814,0.00021609994614144195,1.9000000000000001
20,0.24716955359454715,1.5729908342876082,0.0008346535289432654,2.0
21,0.35087253719085343,1.8728628639858198,0.002720880830461805,2.1
22,0.4673967270882516,2.032667054265076,0.0076611610193317164,2.2
23,0.587316633884932,2.0462127651906283,0.018975339443543515,2.3000000000000003
24,0.7006865118815495,1.948586787310666,0.0417349512031084,2.4000000000000004
25,0.7999595230080306,1.7910069097012558,0.08186593742582221,2.5
26,0.8813394515048794,1.6172640956916071,0.1437762329103295,2.6
27,0.944133845579746,1.4532157328935498,0.2277542675825843,2.7
28,0.9894602241576964,1.3086049225959477,0.3295123210780679,2.8000000000000003
29,1.0195651794017107,1.184711548152414,0.44259049002475853,2.9000000000000004
30,1.0376410126786464,1.0812626127813614,0.5612134924080028,3.0
31,1.0475070666643567,0.9991518052685592,0.6807042231002035,3.1
32,1.0529220223659876,0.9392624279003877,0.795699273346237,3.2
33,1.056561696645524,0.8999811201650306,0.8989031103944664,3.3000000000000003
34,1.0590474344853205,0.8764312411653098,0.9823970492113026,3.4000000000000004
35,1.0589989129380768,0.8626484443797181,1.0412096088883056,3.5
36,1.054572454477779,0.8547635196925865,1.0766730244645395,3.6
37,1.04548629918793,0.8520929561142698,1.0964403355157901,3.7
38,1.0337348103162,0.8554354918310509,1.1103977207685842,3.8000000000000003
39,1.0222260610797047,0.864674116147614,1.1251015786466996,3.9000000000000004
40,1.012622138867145,0.8778708955903123,1.1405206016571081,4.0
41,1.004572218425529,0.8922485626629056,1.1514038162658526,4.1000000000000005
42,0.9969387285912846,0.9058872650251191,1.1520205708694093,4.2
43,0.9893741603631535,0.918468955577826,1.1403865795955097,4.3
44,0.9825809805845406,0.9305760545671485,1.1192815812503871,4.4
45,0.9774347488142409,0.9426432633684807,1.0945160481764173,4.5
46,0.9742527033081813,0.95467304522777,1.07208346444793,4.6000000000000005
47,0.9729821533896303,0.9664970527378853,1.0551931007800441,4.7
48,0.9738207974571557,0.977810481870997,1.0427142533483806,4.800000000000001
49,0.9771177962315393,0.9879661297300761,1.030679113496679,4.9
50,0.9823578492042424,0.996146819915545,1.0159276249583902,5.0
51,0.9875977255505576,1.0019659390167468,0.9987436275939443,5.1000000000000005
52,0.9905059774249642,1.005713427431376,0.9823802070957556,5.2
53,0.9901635076659854,1.007887252698965,0.970210346739775,5.300000000000001
54,0.9877573549487223,1.008708288724698,0.9631999153504598,5.4
55,0.9855941382064554,1.008323305151593,0.9597603899955701,5.5
56,0.9854707644198364,1.0073252121190466,0.9573443383904612,5.6000000000000005
57,0.9876769250925485,1.0066867747435406,0.9539935254215007,5.7
58,0.9911275959132726,1.007009705893862,0.9492823545008896,5.800000000000001
59,0.9943057895034372,1.0079642461144231,0.944692249704195,5.9
60,0.9962352615667385,1.0086226394963211,0.9425527003595277,6.0
61,0.9968888972052669,1.008350498776931,0.9439400179798557,6.1000000000000005
62,0.9970191936079115,1.0072313738601866,0.9478662984231575,6.2
63,0.9976394829323105,1.0056213798335043,0.952453851100313,6.300000000000001
64,0.9993520175694293,1.00370753422932,0.9563929445594834,6.4
65,1.0019812137053101,1.0017567642284384,0.959610376029943,6.5
66,1.0048579381451588,1.0003489831393924,0.963317499860797,6.6000000000000005
67,1.0072915656331347,0.9998517700004074,0.9691335831745577,6.7
68,1.0086491316951303,0.9998743610387585,0.9772146112147793,6.800000000000001
69,1.008330285216547,0.9997315276710496,0.9852027174706538,6.9
70,1.0061368782483615,0.9993848960866446,0.9898771188395141,7.0
71,1.0026667318578368,0.9995142747673492,0.9902884627442531,7.1000000000000005
72,0.9990784980968256,1.0006613726518476,0.9888809627024145,7.2
73,0.9964166988308467,1.0026289394705095,0.9893230955410213,7.300000000000001
74,0.9951884568338615,1.0047025868832273,0.9935209149394512,7.4
75,0.9953374872764,1.0061125731569858,1.0006440514581978,7.5
76,0.9962885291588047,1.0062592560001569,1.008249725869292,7.6000000000000005
77,0.9970627811127355,1.0048748941863814,1.0139378005021293,7.7
78,0.9967605935548024,1.0022215979567493,1.016427530169256,7.800000000000001
79,0.9952751125505334,0.9990904978796948,1.0157917175808029,7.9
80,0.993483247973423,0.9964769661556563,1.012970046459355,8.0
81,0.9925190024416176,0.995123899428827,1.009103952602866,8.1
82,0.9928127677882244,0.9952429881043953,1.0053166359733177,8.200000000000001
83,0.9938682335461207,0.996515512594673,1.0028474017385869,8.3
84,0.9948945584785663,0.9982474014324255,1.0027410045749592,8.4
85,0.9956235072484736,0.9996382728833051,1.0049383368440554,8.5
86,0.9965410544285785,1.0001499609936397,1.0078685432264212,8.6
87,0.9982627645929394,0.9996789743541412,1.0094085202958916,8.700000000000001
88,1.0006616464920823,0.9984415925775346,1.0084304690938914,8.8
89,1.002698706317317,0.9968721890650302,1.0054242932377275,8.9
90,1.003188480195876,0.995513692977635,1.001713816336155,9.0
91,1.0017748220995901,0.9947057360730877,0.9982754310408061,9.1
92,0.9992211878100017,0.9944664293923162,0.9952853973361833,9.200000000000001
93,0.9968133850649457,0.9948245991482539,0.9924664535049306,9.3
94,0.9954384293448635,0.9959806573439662,0.9896494781047883,9.4
95,0.9951246482075131,0.9979110896991432,0.9872435344364214,9.5
96,0.9953623722657142,1.0000509970236935,0.9862866023516916,9.600000000000001
97,0.9957514077527244,1.0016303559272257,0.9876897520712781,9.700000000000001
98,0.9962330572262863,1.0022761469720818,0.9912088046644492,9.8
99,0.9967919945923956,1.0022108668050074,0.9952784386305815,9.9
100,0.9972044041979472,1.0019709217602704,0.9979395734580024,10.0
