,Li-Li,Li-V,Li-Si,V-V,V-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,1.945562112562405e-06,0.0,0.0,0.0,0.0,0.0,0.5
6,1.604176063382603e-05,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,9.556129303885791e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0004421155994594007,3.2109374709281884e-07,2.140624980618792e-07,5.35156245154698e-07,0.0,0.0,0.8
9,0.0016644475546009393,2.9470814349674708e-06,2.533579082982431e-06,7.756093023299706e-06,0.0,0.0,0.9
10,0.005217002343671601,2.093309840281124e-05,2.093477870031433e-05,6.152593121775794e-05,0.0,3.3827160187556214e-07,1.0
11,0.013941573717896968,0.00010832790954326234,0.00013039307588038137,0.00034687192920717427,2.5806093949177232e-06,4.938217876934804e-06,1.1
12,0.03252407786072089,0.00045923937314829233,0.0006377883123003179,0.0015597520485530424,2.9979686965404797e-05,3.997956791229735e-05,1.2000000000000002
13,0.0676881281840985,0.0016314538025689795,0.0025982114602945716,0.005777839565695516,0.00021204026652932046,0.00023483850247998385,1.3
14,0.12779008027143482,0.004932578536473232,0.008962815281666177,0.01791491521348719,0.0011242877313099595,0.0011050241368862981,1.4000000000000001
15,0.22133716509528076,0.012869863525678572,0.026390764614096285,0.04706504545259333,0.004790706485561209,0.004282034492569176,1.5
16,0.35416489149179853,0.029403018832624334,0.0667607695451138,0.10608852503036544,0.016901900967987937,0.0139903851931576,1.6
17,0.5262625535056946,0.05979648721417171,0.1462405389636178,0.20805623263476108,0.05012759425154367,0.0389223182322203,1.7000000000000002
18,0.7299418059413307,0.10999579945505598,0.2802791125963792,0.36044882506093323,0.12629317141670024,0.09281628142213966,1.8
19,0.9502636086940397,0.18536085423202422,0.4756327301148961,0.5603680733505374,0.2727494383371273,0.19067373690461187,1.9000000000000001
20,1.1675822973423848,0.2884610729434628,0.723474205493794,0.7936587185323805,0.5093722938587474,0.33929408798357646,2.0
21,1.3616988310333016,0.41646257100715045,0.9976261995773297,1.0379082946235638,0.8303091220627261,0.5268905072549223,2.1
22,1.5164776489584804,0.5599454682210038,1.2597488806281945,1.267195578322298,1.193819648687306,0.7219038325554886,2.2
23,1.623114247011215,0.7047052486890083,1.4705868093854553,1.4570596122976969,1.5323678982798685,0.88582084026632,2.3000000000000003
24,1.6808964556351615,0.8358815866841506,1.6031311020112913,1.589432751245488,1.779817957419734,0.9915404794753876,2.4000000000000004
25,1.6949740357507768,0.941893051932152,1.6509411143341046,1.6565364322001286,1.8978957187291812,1.0332737020631868,2.5
26,1.6719181385345159,1.0163324559725317,1.626628522956522,1.661519486634719,1.8860527247663652,1.0231544907196763,2.6
27,1.6172342416559753,1.0579187446150315,1.5525383133413209,1.6153277701099271,1.7734176319680266,0.9809868418091635,2.7
28,1.5376138574674456,1.0694219378459695,1.4508997661632324,1.5322787582975854,1.6021950511715566,0.9255994588300149,2.8000000000000003
29,1.4436200332035838,1.0561866168040388,1.338688232425557,1.426778412219525,1.412349112707311,0.8711771462379145,2.9000000000000004
30,1.3476448162010772,1.0247918009689005,1.2272791484699972,1.3114673529804497,1.2329099676020479,0.826678708301555,3.0
31,1.259327286515554,0.9822550551895837,1.1244165877111938,1.1964226277078693,1.0803737996747644,0.7959286310797427,3.1
32,1.1836564957901303,0.9356145950715442,1.036108193077183,1.0895192464254253,0.9612069153511553,0.7788036593100064,3.2
33,1.122646968466553,0.8913754537732365,0.9670618668354156,0.9971049503677032,0.8751377814253879,0.7738945845682392,3.3000000000000003
34,1.0770973513046,0.8547821906467881,0.9195277482876418,0.9236970152332191,0.8179898499265,0.7802125863721322,3.4000000000000004
35,1.0459176317703633,0.8292664031084881,0.8920444826295447,0.8711895005100717,0.7842241905106906,0.7962539361421058,3.5
36,1.0249358258893666,0.8161320466958947,0.8802561380480095,0.8390570646886206,0.7690250310730484,0.8189571669510803,3.6
37,1.0088927601151276,0.8146500440694979,0.8795963854173484,0.8255593619495789,0.7692047834406124,0.8453202397992859,3.7
38,0.9957747105470148,0.8228183137021428,0.8871191662005553,0.8287768614730764,0.7828110095302806,0.8749319749667608,3.8000000000000003
39,0.9879441262891882,0.8384666187363892,0.9008222560073601,0.8467361629763352,0.8081864992838466,0.909590133335286,3.9000000000000004
40,0.9880736372419742,0.8599973238605639,0.9184093612181919,0.8767471788947356,0.8432434346793101,0.9501967105125675,4.0
41,0.9949514351254815,0.8863348036893617,0.9378062439559414,0.91481924304882,0.8852242977988932,0.9946441581698582,4.1000000000000005
42,1.0042289615136193,0.9163052511486548,0.9583460982537229,0.956167402617953,0.9308338715792801,1.0385607666561203,4.2
43,1.0124350739870716,0.9481003502611954,0.9803988689055547,0.996544514535736,0.9764523011961994,1.0771883790327696,4.3
44,1.0189971901835297,0.9794689861012208,1.0036598438973767,1.032873310391898,1.0183165778380445,1.1066437232522426,4.4
45,1.0246479596565916,1.0084550793376819,1.0260519255806808,1.0626573949054419,1.0528906607941382,1.12468363621672,4.5
46,1.0291024560046322,1.0337326687752804,1.0442722051749398,1.0835661287362226,1.0775294821192218,1.131187033057624,4.6000000000000005
47,1.0305432787368862,1.054182913258661,1.0554123965192688,1.094199929104304,1.0911791961740713,1.1277561408150933,4.7
48,1.026943156217561,1.0685267139212784,1.0584598584478155,1.0949352309729121,1.0946110368936677,1.1164515260329357,4.800000000000001
49,1.0180971651033077,1.0757690392113965,1.0547959705213936,1.0874275621780962,1.0897990601855547,1.0987813057956377,4.9
50,1.006403876451647,1.0760012435864192,1.0473304868614821,1.0734357709966282,1.078821893358369,1.0757068087539552,5.0
51,0.9951070705097254,1.070579314923746,1.038729245997949,1.0545414195467295,1.0633386897113664,1.048427129642041,5.1000000000000005
52,0.9857151966163669,1.0615558749645417,1.0300815349327666,1.0327413075946525,1.0449439812168877,1.0190560010839091,5.2
53,0.9774029667066734,1.0510501018636604,1.0209259142073548,1.0104954422670016,1.025613585823379,0.990591866408423,5.300000000000001
54,0.9684732415024421,1.0409158268059644,1.0103089773181477,0.9898158316642809,1.007607423979513,0.9662736370624161,5.4
55,0.9579054992906711,1.032541840961816,0.9980438116853484,0.9715954807472736,0.9928393104284066,0.9486509458099884,5.5
56,0.9458770313649838,1.026587335887047,0.9854372599048807,0.9559717286024286,0.9821398690104143,0.9386242886911184,5.6000000000000005
57,0.9334284813267013,1.0227781578110227,0.9748126098290943,0.9430420733225452,0.9751633746102162,0.935133825534326,5.7
58,0.9218335066028159,1.0202402488392925,0.9680687358281399,0.9330790050047386,0.9711932692697663,0.9360291366734748,5.800000000000001
