,Li-Li,Li-Fe,Fe-Fe,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,3.9761117047569765e-07,0.0,0.0,0.5
6,2.9355887260090144e-06,0.0,0.0,0.6000000000000001
7,1.8986461540728685e-05,7.466254201154769e-07,0.0,0.7000000000000001
8,9.309900510030044e-05,6.181036811510242e-06,6.562137481483681e-08,0.8
9,0.00037925215223446636,3.7642561291815404e-05,9.51059605468238e-07,0.9
10,0.0013222177271749911,0.00018035945163193224,1.346552338681537e-05,1.0
11,0.0040147607143316884,0.0007070866849897473,0.00010178739561622665,1.1
12,0.01077666116929765,0.002339421099100882,0.0005719927201235822,1.2000000000000002
13,0.025781466458002687,0.006693779056792421,0.002574360251024931,1.3
14,0.055325206635995036,0.016889063931221582,0.009577185865929587,1.4000000000000001
15,0.10711115094634269,0.03803571453715228,0.029864768881784288,1.5
16,0.1881225136829074,0.07692956184100926,0.0788743399639429,1.6
17,0.30160982953391996,0.14022973346146472,0.17828726354947108,1.7000000000000002
18,0.44481528933256875,0.23136908823982966,0.34878988241084835,1.8
19,0.608922420127652,0.34789556790453596,0.5975776259790312,1.9000000000000001
20,0.7811053108353703,0.48125473143860037,0.9077386518608014,2.0
21,0.9473603479490856,0.6193013091559845,1.2380946266450852,2.1
22,1.095067523528996,0.7496918689633066,1.5357705777639317,2.2
23,1.2149588143149144,0.8621706028738423,1.755217665472496,2.3000000000000003
24,1.3025324560322813,0.949602384538607,1.8736338732763822,2.4000000000000004
25,1.3584341704013574,1.0086120844741535,1.8949991735489615,2.5
26,1.387345932819891,1.039837678718941,1.8414819191754253,2.6
27,1.3957100030427205,1.047203852374617,1.7391754802385342,2.7
28,1.3889315366841934,1.0364488197572284,1.6083412400564139,2.8000000000000003
29,1.3695790348259065,1.0137386129481933,1.4624408274966165,2.9000000000000004
30,1.338667448814236,0.9846694788462436,1.3119447497393704,3.0
31,1.298903220835317,0.9535751723682742,1.1671374013271771,3.1
32,1.255455375474484,0.9233841091970146,1.038102392077885,3.2
33,1.2129190896816675,0.896204975126782,0.9332863457511151,3.3000000000000003
34,1.1726242391266843,0.874147136398398,0.8582325525296004,3.4000000000000004
35,1.133586721886074,0.8595435126084275,0.8150422691439756,3.5
36,1.0952871307498762,0.8542301460375007,0.8022774345558695,3.6
37,1.0590072961678303,0.8585041961844219,0.8149069179382896,3.7
38,1.0270929570642378,0.8709684819616222,0.8448230184014879,3.8000000000000003
39,1.0014709970981337,0.889504873240098,0.8829105561097966,3.9000000000000004
40,0.9826934621093781,0.9121869009377045,0.9219082470281088,4.0
41,0.9698707308676926,0.9372286038901991,0.9576294158275598,4.1000000000000005
42,0.9612996303855627,0.9626393297278493,0.9878730057045204,4.2
43,0.955281583954585,0.9864602688907432,1.0112887042370815,4.3
44,0.9506051719637376,1.0073243447009623,1.0275780106883288,4.4
45,0.9467437451248144,1.0246741389270515,1.0375576725165827,4.5
46,0.9439630313701582,1.0385901937906963,1.0421618153469248,4.6000000000000005
47,0.9428626586992829,1.0494685646860031,1.0418551643810379,4.7
48,0.9433294149682366,1.0577211326250735,1.0372561005326575,4.800000000000001
49,0.9442714165776237,1.0635703169304076,1.0295613764756055,4.9
50,0.9446469703201216,1.0669197210097392,1.0198435215899313,5.0
51,0.9442405443980771,1.0674897667062688,1.0083228417088583,5.1000000000000005
52,0.9433787685805453,1.065429412703434,0.9947700452208295,5.2
53,0.9425970211320143,1.0617884305297238,0.9795911816563313,5.300000000000001
54,0.9426618870246531,1.0579406651999597,0.9643340068538818,5.4
55,0.944094950974691,1.054414637486648,0.951077705386824,5.5
56,0.9464096135010169,1.0506838795962878,0.941342100451277,5.6000000000000005
57,0.9481613516640177,1.04626269929144,0.9354772557891553,5.7
58,0.947859511556129,1.0416720108296258,0.9329045943369786,5.800000000000001
59,0.9449432793360536,1.0380228067738697,0.9328634596048355,5.9
60,0.9403780946454473,1.035786127111264,0.9349624354433081,6.0
61,0.9364839468277117,1.0343571382614338,0.9389823349171491,6.1000000000000005
62,0.9356081416981203,1.0329004099984234,0.9442393054376353,6.2
63,0.9383443497225415,1.031302439287177,0.9494904831803151,6.300000000000001
64,0.9429685223618184,1.0301315403648357,0.9537130953179996,6.4
65,0.9468677514118268,1.0299480074278402,0.9568092136570432,6.5
66,0.9486731463609211,1.0309910477698592,0.9593996197883824,6.6000000000000005
67,0.9489872324539882,1.0333714274877648,0.96204816152655,6.7
68,0.9492797737957264,1.037073006872268,0.9647042434613214,6.800000000000001
69,0.9504028917627662,1.0415989827759295,0.9667293516300904,6.9
70,0.952046919527621,1.045893863721288,0.967430530228225,7.0
71,0.9532157385401726,1.0488903611645781,0.966713812740647,7.1000000000000005
72,0.9531076185354355,1.0501748917556237,0.965298377212014,7.2
73,0.9516649968617702,1.050092478895954,0.9642928249911171,7.300000000000001
74,0.9495251861719587,1.0492959080418243,0.9645320387922491,7.4
75,0.9476265150879852,1.0482409907441017,0.9662321763804151,7.5
76,0.9467757717369627,1.0469931397655816,0.9690852773046106,7.6000000000000005
77,0.9472716467834228,1.0453536027240244,0.9724583136674101,7.7
78,0.9487310336151339,1.04309557410734,0.9755199304492895,7.800000000000001
79,0.9503366130636643,1.0401370950431572,0.9775218851804238,7.9
80,0.9515099736253875,1.0365633911861432,0.9782540498799882,8.0
81,0.9524617586642731,1.0325055378674506,0.9781472843627483,8.1
