,Li-Li,Li-Zr,Zr-Zr,r
83,0.898089512805683,1.0762845491368302,1.0091059282507449,8.3
84,0.8998974670988443,1.0776174825616407,1.014933947437495,8.4
85,0.9017380716366205,1.0776716878626103,1.0178363619540116,8.5
86,0.9040356683280666,1.076300789980852,1.0174056581603805,8.6
87,0.9064011839546404,1.0731854360466222,1.0138543594261784,8.700000000000001
88,0.9079146649283163,1.0683386019470535,1.0079591775195562,8.8
89,0.907812810673745,1.0622232508575336,1.000835119881544,8.9
90,0.9060155925334276,1.0555126878533905,0.9935554288211791,9.0
91,0.9033834831643555,1.0489133705020746,0.986667141162325,9.1
92,0.9014360615267079,1.0430038315477885,0.9799843665424618,9.200000000000001
93,0.901355313009225,1.0379525488201986,0.9730165478521159,9.3
94,0.9029770479012071,1.0335016262275483,0.9656999127795062,9.4
