,Li-Li,Li-I,I-I,r
84,0.9898877879424985,1.0090404279656455,1.0252874926390274,8.4
85,0.9900581658313083,1.0095712179117102,1.0216171020790397,8.5
86,0.989527415023465,1.0112198682001567,1.0133731652119615,8.6
87,0.9883700501960511,1.0132084491944742,1.002812102793551,8.700000000000001
88,0.9869397395658603,1.014871623892112,0.9916132154608434,8.8
89,0.9859011964844113,1.0158427226700841,0.9805836670650854,8.9
90,0.9859351077006322,1.0159615197938778,0.9699833950132496,9.0
91,0.9872813312434864,1.0152773994650564,0.9595131167580732,9.1
92,0.9895526481282085,1.0141345260910009,0.9486335827203422,9.200000000000001
93,0.991988900727116,1.0130562268112162,0.937798706914543,9.3
94,0.9938993583887408,1.0124070535664174,0.9291764928857852,9.4
95,0.994977705872577,1.012107324000752,0.92512149715724,9.5
