,Mg-Mg,Mg-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,0.0,0.0,1.0
11,0.0,3.889368481146243e-07,5.250647449547429e-06,1.1
12,2.925129211862071e-07,5.344310879174363e-06,4.950769676904143e-05,1.2000000000000002
13,3.870775882773302e-06,4.4005940248385996e-05,0.00033409674706720436,1.3
14,2.853301646431207e-05,0.0002634681386523603,0.0016984992972863657,1.4000000000000001
15,0.00015583246790294822,0.001256957207070251,0.006947585984534546,1.5
16,0.0006870856600332117,0.004970081612658638,0.023609528589674706,1.6
17,0.002517574959460843,0.016607513424543915,0.06736413555566616,1.7000000000000002
18,0.007811627549464828,0.04741961481756385,0.16226196583135724,1.8
19,0.0208785487643127,0.11664029118089075,0.3311678484244273,1.9000000000000001
20,0.04881716557249591,0.24890422920137145,0.5752012885847164,2.0
21,0.1012198648760854,0.46401830528335325,0.8563131265586346,2.1
22,0.18816886532500549,0.7613585835407413,1.1050576394626554,2.2
23,0.31632927058001936,1.108885963220264,1.2557585016019481,2.3000000000000003
24,0.4844951087452368,1.4482956947126722,1.2812948613569213,2.4000000000000004
25,0.6813680835717724,1.7174302538779436,1.200178435782105,2.5
26,0.8874633283107395,1.8760884389059695,1.0579520068734667,2.6
27,1.0800591915593019,1.9177701154936233,0.9030371072242246,2.7
28,1.2385882837497966,1.8627428823315646,0.7706749069334562,2.8000000000000003
29,1.3490680529060828,1.7427152302417686,0.6774781210020309,2.9000000000000004
30,1.4070025118998257,1.5889520704909557,0.6245290081711087,3.0
31,1.4174499583683462,1.4267751922882297,0.6049962980534929,3.1
32,1.3915276833724213,1.2735601083841237,0.6110978068205096,3.2
33,1.341496957804169,1.1388031263459188,0.6370668918397682,3.3000000000000003
34,1.2776795453383478,1.02649887430808,0.678356985709922,3.4000000000000004
35,1.2079442094477042,0.938038378927226,0.7295819229959302,3.5
36,1.1382274086695758,0.8731095457119139,0.7838161853452909,3.6
37,1.0730098213669899,0.8293130012190659,0.8344078392052608,3.7
38,1.0157017311885255,0.8029433309641006,0.8781039480900725,3.8000000000000003
39,0.9689726373967115,0.7907319378755575,0.9164831710767481,3.9000000000000004
40,0.9347310906434038,0.7904538369774013,0.9538901563155984,4.0
41,0.9135312887493291,0.800110524548582,0.9932656730520756,4.1000000000000005
42,0.9039206967423581,0.8170130420199931,1.0331929317123476,4.2
43,0.9027848103757058,0.8377287574910981,1.0685293645522254,4.3
44,0.9067903931289076,0.8592155371776472,1.0941972632175754,4.4
45,0.9136607439794809,0.8805171912794382,1.109093200171451,4.5
46,0.9224002140636409,0.9030752560482014,1.1167736239704689,4.6000000000000005
47,0.932917007961449,0.9286266254373087,1.1223283475162429,4.7
48,0.9454659504461326,0.9565257085554865,1.1283318725639455,4.800000000000001
49,0.9598588839167335,0.9832912390097123,1.1332656618903707,4.9
50,0.9748227336280391,1.0048501813244144,1.1331734428692792,5.0
51,0.9883166608208988,1.0192078213472218,1.1249071942179913,5.1000000000000005
52,0.9987760507838563,1.0270637990304465,1.1082251816889521,5.2
53,1.006188313547153,1.0302777183854694,1.0850110837324682,5.300000000000001
54,1.0120228783685024,1.0303226098349885,1.0572742229135756,5.4
55,1.0179932241976724,1.0281837582048214,1.0272469098594696,5.5
56,1.0244822741123927,1.0248862055533807,0.998852332354781,5.6000000000000005
57,1.0299805315743222,1.0213898734866507,0.9766093150563675,5.7
58,1.0323008177804776,1.018131482937764,0.962299345688614,5.800000000000001
59,1.030514761912136,1.0150855717021132,0.9539330095263577,5.9
60,1.0256788931964438,1.0122273660351133,0.948386696269957,6.0
61,1.019812930607029,1.0096905697992404,0.9443611882187234,6.1000000000000005
62,1.0143783218967386,1.00751513408743,0.9427752833613431,6.2
63,1.0096628586244476,1.0055933695461787,0.9446571517410234,6.300000000000001
64,1.005231981773392,1.0039703940622444,0.9488707294404166,6.4
65,1.0006162329980364,1.0028934613287293,0.9524353085701238,6.5
66,0.9956752898541944,1.0024084884686015,0.9534540828740588,6.6000000000000005
67,0.9907400304579967,1.002173420459751,0.9532414037456699,6.7
68,0.9865651988712606,1.0017861287597967,0.9548608606136227,6.800000000000001
69,0.9839660877272934,1.0011161877893362,0.9599558561270315,6.9
70,0.9833278304732077,1.0003705715979272,0.9678202253617818,7.0
71,0.9843753203308,1.0000363851723086,0.9771828520267263,7.1000000000000005
72,0.9863746522195711,1.0005743395064495,0.9875777605823693,7.2
73,0.9885059633785468,1.0019179736892376,0.9986931355303077,7.300000000000001
74,0.990052155590872,1.0033954917713388,1.0093202746244725,7.4
75,0.9904724444105122,1.004255454223751,1.0174649588840148,7.5
76,0.9896801408466814,1.0041990631477975,1.021275801577143,7.6000000000000005
77,0.9882644099374321,1.0034177951879208,1.020015289368478,7.7
78,0.9871136129108383,1.0022329407865873,1.014824478845803,7.800000000000001
79,0.9867732289286315,1.0007842034507506,1.0084454609938955,7.9
80,0.9874265193219955,0.9990847385820457,1.0034101942287623,8.0
81,0.9893086634639472,0.9973826124872258,1.0002547965272632,8.1
82,0.9925808964084925,0.9964429456984627,0.9977221378902956,8.200000000000001
83,0.996738407096293,0.9972429174864338,0.9944604711286581,8.3
84,1.0006374201963255,1.0001343796754945,0.9902093181443358,8.4
85,1.003345909162537,1.0043679917321915,0.9857183547689803,8.5
86,1.0048019208946106,1.0086176937642801,0.9819196892172255,8.6
87,1.0055874543671661,1.011911649594711,0.9789769480270731,8.700000000000001
88,1.0062197270513609,1.0140368430018045,0.9759312961259006,8.8
89,1.0066931169448827,1.0152690322979945,0.9715434687671064,8.9
90,1.006578252919518,1.0158745741025101,0.965598106319047,9.0
91,1.0054618809781226,1.0158000104069864,0.9592209202004126,9.1
92,1.0033407817830866,1.0146999446493115,0.9539363992472637,9.200000000000001
93,1.000674409322887,1.0122368418928225,0.9504662107706154,9.3
94,0.998079977204898,1.008494816364019,0.9483163529704034,9.4
95,0.9959555715146506,1.0042655709433914,0.9465279643388868,9.5
96,0.9943591201578577,1.000882222770245,0.9448658451213937,9.600000000000001
97,0.9931749699873685,0.9995031132806579,0.9440624421031685,9.700000000000001
98,0.9923159354995038,1.0003021404235484,0.9448031799272666,9.8
99,0.9917598789257789,1.0022647045365007,0.9466585619372435,9.9
100,0.991491780673335,1.0038155605583212,0.9482066693195799,10.0
