,Li-Li,Li-Ca,Li-Si,Ca-Ca,Ca-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,5.736018166541973e-07,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,6.765207023507147e-06,2.520711108343641e-07,2.520711108343641e-07,0.0,0.0,0.0,0.8
9,4.273878711269397e-05,1.643710119211572e-06,1.8669980236184827e-06,0.0,0.0,0.0,0.9
10,0.00021305646125575992,8.347448761009588e-06,1.3786814746392097e-05,0.0,0.0,1.1950037846962445e-06,1.0
11,0.0008560291486643721,3.3193554319176964e-05,7.889654060033324e-05,0.0,0.0,2.2807741941915143e-05,1.1
12,0.0028449357930874584,0.00010447162191603691,0.0003726735423313074,0.0,0.0,0.00019911174142629034,1.2000000000000002
13,0.008004088887380901,0.0002643383054942367,0.001508639950639516,0.0,1.7559239285332576e-06,0.0011878881792310662,1.3
14,0.019508050450924314,0.0005678199373669126,0.005290490777300732,7.999612112429403e-07,1.4383253434915621e-05,0.005540866649914887,1.4000000000000001
15,0.04211451240276913,0.0011547042585420858,0.016114663410247886,5.70434341566003e-06,8.776575581646735e-05,0.02111427701168564,1.5
16,0.08202212097517676,0.002531854449054507,0.042706746457753256,3.1241294880781226e-05,0.00042218629091045416,0.06673402017122013,1.6
17,0.14580671028832773,0.0060946428859759375,0.0988793549204058,0.00013425761021255525,0.0016607105910431692,0.17660195943189214,1.7000000000000002
18,0.23815334029445767,0.014640619994545214,0.20130640217580417,0.0004643092589320766,0.0055250329486002635,0.39452027743836254,1.8
19,0.35889576206467916,0.03251910068677786,0.36312610299817843,0.0013248714326507558,0.015913027498387407,0.7504755759571939,1.9000000000000001
20,0.5012211375709485,0.06526271332028798,0.5849763096578878,0.0032180201585605924,0.04040263082564484,1.2272019878773879,2.0
21,0.6531884688363712,0.11887327984496814,0.8486032747581147,0.006919096554972492,0.0913941863165803,1.7432358078546109,2.1
22,0.8025814574040973,0.19879717080369938,1.1190253339755734,0.013681588114527105,0.18512139584975112,2.176468079664594,2.2
23,0.9409442801603758,0.30806890078733856,1.3560318744155557,0.02556618795039418,0.3367055095758461,2.4203600871123987,2.3000000000000003
24,1.0627094865026303,0.44432541872899717,1.5285716993830976,0.04571363373067139,0.551776571294127,2.433718599729132,2.4000000000000004
25,1.1616531766238587,0.5976257120067515,1.623927357853343,0.07854015591194279,0.8189288222552019,2.250068054558121,2.5
26,1.2304858642988796,0.7524135120851463,1.6481482299699857,0.12996108561310898,1.1089762976072655,1.9486912868198627,2.6
27,1.2648294380255753,0.8936843417763889,1.6191847512252864,0.20716289435510726,1.3836383399940324,1.6149645715170766,2.7
28,1.2673561186540403,1.012426134712834,1.5572586552913301,0.31664302364403,1.6090446902785183,1.3125224309869514,2.8000000000000003
29,1.2477392421574887,1.1059993695897943,1.478150467130023,0.46007488605602226,1.7653314312784212,1.0732365136406823,2.9000000000000004
30,1.217822823873748,1.174875268237719,1.3917603597183206,0.630311387401179,1.8476701469412924,0.9017888077382795,3.0
31,1.1857176141056733,1.2202673609526218,1.3036551216424976,0.8116173290721366,1.8615176123325257,0.7878331416285614,3.1
32,1.1538637374444838,1.2444107685711114,1.2171492819394483,0.9854181389489484,1.817429661411799,0.7173981260788754,3.2
33,1.122129956685609,1.251148656851856,1.1353390495070328,1.1371719160208964,1.728157529298489,0.6786076883593937,3.3000000000000003
34,1.0915190807061008,1.2445052487198476,1.0623157247198407,1.258334002313278,1.6076928034411357,0.6624700457434742,3.4000000000000004
35,1.0642684472087525,1.226750371903616,1.0024390660290072,1.3433183191665543,1.470828890614143,0.66219164484898,3.5
36,1.0419334260689694,1.1990272546230134,0.9582525676335094,1.387659808535498,1.3321850563920847,0.6730282499813122,3.6
37,1.0246639105401723,1.1638848026078648,0.9292811595499861,1.3909221642657792,1.2045209395885652,0.6924272479333825,3.7
38,1.0113547747136524,1.1258956559458286,0.9129605161483616,1.3602150292082325,1.0969380616493971,0.7190666735851471,3.8000000000000003
39,0.9994540804101907,1.0893172827771518,0.9063249708598837,1.308630603789937,1.0137410767606634,0.750706080285314,3.9000000000000004
40,0.9858671699482255,1.0560527627605851,0.9065571410075338,1.2488787544691684,0.954476642629632,0.783173109591935,4.0
41,0.9695709298354235,1.02635339835324,0.9104961476438214,1.187622227252282,0.9149736177160138,0.8123713833729495,4.1000000000000005
42,0.9531510272119452,1.0005772252869494,0.9149259901482303,1.1254167600031018,0.8891269300128468,0.8370021703006462,4.2
43,0.9411525912810769,0.9795152691706069,0.9181427276909574,1.061932037386728,0.8714449003898119,0.8582973035725382,4.3
44,0.9371150460001687,0.9636173658880614,0.9208883393957668,1.000693489182685,0.8594926622645918,0.8776788086613422,4.4
45,0.9418901560877622,0.9529563104129503,0.9252544979864628,0.9485174383214147,0.8540566553317956,0.895837492398815,4.5
46,0.9535124852993406,0.9480026623197798,0.9326067987565169,0.9113774875515209,0.8564699201286553,0.9132721411852147,4.6000000000000005
47,0.9682179411626975,0.9495554916933073,0.9425004060935126,0.8914001410366412,0.8660029868698654,0.9302248745367898,4.7
48,0.9824316225712408,0.9573574667954351,0.9532434022527024,0.8866612684320314,0.880040957888579,0.9463005954968183,4.800000000000001
49,0.9942890053130943,0.9692499696671482,0.9631140047545205,0.8928925763219094,0.8959892534624204,0.960943626711708,4.9
50,1.0031540199955038,0.982208335395364,0.9710087847082546,0.9057750649751113,0.9122859373495199,0.974157279546671,5.0
51,1.00833786346233,0.9940189326811901,0.9764814430025517,0.9223022778652353,0.9281149867798195,0.9864721445270139,5.1000000000000005
52,1.0092347809796045,1.003845004566239,0.9797991883293877,0.9404470584194535,0.943008000772249,0.9984087950551607,5.2
53,1.0062808663691458,1.0115750366078837,0.9819799785030986,0.9581344845383643,0.9566475995435809,1.0097452153008806,5.300000000000001
54,1.000962929141065,1.017055965988171,0.9844179201636327,0.9732137929665913,0.96858164140846,1.0189711879468908,5.4
55,0.9951399960160591,1.0199750631532603,0.9881476049884937,0.984667492623474,0.9782984296860285,1.0242839321967758,5.5
56,0.9904851639436533,1.0202932789117525,0.9932360246892512,0.9935929759122529,0.9860737923245261,1.0259095015146455,5.6000000000000005
57,0.9877935243720551,1.0187363401412575,0.9988151383758715,1.0023525686317205,0.9934990847919944,1.026475878478137,5.7
58,0.9864182667254879,1.0169453263676251,1.003946482629088,1.012284773003272,1.0024874293821548,1.0278718525993744,5.800000000000001
59,0.9849522237738524,1.0169521260436225,1.0085100913154497,1.0222332212062188,1.0135275158278259,1.0285502059519824,5.9
