,Si-Si,Si-Te,Te-Te,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,5.91069602273587e-07,0.0,0.0,1.0
11,9.218091806190495e-06,0.0,0.0,1.1
12,7.795648354511386e-05,1.595887926138685e-07,0.0,1.2000000000000002
13,0.0004663419429453531,3.863308567246902e-06,0.0,1.3
14,0.002194701313255429,3.635249338875819e-05,0.0,1.4000000000000001
15,0.008493100233457802,0.00022970203483741318,1.0860484941586514e-06,1.5
16,0.027499092087734187,0.0011205391915144426,1.4396412114451101e-05,1.6
17,0.07520941107707349,0.004456355925676672,9.928836360977113e-05,1.7000000000000002
18,0.1751463483639943,0.014736891609661552,0.0005169629374118475,1.8
19,0.3502255739899822,0.040975041150386395,0.002156236458063764,1.9000000000000001
20,0.6070413632066873,0.09674836182805688,0.007389184637836298,2.0
21,0.9219273443684501,0.1960144319311138,0.021147551768891448,2.1
22,1.241792080442083,0.3447582533489245,0.05121728183973928,2.2
23,1.503473291431134,0.5333330227464597,0.10646576121302148,2.3000000000000003
24,1.660564042390453,0.7362437948207081,0.19283317616169932,2.4000000000000004
25,1.7009706152163186,0.9212737414085647,0.3093777945455307,2.5
26,1.6459713760016894,1.0624577872686198,0.4477800560479967,2.6
27,1.5343094686570422,1.1486331117040498,0.596025192072843,2.7
28,1.403300265854004,1.1834882680753207,0.7426815891924545,2.8000000000000003
29,1.2780169709216291,1.1795892154909466,0.8782698003002395,2.9000000000000004
30,1.1709235195854855,1.1517682671994605,0.995060764598843,3.0
31,1.0863753231808986,1.1130681433547578,1.0881773455078048,3.1
32,1.0241871027540268,1.0731841041188643,1.1569575130380048,3.2
33,0.9814300712609109,1.0383547870088206,1.2038474668919243,3.3000000000000003
34,0.9541310317055051,1.0119197384728833,1.2317789165783828,3.4000000000000004
35,0.9389051821756523,0.9949305857692232,1.2434396217735177,3.5
36,0.9333253046173827,0.9866058332012455,1.242767751431286,3.6
37,0.9352929881990948,0.9848314729027071,1.2350484761403646,3.7
38,0.9427497135489991,0.9867401775974064,1.2238084706746803,3.8000000000000003
39,0.9538673551757176,0.9892604492912019,1.2080991335575872,3.9000000000000004
40,0.9669023717087571,0.9898562227735938,1.1844527031069316,4.0
41,0.9798632147080114,0.9874159106323648,1.151786214736555,4.1000000000000005
42,0.990816018864072,0.9827496447430024,1.1128748639596,4.2
43,0.99858345475675,0.9781417761270205,1.0708141588676752,4.3
44,1.0028505961201044,0.9760410475068708,1.0266145435362797,4.4
45,1.003731152363621,0.9776237290650077,0.9821480051139017,4.5
46,1.0017192225050886,0.9822184656298503,0.9433251290340431,4.6000000000000005
47,0.9980607655038047,0.9878936437812289,0.9173699309924834,4.7
48,0.9945652620761073,0.9925711790297441,0.9070523667943352,4.800000000000001
49,0.9926233909862529,0.9949847563856024,0.9088630939348852,4.9
50,0.9924089140370764,0.9952320119132021,0.9163522997090041,5.0
51,0.9930325292517564,0.9946317895234718,0.9244439193489625,5.1000000000000005
52,0.993303725016766,0.9948044760921844,0.9312828109583685,5.2
53,0.9924039489377182,0.996701054825777,0.9375002543162602,5.300000000000001
54,0.9902446211552072,1.0003735844197632,0.9445761942395743,5.4
55,0.9875483409733009,1.005294396963461,0.9536698319668088,5.5
56,0.9855280932608821,1.0106495371377622,0.9652573809496859,5.6000000000000005
57,0.9851457230620078,1.0156113992115379,0.979114847007361,5.7
58,0.9863948947690319,1.019700915874356,0.9941399466393591,5.800000000000001
59,0.9881732800758654,1.0228304150290624,1.008120640410169,5.9
60,0.9889395084158488,1.024953891063974,1.0181276078743342,6.0
61,0.98776556385596,1.0259325876854315,1.0220055263453298,6.1000000000000005
62,0.9850354261287019,1.0258642491502585,1.0199482618274738,6.2
63,0.9821718515317868,1.0253685455452568,1.0141798176575902,6.300000000000001
64,0.9805103493294934,1.0252843402802947,1.006534854811534,6.4
65,0.980334199465583,1.0259366305116497,0.9968374662238727,6.5
66,0.9810034154658427,1.0267259453862674,0.9842481528978276,6.6000000000000005
67,0.9817734076915294,1.0265113362173137,0.9695856026025177,6.7
68,0.9822089263818613,1.0244803250912071,0.955521816406893,6.800000000000001
69,0.9821063586818726,1.0207625041070045,0.9449112416660245,6.9
70,0.9815945146575605,1.0163827184605416,0.9394676118216998,7.0
71,0.9813201913815969,1.0126812702965458,0.9395979190924704,7.1000000000000005
72,0.9820445068809395,1.010618084568492,0.9446756263238661,7.2
73,0.9838793418720936,1.0104097715338047,0.9531643113767002,7.300000000000001
74,0.986163525152576,1.0116174474846704,0.9627291656893533,7.4
75,0.988199857360675,1.0134828064129675,0.9707178094177261,7.5
76,0.9899428301790257,1.015383475082213,0.9751610932689183,7.6000000000000005
77,0.9918275039167405,1.0171172010083593,0.9757937771608878,7.7
78,0.9939882030310202,1.0186569802333656,0.9740552312523492,7.800000000000001
79,0.9958135427475415,1.0197462149729846,0.971793706420171,7.9
80,0.9963533683753671,1.020044416472632,0.9698396494121688,8.0
81,0.9950983110788192,1.019597018246204,0.9677783088629099,8.1
82,0.9923351205922026,1.0188588883043181,0.9650357517388629,8.200000000000001
83,0.9888799519854387,1.018303883587916,0.9621361237708334,8.3
84,0.9855959925456313,1.0182246827543766,0.9607805201864484,8.4
85,0.9830664706439475,1.0187330129966268,0.9625564139490992,8.5
86,0.981501790699924,1.0196728995545565,0.9676047371305648,8.6
87,0.980852202315305,1.0206206417622974,0.9744934182768399,8.700000000000001
88,0.9810060251190829,1.0211648960236073,0.9811308539756973,8.8
89,0.9818546168160301,1.0211159582678946,0.9857693947315722,8.9
90,0.9831284575384682,1.0204022096181136,0.9875949367526755,9.0
91,0.9842483812682066,1.0189708473040953,0.9869153030249224,9.1
92,0.9845750803632548,1.0168571937172672,0.9848740432316074,9.200000000000001
93,0.9840184719603403,1.014169906508871,0.9827588928473276,9.3
94,0.9833276673581849,1.011055469880112,0.9814680706124753,9.4
95,0.9835363704415796,1.0078870115513308,0.9814456932880504,9.5
96,0.9850492679614682,1.0052782855136306,0.9827006711552935,9.600000000000001
97,0.9873472174372961,1.0035546356433434,0.9847422101320451,9.700000000000001
98,0.9895311419546037,1.0024030612779078,0.9867852705250043,9.8
99,0.9910086589112533,1.0013979815170655,0.9882376017298736,9.9
100,0.99168741441751,1.0006731717412418,0.9889367570996859,10.0
