,Li-Li,Li-Sn,Sn-Sn,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,2.085765888270413e-06,0.0,0.0,0.7000000000000001
8,1.4386556088439315e-05,0.0,0.0,0.8
9,7.62820156597721e-05,0.0,0.0,0.9
10,0.00031674455994418584,1.0346060953722284e-07,0.0,1.0
11,0.0010506485905973759,1.1389309886006963e-06,0.0,1.1
12,0.0028351862123969793,9.721971405322972e-06,0.0,1.2000000000000002
13,0.006439304900585771,6.870862313367494e-05,0.0,1.3
14,0.012969700162166998,0.0003695946428842539,0.0,1.4000000000000001
15,0.024652889125878708,0.0016484032547222443,1.3940779296433353e-06,1.5
16,0.04605602719379225,0.006200248192302254,1.8285591691469155e-05,1.6
17,0.08422233141297737,0.01981392873838912,0.0001439904445419885,1.7000000000000002
18,0.14632796829094125,0.05397066303370195,0.0008150276483181298,1.8
19,0.23584575625292836,0.12594703835110294,0.003669493953694538,1.9000000000000001
20,0.35016446496538695,0.2537767813548125,0.013615541387545902,2.0
21,0.4813411275709085,0.44597357074666344,0.042261159432551,2.1
22,0.6185549695021633,0.6914973748654575,0.11059940381386867,2.2
23,0.7500176933795399,0.9582207683406532,0.24569408814466373,2.3000000000000003
24,0.8645768072049916,1.2035318371245485,0.4667567142513502,2.4000000000000004
25,0.9543987349096553,1.39150196843308,0.7651478006308424,2.5
26,1.017602649874967,1.5057662651200998,1.0945953654151732,2.6
27,1.0580803887791528,1.5508764235884673,1.3857969786176545,2.7
28,1.0822399487101015,1.5437129086326666,1.5788293300389482,2.8000000000000003
29,1.0953968918628354,1.5028560822188073,1.6490374504685374,2.9000000000000004
30,1.1001881973975214,1.442787314558321,1.6096921380073745,3.0
31,1.0976048131518212,1.3733850817848685,1.4968920348836274,3.1
32,1.0892689755893614,1.3010288870727469,1.351763777785674,3.2
33,1.0781266870245478,1.2294986816940234,1.2081624060591474,3.3000000000000003
34,1.0665011034808864,1.1611486473046657,1.0867422176435186,3.4000000000000004
35,1.054494406103686,1.0981190940920564,0.9946494169945849,3.5
36,1.0413301586457222,1.0426136171484262,0.929182401653066,3.6
37,1.0275638751746359,0.9964302721110223,0.8829131833397857,3.7
38,1.0148982976632457,0.9605119526986716,0.8485437897698788,3.8000000000000003
39,1.0042159876357428,0.9348997089947028,0.822365630493377,3.9000000000000004
40,0.9948453265185436,0.9190429189042916,0.804768337977705,4.0
41,0.9859725205456163,0.9120531758663327,0.7976883691826998,4.1000000000000005
42,0.9783312261206886,0.9126328417531834,0.8016998887166369,4.2
43,0.974129066679199,0.9190505584350284,0.8153984081791394,4.3
44,0.9751356348767618,0.929520606861861,0.8363000982706559,4.4
45,0.9808141721384855,0.9424937705192853,0.8611811023673375,4.5
46,0.98840823772943,0.956400571311001,0.8862993948245297,4.6000000000000005
47,0.9949808295072055,0.9695073458534365,0.9087822772940295,4.7
48,0.9992883834136941,0.9806454029485564,0.9280417839015086,4.800000000000001
49,1.0018908398244248,0.9901911357767288,0.9453809259635013,4.9
50,1.0040618780556727,0.9998506380525863,0.9623175679453682,5.0
51,1.0068742210972372,1.0109709539543137,0.9793607558773193,5.1000000000000005
52,1.010809181262444,1.0228276440645072,0.9956485939995239,5.2
53,1.0155452405456677,1.0327448187517647,1.0090732616126719,5.300000000000001
54,1.019856009703706,1.0381277899934203,1.01702088862825,5.4
55,1.0220470025615458,1.0384151814796172,1.0177362391859313,5.5
56,1.021099200328971,1.035024766747786,1.011709064997972,5.6000000000000005
57,1.0175981203068911,1.0296604522385815,1.002072726127709,5.7
58,1.01323623527845,1.0230367493550696,0.9931846264586622,5.800000000000001
59,1.0092868659274912,1.0152109142240662,0.9881124351810846,5.9
60,1.0057410777852385,1.0067750136747184,0.9871687645044477,6.0
61,1.0017940326218104,0.9992187177323457,0.9885628295215935,6.1000000000000005
62,0.9967955691293778,0.993942752465295,0.9899524131210816,6.2
63,0.9908449988106388,0.9912225830855347,0.9896998351293501,6.300000000000001
64,0.984820878968458,0.9903206876763352,0.9877710338003566,6.4
65,0.9798909631523253,0.9902627075588064,0.985803925196914,6.5
66,0.9767795156433337,0.9902302953180063,0.9856184166972797,6.6000000000000005
67,0.9753091676893266,0.9895896506521621,0.9873586634572006,6.7
68,0.9746024601171803,0.9881312041819136,0.9895081403257101,6.800000000000001
69,0.9739071716119712,0.9863467658543,0.9909659720740451,6.9
70,0.9733096212991196,0.9851716051031402,0.9927358667075562,7.0
71,0.9734482847696686,0.9854335072947871,0.9970030334551103,7.1000000000000005
72,0.9745447824128454,0.9875645846047322,1.0043887786200552,7.2
73,0.9760778612779412,0.9915105279104537,1.0125132808948463,7.300000000000001
74,0.9775694002432779,0.9966201017224459,1.017705136747116,7.4
75,0.9793411196115299,1.001737897494237,1.0180484213510284,7.5
76,0.9821084003390702,1.00567985201766,1.0145702354658688,7.6000000000000005
77,0.9858910655408748,1.007775694699038,1.009810746919905,7.7
78,0.9897065086661577,1.0081084538438325,1.0057168028168233,7.800000000000001
79,0.9924404318387959,1.0073792883726869,1.0027901529861785,7.9
80,0.9936504941712158,1.0064953416464126,1.0006050349037507,8.0
81,0.9934455263528067,1.0060653054952788,0.9986972978313023,8.1
82,0.9921202947724566,1.0061590232970135,0.9969775546823747,8.200000000000001
83,0.9901757454782676,1.0064743568014556,0.9954887360464917,8.3
