,Li-Li,Li-Mn,Li-Si,Mn-Mn,Mn-Si,Si-Si,r
48,0.9731526459868558,1.0898194585226701,1.0517369017966,1.0448242007511928,1.06398537995199,1.0990727786370322,4.800000000000001
49,0.9750011328212576,1.082245686222218,1.0454294512268303,1.023884013097542,1.0465845170685484,1.0726764666660487,4.9
50,0.9770813438828664,1.0723195816323587,1.0376006580480708,1.003756686646874,1.0271855229067521,1.0449292933466685,5.0
51,0.9756608105584882,1.06161252281102,1.028977943394321,0.9859211765005315,1.0073462169393026,1.020519182306138,5.1000000000000005
52,0.9688791407769084,1.0508041330947233,1.0198508783256715,0.9706389395542832,0.9884096759499875,1.0010937701177542,5.2
53,0.9577885724420434,1.0401018578689016,1.0104349895810651,0.957669101263963,0.971976173687135,0.9858283557744699,5.300000000000001
54,0.9450341750000586,1.0300039765920541,1.0012664260910427,0.9472065254241001,0.9598005192395754,0.9732742400452975,5.4
55,0.9332618739564824,1.0216176901989968,0.9932117549170472,0.939733998863252,0.953015954961583,0.9626900346970191,5.5
56,0.9242372096775062,1.0160131550280074,0.9871956856399265,0.9352874058270529,0.9514402838282227,0.9542185536905294,5.6000000000000005
57,0.9186344199540695,1.0132483376147465,0.984015633763994,0.9334137885882029,0.9537286123621432,0.9484390525250004,5.7
58,0.916299334905927,1.012425280351056,0.9840731619748916,0.9338332464273387,0.9583696214523036,0.9458724157371577,5.800000000000001
59,0.9165875910260802,1.0129971646376745,0.9869517280807688,0.9368311170333564,0.964738937142476,0.9466475581382253,5.9
60,0.9184492356109006,1.0157679330422036,0.9914542196182972,0.9428208588194568,0.9731767406389744,0.9505701827518634,6.0
61,0.9205196275625579,1.0220698989839285,0.9962874919801684,0.9514434980403068,0.9838978237023489,0.9575052190786637,6.1000000000000005
62,0.921694871691778,1.0317518636680212,1.0006446850807762,0.9611764871330224,0.9958472774952637,0.967229631580783,6.2
63,0.9219475073413087,1.0423431534849668,1.0042926809272907,0.9701258921198022,1.0068776951909462,0.9787027421596092,6.300000000000001
64,0.9225089543950237,1.0506211132485874,1.0073785568085207,0.9772727774312976,1.0151413546476162,0.9900603118466373,6.4
65,0.9250033735869736,1.0549301607157515,1.0101067127889303,0.9827145356601369,1.0201230330066862,0.9997864647535022,6.5
66,0.9300722210782372,1.0558799780060357,1.0124307854299506,0.9867858782160213,1.022348724227048,1.0075357032535825,6.6000000000000005
67,0.9366160289287699,1.0551494508508326,1.014084894853576,0.9894061499918796,1.0225755356623343,1.0134909576325986,6.7
68,0.9425502053263649,1.0539585773266786,1.0148744109236867,0.9902441639406208,1.0214905531966723,1.0174318619057745,6.800000000000001
69,0.9463874139443943,1.0525248944885977,1.0148034189714858,0.9890946067246164,1.0197214323345494,1.0189271266931164,6.9
70,0.9478808071617755,1.0505686897967124,1.0139834945194863,0.9860805515236625,1.0176397968662425,1.0179760498590917,7.0
71,0.9473532717505899,1.0480537238052388,1.0125854907799214,0.9818215810496622,1.0152683408386194,1.0149261824551759,7.1000000000000005
72,0.9450582259945958,1.0453374463023075,1.0107501182769887,0.9773657683852432,1.012607151651791,1.010125770695758,7.2
73,0.9414714973867604,1.0427241573686563,1.0083125703542788,0.9735805654870415,1.0098599718436643,1.0041414679789575,7.300000000000001
74,0.9376971862800668,1.0401314202902907,1.0047350742000816,0.9704985471404277,1.0071395167706367,0.9980188541947823,7.4
75,0.9349908421088804,1.037336994811811,0.9996728431342758,0.9674807566256829,1.0041596183630606,0.9929127127479298,7.5
76,0.9337985234383995,1.0344490030675875,0.993711607661419,0.9640666711978785,1.0005582962941364,0.9893821045909574,7.6000000000000005
77,0.9334741991118765,1.0319342990524025,0.9883216814830388,0.9604227594961575,0.996574707724783,0.9870624414818916,7.7
78,0.9330636467302774,1.030145654978985,0.984916732981343,0.9570190353836003,0.9931509556923473,0.9851389841655954,7.800000000000001
79,0.9323115096090566,1.0289385281087222,0.9839880735387021,0.9543057997810737,0.9912170893575508,0.983202034759581,7.9
80,0.9318560031265557,1.0278023245319616,0.9851336582807566,0.9527720435579157,0.9909785367670249,0.9814695509248332,8.0
81,0.9325707253473231,1.0263511078989085,0.9877833169666682,0.9528894103583712,0.9919325659044435,0.9801836191802387,8.1
82,0.9349293958092338,1.0246830531112703,0.9917150435627273,0.954784457894715,0.9934400244492274,0.9791635460079847,8.200000000000001
83,0.9390612826890924,1.023330861630798,0.9968246195884433,0.9580918109663173,0.9952396270145912,0.9780867057178325,8.3
84,0.9451087009665118,1.0229244814669378,1.002609689271398,0.9621735865834332,0.9974967814125212,0.9769975664833557,8.4
85,0.9529976107221522,1.0238446161187993,1.008240815944037,0.9664951881915689,1.0004782618865933,0.9763957956217465,8.5
86,0.9616839402754127,1.0260423989933034,1.0132104025702247,0.9709244867197389,1.0043153158422276,0.9768193729582412,8.6
87,0.9691062205680734,1.0290359563922766,1.0176306131951578,0.9757025184483955,1.0091066921096348,0.9783224226280304,8.700000000000001
88,0.9734476352592961,1.0320134001654189,1.0217027671792354,0.9809911514772035,1.0149578959588088,0.9803120492884473,8.8
89,0.9744377316954034,1.0340288920663065,1.0250739775104805,0.9865073317371488,1.021544376602697,0.981825600525263,8.9
90,0.9731732455104406,1.0343160737260846,1.0269976321773444,0.9917483083057141,1.0276760850687299,0.981979425706348,9.0
91,0.9708753507401177,1.0326449974671217,1.0271219910414748,0.9963947889293192,1.0316610543467817,0.9803456271832235,9.1
92,0.9681422643090865,1.0294501136194945,1.0258735330757376,1.0002228222555882,1.0323122943811636,0.9771930893788771,9.200000000000001
93,0.9652061922388058,1.0255359920272595,1.0239865859071893,1.0027587925767034,1.0296109717548882,0.9734630619504702,9.3
94,0.9624493388093298,1.0215497610745876,1.0218757622966879,1.003362993115818,1.0245021964101282,0.9702230893582406,9.4
95,0.9605127973533047,1.017652491421775,1.0195993375615504,1.0017578705352432,1.0182600045734576,0.9678707926456106,9.5
96,0.9599419607090491,1.013630450657533,1.0172791153544378,0.9984156860893535,1.0120319831215323,0.9659291584324773,9.600000000000001
97,0.9607313770847014,1.0093454103771702,1.0153254439973787,0.9944220440178007,1.0066491345416815,0.963735983067656,9.700000000000001
98,0.9622751431868198,1.0051378991268243,1.0141607500902292,0.9909306044598006,1.002539505372539,0.9612391267899634,9.8
99,0.9637805967429595,1.0017623313777007,1.0138021032949236,0.988613672337336,0.9997976753335682,0.9590206453247105,9.9
100,0.9646666741226704,0.9999120549048672,1.0138335816745059,0.9875406865595305,0.9984153668037702,0.957737102325203,10.0
