,Si-Si,Si-Bi,Bi-Bi,r
85,0.9162047693405379,1.0374149159110506,0.9797453792065058,8.5
86,0.9289607232586853,1.035730756265874,0.98355462838956,8.6
87,0.943615937770896,1.0321850861624042,0.9867360594094226,8.700000000000001
88,0.9549835267073287,1.0272033249075103,0.9898003758237881,8.8
89,0.959720319868004,1.0218861536500494,0.9933318511338817,8.9
90,0.9576143255563061,1.0171321668265685,0.9972948776039988,9.0
91,0.9508373658023386,1.0132163709741002,1.000845544698368,9.1
92,0.941743208932973,1.0102753523674617,1.0028799314267638,9.200000000000001
93,0.9314465486872714,1.0088344239561438,1.002998015728578,9.3
94,0.9205336596240811,1.009470127226695,1.002035203865463,9.4
95,0.9103248945685277,1.011917393721043,1.0015981846046542,9.5
96,0.9028727769272319,1.0147468025811928,1.002996922915171,9.600000000000001
