,Si-Si,Si-Bi,Bi-Bi,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,0.0,0.0,1.0
11,1.091866072590951e-05,0.0,0.0,1.1
12,0.00014913551558869002,2.9860882742828287e-07,0.0,1.2000000000000002
13,0.0010867372924490742,2.4888681694041923e-06,0.0,1.3
14,0.005769183313607958,1.7122617312645093e-05,0.0,1.4000000000000001
15,0.024436673505345133,9.337972646974676e-05,0.0,1.5
16,0.0847662463191185,0.0004260640473491813,2.7648965502618775e-07,1.6
17,0.24353509208091012,0.0016740661978743912,7.026602783546996e-06,1.7000000000000002
18,0.584390998535334,0.0057489173141157405,7.078253813908631e-05,1.8
19,1.1809212030526344,0.01737869676061306,0.00044398829940774396,1.9000000000000001
20,2.0272093184703945,0.04621352597696476,0.002155340750190112,2.0
21,2.984049979301301,0.10780231118198454,0.008480075785289231,2.1
22,3.8050302466441535,0.22030239402333993,0.02755116671076547,2.2
23,4.251030737015187,0.39500349488832537,0.07467133234966604,2.3000000000000003
24,4.217221934082107,0.624540452908627,0.17055772115872284,2.4000000000000004
25,3.7769201391572125,0.8785808797768603,0.3321264360325787,2.5
26,3.118568342874191,1.113698945145409,0.5587166493454696,2.6
27,2.4384460667175034,1.291907381716596,0.8241550943203068,2.7
28,1.866708527968289,1.394546737083764,1.0836275122604406,2.8000000000000003
29,1.4528171546245618,1.4239301819823587,1.2924604032356413,2.9000000000000004
30,1.1889825253005784,1.39571441827682,1.423938439454743,3.0
31,1.041916118199216,1.329463458354031,1.4757232396022548,3.1
32,0.9753586214369964,1.2428252581908337,1.464148711010506,3.2
33,0.9589008265357943,1.1502859076711356,1.4123217339219236,3.3000000000000003
34,0.9680459275719243,1.0638096678502436,1.33959926937634,3.4000000000000004
35,0.9833444469624235,0.9925325776261681,1.2580033225435587,3.5
36,0.9920313946402375,0.9411799026730754,1.175280505561609,3.6
37,0.9898941930322708,0.9092389954952873,1.0986906350874819,3.7
38,0.979962568909215,0.8927502429462774,1.0348954045411243,3.8000000000000003
39,0.9677072436353586,0.8876215214910825,0.9873010239100692,3.9000000000000004
40,0.9559516454548458,0.8911310741225053,0.954866648372978,4.0
41,0.9437125294675635,0.9007143713494505,0.9336217061640475,4.1000000000000005
42,0.9296611856422708,0.9126989964869161,0.9191000617250971,4.2
43,0.9157774604815674,0.9229206471339904,0.9079025057565955,4.3
44,0.9066964705400476,0.9283954458536402,0.8985467832772795,4.4
45,0.9057725586761584,0.9286078115935325,0.8919772329180599,4.5
46,0.9130282645473184,0.9255930790877962,0.8906377379466235,4.6000000000000005
47,0.9265419612817455,0.9226236559145079,0.8957900190439828,4.7
48,0.9440374610646315,0.9224038316939535,0.9055284665934058,4.800000000000001
49,0.963076571758212,0.9261700349663581,0.9159360827125069,4.9
50,0.9811714975682161,0.9338509562750118,0.9243364401458375,5.0
51,0.9961502122323651,0.9444719070121124,0.9312441808998659,5.1000000000000005
52,1.006473688261776,0.956476410338786,0.9391283181951402,5.2
53,1.0121823644403265,0.9680733826606703,0.9495281197255948,5.300000000000001
54,1.015781254905528,0.9775266234908152,0.9619392211130027,5.4
55,1.0209397243857097,0.9836790697694165,0.9756446815592459,5.5
56,1.029324029077088,0.98687300640459,0.9914584453006763,5.6000000000000005
57,1.0389150738708497,0.9891413684151714,1.0102847382374347,5.7
58,1.0457030975962083,0.9927238753255344,1.0301332012204472,5.800000000000001
59,1.0468667285072113,0.9981721836188742,1.0459371076047723,5.9
60,1.0426212070670449,1.0041395170554923,1.053200730784673,6.0
61,1.0353925522594007,1.0088782998011578,1.0516250140391583,6.1000000000000005
62,1.0273251671351058,1.0116904653980396,1.0447972762919946,6.2
63,1.0185487856039224,1.0132124793953359,1.0365929584491003,6.300000000000001
64,1.0076592823977462,1.0147700441991827,1.0282829343532431,6.4
65,0.9938227026567739,1.0175507319719643,1.0191068910029017,6.5
66,0.9785332540922426,1.022152030973247,1.0092424731237268,6.6000000000000005
67,0.9652365701017493,1.0284417984671224,1.0014558432275378,6.7
68,0.9572531841947408,1.035372291468041,0.9990778254102723,6.800000000000001
69,0.956130266086622,1.041060738590753,1.0023150129372373,6.9
70,0.9612938861664618,1.043700473105163,1.0071959070670689,7.0
71,0.9701995782970259,1.0427085262985625,1.0085111987659159,7.1000000000000005
72,0.9787627451223861,1.0389150857814562,1.0036124428602862,7.2
73,0.9829859493544594,1.0338209599698294,0.9935575934954415,7.300000000000001
74,0.9812252528656065,1.0288956959043762,0.9815045324564132,7.4
75,0.9746488044051135,1.0252390111290057,0.9707009459962472,7.5
76,0.9656271802476168,1.0234114281773847,0.9634438430647484,7.6000000000000005
77,0.9563423756511814,1.023405421757922,0.960615851305614,7.7
78,0.9483904437116308,1.0248315994682449,0.9614474797491425,7.800000000000001
79,0.942145651183481,1.0271883454322468,0.9639552740828933,7.9
80,0.9362007147390913,1.0300157163904033,0.966227708345204,8.0
81,0.9285911472452237,1.03286140323962,0.9676904973165759,8.1
82,0.919383907546214,1.0352496952524448,0.9691696743488635,8.200000000000001
83,0.9117313083987227,1.036859295582389,0.9717210637963696,8.3
84,0.9099321110397278,1.0376264916696387,0.9755064843018832,8.4
