,Si-Si,Si-N,N-N,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,5.258522402065744e-05,0.2
3,0.0,0.0,0.0007276310021101335,0.30000000000000004
4,0.0,0.0,0.0044793606501312925,0.4
5,0.0,0.0,0.021161048840927302,0.5
6,0.0,4.800655616720626e-06,0.07945546286850924,0.6000000000000001
7,0.0,7.490278522687076e-05,0.23746651230521268,0.7000000000000001
8,0.0,0.0005637056640904928,0.5652803757636872,0.8
9,0.0,0.003028061974903735,1.0727652346543792,0.9
10,7.414724199190254e-07,0.012896762627911788,1.6252582734584455,1.0
11,9.493343955100569e-06,0.044750517911380114,1.9698225130439084,1.1
12,6.904429102381068e-05,0.12761270786463136,1.9161852647216344,1.2000000000000002
13,0.00038917044748429283,0.30096477876057537,1.5042746196773025,1.3
14,0.001755689222047529,0.5909209644797283,0.962980910007972,1.4000000000000001
15,0.006596874542879769,0.9733674546229226,0.5148151981856163,1.5
16,0.021058096605703947,1.3578173275530696,0.24554711200402587,1.6
17,0.05771483055266506,1.6233739297476797,0.12642889761482545,1.7000000000000002
18,0.13671814515980343,1.689958132749526,0.09797815850965573,1.8
19,0.2814703354472882,1.5652408053948252,0.11960546503716375,1.9000000000000001
20,0.5069229450678934,1.3287944846973176,0.17403743285052065,2.0
21,0.8060156754226842,1.075737440766296,0.25562074666110407,2.1
22,1.1455812599629922,0.870283274213436,0.36081103867877873,2.2
23,1.4779054267276253,0.7348103611178544,0.48452458807934845,2.3000000000000003
24,1.7609329052786662,0.6640369906226867,0.6192893921650081,2.4000000000000004
25,1.9729279746414539,0.6425848691002817,0.7554511385064826,2.5
26,2.1131083305283127,0.6546074090307951,0.8824135843455176,2.6
27,2.192004242376986,0.6864849615639456,0.9909555819454723,2.7
28,2.2219902038103747,0.7273763761274957,1.075631067904081,2.8000000000000003
29,2.213334077573014,0.7698920560249614,1.1355616845034864,2.9000000000000004
30,2.1726298540566265,0.810262247332445,1.1731507875994365,3.0
31,2.1015358039060845,0.8472635941771965,1.1920853696084506,3.1
32,1.9990781696689621,0.8805389610057552,1.1961472827621888,3.2
33,1.8680312556810248,0.9096079310299532,1.1889430465596245,3.3000000000000003
34,1.7191210783136261,0.934090017480305,1.1738132838365927,3.4000000000000004
35,1.5682922211541286,0.9544836930490159,1.1535207818377875,3.5
36,1.4299056864244237,0.9723356406497694,1.129963497656562,3.6
37,1.3119755901535817,0.9893044598702788,1.1043507066996292,3.7
38,1.2164628212037372,1.005868490615519,1.0778075924140162,3.8000000000000003
39,1.1428234576469507,1.020803837385958,1.051792093038223,3.9000000000000004
40,1.0905063201237561,1.0318884504318184,1.0279195284357807,4.0
41,1.0583922684322495,1.0372904678757677,1.0074742973198945,4.1000000000000005
42,1.0432469420911272,1.036602152334652,0.991133680617449,4.2
43,1.0399129821263766,1.030845642429761,0.9790625637336544,4.3
44,1.0430492437191656,1.0217099142531556,0.9710481438733085,4.4
45,1.0484908607041499,1.0109071073391167,0.9664083577401226,4.5
46,1.0535654153265284,1.0000443344013503,0.9639936836003495,4.6000000000000005
47,1.0570628794990184,0.9905610492791054,0.962694120070446,4.7
48,1.0589762029753356,0.9832444285967473,0.9621586256202465,4.800000000000001
49,1.0597920076729581,0.9777136520721145,0.9629283767854081,4.9
50,1.0596437260390688,0.9727618446509371,0.9657154819216108,5.0
51,1.0578625927549827,0.9675924776252471,0.9704834588319152,5.1000000000000005
52,1.0532237183556206,0.9628409410386295,0.9762026521165537,5.2
53,1.0447244894758994,0.9603320050149774,0.9814723960742331,5.300000000000001
54,1.032292223737505,0.9617851301772273,0.9854604692332175,5.4
55,1.0169182429713246,0.967589073739245,0.9884129506527218,5.5
56,1.0001909482223275,0.9765432627318009,0.991308764197844,5.6000000000000005
57,0.9834106035613319,0.986563300205927,0.9949414189672469,5.7
58,0.9668745424492937,0.9957381806934054,0.9992518997598946,5.800000000000001
59,0.9503020790151351,1.0030924594456199,1.0034212977930639,5.9
60,0.934024249306333,1.00869207335877,1.0064711388398129,6.0
61,0.9191852870983667,1.0132063837520044,1.0078449181558173,6.1000000000000005
62,0.906489496606437,1.017330057851891,1.007638853406965,6.2
63,0.8953079914490123,1.0213842623448313,1.0064352676562955,6.300000000000001
64,0.8845562784610105,1.0251897329772994,1.0048903193518752,6.4
65,0.874238279019942,1.028227459887143,1.0034017526456156,6.5
66,0.8656008562484099,1.030012780192884,1.0020915679820515,6.6000000000000005
67,0.8596433635143361,1.0304714275685927,1.0009785353383371,6.7
68,0.8557824230121556,1.0300417199338685,1.0000268626741837,6.800000000000001
69,0.8522364105453912,1.0293688555105749,0.9990339806382006,6.9
70,0.8476870576632455,1.0288190905923977,0.997639888256774,7.0
71,0.8423691966625616,1.0281999040804775,0.995642027554435,7.1000000000000005
72,0.8373578827608807,1.026989230184534,0.9933092629487895,7.2
73,0.833003360109615,1.0249874896093396,0.9912652082270887,7.300000000000001
74,0.8286826368345402,1.0227522476738322,0.990010805202916,7.4
75,0.8242261197210464,1.021222648076254,0.9895789577665344,7.5
76,0.8206631193616232,1.0208721289674512,0.9896122623049841,7.6000000000000005
77,0.8189825716552749,1.0213762070815566,0.9896506726306948,7.7
78,0.8188459705104466,1.0220889179095902,0.9893615330876216,7.800000000000001
79,0.8192230721491648,1.0226308698809474,0.9886912778079563,7.9
80,0.8198052085869345,1.022981314337472,0.9879126317792751,8.0
81,0.821115513649506,1.0232329070767017,0.9874559003567631,8.1
82,0.8235163938637001,1.0234417425133444,0.987613821782004,8.200000000000001
83,0.8266691549519953,1.0236670482163004,0.9883981738009748,8.3
84,0.8299538589562678,1.023980129987491,0.9896621959201326,8.4
85,0.8331963764081874,1.0243064711426642,0.9913233575864229,8.5
86,0.8369758769137006,1.0243499687931292,0.9934000357722673,8.6
87,0.8422260290391103,1.0238281678775774,0.9958097334871446,8.700000000000001
88,0.8494328181904489,1.0227246809018473,0.9982538041431122,8.8
89,0.8581635913760682,1.0212196779679226,1.0004492506257923,8.9
90,0.8674361770068956,1.0195182928582545,1.0024213025625885,9.0
91,0.8765469641526376,1.017848116011075,1.00439159957249,9.1
92,0.8852692482843072,1.0164260666494647,1.0063316327263252,9.200000000000001
93,0.8931866030756617,1.0152559458683328,1.0077561969924023,9.3
94,0.8994385628794306,1.0140454859403347,1.0080905312786965,9.4
95,0.9035469924789747,1.0124429431431319,1.0072276160034952,9.5
96,0.9059924457367038,1.010369257871118,1.0056443190536837,9.600000000000001
97,0.9075701886949478,1.0081343981620636,1.0040009182780685,9.700000000000001
98,0.9085986766027023,1.006236483669552,1.0027286283158277,9.8
99,0.9090708130736126,1.0050118648507538,1.0019448693984303,9.9
100,0.9091617690768842,1.0044683390760274,1.0015906119287061,10.0
