,Co-Co,Co-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,5.913311431984903e-07,5.739390507514756e-07,0.0,0.9
10,7.330946439366989e-06,8.722327502146447e-06,0.0,1.0
11,5.53576912639453e-05,7.549617040077831e-05,0.0,1.1
12,0.0003128071774796134,0.0004587059659785311,3.392762434101337e-06,1.2000000000000002
13,0.0014185884944908356,0.0021936270890099458,3.853604637041243e-05,1.3
14,0.005356977937706457,0.008629341967844264,0.00025395739577076514,1.4000000000000001
15,0.01714402634552016,0.02843138943903141,0.001269640371393506,1.5
16,0.047036606474735836,0.07923306325804004,0.0050994090569978084,1.6
17,0.11160790560629706,0.18817291920298138,0.016828795167927478,1.7000000000000002
18,0.23080356443992178,0.38365516425553037,0.04624542154201756,1.8
19,0.4191516900868369,0.6768373744218639,0.107179470836645,1.9000000000000001
20,0.6738591320793044,1.042247129729873,0.21242234168630014,2.0
21,0.9676076902621318,1.414760831802565,0.36553575137398875,2.1
22,1.2536280154895185,1.7121492126528646,0.5551332386985245,2.2
23,1.4824140207112289,1.8714842875937086,0.7566932296178792,2.3000000000000003
24,1.619806063647156,1.8749246335752074,0.9409377512502333,2.4000000000000004
25,1.6556347865459766,1.75009720051279,1.0832124209887295,2.5
26,1.6013810748920951,1.5504355133906562,1.1697861651462953,2.6
27,1.482599731803291,1.330930061931073,1.2004587369342865,2.7
28,1.3304281842177856,1.1314253861705954,1.1874575869890103,2.8000000000000003
29,1.1735589785829856,0.9716814675726031,1.150553587991742,2.9000000000000004
30,1.0327591068184652,0.8555336072726022,1.1103068138062957,3.0
31,0.9197317794444253,0.7782008815894624,1.0824574167138248,3.1
32,0.8389784578355451,0.7321827652280852,1.0749494987062944,3.2
33,0.7900582209486726,0.7105215381224564,1.0872516364022369,3.3000000000000003
34,0.7694305461936871,0.7081058716579891,1.1117869951184052,3.4000000000000004
35,0.7721364728224743,0.721756639290709,1.137685074313632,3.5
36,0.7930625056541488,0.7494119617271481,1.1555395835845856,3.6
37,0.827455869422129,0.788792229342359,1.1608672581486406,3.7
38,0.8709620751897411,0.8363564083914057,1.1550991514983877,3.8000000000000003
39,0.9195593450819144,0.8874114069153886,1.1440095207175633,3.9000000000000004
40,0.9695055933682764,0.9373464934171954,1.1339835007191654,4.0
41,1.0172492459314164,0.9828968294473661,1.1280284753964538,4.1000000000000005
42,1.0593494536117098,1.0223350662339126,1.1242826553195833,4.2
43,1.0925602972603612,1.0546991045115464,1.1180116006571152,4.3
44,1.114187019832119,1.0790924052377018,1.105206805123413,4.4
45,1.1227668029780435,1.0946282707412935,1.0848032146040385,4.5
46,1.1188029640507113,1.1007320587264147,1.0581169411116718,4.6000000000000005
47,1.1047993641187666,1.09747711552609,1.026949960319297,4.7
48,1.084123971964204,1.0859048459672382,0.9931709676036895,4.800000000000001
49,1.0595157728095654,1.0681104326880155,0.9599506187376496,4.9
50,1.0326262548211005,1.0468568927993258,0.9318873526237561,5.0
51,1.0048230796714894,1.0249326383113415,0.9128308961396896,5.1000000000000005
52,0.9780673223296912,1.0046801765410325,0.9037204014910863,5.2
53,0.9548118221397022,0.9877713690965448,0.9025562307068141,5.300000000000001
54,0.9371608741754289,0.9750699316692054,0.9061029200677572,5.4
55,0.9262645968015089,0.9667768494702179,0.9118714697365471,5.5
56,0.9223591645205249,0.9630145783594461,0.919229620508758,5.6000000000000005
57,0.925057425120653,0.9641725265948933,0.9290479032793938,5.7
58,0.9334926145026632,0.9703841109371865,0.9421228138690144,5.800000000000001
59,0.9464103403608188,0.9807619743562803,0.9577415489359101,5.9
60,0.9623451769028832,0.9934724737894849,0.9737708693392741,6.0
61,0.9797570391872922,1.0065611827667729,0.987977597816852,6.1000000000000005
62,0.9969792456664107,1.0185602515421373,0.9989961907317788,6.2
63,1.012188940751144,1.0284492223158295,1.0061150071787768,6.300000000000001
64,1.0237527942045663,1.0355104785672034,1.0086384214148711,6.4
65,1.030842021505473,1.0394942024933105,1.0058765987649447,6.5
66,1.0337296775033975,1.0407494472381866,0.9979539208840331,6.6000000000000005
67,1.0334079598273584,1.0399001310971954,0.9864659845409383,6.7
68,1.0308630001209695,1.0373434685109768,0.9739564765393135,6.800000000000001
69,1.0266716506484916,1.033181110570106,0.9625945824298062,6.9
70,1.0211070326382405,1.0276062269926316,0.9534452911132686,7.0
71,1.0143339319815141,1.0211449523049192,0.9467400253656995,7.1000000000000005
72,1.0064415759151975,1.0144748974362352,0.9423656615454044,7.2
73,0.9975612121323049,1.0081987854489523,0.9399878091928912,7.300000000000001
74,0.988167684311835,1.0028370294780546,0.9389085648663619,7.4
75,0.9792058965838444,0.9988394000620598,0.9380863519687705,7.5
76,0.9717505735408705,0.9964583652849542,0.9367304693127497,7.6000000000000005
77,0.9664705818196079,0.9955939573945087,0.9351951277534883,7.7
78,0.9634629747596578,0.9958323374993986,0.9351840595019502,7.800000000000001
79,0.9626358012538094,0.9967763402862385,0.9386513734338741,7.9
80,0.9641620690933698,0.9983743718272048,0.9461801005807787,8.0
81,0.9684333503336122,1.0007737142702122,0.9562851172717074,8.1
82,0.9755532257254003,1.0038689049960434,0.9662322358682838,8.200000000000001
83,0.9849266306995179,1.0072864767527407,0.9735118775097159,8.3
84,0.9953435546749824,1.0109462371175333,0.976942943511813,8.4
85,1.0054352074489707,1.0153682745803625,0.9770247040924442,8.5
86,1.0140576405554131,1.0210776921761342,0.975481545474569,8.6
87,1.020365133976014,1.027628831690412,0.9741202331957061,8.700000000000001
88,1.0237460112399923,1.0334248361541452,0.9736833717585991,8.8
89,1.0238736655159715,1.0366989188551312,0.9735523118450734,8.9
90,1.0209187132988389,1.0366680665527732,0.9725952391212064,9.0
91,1.0156930488790015,1.0337347849266758,0.9704505209191542,9.1
92,1.0094145690438021,1.0288055499678155,0.967763995174125,9.200000000000001
93,1.0031426986130723,1.022655648323771,0.9649657769475187,9.3
94,0.9973840030382886,1.0158489442258434,0.961388590126001,9.4
95,0.9922032104152136,1.0089583555587234,0.9561992386316649,9.5
96,0.9875884642095086,1.0026804290804703,0.9498636258479414,9.600000000000001
97,0.9836300734364488,0.9977081221225869,0.9440445432042679,9.700000000000001
98,0.9804624265827083,0.9944505930341675,0.9401535796618592,9.8
99,0.9782117023598816,0.9928032481389959,0.9383490345007559,9.9
100,0.9770225743373894,0.9922312064121213,0.9378341903231533,10.0
