,Si-Si,Si-Sb,Sb-Sb,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,8.184045157328551e-07,0.0,0.0,1.0
11,1.635452362172837e-05,0.0,0.0,1.1
12,0.0001354072014131853,8.838768769914836e-07,0.0,1.2000000000000002
13,0.0007831554322608339,9.67190035545247e-06,0.0,1.3
14,0.0035789295512418996,7.210411685945816e-05,4.26111442075784e-07,1.4000000000000001
15,0.013390759253428546,0.0003971657944706957,4.672219697966193e-06,1.5
16,0.04169257939953112,0.0017704136001500353,3.592165517348244e-05,1.6
17,0.10948516488103945,0.006572745323664057,0.00020417019431327447,1.7000000000000002
18,0.2455592631908621,0.02068220934769149,0.0009394756302313939,1.8
19,0.47628629614936,0.05570568995228974,0.0036066858247790603,1.9000000000000001
20,0.8083381191336805,0.12943551973923223,0.011774824632880739,2.0
21,1.213210483107194,0.2613341794795214,0.03299778457996677,2.1
22,1.626095711897729,0.4619450465510064,0.07994299867460047,2.2
23,1.965794506780966,0.7208665546557679,0.16853001855003902,2.3000000000000003
24,2.1674247427809212,1.0027245259946387,0.3113712256479729,2.4000000000000004
25,2.2078016697194935,1.2577030029139127,0.5083787525863109,2.5
26,2.108775532419274,1.4422282273699265,0.7406999847740752,2.6
27,1.920846651944725,1.5362525916564618,0.974117907807976,2.7
28,1.7002329161144696,1.5463630381565228,1.17171790865364,2.8000000000000003
29,1.4910823845859873,1.4959333796237235,1.308102003995442,2.9000000000000004
30,1.3175555826368837,1.411907892692591,1.3763695941215934,3.0
31,1.184855900786479,1.3160337870071657,1.385605939152144,3.1
32,1.086678215439073,1.2223963188517883,1.3532579952465198,3.2
33,1.0150945610230757,1.1391701732256283,1.297554654780173,3.3000000000000003
34,0.9659827349041764,1.071045050631006,1.2326611350317636,3.4000000000000004
35,0.9365527204862552,1.019906931601025,1.1676708363626136,3.5
36,0.9209201780636331,0.9845406049064108,1.1085781396017398,3.6
37,0.9111898590113389,0.961363987730558,1.0600659534373142,3.7
38,0.9024849804681618,0.9462991019574936,1.0249057538369097,3.8000000000000003
39,0.8949383303576045,0.936267045662293,1.002389688111276,3.9000000000000004
40,0.8908328902935876,0.9296575489141382,0.9887813643759109,4.0
41,0.8911647102880452,0.9261547398798682,0.9800582411902793,4.1000000000000005
42,0.8950637698723983,0.9261103360210546,0.9740743369933162,4.2
43,0.9013151441188901,0.9295519340311843,0.9701393615333045,4.3
44,0.9093553131479527,0.9354515790015098,0.9675412625249156,4.4
45,0.918564196922195,0.9420546824024433,0.96520166413936,4.5
46,0.9276060245840009,0.9480600045398864,0.9622130405715246,4.6000000000000005
47,0.9355380643856609,0.9533521890744646,0.9581766034959551,4.7
48,0.9431102207368532,0.9585736048146775,0.9535179768121632,4.800000000000001
49,0.9516797291445621,0.9641951804486396,0.9500165141038296,4.9
50,0.9608133550901892,0.9700588636938804,0.9505072016953768,5.0
51,0.9678645542435858,0.9756322769727752,0.9569965096202568,5.1000000000000005
52,0.9701117252759127,0.9805081741977225,0.9685680211802986,5.2
53,0.966960335842802,0.9846432653191901,0.9815246287522329,5.300000000000001
54,0.9601672191196636,0.9883364050246893,0.9921451783780493,5.4
55,0.9523334949150521,0.9921647162727741,0.9993304215501227,5.5
56,0.9455917486294924,0.9967316935117269,1.0044506668981905,5.6000000000000005
57,0.9415266026886624,1.0021709587164849,1.009064502324177,5.7
58,0.941318042483558,1.0079800264373906,1.01329775351346,5.800000000000001
59,0.9450837200546037,1.013538974114112,1.0161404243862513,5.9
60,0.9510063072485162,1.0186679040594582,1.0167608587680879,6.0
61,0.955574415433912,1.0234052647831244,1.0154464780597319,6.1000000000000005
62,0.9554196732735909,1.0273411270329007,1.0134346622057882,6.2
63,0.9496229704782635,1.0295706033932461,1.0119090085765814,6.300000000000001
64,0.9404774463247969,1.0294780198082,1.0112272885611036,6.4
65,0.9317737990335065,1.0273192895760277,1.0109854251154695,6.5
66,0.9261821697585049,1.0238246887998543,1.0104428689459906,6.6000000000000005
67,0.9241085475227396,1.0194347100781362,1.0088655443792611,6.7
68,0.9243186548134587,1.014237290671115,1.0059736568886912,6.800000000000001
69,0.9249706962243903,1.0085778483131809,1.0022648172677342,6.9
70,0.9245385757503112,1.0033245563429578,0.9986134793292804,7.0
71,0.9230948233722486,0.9993169643241475,0.9954475714636124,7.1000000000000005
72,0.9230281015932368,0.9968000378759879,0.9925253810155836,7.2
73,0.9273341844934546,0.9956768054844313,0.9895791417657493,7.300000000000001
74,0.9364938774074759,0.9960529854143718,0.9869296256502254,7.4
75,0.9476777814382678,0.9980590614956808,0.9852781077716477,7.5
76,0.9573180387998466,1.0012214150226082,0.9850458312181155,7.6000000000000005
77,0.9637746939431272,1.0044758688993596,0.9861476412123747,7.7
78,0.9674362199520159,1.0069305302598575,0.9883188483656505,7.800000000000001
79,0.9693298892934336,1.0083690658284155,0.9913242250107092,7.9
80,0.9703523994191495,1.0090749616348356,0.9947299024431449,8.0
81,0.9712558908485693,1.0095218022481518,0.997710171772319,8.1
82,0.9725399150283996,1.01019131523744,0.9993770787289078,8.200000000000001
83,0.9739532641529824,1.0112729791706527,0.9993605716277649,8.3
84,0.974292558481716,1.0124870465328124,0.9979614868468636,8.4
85,0.9723360192268927,1.0134339734327225,0.9957485410906539,8.5
86,0.9681594228115454,1.0139793337788006,0.9931636122206832,8.6
87,0.9631873852054036,1.0141233133984835,0.9905445844712712,8.700000000000001
88,0.9589321123261982,1.0138781859755697,0.988360445738836,8.8
89,0.9562705878701948,1.013530953974591,0.9872281561732883,8.9
90,0.9559027221002812,1.0135836461678134,0.9875819203248816,9.0
91,0.9584268360986337,1.0141113064751595,0.9893087376686467,9.1
92,0.963428690261827,1.0144851879247485,0.9917214896175662,9.200000000000001
93,0.9693079230367708,1.0138901093824915,0.9939686340038288,9.3
94,0.9745885848448365,1.0118920539046405,0.9955958043425367,9.4
95,0.978949161954896,1.0085776271256557,0.9967475258773575,9.5
96,0.9825421411847132,1.004590275067203,0.9977847514921663,9.600000000000001
97,0.984716454028404,1.0010964837707277,0.9988011727884539,9.700000000000001
98,0.9843460350231189,0.9992132999197972,0.9996179418346667,9.8
99,0.9816925665123856,0.9990669740345202,1.0001023882210267,9.9
100,0.9791256962448337,0.9995862284450677,1.0002984484941084,10.0
