,Li-Li,Li-V,V-V,r
83,0.9445282834361894,1.0164904033405018,0.9680126043982245,8.3
84,0.9445906172240973,1.0150419609750228,0.965521354496544,8.4
85,0.9467040721736488,1.014270160452529,0.9643205152815855,8.5
86,0.9504857007079026,1.0145012656427232,0.9648006764462584,8.6
87,0.9551020110224084,1.0155894043431832,0.9671401339994655,8.700000000000001
88,0.9602232163517844,1.0169623405856991,0.9711585084505231,8.8
89,0.9660735098382838,1.0181523389110714,0.9765992410909841,8.9
90,0.9728027784447517,1.0191006787270074,0.9833815078398368,9.0
91,0.9800018870753049,1.0199306160986172,0.9913144434395249,9.1
92,0.9868265287271167,1.0206168343491375,0.9996363469745777,9.200000000000001
93,0.9925272569720989,1.0209477784763878,1.0071529418121445,9.3
